Date,Fidelity Low Volatility_Open_average,Fidelity Low Volatility_Open_max,Fidelity Low Volatility_Open_min,Fidelity Low Volatility_Open_volatility,Fidelity Low Volatility_Open_change,Fidelity Low Volatility_High_average,Fidelity Low Volatility_High_max,Fidelity Low Volatility_High_min,Fidelity Low Volatility_High_volatility,Fidelity Low Volatility_High_change,Fidelity Low Volatility_Low_average,Fidelity Low Volatility_Low_max,Fidelity Low Volatility_Low_min,Fidelity Low Volatility_Low_volatility,Fidelity Low Volatility_Low_change,Fidelity Low Volatility_Close_average,Fidelity Low Volatility_Close_max,Fidelity Low Volatility_Close_min,Fidelity Low Volatility_Close_volatility,Fidelity Low Volatility_Close_change
2018-03-25,30.04,30.04,30.04,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-04-01,29.92,29.92,29.92,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2018-04-08,30.41,30.41,30.41,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-04-15,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2018-04-22,30.36,30.36,30.36,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-04-29,30.44,30.44,30.44,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-05-06,31.02,31.02,31.02,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-05-13,30.9,30.9,30.9,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-05-20,30.87,30.87,30.87,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2018-05-27,31.33,31.33,31.33,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-06-03,31.78,31.78,31.78,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-06-10,31.4,31.4,31.4,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-06-17,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.84,30.84,30.84,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2018-06-24,30.83,30.83,30.83,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.83,30.83,30.83,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2018-07-01,31.68,31.68,31.68,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2018-07-08,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-07-15,32.06,32.06,32.06,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-07-22,32.48,32.48,32.48,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-07-29,32.76,32.76,32.76,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-08-05,32.78,32.78,32.78,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2018-08-12,33.25,33.25,33.25,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-08-19,33.44,33.44,33.44,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2018-08-26,33.53,33.53,33.53,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-09-02,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2018-09-09,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-09-16,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-09-23,33.84,33.84,33.84,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-09-30,33.54,33.54,33.54,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2018-10-07,32.34,32.34,32.34,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2018-10-14,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2018-10-21,31.84,31.84,31.84,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-10-28,32.24,32.24,32.24,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2018-11-04,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2018-11-11,32.86,32.86,32.86,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-11-18,31.91,31.91,31.91,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-11-25,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-12-02,31.69,31.69,31.69,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-12-09,31.18,31.18,31.18,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-12-16,28.94,28.94,28.94,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-12-23,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-12-30,30.1,30.1,30.1,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-01-06,30.6,30.6,30.6,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-01-13,31.32,31.32,31.32,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-01-20,31.36,31.36,31.36,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-01-27,32.27,32.27,32.27,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-02-03,32.43,32.43,32.43,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2019-02-10,32.87,32.87,32.87,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-02-17,33.57,33.57,33.57,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-02-24,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-03-03,33.12,33.12,33.12,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-03-10,33.75,33.75,33.75,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-03-17,33.65,33.65,33.65,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-03-24,34.29,34.29,34.29,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-03-31,34.45,34.45,34.45,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-04-07,34.63,34.63,34.63,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-04-14,34.51,34.51,34.51,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2019-04-21,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2019-04-28,34.47,34.47,34.47,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2019-05-05,34.05,34.05,34.05,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2019-05-12,34.49,34.49,34.49,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-05-19,34.59,34.59,34.59,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-05-26,33.94,33.94,33.94,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-06-02,35.59,35.59,35.59,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-06-09,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-06-16,35.9,35.9,35.9,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2019-06-23,35.98,35.98,35.98,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-06-30,36.35,36.35,36.35,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-07-07,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-07-14,36.31,36.31,36.31,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-07-21,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2019-07-28,35.61,35.61,35.61,0.0,0.0,35.66,35.66,35.66,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-08-04,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2019-08-11,36.48,36.48,36.48,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-08-18,35.99,35.99,35.99,0.0,0.0,36.06,36.06,36.06,0.0,0.0,35.8,35.8,35.8,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2019-08-25,36.87,36.87,36.87,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-09-01,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2019-09-08,36.75,36.75,36.75,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-09-15,36.84,36.84,36.84,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2019-09-22,36.53,36.53,36.53,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2019-09-29,36.48,36.48,36.48,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-10-06,36.7,36.7,36.7,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2019-10-13,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-10-20,36.94,36.94,36.94,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-10-27,37.35,37.35,37.35,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-11-03,37.16,37.16,37.16,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-11-10,37.77,37.77,37.77,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-11-17,37.86,37.86,37.86,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-11-24,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-12-01,38.15,38.15,38.15,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2019-12-08,38.48,38.48,38.48,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-12-15,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-12-22,38.83,38.83,38.83,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-12-29,38.57,38.57,38.57,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.82,38.82,38.82,0.0,0.0
