Date,SPDR S&P Metals & Mining_Open_average,SPDR S&P Metals & Mining_Open_max,SPDR S&P Metals & Mining_Open_min,SPDR S&P Metals & Mining_Open_volatility,SPDR S&P Metals & Mining_Open_change,SPDR S&P Metals & Mining_High_average,SPDR S&P Metals & Mining_High_max,SPDR S&P Metals & Mining_High_min,SPDR S&P Metals & Mining_High_volatility,SPDR S&P Metals & Mining_High_change,SPDR S&P Metals & Mining_Low_average,SPDR S&P Metals & Mining_Low_max,SPDR S&P Metals & Mining_Low_min,SPDR S&P Metals & Mining_Low_volatility,SPDR S&P Metals & Mining_Low_change,SPDR S&P Metals & Mining_Close_average,SPDR S&P Metals & Mining_Close_max,SPDR S&P Metals & Mining_Close_min,SPDR S&P Metals & Mining_Close_volatility,SPDR S&P Metals & Mining_Close_change
2018-03-25,34.02,34.02,34.02,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2018-04-01,34.18,34.18,34.18,0.0,0.0,34.71,34.71,34.71,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-04-08,35.7,35.7,35.7,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2018-04-15,36.5,36.5,36.5,0.0,0.0,36.57,36.57,36.57,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2018-04-22,35.13,35.13,35.13,0.0,0.0,35.36,35.36,35.36,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2018-04-29,36.11,36.11,36.11,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-05-06,37.0,37.0,37.0,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2018-05-13,37.82,37.82,37.82,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2018-05-20,36.96,36.96,36.96,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2018-05-27,38.17,38.17,38.17,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2018-06-03,38.21,38.21,38.21,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-06-10,36.6,36.6,36.6,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.58,36.58,36.58,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-06-17,36.58,36.58,36.58,0.0,0.0,36.71,36.71,36.71,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-06-24,35.18,35.18,35.18,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2018-07-01,36.5,36.5,36.5,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-07-08,35.95,35.95,35.95,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-07-15,36.24,36.24,36.24,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2018-07-22,36.45,36.45,36.45,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-07-29,35.24,35.24,35.24,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-08-05,34.73,34.73,34.73,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-08-12,33.66,33.66,33.66,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2018-08-19,33.99,33.99,33.99,0.0,0.0,34.46,34.46,34.46,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-08-26,33.59,33.59,33.59,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2018-09-02,33.39,33.39,33.39,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-09-09,33.9,33.9,33.9,0.0,0.0,34.53,34.53,34.53,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-09-16,34.93,34.93,34.93,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-09-23,34.32,34.32,34.32,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2018-09-30,33.57,33.57,33.57,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-10-07,32.83,32.83,32.83,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-10-14,32.4,32.4,32.4,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2018-10-21,30.7,30.7,30.7,0.0,0.0,30.77,30.77,30.77,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-10-28,31.76,31.76,31.76,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2018-11-04,30.84,30.84,30.84,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2018-11-11,31.1,31.1,31.1,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-11-18,29.07,29.07,29.07,0.0,0.0,29.48,29.48,29.48,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-11-25,29.77,29.77,29.77,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2018-12-02,27.92,27.92,27.92,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-12-09,27.07,27.07,27.07,0.0,0.0,28.0,28.0,28.0,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2018-12-16,25.66,25.66,25.66,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-12-23,26.33,26.33,26.33,0.0,0.0,26.44,26.44,26.44,0.0,0.0,25.78,25.78,25.78,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-12-30,27.8,27.8,27.8,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-01-06,28.3,28.3,28.3,0.0,0.0,28.45,28.45,28.45,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-01-13,29.0,29.0,29.0,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.76,28.76,28.76,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-01-20,29.27,29.27,29.27,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.87,28.87,28.87,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-01-27,30.38,30.38,30.38,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-02-03,29.68,29.68,29.68,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-02-10,30.55,30.55,30.55,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-02-17,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-02-24,31.08,31.08,31.08,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2019-03-03,28.91,28.91,28.91,0.0,0.0,29.42,29.42,29.42,0.0,0.0,28.78,28.78,28.78,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-03-10,29.71,29.71,29.71,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2019-03-17,29.11,29.11,29.11,0.0,0.0,29.49,29.49,29.49,0.0,0.0,28.89,28.89,28.89,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-03-24,30.05,30.05,30.05,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2019-03-31,30.9,30.9,30.9,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-04-07,29.79,29.79,29.79,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-04-14,29.22,29.22,29.22,0.0,0.0,29.31,29.31,29.31,0.0,0.0,28.73,28.73,28.73,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-04-21,29.09,29.09,29.09,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-04-28,28.54,28.54,28.54,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-05-05,27.6,27.6,27.6,0.0,0.0,27.61,27.61,27.61,0.0,0.0,26.74,26.74,26.74,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-05-12,26.65,26.65,26.65,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-05-19,25.86,25.86,25.86,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-05-26,24.44,24.44,24.44,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.44,24.44,24.44,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2019-06-02,26.03,26.03,26.03,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-06-09,26.2,26.2,26.2,0.0,0.0,26.65,26.65,26.65,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-06-16,27.76,27.76,27.76,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-06-23,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-06-30,28.0,28.0,28.0,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-07-07,27.94,27.94,27.94,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-07-14,28.6,28.6,28.6,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-07-21,28.62,28.62,28.62,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-07-28,26.31,26.31,26.31,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-08-04,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-08-11,25.15,25.15,25.15,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-08-18,24.97,24.97,24.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-08-25,25.57,25.57,25.57,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-09-01,25.55,25.55,25.55,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.55,25.55,25.55,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2019-09-08,27.49,27.49,27.49,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-09-15,26.15,26.15,26.15,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-09-22,25.53,25.53,25.53,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-09-29,25.22,25.22,25.22,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-10-06,25.99,25.99,25.99,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-10-13,26.19,26.19,26.19,0.0,0.0,26.47,26.47,26.47,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-10-20,26.76,26.76,26.76,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.76,26.76,26.76,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-10-27,27.41,27.41,27.41,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-11-03,27.39,27.39,27.39,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-11-10,26.85,26.85,26.85,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.66,26.66,26.66,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-11-17,27.22,27.22,27.22,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-11-24,27.75,27.75,27.75,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-12-01,28.71,28.71,28.71,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-12-08,29.44,29.44,29.44,0.0,0.0,29.51,29.51,29.51,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-12-15,28.6,28.6,28.6,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-12-22,29.3,29.3,29.3,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-12-29,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.9,28.9,28.9,0.0,0.0
