Date,First Trust International IPO_Open_average,First Trust International IPO_Open_max,First Trust International IPO_Open_min,First Trust International IPO_Open_volatility,First Trust International IPO_Open_change,First Trust International IPO_High_average,First Trust International IPO_High_max,First Trust International IPO_High_min,First Trust International IPO_High_volatility,First Trust International IPO_High_change,First Trust International IPO_Low_average,First Trust International IPO_Low_max,First Trust International IPO_Low_min,First Trust International IPO_Low_volatility,First Trust International IPO_Low_change,First Trust International IPO_Close_average,First Trust International IPO_Close_max,First Trust International IPO_Close_min,First Trust International IPO_Close_volatility,First Trust International IPO_Close_change
2018-09-23,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-09-30,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.7,32.7,32.7,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2018-10-07,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-10-14,31.72,31.72,31.72,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-10-21,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-10-28,31.72,31.72,31.72,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-11-04,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-11-11,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-11-18,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-11-25,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2018-12-02,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-12-09,31.05,31.05,31.05,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-12-16,29.69,29.69,29.69,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-12-23,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-12-30,31.35,31.35,31.35,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-01-06,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-01-13,32.45,32.45,32.45,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-01-20,32.71,32.71,32.71,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-01-27,33.49,33.49,33.49,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-02-03,33.28,33.28,33.28,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-02-10,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-02-17,34.9,34.9,34.9,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-02-24,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-03-03,34.63,34.63,34.63,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-03-10,34.77,34.77,34.77,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-03-17,34.36,34.36,34.36,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-03-24,35.24,35.24,35.24,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2019-03-31,35.47,35.47,35.47,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2019-04-07,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-04-14,34.82,34.82,34.82,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2019-04-21,34.94,34.94,34.94,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-04-28,34.56,34.56,34.56,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2019-05-05,34.01,34.01,34.01,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-05-12,34.25,34.25,34.25,0.0,0.0,34.33,34.33,34.33,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-05-19,34.39,34.39,34.39,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-05-26,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-06-02,35.25,35.25,35.25,0.0,0.0,35.49,35.49,35.49,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2019-06-09,35.21,35.21,35.21,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2019-06-16,36.66,36.66,36.66,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2019-06-23,36.78,36.78,36.78,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-06-30,36.95,36.95,36.95,0.0,0.0,37.41,37.41,37.41,0.0,0.0,36.84,36.84,36.84,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2019-07-07,37.38,37.38,37.38,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-07-14,37.59,37.59,37.59,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-07-21,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-07-28,36.67,36.67,36.67,0.0,0.0,36.67,36.67,36.67,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-08-04,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-08-11,37.4,37.4,37.4,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-08-18,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-08-25,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-09-01,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2019-09-08,37.15,37.15,37.15,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-09-15,37.17,37.17,37.17,0.0,0.0,37.24,37.24,37.24,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2019-09-22,36.25,36.25,36.25,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2019-09-29,36.83,36.83,36.83,0.0,0.0,37.34,37.34,37.34,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-10-06,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-10-13,37.64,37.64,37.64,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-10-20,37.99,37.99,37.99,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-10-27,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-11-03,38.0,38.0,38.0,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.8,37.8,37.8,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-11-10,38.49,38.49,38.49,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-11-17,38.51,38.51,38.51,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-11-24,38.46,38.46,38.46,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-12-01,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2019-12-08,39.12,39.12,39.12,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.85,38.85,38.85,0.0,0.0,39.06,39.06,39.06,0.0,0.0
2019-12-15,39.8,39.8,39.8,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-12-22,40.11,40.11,40.11,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2019-12-29,40.7,40.7,40.7,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.8,40.8,40.8,0.0,0.0
