Date,Schwab US Large-Cap_Open_average,Schwab US Large-Cap_Open_max,Schwab US Large-Cap_Open_min,Schwab US Large-Cap_Open_volatility,Schwab US Large-Cap_Open_change,Schwab US Large-Cap_High_average,Schwab US Large-Cap_High_max,Schwab US Large-Cap_High_min,Schwab US Large-Cap_High_volatility,Schwab US Large-Cap_High_change,Schwab US Large-Cap_Low_average,Schwab US Large-Cap_Low_max,Schwab US Large-Cap_Low_min,Schwab US Large-Cap_Low_volatility,Schwab US Large-Cap_Low_change,Schwab US Large-Cap_Close_average,Schwab US Large-Cap_Close_max,Schwab US Large-Cap_Close_min,Schwab US Large-Cap_Close_volatility,Schwab US Large-Cap_Close_change
2018-09-02,69.12,69.12,69.12,0.0,0.0,69.19,69.19,69.19,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2018-09-09,69.65,69.65,69.65,0.0,0.0,69.66,69.66,69.66,0.0,0.0,69.21,69.21,69.21,0.0,0.0,69.28,69.28,69.28,0.0,0.0
2018-09-16,70.04,70.04,70.04,0.0,0.0,70.07,70.07,70.07,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.98,69.98,69.98,0.0,0.0
2018-09-23,69.93,69.93,69.93,0.0,0.0,70.1,70.1,70.1,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2018-09-30,68.59,68.59,68.59,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.74,68.74,68.74,0.0,0.0
2018-10-07,65.83,65.83,65.83,0.0,0.0,66.17,66.17,66.17,0.0,0.0,65.54,65.54,65.54,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2018-10-14,66.13,66.13,66.13,0.0,0.0,66.24,66.24,66.24,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.71,65.71,65.71,0.0,0.0
2018-10-21,64.15,64.15,64.15,0.0,0.0,64.52,64.52,64.52,0.0,0.0,62.05,62.05,62.05,0.0,0.0,62.98,62.98,62.98,0.0,0.0
2018-10-28,65.14,65.14,65.14,0.0,0.0,65.48,65.48,65.48,0.0,0.0,64.86,64.86,64.86,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2018-11-04,66.17,66.17,66.17,0.0,0.0,66.23,66.23,66.23,0.0,0.0,64.94,64.94,64.94,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2018-11-11,65.24,65.24,65.24,0.0,0.0,65.27,65.27,65.27,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2018-11-18,63.55,63.55,63.55,0.0,0.0,63.97,63.97,63.97,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2018-11-25,66.96,66.96,66.96,0.0,0.0,67.15,67.15,67.15,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2018-12-02,62.98,62.98,62.98,0.0,0.0,63.34,63.34,63.34,0.0,0.0,61.83,61.83,61.83,0.0,0.0,63.09,63.09,63.09,0.0,0.0
2018-12-09,61.64,61.64,61.64,0.0,0.0,61.92,61.92,61.92,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.62,60.62,60.62,0.0,0.0
2018-12-16,57.08,57.08,57.08,0.0,0.0,57.35,57.35,57.35,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.03,56.03,56.03,0.0,0.0
2018-12-23,59.5,59.5,59.5,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2018-12-30,60.31,60.31,60.31,0.0,0.0,61.11,61.11,61.11,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2019-01-06,61.4,61.4,61.4,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2019-01-13,63.36,63.36,63.36,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2019-01-20,63.01,63.01,63.01,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.62,62.62,62.62,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2019-01-27,64.64,64.64,64.64,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.47,64.47,64.47,0.0,0.0,65.08,65.08,65.08,0.0,0.0
2019-02-03,64.94,64.94,64.94,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2019-02-10,66.18,66.18,66.18,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.12,66.12,66.12,0.0,0.0,66.4,66.4,66.4,0.0,0.0
2019-02-17,67.2,67.2,67.2,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2019-02-24,67.42,67.42,67.42,0.0,0.0,67.48,67.48,67.48,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.89,66.89,66.89,0.0,0.0
2019-03-03,65.88,65.88,65.88,0.0,0.0,66.67,66.67,66.67,0.0,0.0,65.84,65.84,65.84,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2019-03-10,67.67,67.67,67.67,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2019-03-17,66.69,66.69,66.69,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2019-03-24,68.1,68.1,68.1,0.0,0.0,68.45,68.45,68.45,0.0,0.0,68.04,68.04,68.04,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2019-03-31,68.93,68.93,68.93,0.0,0.0,69.12,69.12,69.12,0.0,0.0,68.74,68.74,68.74,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2019-04-07,69.5,69.5,69.5,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.2,69.2,69.2,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2019-04-14,69.18,69.18,69.18,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.45,69.45,69.45,0.0,0.0
2019-04-21,70.22,70.22,70.22,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.2,70.2,70.2,0.0,0.0,70.27,70.27,70.27,0.0,0.0
2019-04-28,69.17,69.17,69.17,0.0,0.0,70.17,70.17,70.17,0.0,0.0,69.12,69.12,69.12,0.0,0.0,70.08,70.08,70.08,0.0,0.0
2019-05-05,67.57,67.57,67.57,0.0,0.0,67.81,67.81,67.81,0.0,0.0,66.96,66.96,66.96,0.0,0.0,67.23,67.23,67.23,0.0,0.0
2019-05-12,67.95,67.95,67.95,0.0,0.0,68.24,68.24,68.24,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.93,67.93,67.93,0.0,0.0
2019-05-19,67.87,67.87,67.87,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2019-05-26,65.88,65.88,65.88,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.3,65.3,65.3,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2019-06-02,69.2,69.2,69.2,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.11,69.11,69.11,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2019-06-09,69.23,69.23,69.23,0.0,0.0,69.41,69.41,69.41,0.0,0.0,69.16,69.16,69.16,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2019-06-16,70.7,70.7,70.7,0.0,0.0,70.76,70.76,70.76,0.0,0.0,70.49,70.49,70.49,0.0,0.0,70.53,70.53,70.53,0.0,0.0
2019-06-23,71.01,71.01,71.01,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.71,70.71,70.71,0.0,0.0
2019-06-30,71.09,71.09,71.09,0.0,0.0,71.15,71.15,71.15,0.0,0.0,70.87,70.87,70.87,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2019-07-07,72.06,72.06,72.06,0.0,0.0,72.06,72.06,72.06,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.97,71.97,71.97,0.0,0.0
2019-07-14,71.22,71.22,71.22,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.11,71.11,71.11,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2019-07-21,72.26,72.26,72.26,0.0,0.0,72.3,72.3,72.3,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2019-07-28,68.93,68.93,68.93,0.0,0.0,69.01,69.01,69.01,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2019-08-04,69.38,69.38,69.38,0.0,0.0,69.52,69.52,69.52,0.0,0.0,68.69,68.69,68.69,0.0,0.0,68.91,68.91,68.91,0.0,0.0
2019-08-11,69.95,69.95,69.95,0.0,0.0,70.09,70.09,70.09,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.89,69.89,69.89,0.0,0.0
2019-08-18,68.76,68.76,68.76,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2019-08-25,70.3,70.3,70.3,0.0,0.0,70.34,70.34,70.34,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.95,69.95,69.95,0.0,0.0
2019-09-01,71.52,71.52,71.52,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.27,71.27,71.27,0.0,0.0
2019-09-08,71.69,71.69,71.69,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.59,71.59,71.59,0.0,0.0,71.81,71.81,71.81,0.0,0.0
2019-09-15,71.48,71.48,71.48,0.0,0.0,71.83,71.83,71.83,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2019-09-22,70.71,70.71,70.71,0.0,0.0,71.09,71.09,71.09,0.0,0.0,70.7,70.7,70.7,0.0,0.0,70.93,70.93,70.93,0.0,0.0
2019-09-29,70.18,70.18,70.18,0.0,0.0,70.57,70.57,70.57,0.0,0.0,69.99,69.99,69.99,0.0,0.0,70.09,70.09,70.09,0.0,0.0
2019-10-06,70.73,70.73,70.73,0.0,0.0,70.89,70.89,70.89,0.0,0.0,70.65,70.65,70.65,0.0,0.0,70.76,70.76,70.76,0.0,0.0
2019-10-13,71.53,71.53,71.53,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.67,71.67,71.67,0.0,0.0
2019-10-20,72.37,72.37,72.37,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.48,72.48,72.48,0.0,0.0
2019-10-27,73.55,73.55,73.55,0.0,0.0,73.58,73.58,73.58,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.42,73.42,73.42,0.0,0.0
2019-11-03,73.44,73.44,73.44,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.36,73.36,73.36,0.0,0.0,73.69,73.69,73.69,0.0,0.0
2019-11-10,74.44,74.44,74.44,0.0,0.0,74.63,74.63,74.63,0.0,0.0,74.34,74.34,74.34,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2019-11-17,74.62,74.62,74.62,0.0,0.0,74.97,74.97,74.97,0.0,0.0,74.57,74.57,74.57,0.0,0.0,74.97,74.97,74.97,0.0,0.0
2019-11-24,75.27,75.27,75.27,0.0,0.0,75.29,75.29,75.29,0.0,0.0,74.42,74.42,74.42,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2019-12-01,75.17,75.17,75.17,0.0,0.0,75.32,75.32,75.32,0.0,0.0,75.01,75.01,75.01,0.0,0.0,75.03,75.03,75.03,0.0,0.0
2019-12-08,75.78,75.78,75.78,0.0,0.0,76.02,76.02,76.02,0.0,0.0,75.71,75.71,75.71,0.0,0.0,75.87,75.87,75.87,0.0,0.0
2019-12-15,76.76,76.76,76.76,0.0,0.0,76.76,76.76,76.76,0.0,0.0,76.62,76.62,76.62,0.0,0.0,76.67,76.67,76.67,0.0,0.0
2019-12-22,77.06,77.06,77.06,0.0,0.0,77.1,77.1,77.1,0.0,0.0,76.48,76.48,76.48,0.0,0.0,76.62,76.62,76.62,0.0,0.0
2019-12-29,76.65,76.65,76.65,0.0,0.0,77.22,77.22,77.22,0.0,0.0,76.63,76.63,76.63,0.0,0.0,76.98,76.98,76.98,0.0,0.0
