Date,Vanguard FTSE Europe_Open_average,Vanguard FTSE Europe_Open_max,Vanguard FTSE Europe_Open_min,Vanguard FTSE Europe_Open_volatility,Vanguard FTSE Europe_Open_change,Vanguard FTSE Europe_High_average,Vanguard FTSE Europe_High_max,Vanguard FTSE Europe_High_min,Vanguard FTSE Europe_High_volatility,Vanguard FTSE Europe_High_change,Vanguard FTSE Europe_Low_average,Vanguard FTSE Europe_Low_max,Vanguard FTSE Europe_Low_min,Vanguard FTSE Europe_Low_volatility,Vanguard FTSE Europe_Low_change,Vanguard FTSE Europe_Close_average,Vanguard FTSE Europe_Close_max,Vanguard FTSE Europe_Close_min,Vanguard FTSE Europe_Close_volatility,Vanguard FTSE Europe_Close_change
2018-04-08,59.82,59.82,59.82,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2018-04-15,59.82,59.82,59.82,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2018-04-22,59.51,59.51,59.51,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2018-04-29,59.53,59.53,59.53,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2018-05-06,60.35,60.35,60.35,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2018-05-13,60.25,60.25,60.25,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2018-05-20,58.77,58.77,58.77,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2018-05-27,58.85,58.85,58.85,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2018-06-03,59.02,59.02,59.02,0.0,0.0,59.41,59.41,59.41,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2018-06-10,57.8,57.8,57.8,0.0,0.0,58.12,58.12,58.12,0.0,0.0,57.74,57.74,57.74,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2018-06-17,56.33,56.33,56.33,0.0,0.0,56.42,56.42,56.42,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2018-06-24,55.42,55.42,55.42,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2018-07-01,57.37,57.37,57.37,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2018-07-08,57.08,57.08,57.08,0.0,0.0,57.19,57.19,57.19,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2018-07-15,57.2,57.2,57.2,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2018-07-22,58.03,58.03,58.03,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2018-07-29,56.86,56.86,56.86,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2018-08-05,55.82,55.82,55.82,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2018-08-12,55.62,55.62,55.62,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2018-08-19,56.99,56.99,56.99,0.0,0.0,57.39,57.39,57.39,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2018-08-26,56.55,56.55,56.55,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2018-09-02,55.47,55.47,55.47,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2018-09-09,56.26,56.26,56.26,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2018-09-16,57.46,57.46,57.46,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2018-09-23,56.53,56.53,56.53,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2018-09-30,54.09,54.09,54.09,0.0,0.0,54.42,54.42,54.42,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-10-07,52.65,52.65,52.65,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2018-10-14,52.57,52.57,52.57,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2018-10-21,51.52,51.52,51.52,0.0,0.0,51.63,51.63,51.63,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2018-10-28,52.68,52.68,52.68,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2018-11-04,52.0,52.0,52.0,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2018-11-11,51.85,51.85,51.85,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2018-11-18,51.36,51.36,51.36,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2018-11-25,52.13,52.13,52.13,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.83,51.83,51.83,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2018-12-02,49.45,49.45,49.45,0.0,0.0,49.56,49.56,49.56,0.0,0.0,48.77,48.77,48.77,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2018-12-09,49.38,49.38,49.38,0.0,0.0,49.4,49.4,49.4,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2018-12-16,47.43,47.43,47.43,0.0,0.0,47.84,47.84,47.84,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-12-23,48.73,48.73,48.73,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-12-30,49.49,49.49,49.49,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2019-01-06,50.1,50.1,50.1,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-01-13,51.21,51.21,51.21,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-01-20,51.07,51.07,51.07,0.0,0.0,51.25,51.25,51.25,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-01-27,51.8,51.8,51.8,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.69,51.69,51.69,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-02-03,51.33,51.33,51.33,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-02-10,52.42,52.42,52.42,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2019-02-17,53.37,53.37,53.37,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2019-02-24,53.93,53.93,53.93,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.67,53.67,53.67,0.0,0.0
2019-03-03,52.81,52.81,52.81,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-03-10,54.75,54.75,54.75,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2019-03-17,53.28,53.28,53.28,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-03-24,54.16,54.16,54.16,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2019-03-31,55.13,55.13,55.13,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-04-07,55.49,55.49,55.49,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2019-04-14,55.55,55.55,55.55,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-04-21,55.25,55.25,55.25,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-04-28,54.44,54.44,54.44,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.43,54.43,54.43,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-05-05,53.41,53.41,53.41,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2019-05-12,53.58,53.58,53.58,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2019-05-19,53.72,53.72,53.72,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2019-05-26,52.68,52.68,52.68,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2019-06-02,54.58,54.58,54.58,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-06-09,53.26,53.26,53.26,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-06-16,54.87,54.87,54.87,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2019-06-23,55.34,55.34,55.34,0.0,0.0,55.39,55.39,55.39,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-06-30,54.88,54.88,54.88,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-07-07,54.88,54.88,54.88,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-07-14,54.58,54.58,54.58,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-07-21,54.76,54.76,54.76,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2019-07-28,52.03,52.03,52.03,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2019-08-04,52.16,52.16,52.16,0.0,0.0,52.35,52.35,52.35,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2019-08-11,52.08,52.08,52.08,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-08-18,51.94,51.94,51.94,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2019-08-25,52.78,52.78,52.78,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2019-09-01,53.74,53.74,53.74,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2019-09-08,54.17,54.17,54.17,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.97,53.97,53.97,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2019-09-15,53.84,53.84,53.84,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.79,53.79,53.79,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2019-09-22,53.47,53.47,53.47,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2019-09-29,52.49,52.49,52.49,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2019-10-06,53.68,53.68,53.68,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2019-10-13,55.21,55.21,55.21,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-10-20,55.49,55.49,55.49,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2019-10-27,56.48,56.48,56.48,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2019-11-03,56.05,56.05,56.05,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2019-11-10,56.37,56.37,56.37,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2019-11-17,56.35,56.35,56.35,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.56,56.56,56.56,0.0,0.0
2019-11-24,56.3,56.3,56.3,0.0,0.0,56.33,56.33,56.33,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2019-12-01,56.65,56.65,56.65,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2019-12-08,58.65,58.65,58.65,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-12-15,58.06,58.06,58.06,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.03,58.03,58.03,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2019-12-22,58.67,58.67,58.67,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2019-12-29,58.3,58.3,58.3,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.35,58.35,58.35,0.0,0.0
