Date,SPDR Wells Fargo Preferred Stock_Open_average,SPDR Wells Fargo Preferred Stock_Open_max,SPDR Wells Fargo Preferred Stock_Open_min,SPDR Wells Fargo Preferred Stock_Open_volatility,SPDR Wells Fargo Preferred Stock_Open_change,SPDR Wells Fargo Preferred Stock_High_average,SPDR Wells Fargo Preferred Stock_High_max,SPDR Wells Fargo Preferred Stock_High_min,SPDR Wells Fargo Preferred Stock_High_volatility,SPDR Wells Fargo Preferred Stock_High_change,SPDR Wells Fargo Preferred Stock_Low_average,SPDR Wells Fargo Preferred Stock_Low_max,SPDR Wells Fargo Preferred Stock_Low_min,SPDR Wells Fargo Preferred Stock_Low_volatility,SPDR Wells Fargo Preferred Stock_Low_change,SPDR Wells Fargo Preferred Stock_Close_average,SPDR Wells Fargo Preferred Stock_Close_max,SPDR Wells Fargo Preferred Stock_Close_min,SPDR Wells Fargo Preferred Stock_Close_volatility,SPDR Wells Fargo Preferred Stock_Close_change
2018-09-16,42.63,42.63,42.63,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2018-09-23,42.42,42.42,42.42,0.0,0.0,42.6,42.6,42.6,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2018-09-30,41.06,41.06,41.06,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2018-10-07,41.09,41.09,41.09,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2018-10-14,41.55,41.55,41.55,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2018-10-21,41.6,41.6,41.6,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2018-10-28,41.19,41.19,41.19,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2018-11-04,41.34,41.34,41.34,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2018-11-11,41.07,41.07,41.07,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2018-11-18,40.95,40.95,40.95,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2018-11-25,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2018-12-02,39.9,39.9,39.9,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2018-12-09,39.9,39.9,39.9,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2018-12-16,38.95,38.95,38.95,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2018-12-23,39.3,39.3,39.3,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2018-12-30,40.83,40.83,40.83,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2019-01-06,41.12,41.12,41.12,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-01-13,41.19,41.19,41.19,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-01-20,41.4,41.4,41.4,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-01-27,41.89,41.89,41.89,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-02-03,41.67,41.67,41.67,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-02-10,42.28,42.28,42.28,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-02-17,42.22,42.22,42.22,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-02-24,42.5,42.5,42.5,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-03-03,42.43,42.43,42.43,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-03-10,42.77,42.77,42.77,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2019-03-17,42.46,42.46,42.46,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2019-03-24,42.63,42.63,42.63,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2019-03-31,42.79,42.79,42.79,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-04-07,42.75,42.75,42.75,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-04-14,42.78,42.78,42.78,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2019-04-21,42.72,42.72,42.72,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-04-28,42.53,42.53,42.53,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2019-05-05,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2019-05-12,42.8,42.8,42.8,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2019-05-19,42.82,42.82,42.82,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-05-26,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-06-02,43.0,43.0,43.0,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2019-06-09,43.18,43.18,43.18,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2019-06-16,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2019-06-23,43.04,43.04,43.04,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-06-30,43.1,43.1,43.1,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2019-07-07,43.39,43.39,43.39,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2019-07-14,43.64,43.64,43.64,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2019-07-21,43.72,43.72,43.72,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-07-28,43.65,43.65,43.65,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-08-04,43.48,43.48,43.48,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2019-08-11,44.09,44.09,44.09,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-08-18,44.06,44.06,44.06,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-08-25,44.16,44.16,44.16,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-09-01,44.15,44.15,44.15,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-09-08,43.35,43.35,43.35,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-09-15,43.96,43.96,43.96,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-09-22,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2019-09-29,44.0,44.0,44.0,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-10-06,44.12,44.12,44.12,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2019-10-13,44.2,44.2,44.2,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-10-20,44.36,44.36,44.36,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-10-27,43.96,43.96,43.96,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-11-03,43.55,43.55,43.55,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2019-11-10,43.79,43.79,43.79,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2019-11-17,43.75,43.75,43.75,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2019-11-24,43.46,43.46,43.46,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2019-12-01,43.23,43.23,43.23,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2019-12-08,43.82,43.82,43.82,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-12-15,43.85,43.85,43.85,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-12-22,44.05,44.05,44.05,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-12-29,44.33,44.33,44.33,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.36,44.36,44.36,0.0,0.0
