Date,Principal Millennials_Open_average,Principal Millennials_Open_max,Principal Millennials_Open_min,Principal Millennials_Open_volatility,Principal Millennials_Open_change,Principal Millennials_High_average,Principal Millennials_High_max,Principal Millennials_High_min,Principal Millennials_High_volatility,Principal Millennials_High_change,Principal Millennials_Low_average,Principal Millennials_Low_max,Principal Millennials_Low_min,Principal Millennials_Low_volatility,Principal Millennials_Low_change,Principal Millennials_Close_average,Principal Millennials_Close_max,Principal Millennials_Close_min,Principal Millennials_Close_volatility,Principal Millennials_Close_change
2018-06-03,37.99,37.99,37.99,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-06-10,37.88,37.88,37.88,0.0,0.0,38.39,38.39,38.39,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2018-06-17,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2018-06-24,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-07-01,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2018-07-08,37.79,37.79,37.79,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2018-07-15,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-07-22,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2018-07-29,37.17,37.17,37.17,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2018-08-05,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2018-08-12,37.71,37.71,37.71,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2018-08-19,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2018-08-26,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2018-09-02,38.46,38.46,38.46,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2018-09-09,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2018-09-16,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2018-09-23,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2018-09-30,36.61,36.61,36.61,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2018-10-07,35.44,35.44,35.44,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2018-10-14,35.22,35.22,35.22,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2018-10-21,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-10-28,35.02,35.02,35.02,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-11-04,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-11-11,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-11-18,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2018-11-25,34.4,34.4,34.4,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-12-02,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-12-09,31.68,31.68,31.68,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-12-16,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2018-12-23,31.18,31.18,31.18,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-12-30,32.23,32.23,32.23,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-01-06,33.09,33.09,33.09,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-01-13,34.03,34.03,34.03,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-01-20,34.16,34.16,34.16,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-01-27,34.54,34.54,34.54,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-02-03,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-02-10,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-02-17,36.44,36.44,36.44,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2019-02-24,36.46,36.46,36.46,0.0,0.0,36.46,36.46,36.46,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2019-03-03,36.04,36.04,36.04,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2019-03-10,36.6,36.6,36.6,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-03-17,36.27,36.27,36.27,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-03-24,37.44,37.44,37.44,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-03-31,37.87,37.87,37.87,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-04-07,38.18,38.18,38.18,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2019-04-14,38.37,38.37,38.37,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-04-21,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-04-28,38.47,38.47,38.47,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-05-05,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2019-05-12,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2019-05-19,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-05-26,36.1,36.1,36.1,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2019-06-02,37.42,37.42,37.42,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-06-09,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-06-16,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-06-23,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-06-30,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-07-07,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-07-14,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-07-21,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-07-28,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2019-08-04,37.48,37.48,37.48,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-08-11,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-08-18,37.54,37.54,37.54,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-08-25,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-09-01,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-09-08,38.91,38.91,38.91,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-09-15,38.36,38.36,38.36,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-09-22,37.85,37.85,37.85,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-09-29,37.55,37.55,37.55,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2019-10-06,38.21,38.21,38.21,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2019-10-13,38.83,38.83,38.83,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-10-20,39.25,39.25,39.25,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2019-10-27,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-11-03,39.04,39.04,39.04,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-11-10,39.67,39.67,39.67,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-11-17,39.57,39.57,39.57,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2019-11-24,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2019-12-01,39.94,39.94,39.94,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-12-08,40.71,40.71,40.71,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2019-12-15,41.53,41.53,41.53,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-12-22,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-12-29,41.86,41.86,41.86,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.04,42.04,42.04,0.0,0.0
