Date,FlexShares STOXX Global Broad Infrastructure_Open_average,FlexShares STOXX Global Broad Infrastructure_Open_max,FlexShares STOXX Global Broad Infrastructure_Open_min,FlexShares STOXX Global Broad Infrastructure_Open_volatility,FlexShares STOXX Global Broad Infrastructure_Open_change,FlexShares STOXX Global Broad Infrastructure_High_average,FlexShares STOXX Global Broad Infrastructure_High_max,FlexShares STOXX Global Broad Infrastructure_High_min,FlexShares STOXX Global Broad Infrastructure_High_volatility,FlexShares STOXX Global Broad Infrastructure_High_change,FlexShares STOXX Global Broad Infrastructure_Low_average,FlexShares STOXX Global Broad Infrastructure_Low_max,FlexShares STOXX Global Broad Infrastructure_Low_min,FlexShares STOXX Global Broad Infrastructure_Low_volatility,FlexShares STOXX Global Broad Infrastructure_Low_change,FlexShares STOXX Global Broad Infrastructure_Close_average,FlexShares STOXX Global Broad Infrastructure_Close_max,FlexShares STOXX Global Broad Infrastructure_Close_min,FlexShares STOXX Global Broad Infrastructure_Close_volatility,FlexShares STOXX Global Broad Infrastructure_Close_change
2018-03-25,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2018-04-01,46.36,46.36,46.36,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-04-08,46.61,46.61,46.61,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2018-04-15,46.58,46.58,46.58,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2018-04-22,46.86,46.86,46.86,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2018-04-29,46.86,46.86,46.86,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2018-05-06,46.98,46.98,46.98,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2018-05-13,46.31,46.31,46.31,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-05-20,46.06,46.06,46.06,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-05-27,46.36,46.36,46.36,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2018-06-03,46.25,46.25,46.25,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2018-06-10,45.81,45.81,45.81,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2018-06-17,45.73,45.73,45.73,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-06-24,45.46,45.46,45.46,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2018-07-01,46.77,46.77,46.77,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2018-07-08,46.54,46.54,46.54,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2018-07-15,46.49,46.49,46.49,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2018-07-22,47.14,47.14,47.14,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2018-07-29,47.06,47.06,47.06,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2018-08-05,46.83,46.83,46.83,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2018-08-12,47.24,47.24,47.24,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2018-08-19,47.39,47.39,47.39,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-08-26,46.95,46.95,46.95,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2018-09-02,46.79,46.79,46.79,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2018-09-09,47.31,47.31,47.31,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2018-09-16,47.23,47.23,47.23,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2018-09-23,46.83,46.83,46.83,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2018-09-30,46.28,46.28,46.28,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2018-10-07,44.94,44.94,44.94,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2018-10-14,45.71,45.71,45.71,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2018-10-21,44.58,44.58,44.58,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2018-10-28,45.13,45.13,45.13,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2018-11-04,45.74,45.74,45.74,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2018-11-11,46.14,46.14,46.14,0.0,0.0,46.23,46.23,46.23,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2018-11-18,45.95,45.95,45.95,0.0,0.0,46.01,46.01,46.01,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2018-11-25,47.15,47.15,47.15,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2018-12-02,45.6,45.6,45.6,0.0,0.0,45.69,45.69,45.69,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-12-09,45.6,45.6,45.6,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.99,44.99,44.99,0.0,0.0
2018-12-16,42.98,42.98,42.98,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2018-12-23,43.62,43.62,43.62,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2018-12-30,44.82,44.82,44.82,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.04,45.04,45.04,0.0,0.0
2019-01-06,45.57,45.57,45.57,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2019-01-13,46.41,46.41,46.41,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-01-20,46.18,46.18,46.18,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2019-01-27,47.05,47.05,47.05,0.0,0.0,47.17,47.17,47.17,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2019-02-03,47.07,47.07,47.07,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2019-02-10,47.68,47.68,47.68,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-02-17,48.82,48.82,48.82,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2019-02-24,48.45,48.45,48.45,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-03-03,48.42,48.42,48.42,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2019-03-10,49.31,49.31,49.31,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2019-03-17,49.16,49.16,49.16,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-03-24,49.71,49.71,49.71,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-03-31,49.72,49.72,49.72,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-04-07,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-04-14,49.7,49.7,49.7,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-04-21,50.01,50.01,50.01,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.93,49.93,49.93,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-04-28,49.55,49.55,49.55,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-05-05,49.04,49.04,49.04,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-05-12,49.98,49.98,49.98,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-05-19,50.21,50.21,50.21,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-05-26,49.49,49.49,49.49,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2019-06-02,51.09,51.09,51.09,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-06-09,50.81,50.81,50.81,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-06-16,51.36,51.36,51.36,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-06-23,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-06-30,51.45,51.45,51.45,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-07-07,51.81,51.81,51.81,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-07-14,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-07-21,51.25,51.25,51.25,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2019-07-28,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-08-04,50.23,50.23,50.23,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-08-11,50.83,50.83,50.83,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-08-18,50.33,50.33,50.33,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-08-25,51.33,51.33,51.33,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-09-01,51.86,51.86,51.86,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-09-08,51.81,51.81,51.81,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-09-15,51.7,51.7,51.7,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-09-22,51.65,51.65,51.65,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-09-29,51.37,51.37,51.37,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2019-10-06,51.8,51.8,51.8,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-10-13,52.57,52.57,52.57,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2019-10-20,52.65,52.65,52.65,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2019-10-27,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-11-03,52.38,52.38,52.38,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-11-10,52.87,52.87,52.87,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-11-17,52.62,52.62,52.62,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-11-24,52.36,52.36,52.36,0.0,0.0,52.36,52.36,52.36,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-12-01,52.61,52.61,52.61,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-12-08,53.52,53.52,53.52,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-12-15,53.78,53.78,53.78,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2019-12-22,54.05,54.05,54.05,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2019-12-29,53.44,53.44,53.44,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.71,53.71,53.71,0.0,0.0
