Date,SPDR S&P China_etf_Open_average,SPDR S&P China_etf_Open_max,SPDR S&P China_etf_Open_min,SPDR S&P China_etf_Open_volatility,SPDR S&P China_etf_Open_change,SPDR S&P China_etf_High_average,SPDR S&P China_etf_High_max,SPDR S&P China_etf_High_min,SPDR S&P China_etf_High_volatility,SPDR S&P China_etf_High_change,SPDR S&P China_etf_Low_average,SPDR S&P China_etf_Low_max,SPDR S&P China_etf_Low_min,SPDR S&P China_etf_Low_volatility,SPDR S&P China_etf_Low_change,SPDR S&P China_etf_Close_average,SPDR S&P China_etf_Close_max,SPDR S&P China_etf_Close_min,SPDR S&P China_etf_Close_volatility,SPDR S&P China_etf_Close_change
2018-03-25,109.28,109.28,109.28,0.0,0.0,111.22,111.22,111.22,0.0,0.0,109.22,109.22,109.22,0.0,0.0,110.69,110.69,110.69,0.0,0.0
2018-04-01,108.24,108.24,108.24,0.0,0.0,109.36,109.36,109.36,0.0,0.0,106.53,106.53,106.53,0.0,0.0,107.12,107.12,107.12,0.0,0.0
2018-04-08,111.17,111.17,111.17,0.0,0.0,111.37,111.37,111.37,0.0,0.0,109.33,109.33,109.33,0.0,0.0,109.81,109.81,109.81,0.0,0.0
2018-04-15,108.73,108.73,108.73,0.0,0.0,108.73,108.73,108.73,0.0,0.0,107.4,107.4,107.4,0.0,0.0,107.86,107.86,107.86,0.0,0.0
2018-04-22,108.07,108.07,108.07,0.0,0.0,108.53,108.53,108.53,0.0,0.0,107.48,107.48,107.48,0.0,0.0,108.45,108.45,108.45,0.0,0.0
2018-04-29,106.8,106.8,106.8,0.0,0.0,109.36,109.36,109.36,0.0,0.0,106.69,106.69,106.69,0.0,0.0,108.92,108.92,108.92,0.0,0.0
2018-05-06,113.07,113.07,113.07,0.0,0.0,113.13,113.13,113.13,0.0,0.0,112.32,112.32,112.32,0.0,0.0,112.78,112.78,112.78,0.0,0.0
2018-05-13,112.48,112.48,112.48,0.0,0.0,112.48,112.48,112.48,0.0,0.0,112.01,112.01,112.01,0.0,0.0,112.2,112.2,112.2,0.0,0.0
2018-05-20,111.69,111.69,111.69,0.0,0.0,112.11,112.11,112.11,0.0,0.0,111.55,111.55,111.55,0.0,0.0,112.09,112.09,112.09,0.0,0.0
2018-05-27,111.96,111.96,111.96,0.0,0.0,113.54,113.54,113.54,0.0,0.0,111.96,111.96,111.96,0.0,0.0,113.46,113.46,113.46,0.0,0.0
2018-06-03,114.51,114.51,114.51,0.0,0.0,115.57,115.57,115.57,0.0,0.0,114.49,114.49,114.49,0.0,0.0,115.43,115.43,115.43,0.0,0.0
2018-06-10,112.5,112.5,112.5,0.0,0.0,113.37,113.37,113.37,0.0,0.0,112.23,112.23,112.23,0.0,0.0,113.37,113.37,113.37,0.0,0.0
2018-06-17,109.45,109.45,109.45,0.0,0.0,109.45,109.45,109.45,0.0,0.0,108.66,108.66,108.66,0.0,0.0,108.85,108.85,108.85,0.0,0.0
2018-06-24,104.55,104.55,104.55,0.0,0.0,105.29,105.29,105.29,0.0,0.0,104.51,104.51,104.51,0.0,0.0,104.78,104.78,104.78,0.0,0.0
2018-07-01,102.18,102.18,102.18,0.0,0.0,103.9,103.9,103.9,0.0,0.0,101.94,101.94,101.94,0.0,0.0,103.68,103.68,103.68,0.0,0.0
2018-07-08,104.49,104.49,104.49,0.0,0.0,104.77,104.77,104.77,0.0,0.0,104.0,104.0,104.0,0.0,0.0,104.62,104.62,104.62,0.0,0.0
2018-07-15,102.5,102.5,102.5,0.0,0.0,103.08,103.08,103.08,0.0,0.0,102.44,102.44,102.44,0.0,0.0,102.94,102.94,102.94,0.0,0.0
2018-07-22,104.75,104.75,104.75,0.0,0.0,105.01,105.01,105.01,0.0,0.0,103.38,103.38,103.38,0.0,0.0,103.93,103.93,103.93,0.0,0.0
2018-07-29,99.69,99.69,99.69,0.0,0.0,100.07,100.07,100.07,0.0,0.0,99.57,99.57,99.57,0.0,0.0,99.74,99.74,99.74,0.0,0.0
2018-08-05,100.08,100.08,100.08,0.0,0.0,100.69,100.69,100.69,0.0,0.0,99.9,99.9,99.9,0.0,0.0,100.55,100.55,100.55,0.0,0.0
2018-08-12,94.52,94.52,94.52,0.0,0.0,96.61,96.61,96.61,0.0,0.0,94.0,94.0,94.0,0.0,0.0,96.23,96.23,96.23,0.0,0.0
2018-08-19,98.42,98.42,98.42,0.0,0.0,98.86,98.86,98.86,0.0,0.0,98.4,98.4,98.4,0.0,0.0,98.86,98.86,98.86,0.0,0.0
2018-08-26,97.7,97.7,97.7,0.0,0.0,98.51,98.51,98.51,0.0,0.0,97.5,97.5,97.5,0.0,0.0,98.26,98.26,98.26,0.0,0.0
2018-09-02,93.32,93.32,93.32,0.0,0.0,94.49,94.49,94.49,0.0,0.0,93.15,93.15,93.15,0.0,0.0,93.72,93.72,93.72,0.0,0.0
2018-09-09,94.84,94.84,94.84,0.0,0.0,95.06,95.06,95.06,0.0,0.0,93.5,93.5,93.5,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2018-09-16,98.57,98.57,98.57,0.0,0.0,98.57,98.57,98.57,0.0,0.0,97.71,97.71,97.71,0.0,0.0,97.8,97.8,97.8,0.0,0.0
2018-09-23,96.58,96.58,96.58,0.0,0.0,97.22,97.22,97.22,0.0,0.0,96.31,96.31,96.31,0.0,0.0,96.67,96.67,96.67,0.0,0.0
2018-09-30,92.13,92.13,92.13,0.0,0.0,92.13,92.13,92.13,0.0,0.0,90.59,90.59,90.59,0.0,0.0,91.57,91.57,91.57,0.0,0.0
2018-10-07,88.6,88.6,88.6,0.0,0.0,89.0,89.0,89.0,0.0,0.0,87.56,87.56,87.56,0.0,0.0,88.83,88.83,88.83,0.0,0.0
2018-10-14,87.02,87.02,87.02,0.0,0.0,87.56,87.56,87.56,0.0,0.0,86.3,86.3,86.3,0.0,0.0,86.5,86.5,86.5,0.0,0.0
2018-10-21,84.13,84.13,84.13,0.0,0.0,85.92,85.92,85.92,0.0,0.0,83.93,83.93,83.93,0.0,0.0,84.9,84.9,84.9,0.0,0.0
2018-10-28,92.19,92.19,92.19,0.0,0.0,92.49,92.49,92.49,0.0,0.0,89.63,89.63,89.63,0.0,0.0,90.53,90.53,90.53,0.0,0.0
2018-11-04,87.82,87.82,87.82,0.0,0.0,87.91,87.91,87.91,0.0,0.0,86.75,86.75,86.75,0.0,0.0,87.45,87.45,87.45,0.0,0.0
2018-11-11,90.55,90.55,90.55,0.0,0.0,91.78,91.78,91.78,0.0,0.0,90.21,90.21,90.21,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2018-11-18,88.54,88.54,88.54,0.0,0.0,89.27,89.27,89.27,0.0,0.0,88.48,88.48,88.48,0.0,0.0,88.75,88.75,88.75,0.0,0.0
2018-11-25,91.94,91.94,91.94,0.0,0.0,93.09,93.09,93.09,0.0,0.0,91.58,91.58,91.58,0.0,0.0,93.04,93.04,93.04,0.0,0.0
2018-12-02,91.27,91.27,91.27,0.0,0.0,91.82,91.82,91.82,0.0,0.0,89.38,89.38,89.38,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2018-12-09,89.49,89.49,89.49,0.0,0.0,90.32,90.32,90.32,0.0,0.0,89.33,89.33,89.33,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2018-12-16,86.02,86.02,86.02,0.0,0.0,86.52,86.52,86.52,0.0,0.0,84.58,84.58,84.58,0.0,0.0,85.08,85.08,85.08,0.0,0.0
2018-12-23,85.21,85.21,85.21,0.0,0.0,85.72,85.72,85.72,0.0,0.0,84.7,84.7,84.7,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2018-12-30,84.0,84.0,84.0,0.0,0.0,85.93,85.93,85.93,0.0,0.0,84.0,84.0,84.0,0.0,0.0,85.35,85.35,85.35,0.0,0.0
2019-01-06,88.53,88.53,88.53,0.0,0.0,89.05,89.05,89.05,0.0,0.0,88.31,88.31,88.31,0.0,0.0,89.03,89.03,89.03,0.0,0.0
2019-01-13,91.62,91.62,91.62,0.0,0.0,92.4,92.4,92.4,0.0,0.0,91.34,91.34,91.34,0.0,0.0,92.08,92.08,92.08,0.0,0.0
2019-01-20,92.79,92.79,92.79,0.0,0.0,93.48,93.48,93.48,0.0,0.0,92.55,92.55,92.55,0.0,0.0,93.16,93.16,93.16,0.0,0.0
2019-01-27,95.02,95.02,95.02,0.0,0.0,95.47,95.47,95.47,0.0,0.0,94.95,94.95,94.95,0.0,0.0,95.21,95.21,95.21,0.0,0.0
2019-02-03,94.24,94.24,94.24,0.0,0.0,94.81,94.81,94.81,0.0,0.0,93.94,93.94,93.94,0.0,0.0,94.72,94.72,94.72,0.0,0.0
2019-02-10,95.05,95.05,95.05,0.0,0.0,95.23,95.23,95.23,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.74,94.74,94.74,0.0,0.0
2019-02-17,97.63,97.63,97.63,0.0,0.0,98.12,98.12,98.12,0.0,0.0,97.44,97.44,97.44,0.0,0.0,98.05,98.05,98.05,0.0,0.0
2019-02-24,98.83,98.83,98.83,0.0,0.0,98.89,98.89,98.89,0.0,0.0,98.13,98.13,98.13,0.0,0.0,98.41,98.41,98.41,0.0,0.0
2019-03-03,95.67,95.67,95.67,0.0,0.0,96.3,96.3,96.3,0.0,0.0,95.24,95.24,95.24,0.0,0.0,96.19,96.19,96.19,0.0,0.0
2019-03-10,99.35,99.35,99.35,0.0,0.0,99.9,99.9,99.9,0.0,0.0,99.32,99.32,99.32,0.0,0.0,99.78,99.78,99.78,0.0,0.0
2019-03-17,99.41,99.41,99.41,0.0,0.0,99.69,99.69,99.69,0.0,0.0,98.05,98.05,98.05,0.0,0.0,98.17,98.17,98.17,0.0,0.0
2019-03-24,100.0,100.0,100.0,0.0,0.0,100.51,100.51,100.51,0.0,0.0,99.59,99.59,99.59,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2019-03-31,103.83,103.83,103.83,0.0,0.0,104.36,104.36,104.36,0.0,0.0,103.78,103.78,103.78,0.0,0.0,104.33,104.33,104.33,0.0,0.0
2019-04-07,104.49,104.49,104.49,0.0,0.0,104.74,104.74,104.74,0.0,0.0,104.22,104.22,104.22,0.0,0.0,104.47,104.47,104.47,0.0,0.0
2019-04-14,104.18,104.18,104.18,0.0,0.0,104.44,104.44,104.44,0.0,0.0,103.8,103.8,103.8,0.0,0.0,104.39,104.39,104.39,0.0,0.0
2019-04-21,102.1,102.1,102.1,0.0,0.0,102.54,102.54,102.54,0.0,0.0,101.76,101.76,101.76,0.0,0.0,102.48,102.48,102.48,0.0,0.0
2019-04-28,102.82,102.82,102.82,0.0,0.0,103.55,103.55,103.55,0.0,0.0,102.82,102.82,102.82,0.0,0.0,103.48,103.48,103.48,0.0,0.0
2019-05-05,96.45,96.45,96.45,0.0,0.0,97.12,97.12,97.12,0.0,0.0,95.2,95.2,95.2,0.0,0.0,96.79,96.79,96.79,0.0,0.0
2019-05-12,93.43,93.43,93.43,0.0,0.0,93.82,93.82,93.82,0.0,0.0,92.93,92.93,92.93,0.0,0.0,93.17,93.17,93.17,0.0,0.0
2019-05-19,89.77,89.77,89.77,0.0,0.0,89.95,89.95,89.95,0.0,0.0,88.81,88.81,88.81,0.0,0.0,88.81,88.81,88.81,0.0,0.0
2019-05-26,89.02,89.02,89.02,0.0,0.0,89.66,89.66,89.66,0.0,0.0,88.94,88.94,88.94,0.0,0.0,89.57,89.57,89.57,0.0,0.0
2019-06-02,90.04,90.04,90.04,0.0,0.0,91.12,91.12,91.12,0.0,0.0,89.92,89.92,89.92,0.0,0.0,90.38,90.38,90.38,0.0,0.0
2019-06-09,90.93,90.93,90.93,0.0,0.0,91.29,91.29,91.29,0.0,0.0,90.5,90.5,90.5,0.0,0.0,90.57,90.57,90.57,0.0,0.0
2019-06-16,95.63,95.63,95.63,0.0,0.0,96.03,96.03,96.03,0.0,0.0,95.47,95.47,95.47,0.0,0.0,95.54,95.54,95.54,0.0,0.0
2019-06-23,95.61,95.61,95.61,0.0,0.0,95.61,95.61,95.61,0.0,0.0,95.32,95.32,95.32,0.0,0.0,95.59,95.59,95.59,0.0,0.0
2019-06-30,96.23,96.23,96.23,0.0,0.0,96.23,96.23,96.23,0.0,0.0,95.8,95.8,95.8,0.0,0.0,96.1,96.1,96.1,0.0,0.0
2019-07-07,94.74,94.74,94.74,0.0,0.0,94.88,94.88,94.88,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.7,94.7,94.7,0.0,0.0
2019-07-14,96.16,96.16,96.16,0.0,0.0,96.22,96.22,96.22,0.0,0.0,95.53,95.53,95.53,0.0,0.0,95.61,95.61,95.61,0.0,0.0
2019-07-21,96.25,96.25,96.25,0.0,0.0,96.25,96.25,96.25,0.0,0.0,95.9,95.9,95.9,0.0,0.0,96.13,96.13,96.13,0.0,0.0
2019-07-28,90.77,90.77,90.77,0.0,0.0,91.0,91.0,91.0,0.0,0.0,90.03,90.03,90.03,0.0,0.0,90.21,90.21,90.21,0.0,0.0
2019-08-04,88.09,88.09,88.09,0.0,0.0,88.44,88.44,88.44,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.82,87.82,87.82,0.0,0.0
2019-08-11,87.9,87.9,87.9,0.0,0.0,89.03,89.03,89.03,0.0,0.0,87.9,87.9,87.9,0.0,0.0,88.9,88.9,88.9,0.0,0.0
2019-08-18,89.36,89.36,89.36,0.0,0.0,90.32,90.32,90.32,0.0,0.0,87.81,87.81,87.81,0.0,0.0,88.03,88.03,88.03,0.0,0.0
2019-08-25,90.7,90.7,90.7,0.0,0.0,90.73,90.73,90.73,0.0,0.0,90.01,90.01,90.01,0.0,0.0,90.46,90.46,90.46,0.0,0.0
2019-09-01,93.59,93.59,93.59,0.0,0.0,93.69,93.69,93.69,0.0,0.0,93.29,93.29,93.29,0.0,0.0,93.29,93.29,93.29,0.0,0.0
2019-09-08,95.93,95.93,95.93,0.0,0.0,96.18,96.18,96.18,0.0,0.0,95.84,95.84,95.84,0.0,0.0,96.08,96.08,96.08,0.0,0.0
2019-09-15,94.3,94.3,94.3,0.0,0.0,94.46,94.46,94.46,0.0,0.0,93.28,93.28,93.28,0.0,0.0,93.72,93.72,93.72,0.0,0.0
2019-09-22,91.64,91.64,91.64,0.0,0.0,91.64,91.64,91.64,0.0,0.0,88.83,88.83,88.83,0.0,0.0,89.31,89.31,89.31,0.0,0.0
2019-09-29,90.4,90.4,90.4,0.0,0.0,91.18,91.18,91.18,0.0,0.0,90.3,90.3,90.3,0.0,0.0,91.02,91.02,91.02,0.0,0.0
2019-10-06,93.03,93.03,93.03,0.0,0.0,94.11,94.11,94.11,0.0,0.0,92.98,92.98,92.98,0.0,0.0,93.17,93.17,93.17,0.0,0.0
2019-10-13,93.69,93.69,93.69,0.0,0.0,93.92,93.92,93.92,0.0,0.0,92.76,92.76,92.76,0.0,0.0,92.89,92.89,92.89,0.0,0.0
2019-10-20,93.28,93.28,93.28,0.0,0.0,94.2,94.2,94.2,0.0,0.0,93.19,93.19,93.19,0.0,0.0,94.17,94.17,94.17,0.0,0.0
2019-10-27,95.35,95.35,95.35,0.0,0.0,95.77,95.77,95.77,0.0,0.0,95.14,95.14,95.14,0.0,0.0,95.35,95.35,95.35,0.0,0.0
2019-11-03,98.15,98.15,98.15,0.0,0.0,98.31,98.31,98.31,0.0,0.0,97.37,97.37,97.37,0.0,0.0,98.1,98.1,98.1,0.0,0.0
2019-11-10,95.0,95.0,95.0,0.0,0.0,95.33,95.33,95.33,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.2,95.2,95.2,0.0,0.0
2019-11-17,95.32,95.32,95.32,0.0,0.0,95.38,95.38,95.38,0.0,0.0,95.04,95.04,95.04,0.0,0.0,95.38,95.38,95.38,0.0,0.0
2019-11-24,95.65,95.65,95.65,0.0,0.0,96.0,96.0,96.0,0.0,0.0,95.32,95.32,95.32,0.0,0.0,95.62,95.62,95.62,0.0,0.0
2019-12-01,97.09,97.09,97.09,0.0,0.0,97.22,97.22,97.22,0.0,0.0,96.87,96.87,96.87,0.0,0.0,96.97,96.97,96.97,0.0,0.0
2019-12-08,100.0,100.0,100.0,0.0,0.0,100.8,100.8,100.8,0.0,0.0,99.29,99.29,99.29,0.0,0.0,99.44,99.44,99.44,0.0,0.0
2019-12-15,102.15,102.15,102.15,0.0,0.0,102.49,102.49,102.49,0.0,0.0,102.13,102.13,102.13,0.0,0.0,102.39,102.39,102.39,0.0,0.0
2019-12-22,102.96,102.96,102.96,0.0,0.0,103.07,103.07,103.07,0.0,0.0,102.64,102.64,102.64,0.0,0.0,102.65,102.65,102.65,0.0,0.0
2019-12-29,104.04,104.04,104.04,0.0,0.0,104.73,104.73,104.73,0.0,0.0,103.92,103.92,103.92,0.0,0.0,104.08,104.08,104.08,0.0,0.0
