Date,QuantShares Hedged Dividend IncomeEtf_Open_average,QuantShares Hedged Dividend IncomeEtf_Open_max,QuantShares Hedged Dividend IncomeEtf_Open_min,QuantShares Hedged Dividend IncomeEtf_Open_volatility,QuantShares Hedged Dividend IncomeEtf_Open_change,QuantShares Hedged Dividend IncomeEtf_High_average,QuantShares Hedged Dividend IncomeEtf_High_max,QuantShares Hedged Dividend IncomeEtf_High_min,QuantShares Hedged Dividend IncomeEtf_High_volatility,QuantShares Hedged Dividend IncomeEtf_High_change,QuantShares Hedged Dividend IncomeEtf_Low_average,QuantShares Hedged Dividend IncomeEtf_Low_max,QuantShares Hedged Dividend IncomeEtf_Low_min,QuantShares Hedged Dividend IncomeEtf_Low_volatility,QuantShares Hedged Dividend IncomeEtf_Low_change,QuantShares Hedged Dividend IncomeEtf_Close_average,QuantShares Hedged Dividend IncomeEtf_Close_max,QuantShares Hedged Dividend IncomeEtf_Close_min,QuantShares Hedged Dividend IncomeEtf_Close_volatility,QuantShares Hedged Dividend IncomeEtf_Close_change
2018-06-24,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-07-01,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-07-08,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-07-15,23.67,23.67,23.67,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2018-07-22,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-07-29,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2018-08-05,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2018-08-12,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2018-08-19,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-08-26,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2018-09-02,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2018-09-09,24.3,24.3,24.3,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2018-09-16,24.24,24.24,24.24,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-09-23,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2018-09-30,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2018-10-07,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-10-14,23.87,23.87,23.87,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-10-21,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-10-28,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2018-11-04,24.11,24.11,24.11,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2018-11-11,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2018-11-18,23.97,23.97,23.97,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-11-25,24.22,24.22,24.22,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-12-02,24.59,24.59,24.59,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2018-12-09,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-12-16,23.85,23.85,23.85,0.0,0.0,24.74,24.74,24.74,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-12-23,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2018-12-30,23.39,23.39,23.39,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-01-06,23.83,23.83,23.83,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-01-13,24.09,24.09,24.09,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2019-01-20,24.05,24.05,24.05,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2019-01-27,24.42,24.42,24.42,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-02-03,24.35,24.35,24.35,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-02-10,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2019-02-17,24.24,24.24,24.24,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-02-24,23.97,23.97,23.97,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-03-03,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-03-10,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-03-17,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-03-24,24.12,24.12,24.12,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-03-31,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-04-07,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-04-14,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-04-21,24.18,24.18,24.18,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-04-28,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-05-05,23.93,23.93,23.93,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2019-05-12,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-05-19,23.81,23.81,23.81,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-05-26,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2019-06-02,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-06-09,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-06-16,23.96,23.96,23.96,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-06-23,23.9,23.9,23.9,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-06-30,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-07-07,23.97,23.97,23.97,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-07-14,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-07-21,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-07-28,23.95,23.95,23.95,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.95,23.95,23.95,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-08-04,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-08-11,23.34,23.34,23.34,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-08-18,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-08-25,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-09-01,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-09-08,24.46,24.46,24.46,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-09-15,24.36,24.36,24.36,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-09-22,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-09-29,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-10-06,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-10-13,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2019-10-20,24.5,24.5,24.5,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-10-27,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-11-03,24.7,24.7,24.7,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-11-10,24.63,24.63,24.63,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-11-17,24.35,24.35,24.35,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-11-24,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-12-01,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2019-12-08,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-12-15,24.7,24.7,24.7,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-12-22,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-12-29,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.08,24.08,24.08,0.0,0.0
