Date,ProShares MSCI EAFE Dividend Growers_Open_average,ProShares MSCI EAFE Dividend Growers_Open_max,ProShares MSCI EAFE Dividend Growers_Open_min,ProShares MSCI EAFE Dividend Growers_Open_volatility,ProShares MSCI EAFE Dividend Growers_Open_change,ProShares MSCI EAFE Dividend Growers_High_average,ProShares MSCI EAFE Dividend Growers_High_max,ProShares MSCI EAFE Dividend Growers_High_min,ProShares MSCI EAFE Dividend Growers_High_volatility,ProShares MSCI EAFE Dividend Growers_High_change,ProShares MSCI EAFE Dividend Growers_Low_average,ProShares MSCI EAFE Dividend Growers_Low_max,ProShares MSCI EAFE Dividend Growers_Low_min,ProShares MSCI EAFE Dividend Growers_Low_volatility,ProShares MSCI EAFE Dividend Growers_Low_change,ProShares MSCI EAFE Dividend Growers_Close_average,ProShares MSCI EAFE Dividend Growers_Close_max,ProShares MSCI EAFE Dividend Growers_Close_min,ProShares MSCI EAFE Dividend Growers_Close_volatility,ProShares MSCI EAFE Dividend Growers_Close_change
2018-05-06,39.15,39.15,39.15,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2018-05-13,39.25,39.25,39.25,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2018-05-20,38.84,38.84,38.84,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2018-05-27,39.19,39.19,39.19,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-06-03,39.15,39.15,39.15,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2018-06-10,38.68,38.68,38.68,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2018-06-17,38.25,38.25,38.25,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-06-24,37.58,37.58,37.58,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2018-07-01,38.42,38.42,38.42,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2018-07-08,38.89,38.89,38.89,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.87,38.87,38.87,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2018-07-15,38.77,38.77,38.77,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-07-22,39.22,39.22,39.22,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2018-07-29,38.72,38.72,38.72,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2018-08-05,38.08,38.08,38.08,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2018-08-12,38.2,38.2,38.2,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2018-08-19,38.78,38.78,38.78,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2018-08-26,38.79,38.79,38.79,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2018-09-02,37.83,37.83,37.83,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-09-09,38.33,38.33,38.33,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-09-16,38.36,38.36,38.36,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2018-09-23,38.37,38.37,38.37,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2018-09-30,36.78,36.78,36.78,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2018-10-07,35.92,35.92,35.92,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2018-10-14,36.16,36.16,36.16,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2018-10-21,35.14,35.14,35.14,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-10-28,35.62,35.62,35.62,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2018-11-04,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-11-11,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-11-18,35.32,35.32,35.32,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2018-11-25,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2018-12-02,34.17,34.17,34.17,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.71,33.71,33.71,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2018-12-09,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-12-16,32.89,32.89,32.89,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2018-12-23,33.64,33.64,33.64,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2018-12-30,34.06,34.06,34.06,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-01-06,34.56,34.56,34.56,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-01-13,35.15,35.15,35.15,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-01-20,35.1,35.1,35.1,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-01-27,35.84,35.84,35.84,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-02-03,35.53,35.53,35.53,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-02-10,36.05,36.05,36.05,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2019-02-17,36.6,36.6,36.6,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-02-24,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-03-03,36.17,36.17,36.17,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2019-03-10,37.16,37.16,37.16,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-03-17,36.48,36.48,36.48,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-03-24,37.16,37.16,37.16,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2019-03-31,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-04-07,37.34,37.34,37.34,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2019-04-14,37.07,37.07,37.07,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2019-04-21,37.21,37.21,37.21,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-04-28,36.83,36.83,36.83,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.57,36.57,36.57,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-05-05,36.23,36.23,36.23,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2019-05-12,36.42,36.42,36.42,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-05-19,36.67,36.67,36.67,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2019-05-26,36.24,36.24,36.24,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2019-06-02,37.29,37.29,37.29,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-06-09,36.91,36.91,36.91,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-06-16,37.9,37.9,37.9,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-06-23,37.79,37.79,37.79,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-06-30,37.56,37.56,37.56,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-07-07,37.69,37.69,37.69,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-07-14,37.46,37.46,37.46,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-07-21,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-07-28,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-08-04,36.2,36.2,36.2,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2019-08-11,36.32,36.32,36.32,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2019-08-18,36.15,36.15,36.15,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2019-08-25,36.49,36.49,36.49,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2019-09-01,37.08,37.08,37.08,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2019-09-08,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-09-15,37.47,37.47,37.47,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-09-22,37.33,37.33,37.33,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2019-09-29,36.95,36.95,36.95,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2019-10-06,37.18,37.18,37.18,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-10-13,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-10-20,38.1,38.1,38.1,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2019-10-27,39.33,39.33,39.33,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-11-03,39.11,39.11,39.11,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2019-11-10,39.15,39.15,39.15,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-11-17,39.35,39.35,39.35,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-11-24,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-12-01,39.74,39.74,39.74,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-12-08,40.87,40.87,40.87,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2019-12-15,40.66,40.66,40.66,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-12-22,40.86,40.86,40.86,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-12-29,40.49,40.49,40.49,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.46,40.46,40.46,0.0,0.0
