Date,SPDR MFS Systematic Value Equity_Open_average,SPDR MFS Systematic Value Equity_Open_max,SPDR MFS Systematic Value Equity_Open_min,SPDR MFS Systematic Value Equity_Open_volatility,SPDR MFS Systematic Value Equity_Open_change,SPDR MFS Systematic Value Equity_High_average,SPDR MFS Systematic Value Equity_High_max,SPDR MFS Systematic Value Equity_High_min,SPDR MFS Systematic Value Equity_High_volatility,SPDR MFS Systematic Value Equity_High_change,SPDR MFS Systematic Value Equity_Low_average,SPDR MFS Systematic Value Equity_Low_max,SPDR MFS Systematic Value Equity_Low_min,SPDR MFS Systematic Value Equity_Low_volatility,SPDR MFS Systematic Value Equity_Low_change,SPDR MFS Systematic Value Equity_Close_average,SPDR MFS Systematic Value Equity_Close_max,SPDR MFS Systematic Value Equity_Close_min,SPDR MFS Systematic Value Equity_Close_volatility,SPDR MFS Systematic Value Equity_Close_change
2018-03-25,64.88,64.88,64.88,0.0,0.0,64.99,64.99,64.99,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2018-04-01,64.94,64.94,64.94,0.0,0.0,65.32,65.32,65.32,0.0,0.0,64.56,64.56,64.56,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2018-04-08,66.39,66.39,66.39,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2018-04-15,67.11,67.11,67.11,0.0,0.0,67.17,67.17,67.17,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2018-04-22,67.94,67.94,67.94,0.0,0.0,67.94,67.94,67.94,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2018-04-29,66.34,66.34,66.34,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.33,66.33,66.33,0.0,0.0
2018-05-06,68.46,68.46,68.46,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.08,68.08,68.08,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2018-05-13,67.99,67.99,67.99,0.0,0.0,68.49,68.49,68.49,0.0,0.0,67.99,67.99,67.99,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2018-05-20,67.96,67.96,67.96,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.57,67.57,67.57,0.0,0.0,67.78,67.78,67.78,0.0,0.0
2018-05-27,68.05,68.05,68.05,0.0,0.0,68.15,68.15,68.15,0.0,0.0,68.05,68.05,68.05,0.0,0.0,68.14,68.14,68.14,0.0,0.0
2018-06-03,68.8,68.8,68.8,0.0,0.0,68.8,68.8,68.8,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.74,68.74,68.74,0.0,0.0
2018-06-10,67.94,67.94,67.94,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.94,67.94,67.94,0.0,0.0
2018-06-17,66.67,66.67,66.67,0.0,0.0,66.67,66.67,66.67,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2018-06-24,65.59,65.59,65.59,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.34,65.34,65.34,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2018-07-01,67.18,67.18,67.18,0.0,0.0,67.18,67.18,67.18,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2018-07-08,66.91,66.91,66.91,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.8,66.8,66.8,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2018-07-15,67.45,67.45,67.45,0.0,0.0,67.45,67.45,67.45,0.0,0.0,66.82,66.82,66.82,0.0,0.0,67.08,67.08,67.08,0.0,0.0
2018-07-22,67.62,67.62,67.62,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.48,67.48,67.48,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2018-07-29,68.01,68.01,68.01,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.01,68.01,68.01,0.0,0.0,68.13,68.13,68.13,0.0,0.0
2018-08-05,67.78,67.78,67.78,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.57,67.57,67.57,0.0,0.0
2018-08-12,69.02,69.02,69.02,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.66,68.66,68.66,0.0,0.0,68.91,68.91,68.91,0.0,0.0
2018-08-19,69.39,69.39,69.39,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2018-08-26,69.61,69.61,69.61,0.0,0.0,69.61,69.61,69.61,0.0,0.0,68.97,68.97,68.97,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2018-09-02,69.02,69.02,69.02,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.97,68.97,68.97,0.0,0.0,68.97,68.97,68.97,0.0,0.0
2018-09-09,69.26,69.26,69.26,0.0,0.0,69.26,69.26,69.26,0.0,0.0,69.26,69.26,69.26,0.0,0.0,69.26,69.26,69.26,0.0,0.0
2018-09-16,69.65,69.65,69.65,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2018-09-23,69.37,69.37,69.37,0.0,0.0,69.37,69.37,69.37,0.0,0.0,69.18,69.18,69.18,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2018-09-30,69.74,69.74,69.74,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.9,69.9,69.9,0.0,0.0
2018-10-07,66.91,66.91,66.91,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.91,66.91,66.91,0.0,0.0,67.13,67.13,67.13,0.0,0.0
2018-10-14,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2018-10-21,64.44,64.44,64.44,0.0,0.0,64.49,64.49,64.49,0.0,0.0,63.88,63.88,63.88,0.0,0.0,64.16,64.16,64.16,0.0,0.0
2018-10-28,66.0,66.0,66.0,0.0,0.0,66.32,66.32,66.32,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.32,66.32,66.32,0.0,0.0
2018-11-04,66.14,66.14,66.14,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2018-11-11,65.61,65.61,65.61,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2018-11-18,65.02,65.02,65.02,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.92,64.92,64.92,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2018-11-25,67.46,67.46,67.46,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.08,67.08,67.08,0.0,0.0,67.27,67.27,67.27,0.0,0.0
2018-12-02,64.11,64.11,64.11,0.0,0.0,64.11,64.11,64.11,0.0,0.0,62.75,62.75,62.75,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2018-12-09,62.52,62.52,62.52,0.0,0.0,62.52,62.52,62.52,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2018-12-16,57.33,57.33,57.33,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2018-12-23,59.31,59.31,59.31,0.0,0.0,59.57,59.57,59.57,0.0,0.0,58.91,58.91,58.91,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2018-12-30,60.41,60.41,60.41,0.0,0.0,61.16,61.16,61.16,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-01-06,61.41,61.41,61.41,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2019-01-13,63.29,63.29,63.29,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.65,63.65,63.65,0.0,0.0
2019-01-20,62.97,62.97,62.97,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2019-01-27,64.58,64.58,64.58,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.82,64.82,64.82,0.0,0.0
2019-02-03,64.34,64.34,64.34,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.34,64.34,64.34,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-02-10,66.24,66.24,66.24,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2019-02-17,66.85,66.85,66.85,0.0,0.0,66.95,66.95,66.95,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2019-02-24,66.88,66.88,66.88,0.0,0.0,66.88,66.88,66.88,0.0,0.0,65.59,65.59,65.59,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2019-03-03,65.42,65.42,65.42,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.95,65.95,65.95,0.0,0.0
2019-03-10,66.72,66.72,66.72,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2019-03-17,65.35,65.35,65.35,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.14,65.14,65.14,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2019-03-24,66.68,66.68,66.68,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.87,66.87,66.87,0.0,0.0
2019-03-31,67.07,67.07,67.07,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.03,67.03,67.03,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2019-04-07,67.29,67.29,67.29,0.0,0.0,67.43,67.43,67.43,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.43,67.43,67.43,0.0,0.0
2019-04-14,67.32,67.32,67.32,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.34,67.34,67.34,0.0,0.0
2019-04-21,67.66,67.66,67.66,0.0,0.0,67.79,67.79,67.79,0.0,0.0,67.66,67.66,67.66,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2019-04-28,67.11,67.11,67.11,0.0,0.0,67.59,67.59,67.59,0.0,0.0,66.95,66.95,66.95,0.0,0.0,67.44,67.44,67.44,0.0,0.0
2019-05-05,64.88,64.88,64.88,0.0,0.0,65.14,65.14,65.14,0.0,0.0,64.84,64.84,64.84,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2019-05-12,65.8,65.8,65.8,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2019-05-19,65.58,65.58,65.58,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.52,65.52,65.52,0.0,0.0
2019-05-26,63.0,63.0,63.0,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2019-06-02,66.05,66.05,66.05,0.0,0.0,66.05,66.05,66.05,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2019-06-09,65.97,65.97,65.97,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.78,65.78,65.78,0.0,0.0
2019-06-16,66.38,66.38,66.38,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2019-06-23,66.89,66.89,66.89,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2019-06-30,66.9,66.9,66.9,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.94,66.94,66.94,0.0,0.0
2019-07-07,67.23,67.23,67.23,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2019-07-14,66.8,66.8,66.8,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.78,66.78,66.78,0.0,0.0
2019-07-21,67.49,67.49,67.49,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.62,67.62,67.62,0.0,0.0
2019-07-28,64.68,64.68,64.68,0.0,0.0,65.07,65.07,65.07,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2019-08-04,63.92,63.92,63.92,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2019-08-11,64.65,64.65,64.65,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2019-08-18,63.48,63.48,63.48,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2019-08-25,64.94,64.94,64.94,0.0,0.0,64.94,64.94,64.94,0.0,0.0,64.69,64.69,64.69,0.0,0.0,64.83,64.83,64.83,0.0,0.0
2019-09-01,66.61,66.61,66.61,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2019-09-08,67.08,67.08,67.08,0.0,0.0,67.97,67.97,67.97,0.0,0.0,67.08,67.08,67.08,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2019-09-15,67.39,67.39,67.39,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.33,67.33,67.33,0.0,0.0,67.33,67.33,67.33,0.0,0.0
2019-09-22,67.2,67.2,67.2,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2019-09-29,65.8,65.8,65.8,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2019-10-06,66.35,66.35,66.35,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2019-10-13,67.54,67.54,67.54,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2019-10-20,68.98,68.98,68.98,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.7,68.7,68.7,0.0,0.0,68.77,68.77,68.77,0.0,0.0
2019-10-27,69.83,69.83,69.83,0.0,0.0,69.83,69.83,69.83,0.0,0.0,69.47,69.47,69.47,0.0,0.0,69.7,69.7,69.7,0.0,0.0
2019-11-03,70.15,70.15,70.15,0.0,0.0,70.15,70.15,70.15,0.0,0.0,70.08,70.08,70.08,0.0,0.0,70.09,70.09,70.09,0.0,0.0
2019-11-10,70.63,70.63,70.63,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.52,70.52,70.52,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2019-11-17,71.23,71.23,71.23,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.23,71.23,71.23,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2019-11-24,71.12,71.12,71.12,0.0,0.0,71.15,71.15,71.15,0.0,0.0,70.97,70.97,70.97,0.0,0.0,70.97,70.97,70.97,0.0,0.0
2019-12-01,71.36,71.36,71.36,0.0,0.0,71.38,71.38,71.38,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2019-12-08,71.8,71.8,71.8,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.77,71.77,71.77,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2019-12-15,71.9,71.9,71.9,0.0,0.0,72.02,72.02,72.02,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.96,71.96,71.96,0.0,0.0
2019-12-22,71.69,71.69,71.69,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.69,71.69,71.69,0.0,0.0
2019-12-29,71.58,71.58,71.58,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.67,71.67,71.67,0.0,0.0
