Date,ProShares UltraPro Short S&P500_Open_average,ProShares UltraPro Short S&P500_Open_max,ProShares UltraPro Short S&P500_Open_min,ProShares UltraPro Short S&P500_Open_volatility,ProShares UltraPro Short S&P500_Open_change,ProShares UltraPro Short S&P500_High_average,ProShares UltraPro Short S&P500_High_max,ProShares UltraPro Short S&P500_High_min,ProShares UltraPro Short S&P500_High_volatility,ProShares UltraPro Short S&P500_High_change,ProShares UltraPro Short S&P500_Low_average,ProShares UltraPro Short S&P500_Low_max,ProShares UltraPro Short S&P500_Low_min,ProShares UltraPro Short S&P500_Low_volatility,ProShares UltraPro Short S&P500_Low_change,ProShares UltraPro Short S&P500_Close_average,ProShares UltraPro Short S&P500_Close_max,ProShares UltraPro Short S&P500_Close_min,ProShares UltraPro Short S&P500_Close_volatility,ProShares UltraPro Short S&P500_Close_change
2018-04-22,42.52,42.52,42.52,0.0,0.0,43.84,43.84,43.84,0.0,0.0,42.17,42.17,42.17,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-04-29,42.64,42.64,42.64,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2018-05-06,39.72,39.72,39.72,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-05-13,39.84,39.84,39.84,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-05-20,40.27,40.27,40.27,0.0,0.0,40.53,40.53,40.53,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-05-27,39.21,39.21,39.21,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2018-06-03,37.6,37.6,37.6,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-06-10,38.35,38.35,38.35,0.0,0.0,38.55,38.55,38.55,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2018-06-17,39.07,39.07,39.07,0.0,0.0,40.9,40.9,40.9,0.0,0.0,39.03,39.03,39.03,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2018-06-24,40.84,40.84,40.84,0.0,0.0,40.93,40.93,40.93,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2018-07-01,37.75,37.75,37.75,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2018-07-08,36.56,36.56,36.56,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-07-15,36.68,36.68,36.68,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2018-07-22,35.89,35.89,35.89,0.0,0.0,36.7,36.7,36.7,0.0,0.0,35.81,35.81,35.81,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-07-29,35.14,35.14,35.14,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-08-05,35.21,35.21,35.21,0.0,0.0,35.83,35.83,35.83,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-08-12,34.41,34.41,34.41,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2018-08-19,33.28,33.28,33.28,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2018-08-26,33.0,33.0,33.0,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-09-02,33.41,33.41,33.41,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-09-09,32.75,32.75,32.75,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.72,32.72,32.72,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2018-09-16,32.14,32.14,32.14,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-09-23,31.73,31.73,31.73,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2018-09-30,33.51,33.51,33.51,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2018-10-07,37.55,37.55,37.55,0.0,0.0,38.05,38.05,38.05,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2018-10-14,36.85,36.85,36.85,0.0,0.0,37.9,37.9,37.9,0.0,0.0,36.71,36.71,36.71,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2018-10-21,39.97,39.97,39.97,0.0,0.0,44.18,44.18,44.18,0.0,0.0,39.3,39.3,39.3,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2018-10-28,38.4,38.4,38.4,0.0,0.0,38.83,38.83,38.83,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2018-11-04,36.38,36.38,36.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,36.25,36.25,36.25,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-11-11,37.98,37.98,37.98,0.0,0.0,40.03,40.03,40.03,0.0,0.0,37.84,37.84,37.84,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2018-11-18,41.08,41.08,41.08,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-11-25,34.84,34.84,34.84,0.0,0.0,35.95,35.95,35.95,0.0,0.0,34.79,34.79,34.79,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2018-12-02,41.75,41.75,41.75,0.0,0.0,43.98,43.98,43.98,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2018-12-09,43.67,43.67,43.67,0.0,0.0,46.57,46.57,46.57,0.0,0.0,43.03,43.03,43.03,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2018-12-16,54.54,54.54,54.54,0.0,0.0,57.69,57.69,57.69,0.0,0.0,53.7,53.7,53.7,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2018-12-23,46.85,46.85,46.85,0.0,0.0,48.04,48.04,48.04,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2018-12-30,44.65,44.65,44.65,0.0,0.0,45.2,45.2,45.2,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2019-01-06,42.58,42.58,42.58,0.0,0.0,42.76,42.76,42.76,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-01-13,38.8,38.8,38.8,0.0,0.0,39.17,39.17,39.17,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-01-20,39.45,39.45,39.45,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-01-27,36.55,36.55,36.55,0.0,0.0,36.87,36.87,36.87,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-02-03,36.14,36.14,36.14,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-02-10,34.17,34.17,34.17,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-02-17,32.63,32.63,32.63,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.42,32.42,32.42,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2019-02-24,32.37,32.37,32.37,0.0,0.0,34.05,34.05,34.05,0.0,0.0,32.29,32.29,32.29,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2019-03-03,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-03-10,32.02,32.02,32.02,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-03-17,32.83,32.83,32.83,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-03-24,30.85,30.85,30.85,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-03-31,29.83,29.83,29.83,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-04-07,29.19,29.19,29.19,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-04-14,29.58,29.58,29.58,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2019-04-21,28.31,28.31,28.31,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2019-04-28,29.58,29.58,29.58,0.0,0.0,29.65,29.65,29.65,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-05-05,31.76,31.76,31.76,0.0,0.0,32.52,32.52,32.52,0.0,0.0,31.41,31.41,31.41,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-05-12,31.16,31.16,31.16,0.0,0.0,31.47,31.47,31.47,0.0,0.0,30.73,30.73,30.73,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-05-19,31.27,31.27,31.27,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-05-26,34.24,34.24,34.24,0.0,0.0,35.09,35.09,35.09,0.0,0.0,33.79,33.79,33.79,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2019-06-02,29.42,29.42,29.42,0.0,0.0,29.57,29.57,29.57,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-06-09,29.44,29.44,29.44,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2019-06-16,27.65,27.65,27.65,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-06-23,26.81,26.81,26.81,0.0,0.0,27.48,27.48,27.48,0.0,0.0,26.75,26.75,26.75,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-06-30,26.77,26.77,26.77,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-07-07,25.73,25.73,25.73,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-07-14,26.68,26.68,26.68,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-07-21,25.58,25.58,25.58,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-07-28,29.4,29.4,29.4,0.0,0.0,31.21,31.21,31.21,0.0,0.0,29.36,29.36,29.36,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-08-04,28.65,28.65,28.65,0.0,0.0,29.51,29.51,29.51,0.0,0.0,28.5,28.5,28.5,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-08-11,27.8,27.8,27.8,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2019-08-18,29.15,29.15,29.15,0.0,0.0,29.67,29.67,29.67,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2019-08-25,27.1,27.1,27.1,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-09-01,25.75,25.75,25.75,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.75,25.75,25.75,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-09-08,25.63,25.63,25.63,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-09-15,25.9,25.9,25.9,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-09-22,26.22,26.22,26.22,0.0,0.0,26.24,26.24,26.24,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-09-29,26.81,26.81,26.81,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-10-06,26.11,26.11,26.11,0.0,0.0,26.19,26.19,26.19,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-10-13,25.22,25.22,25.22,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-10-20,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-10-27,23.22,23.22,23.22,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2019-11-03,23.33,23.33,23.33,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-11-10,22.44,22.44,22.44,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2019-11-17,22.36,22.36,22.36,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2019-11-24,21.85,21.85,21.85,0.0,0.0,22.55,22.55,22.55,0.0,0.0,21.82,21.82,21.82,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2019-12-01,21.86,21.86,21.86,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-12-08,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2019-12-15,20.17,20.17,20.17,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-12-22,19.84,19.84,19.84,0.0,0.0,20.27,20.27,20.27,0.0,0.0,19.81,19.81,19.81,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-12-29,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.92,19.92,19.92,0.0,0.0
