Date,SPDR Gold SharesEtf_Open_average,SPDR Gold SharesEtf_Open_max,SPDR Gold SharesEtf_Open_min,SPDR Gold SharesEtf_Open_volatility,SPDR Gold SharesEtf_Open_change,SPDR Gold SharesEtf_High_average,SPDR Gold SharesEtf_High_max,SPDR Gold SharesEtf_High_min,SPDR Gold SharesEtf_High_volatility,SPDR Gold SharesEtf_High_change,SPDR Gold SharesEtf_Low_average,SPDR Gold SharesEtf_Low_max,SPDR Gold SharesEtf_Low_min,SPDR Gold SharesEtf_Low_volatility,SPDR Gold SharesEtf_Low_change,SPDR Gold SharesEtf_Close_average,SPDR Gold SharesEtf_Close_max,SPDR Gold SharesEtf_Close_min,SPDR Gold SharesEtf_Close_volatility,SPDR Gold SharesEtf_Close_change
2018-08-26,113.72,113.72,113.72,0.0,0.0,114.06,114.06,114.06,0.0,0.0,113.44,113.44,113.44,0.0,0.0,113.51,113.51,113.51,0.0,0.0
2018-09-02,113.26,113.26,113.26,0.0,0.0,113.6,113.6,113.6,0.0,0.0,112.97,112.97,112.97,0.0,0.0,113.23,113.23,113.23,0.0,0.0
2018-09-09,113.79,113.79,113.79,0.0,0.0,113.9,113.9,113.9,0.0,0.0,112.91,112.91,112.91,0.0,0.0,113.02,113.02,113.02,0.0,0.0
2018-09-16,112.87,112.87,112.87,0.0,0.0,113.68,113.68,113.68,0.0,0.0,112.79,112.79,112.79,0.0,0.0,113.49,113.49,113.49,0.0,0.0
2018-09-23,112.16,112.16,112.16,0.0,0.0,113.0,113.0,113.0,0.0,0.0,112.07,112.07,112.07,0.0,0.0,112.76,112.76,112.76,0.0,0.0
2018-09-30,113.81,113.81,113.81,0.0,0.0,114.1,114.1,114.1,0.0,0.0,113.57,113.57,113.57,0.0,0.0,113.8,113.8,113.8,0.0,0.0
2018-10-07,115.58,115.58,115.58,0.0,0.0,115.71,115.71,115.71,0.0,0.0,115.08,115.08,115.08,0.0,0.0,115.23,115.23,115.23,0.0,0.0
2018-10-14,116.23,116.23,116.23,0.0,0.0,116.24,116.24,116.24,0.0,0.0,115.96,115.96,115.96,0.0,0.0,116.01,116.01,116.01,0.0,0.0
2018-10-21,116.83,116.83,116.83,0.0,0.0,117.65,117.65,117.65,0.0,0.0,116.46,116.46,116.46,0.0,0.0,116.77,116.77,116.77,0.0,0.0
2018-10-28,116.61,116.61,116.61,0.0,0.0,116.98,116.98,116.98,0.0,0.0,116.39,116.39,116.39,0.0,0.0,116.65,116.65,116.65,0.0,0.0
2018-11-04,114.6,114.6,114.6,0.0,0.0,114.75,114.75,114.75,0.0,0.0,114.14,114.14,114.14,0.0,0.0,114.48,114.48,114.48,0.0,0.0
2018-11-11,115.83,115.83,115.83,0.0,0.0,115.88,115.88,115.88,0.0,0.0,115.37,115.37,115.37,0.0,0.0,115.62,115.62,115.62,0.0,0.0
2018-11-18,115.76,115.76,115.76,0.0,0.0,115.88,115.88,115.88,0.0,0.0,115.58,115.58,115.58,0.0,0.0,115.77,115.77,115.77,0.0,0.0
2018-11-25,115.42,115.42,115.42,0.0,0.0,115.66,115.66,115.66,0.0,0.0,115.04,115.04,115.04,0.0,0.0,115.54,115.54,115.54,0.0,0.0
2018-12-02,117.62,117.62,117.62,0.0,0.0,118.23,118.23,118.23,0.0,0.0,117.54,117.54,117.54,0.0,0.0,118.09,118.09,118.09,0.0,0.0
2018-12-09,116.63,116.63,116.63,0.0,0.0,117.3,117.3,117.3,0.0,0.0,116.58,116.58,116.58,0.0,0.0,117.06,117.06,117.06,0.0,0.0
2018-12-16,119.19,119.19,119.19,0.0,0.0,119.25,119.25,119.25,0.0,0.0,118.57,118.57,118.57,0.0,0.0,118.72,118.72,118.72,0.0,0.0
2018-12-23,120.8,120.8,120.8,0.0,0.0,121.08,121.08,121.08,0.0,0.0,120.72,120.72,120.72,0.0,0.0,121.06,121.06,121.06,0.0,0.0
2018-12-30,121.32,121.32,121.32,0.0,0.0,121.6,121.6,121.6,0.0,0.0,120.69,120.69,120.69,0.0,0.0,121.44,121.44,121.44,0.0,0.0
2019-01-06,121.74,121.74,121.74,0.0,0.0,122.05,122.05,122.05,0.0,0.0,121.66,121.66,121.66,0.0,0.0,121.8,121.8,121.8,0.0,0.0
2019-01-13,121.23,121.23,121.23,0.0,0.0,121.52,121.52,121.52,0.0,0.0,121.02,121.02,121.02,0.0,0.0,121.02,121.02,121.02,0.0,0.0
2019-01-20,122.02,122.02,122.02,0.0,0.0,122.91,122.91,122.91,0.0,0.0,122.02,122.02,122.02,0.0,0.0,122.86,122.86,122.86,0.0,0.0
2019-01-27,124.89,124.89,124.89,0.0,0.0,125.05,125.05,125.05,0.0,0.0,124.37,124.37,124.37,0.0,0.0,124.5,124.5,124.5,0.0,0.0
2019-02-03,124.05,124.05,124.05,0.0,0.0,124.33,124.33,124.33,0.0,0.0,123.98,123.98,123.98,0.0,0.0,124.21,124.21,124.21,0.0,0.0
2019-02-10,124.59,124.59,124.59,0.0,0.0,125.0,125.0,125.0,0.0,0.0,124.18,124.18,124.18,0.0,0.0,124.8,124.8,124.8,0.0,0.0
2019-02-17,125.53,125.53,125.53,0.0,0.0,125.95,125.95,125.95,0.0,0.0,125.39,125.39,125.39,0.0,0.0,125.5,125.5,125.5,0.0,0.0
2019-02-24,123.48,123.48,123.48,0.0,0.0,123.96,123.96,123.96,0.0,0.0,121.87,121.87,121.87,0.0,0.0,121.88,121.88,121.88,0.0,0.0
2019-03-03,122.7,122.7,122.7,0.0,0.0,122.89,122.89,122.89,0.0,0.0,122.37,122.37,122.37,0.0,0.0,122.84,122.84,122.84,0.0,0.0
2019-03-10,123.06,123.06,123.06,0.0,0.0,123.4,123.4,123.4,0.0,0.0,122.91,122.91,122.91,0.0,0.0,122.97,122.97,122.97,0.0,0.0
2019-03-17,123.93,123.93,123.93,0.0,0.0,124.22,124.22,124.22,0.0,0.0,123.73,123.73,123.73,0.0,0.0,123.97,123.97,123.97,0.0,0.0
2019-03-24,122.64,122.64,122.64,0.0,0.0,122.75,122.75,122.75,0.0,0.0,122.01,122.01,122.01,0.0,0.0,122.01,122.01,122.01,0.0,0.0
2019-03-31,121.88,121.88,121.88,0.0,0.0,122.13,122.13,122.13,0.0,0.0,121.66,121.66,121.66,0.0,0.0,121.98,121.98,121.98,0.0,0.0
2019-04-07,121.96,121.96,121.96,0.0,0.0,122.31,122.31,122.31,0.0,0.0,121.8,121.8,121.8,0.0,0.0,121.83,121.83,121.83,0.0,0.0
2019-04-14,120.24,120.24,120.24,0.0,0.0,120.54,120.54,120.54,0.0,0.0,120.15,120.15,120.15,0.0,0.0,120.37,120.37,120.37,0.0,0.0
2019-04-21,121.26,121.26,121.26,0.0,0.0,121.67,121.67,121.67,0.0,0.0,121.22,121.22,121.22,0.0,0.0,121.37,121.37,121.37,0.0,0.0
2019-04-28,120.56,120.56,120.56,0.0,0.0,121.08,121.08,121.08,0.0,0.0,120.47,120.47,120.47,0.0,0.0,120.65,120.65,120.65,0.0,0.0
2019-05-05,121.41,121.41,121.41,0.0,0.0,121.73,121.73,121.73,0.0,0.0,121.3,121.3,121.3,0.0,0.0,121.43,121.43,121.43,0.0,0.0
2019-05-12,121.03,121.03,121.03,0.0,0.0,121.06,121.06,121.06,0.0,0.0,120.33,120.33,120.33,0.0,0.0,120.65,120.65,120.65,0.0,0.0
2019-05-19,121.13,121.13,121.13,0.0,0.0,121.31,121.31,121.31,0.0,0.0,120.89,120.89,120.89,0.0,0.0,121.3,121.3,121.3,0.0,0.0
2019-05-26,122.55,122.55,122.55,0.0,0.0,123.4,123.4,123.4,0.0,0.0,122.31,122.31,122.31,0.0,0.0,123.33,123.33,123.33,0.0,0.0
2019-06-02,126.79,126.79,126.79,0.0,0.0,127.25,127.25,127.25,0.0,0.0,126.32,126.32,126.32,0.0,0.0,126.59,126.59,126.59,0.0,0.0
2019-06-09,127.21,127.21,127.21,0.0,0.0,127.63,127.63,127.63,0.0,0.0,126.26,126.26,126.26,0.0,0.0,126.56,126.56,126.56,0.0,0.0
2019-06-16,131.77,131.77,131.77,0.0,0.0,132.17,132.17,132.17,0.0,0.0,131.07,131.07,131.07,0.0,0.0,131.98,131.98,131.98,0.0,0.0
2019-06-23,133.05,133.05,133.05,0.0,0.0,133.34,133.34,133.34,0.0,0.0,132.61,132.61,132.61,0.0,0.0,133.2,133.2,133.2,0.0,0.0
2019-06-30,131.46,131.46,131.46,0.0,0.0,132.32,132.32,132.32,0.0,0.0,130.81,130.81,130.81,0.0,0.0,132.14,132.14,132.14,0.0,0.0
2019-07-07,132.89,132.89,132.89,0.0,0.0,133.69,133.69,133.69,0.0,0.0,132.53,132.53,132.53,0.0,0.0,133.53,133.53,133.53,0.0,0.0
2019-07-14,135.45,135.45,135.45,0.0,0.0,136.03,136.03,136.03,0.0,0.0,133.97,133.97,133.97,0.0,0.0,134.47,134.47,134.47,0.0,0.0
2019-07-21,134.24,134.24,134.24,0.0,0.0,134.29,134.29,134.29,0.0,0.0,133.59,133.59,133.59,0.0,0.0,133.64,133.64,133.64,0.0,0.0
2019-07-28,135.39,135.39,135.39,0.0,0.0,136.6,136.6,136.6,0.0,0.0,135.37,135.37,135.37,0.0,0.0,135.89,135.89,135.89,0.0,0.0
2019-08-04,141.28,141.28,141.28,0.0,0.0,142.03,142.03,142.03,0.0,0.0,140.96,140.96,140.96,0.0,0.0,141.26,141.26,141.26,0.0,0.0
2019-08-11,142.75,142.75,142.75,0.0,0.0,143.13,143.13,143.13,0.0,0.0,141.8,141.8,141.8,0.0,0.0,142.78,142.78,142.78,0.0,0.0
2019-08-18,141.84,141.84,141.84,0.0,0.0,144.33,144.33,144.33,0.0,0.0,141.64,141.64,141.64,0.0,0.0,144.17,144.17,144.17,0.0,0.0
2019-08-25,143.84,143.84,143.84,0.0,0.0,144.88,144.88,144.88,0.0,0.0,143.02,143.02,143.02,0.0,0.0,143.75,143.75,143.75,0.0,0.0
2019-09-01,143.64,143.64,143.64,0.0,0.0,144.06,144.06,144.06,0.0,0.0,141.86,141.86,141.86,0.0,0.0,141.92,141.92,141.92,0.0,0.0
2019-09-08,141.73,141.73,141.73,0.0,0.0,141.99,141.99,141.99,0.0,0.0,140.06,140.06,140.06,0.0,0.0,140.15,140.15,140.15,0.0,0.0
2019-09-15,141.61,141.61,141.61,0.0,0.0,143.03,143.03,143.03,0.0,0.0,141.46,141.46,141.46,0.0,0.0,142.95,142.95,142.95,0.0,0.0
2019-09-22,140.35,140.35,140.35,0.0,0.0,141.68,141.68,141.68,0.0,0.0,140.16,140.16,140.16,0.0,0.0,141.06,141.06,141.06,0.0,0.0
2019-09-29,141.48,141.48,141.48,0.0,0.0,142.31,142.31,142.31,0.0,0.0,141.14,141.14,141.14,0.0,0.0,141.9,141.9,141.9,0.0,0.0
2019-10-06,139.97,139.97,139.97,0.0,0.0,140.19,140.19,140.19,0.0,0.0,138.91,138.91,138.91,0.0,0.0,140.03,140.03,140.03,0.0,0.0
2019-10-13,140.5,140.5,140.5,0.0,0.0,140.71,140.71,140.71,0.0,0.0,140.32,140.32,140.32,0.0,0.0,140.46,140.46,140.46,0.0,0.0
2019-10-20,142.79,142.79,142.79,0.0,0.0,142.83,142.83,142.83,0.0,0.0,141.4,141.4,141.4,0.0,0.0,141.86,141.86,141.86,0.0,0.0
2019-10-27,142.21,142.21,142.21,0.0,0.0,142.9,142.9,142.9,0.0,0.0,142.01,142.01,142.01,0.0,0.0,142.56,142.56,142.56,0.0,0.0
2019-11-03,137.73,137.73,137.73,0.0,0.0,138.33,138.33,138.33,0.0,0.0,137.39,137.39,137.39,0.0,0.0,137.39,137.39,137.39,0.0,0.0
2019-11-10,138.03,138.03,138.03,0.0,0.0,138.42,138.42,138.42,0.0,0.0,137.97,137.97,137.97,0.0,0.0,138.21,138.21,138.21,0.0,0.0
2019-11-17,138.37,138.37,138.37,0.0,0.0,138.46,138.46,138.46,0.0,0.0,137.66,137.66,137.66,0.0,0.0,137.74,137.74,137.74,0.0,0.0
2019-11-24,137.1,137.1,137.1,0.0,0.0,138.13,138.13,138.13,0.0,0.0,137.08,137.08,137.08,0.0,0.0,137.86,137.86,137.86,0.0,0.0
2019-12-01,137.76,137.76,137.76,0.0,0.0,137.83,137.83,137.83,0.0,0.0,137.4,137.4,137.4,0.0,0.0,137.62,137.62,137.62,0.0,0.0
2019-12-08,138.52,138.52,138.52,0.0,0.0,139.21,139.21,139.21,0.0,0.0,137.98,137.98,137.98,0.0,0.0,139.05,139.05,139.05,0.0,0.0
2019-12-15,139.37,139.37,139.37,0.0,0.0,139.52,139.52,139.52,0.0,0.0,138.98,138.98,138.98,0.0,0.0,139.52,139.52,139.52,0.0,0.0
2019-12-22,142.26,142.26,142.26,0.0,0.0,142.73,142.73,142.73,0.0,0.0,142.17,142.17,142.17,0.0,0.0,142.33,142.33,142.33,0.0,0.0
2019-12-29,145.75,145.75,145.75,0.0,0.0,146.32,146.32,146.32,0.0,0.0,145.4,145.4,145.4,0.0,0.0,145.86,145.86,145.86,0.0,0.0
