Date,PIMCO 0-5 Year High Yield Corporate Bond_Open_average,PIMCO 0-5 Year High Yield Corporate Bond_Open_max,PIMCO 0-5 Year High Yield Corporate Bond_Open_min,PIMCO 0-5 Year High Yield Corporate Bond_Open_volatility,PIMCO 0-5 Year High Yield Corporate Bond_Open_change,PIMCO 0-5 Year High Yield Corporate Bond_High_average,PIMCO 0-5 Year High Yield Corporate Bond_High_max,PIMCO 0-5 Year High Yield Corporate Bond_High_min,PIMCO 0-5 Year High Yield Corporate Bond_High_volatility,PIMCO 0-5 Year High Yield Corporate Bond_High_change,PIMCO 0-5 Year High Yield Corporate Bond_Low_average,PIMCO 0-5 Year High Yield Corporate Bond_Low_max,PIMCO 0-5 Year High Yield Corporate Bond_Low_min,PIMCO 0-5 Year High Yield Corporate Bond_Low_volatility,PIMCO 0-5 Year High Yield Corporate Bond_Low_change,PIMCO 0-5 Year High Yield Corporate Bond_Close_average,PIMCO 0-5 Year High Yield Corporate Bond_Close_max,PIMCO 0-5 Year High Yield Corporate Bond_Close_min,PIMCO 0-5 Year High Yield Corporate Bond_Close_volatility,PIMCO 0-5 Year High Yield Corporate Bond_Close_change
2018-06-03,100.04,100.04,100.04,0.0,0.0,100.09,100.09,100.09,0.0,0.0,99.92,99.92,99.92,0.0,0.0,100.07,100.07,100.07,0.0,0.0
2018-06-10,100.39,100.39,100.39,0.0,0.0,100.4,100.4,100.4,0.0,0.0,100.26,100.26,100.26,0.0,0.0,100.37,100.37,100.37,0.0,0.0
2018-06-17,100.16,100.16,100.16,0.0,0.0,100.16,100.16,100.16,0.0,0.0,99.87,99.87,99.87,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2018-06-24,99.09,99.09,99.09,0.0,0.0,99.12,99.12,99.12,0.0,0.0,98.95,98.95,98.95,0.0,0.0,99.04,99.04,99.04,0.0,0.0
2018-07-01,99.81,99.81,99.81,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.68,99.68,99.68,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2018-07-08,100.02,100.02,100.02,0.0,0.0,100.34,100.34,100.34,0.0,0.0,99.85,99.85,99.85,0.0,0.0,99.98,99.98,99.98,0.0,0.0
2018-07-15,100.15,100.15,100.15,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.02,100.02,100.02,0.0,0.0,100.03,100.03,100.03,0.0,0.0
2018-07-22,100.31,100.31,100.31,0.0,0.0,100.4,100.4,100.4,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.35,100.35,100.35,0.0,0.0
2018-07-29,100.25,100.25,100.25,0.0,0.0,100.37,100.37,100.37,0.0,0.0,100.21,100.21,100.21,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2018-08-05,99.97,99.97,99.97,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.85,99.85,99.85,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2018-08-12,100.33,100.33,100.33,0.0,0.0,100.39,100.39,100.39,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.36,100.36,100.36,0.0,0.0
2018-08-19,100.51,100.51,100.51,0.0,0.0,100.65,100.65,100.65,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.55,100.55,100.55,0.0,0.0
2018-08-26,100.45,100.45,100.45,0.0,0.0,100.6,100.6,100.6,0.0,0.0,100.41,100.41,100.41,0.0,0.0,100.6,100.6,100.6,0.0,0.0
2018-09-02,100.0,100.0,100.0,0.0,0.0,100.08,100.08,100.08,0.0,0.0,99.9,99.9,99.9,0.0,0.0,99.96,99.96,99.96,0.0,0.0
2018-09-09,100.42,100.42,100.42,0.0,0.0,100.48,100.48,100.48,0.0,0.0,100.39,100.39,100.39,0.0,0.0,100.46,100.46,100.46,0.0,0.0
2018-09-16,100.45,100.45,100.45,0.0,0.0,100.54,100.54,100.54,0.0,0.0,100.39,100.39,100.39,0.0,0.0,100.53,100.53,100.53,0.0,0.0
2018-09-23,100.46,100.46,100.46,0.0,0.0,100.91,100.91,100.91,0.0,0.0,99.46,99.46,99.46,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2018-09-30,99.72,99.72,99.72,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.5,99.5,99.5,0.0,0.0,99.63,99.63,99.63,0.0,0.0
2018-10-07,99.53,99.53,99.53,0.0,0.0,99.64,99.64,99.64,0.0,0.0,99.42,99.42,99.42,0.0,0.0,99.48,99.48,99.48,0.0,0.0
2018-10-14,99.37,99.37,99.37,0.0,0.0,99.52,99.52,99.52,0.0,0.0,99.27,99.27,99.27,0.0,0.0,99.29,99.29,99.29,0.0,0.0
2018-10-21,98.76,98.76,98.76,0.0,0.0,98.91,98.91,98.91,0.0,0.0,98.42,98.42,98.42,0.0,0.0,98.63,98.63,98.63,0.0,0.0
2018-10-28,98.63,98.63,98.63,0.0,0.0,98.74,98.74,98.74,0.0,0.0,98.56,98.56,98.56,0.0,0.0,98.63,98.63,98.63,0.0,0.0
2018-11-04,98.48,98.48,98.48,0.0,0.0,98.62,98.62,98.62,0.0,0.0,98.15,98.15,98.15,0.0,0.0,98.18,98.18,98.18,0.0,0.0
2018-11-11,97.39,97.39,97.39,0.0,0.0,97.69,97.69,97.69,0.0,0.0,97.36,97.36,97.36,0.0,0.0,97.58,97.58,97.58,0.0,0.0
2018-11-18,97.41,97.41,97.41,0.0,0.0,97.58,97.58,97.58,0.0,0.0,97.28,97.28,97.28,0.0,0.0,97.42,97.42,97.42,0.0,0.0
2018-11-25,97.58,97.58,97.58,0.0,0.0,98.07,98.07,98.07,0.0,0.0,97.58,97.58,97.58,0.0,0.0,97.94,97.94,97.94,0.0,0.0
2018-12-02,96.99,96.99,96.99,0.0,0.0,97.04,97.04,97.04,0.0,0.0,96.69,96.69,96.69,0.0,0.0,96.99,96.99,96.99,0.0,0.0
2018-12-09,97.18,97.18,97.18,0.0,0.0,97.18,97.18,97.18,0.0,0.0,96.65,96.65,96.65,0.0,0.0,96.74,96.74,96.74,0.0,0.0
2018-12-16,94.18,94.18,94.18,0.0,0.0,94.99,94.99,94.99,0.0,0.0,94.05,94.05,94.05,0.0,0.0,94.14,94.14,94.14,0.0,0.0
2018-12-23,95.17,95.17,95.17,0.0,0.0,95.47,95.47,95.47,0.0,0.0,94.96,94.96,94.96,0.0,0.0,95.12,95.12,95.12,0.0,0.0
2018-12-30,96.27,96.27,96.27,0.0,0.0,97.16,97.16,97.16,0.0,0.0,96.27,96.27,96.27,0.0,0.0,97.16,97.16,97.16,0.0,0.0
2019-01-06,97.98,97.98,97.98,0.0,0.0,97.98,97.98,97.98,0.0,0.0,97.65,97.65,97.65,0.0,0.0,97.73,97.73,97.73,0.0,0.0
2019-01-13,98.33,98.33,98.33,0.0,0.0,98.52,98.52,98.52,0.0,0.0,98.26,98.26,98.26,0.0,0.0,98.36,98.36,98.36,0.0,0.0
2019-01-20,98.12,98.12,98.12,0.0,0.0,98.3,98.3,98.3,0.0,0.0,98.0,98.0,98.0,0.0,0.0,98.28,98.28,98.28,0.0,0.0
2019-01-27,98.51,98.51,98.51,0.0,0.0,98.84,98.84,98.84,0.0,0.0,98.42,98.42,98.42,0.0,0.0,98.74,98.74,98.74,0.0,0.0
2019-02-03,98.7,98.7,98.7,0.0,0.0,98.7,98.7,98.7,0.0,0.0,98.47,98.47,98.47,0.0,0.0,98.6,98.6,98.6,0.0,0.0
2019-02-10,99.05,99.05,99.05,0.0,0.0,99.17,99.17,99.17,0.0,0.0,99.04,99.04,99.04,0.0,0.0,99.14,99.14,99.14,0.0,0.0
2019-02-17,99.61,99.61,99.61,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.54,99.54,99.54,0.0,0.0,99.56,99.56,99.56,0.0,0.0
2019-02-24,99.34,99.34,99.34,0.0,0.0,99.44,99.44,99.44,0.0,0.0,99.08,99.08,99.08,0.0,0.0,99.25,99.25,99.25,0.0,0.0
2019-03-03,98.73,98.73,98.73,0.0,0.0,99.13,99.13,99.13,0.0,0.0,98.68,98.68,98.68,0.0,0.0,99.1,99.1,99.1,0.0,0.0
2019-03-10,99.41,99.41,99.41,0.0,0.0,99.5,99.5,99.5,0.0,0.0,99.33,99.33,99.33,0.0,0.0,99.38,99.38,99.38,0.0,0.0
2019-03-17,99.51,99.51,99.51,0.0,0.0,99.55,99.55,99.55,0.0,0.0,99.37,99.37,99.37,0.0,0.0,99.45,99.45,99.45,0.0,0.0
2019-03-24,99.9,99.9,99.9,0.0,0.0,100.01,100.01,100.01,0.0,0.0,99.87,99.87,99.87,0.0,0.0,99.88,99.88,99.88,0.0,0.0
2019-03-31,100.02,100.02,100.02,0.0,0.0,100.14,100.14,100.14,0.0,0.0,100.02,100.02,100.02,0.0,0.0,100.13,100.13,100.13,0.0,0.0
2019-04-07,100.44,100.44,100.44,0.0,0.0,100.52,100.52,100.52,0.0,0.0,100.41,100.41,100.41,0.0,0.0,100.42,100.42,100.42,0.0,0.0
2019-04-14,100.24,100.24,100.24,0.0,0.0,100.43,100.43,100.43,0.0,0.0,100.24,100.24,100.24,0.0,0.0,100.3,100.3,100.3,0.0,0.0
2019-04-21,100.67,100.67,100.67,0.0,0.0,100.75,100.75,100.75,0.0,0.0,100.56,100.56,100.56,0.0,0.0,100.59,100.59,100.59,0.0,0.0
2019-04-28,99.9,99.9,99.9,0.0,0.0,100.25,100.25,100.25,0.0,0.0,99.9,99.9,99.9,0.0,0.0,100.18,100.18,100.18,0.0,0.0
2019-05-05,99.47,99.47,99.47,0.0,0.0,99.7,99.7,99.7,0.0,0.0,99.25,99.25,99.25,0.0,0.0,99.25,99.25,99.25,0.0,0.0
2019-05-12,99.81,99.81,99.81,0.0,0.0,99.81,99.81,99.81,0.0,0.0,99.58,99.58,99.58,0.0,0.0,99.6,99.6,99.6,0.0,0.0
2019-05-19,99.72,99.72,99.72,0.0,0.0,99.72,99.72,99.72,0.0,0.0,99.39,99.39,99.39,0.0,0.0,99.42,99.42,99.42,0.0,0.0
2019-05-26,98.65,98.65,98.65,0.0,0.0,98.65,98.65,98.65,0.0,0.0,98.21,98.21,98.21,0.0,0.0,98.23,98.23,98.23,0.0,0.0
2019-06-02,99.71,99.71,99.71,0.0,0.0,99.78,99.78,99.78,0.0,0.0,99.63,99.63,99.63,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2019-06-09,99.7,99.7,99.7,0.0,0.0,99.77,99.77,99.77,0.0,0.0,99.55,99.55,99.55,0.0,0.0,99.6,99.6,99.6,0.0,0.0
2019-06-16,100.61,100.61,100.61,0.0,0.0,100.62,100.62,100.62,0.0,0.0,100.46,100.46,100.46,0.0,0.0,100.46,100.46,100.46,0.0,0.0
2019-06-23,100.41,100.41,100.41,0.0,0.0,100.5,100.5,100.5,0.0,0.0,100.09,100.09,100.09,0.0,0.0,100.32,100.32,100.32,0.0,0.0
2019-06-30,100.36,100.36,100.36,0.0,0.0,100.36,100.36,100.36,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.11,100.11,100.11,0.0,0.0
2019-07-07,100.19,100.19,100.19,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.15,100.15,100.15,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2019-07-14,99.97,99.97,99.97,0.0,0.0,100.22,100.22,100.22,0.0,0.0,99.97,99.97,99.97,0.0,0.0,100.22,100.22,100.22,0.0,0.0
2019-07-21,100.32,100.32,100.32,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.12,100.12,100.12,0.0,0.0,100.13,100.13,100.13,0.0,0.0
2019-07-28,99.06,99.06,99.06,0.0,0.0,99.06,99.06,99.06,0.0,0.0,98.54,98.54,98.54,0.0,0.0,98.83,98.83,98.83,0.0,0.0
2019-08-04,98.96,98.96,98.96,0.0,0.0,99.1,99.1,99.1,0.0,0.0,98.84,98.84,98.84,0.0,0.0,98.98,98.98,98.98,0.0,0.0
2019-08-11,99.18,99.18,99.18,0.0,0.0,99.37,99.37,99.37,0.0,0.0,99.16,99.16,99.16,0.0,0.0,99.35,99.35,99.35,0.0,0.0
2019-08-18,99.62,99.62,99.62,0.0,0.0,99.71,99.71,99.71,0.0,0.0,99.43,99.43,99.43,0.0,0.0,99.6,99.6,99.6,0.0,0.0
2019-08-25,100.26,100.26,100.26,0.0,0.0,100.26,100.26,100.26,0.0,0.0,99.82,99.82,99.82,0.0,0.0,99.86,99.86,99.86,0.0,0.0
2019-09-01,99.82,99.82,99.82,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.66,99.66,99.66,0.0,0.0,99.91,99.91,99.91,0.0,0.0
2019-09-08,100.12,100.12,100.12,0.0,0.0,100.41,100.41,100.41,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.33,100.33,100.33,0.0,0.0
2019-09-15,100.3,100.3,100.3,0.0,0.0,100.48,100.48,100.48,0.0,0.0,100.3,100.3,100.3,0.0,0.0,100.37,100.37,100.37,0.0,0.0
2019-09-22,99.84,99.84,99.84,0.0,0.0,99.84,99.84,99.84,0.0,0.0,99.69,99.69,99.69,0.0,0.0,99.76,99.76,99.76,0.0,0.0
2019-09-29,99.08,99.08,99.08,0.0,0.0,99.15,99.15,99.15,0.0,0.0,98.96,98.96,98.96,0.0,0.0,99.04,99.04,99.04,0.0,0.0
2019-10-06,99.26,99.26,99.26,0.0,0.0,99.4,99.4,99.4,0.0,0.0,99.2,99.2,99.2,0.0,0.0,99.33,99.33,99.33,0.0,0.0
2019-10-13,99.52,99.52,99.52,0.0,0.0,99.61,99.61,99.61,0.0,0.0,99.47,99.47,99.47,0.0,0.0,99.47,99.47,99.47,0.0,0.0
2019-10-20,99.74,99.74,99.74,0.0,0.0,99.87,99.87,99.87,0.0,0.0,99.58,99.58,99.58,0.0,0.0,99.69,99.69,99.69,0.0,0.0
2019-10-27,99.1,99.1,99.1,0.0,0.0,99.43,99.43,99.43,0.0,0.0,99.1,99.1,99.1,0.0,0.0,99.38,99.38,99.38,0.0,0.0
2019-11-03,99.0,99.0,99.0,0.0,0.0,99.0,99.0,99.0,0.0,0.0,98.86,98.86,98.86,0.0,0.0,98.86,98.86,98.86,0.0,0.0
2019-11-10,98.78,98.78,98.78,0.0,0.0,98.97,98.97,98.97,0.0,0.0,98.75,98.75,98.75,0.0,0.0,98.75,98.75,98.75,0.0,0.0
2019-11-17,98.6,98.6,98.6,0.0,0.0,98.78,98.78,98.78,0.0,0.0,98.6,98.6,98.6,0.0,0.0,98.7,98.7,98.7,0.0,0.0
2019-11-24,98.44,98.44,98.44,0.0,0.0,98.5,98.5,98.5,0.0,0.0,98.14,98.14,98.14,0.0,0.0,98.21,98.21,98.21,0.0,0.0
2019-12-01,98.84,98.84,98.84,0.0,0.0,98.84,98.84,98.84,0.0,0.0,98.74,98.74,98.74,0.0,0.0,98.74,98.74,98.74,0.0,0.0
2019-12-08,99.37,99.37,99.37,0.0,0.0,99.53,99.53,99.53,0.0,0.0,99.37,99.37,99.37,0.0,0.0,99.45,99.45,99.45,0.0,0.0
2019-12-15,99.85,99.85,99.85,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.83,99.83,99.83,0.0,0.0,99.9,99.9,99.9,0.0,0.0
2019-12-22,99.82,99.82,99.82,0.0,0.0,99.82,99.82,99.82,0.0,0.0,99.58,99.58,99.58,0.0,0.0,99.72,99.72,99.72,0.0,0.0
2019-12-29,99.92,99.92,99.92,0.0,0.0,100.02,100.02,100.02,0.0,0.0,99.88,99.88,99.88,0.0,0.0,99.91,99.91,99.91,0.0,0.0
