Date,AlphaMark Actively Managed Small_Open_average,AlphaMark Actively Managed Small_Open_max,AlphaMark Actively Managed Small_Open_min,AlphaMark Actively Managed Small_Open_volatility,AlphaMark Actively Managed Small_Open_change,AlphaMark Actively Managed Small_High_average,AlphaMark Actively Managed Small_High_max,AlphaMark Actively Managed Small_High_min,AlphaMark Actively Managed Small_High_volatility,AlphaMark Actively Managed Small_High_change,AlphaMark Actively Managed Small_Low_average,AlphaMark Actively Managed Small_Low_max,AlphaMark Actively Managed Small_Low_min,AlphaMark Actively Managed Small_Low_volatility,AlphaMark Actively Managed Small_Low_change,AlphaMark Actively Managed Small_Close_average,AlphaMark Actively Managed Small_Close_max,AlphaMark Actively Managed Small_Close_min,AlphaMark Actively Managed Small_Close_volatility,AlphaMark Actively Managed Small_Close_change
2018-10-28,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2018-11-04,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2018-11-11,23.35,23.35,23.35,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2018-11-18,22.81,22.81,22.81,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-11-25,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-12-02,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-12-09,22.25,22.25,22.25,0.0,0.0,22.42,22.42,22.42,0.0,0.0,21.84,21.84,21.84,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-12-16,20.53,20.53,20.53,0.0,0.0,20.53,20.53,20.53,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2018-12-23,20.64,20.64,20.64,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-12-30,21.31,21.31,21.31,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-01-06,22.09,22.09,22.09,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2019-01-13,22.58,22.58,22.58,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2019-01-20,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2019-01-27,22.82,22.82,22.82,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-02-03,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2019-02-10,23.56,23.56,23.56,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-02-17,23.92,23.92,23.92,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-02-24,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-03-03,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-03-10,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-03-17,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2019-03-24,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-03-31,24.0,24.0,24.0,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2019-04-07,24.06,24.06,24.06,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-04-14,23.8,23.8,23.8,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-04-21,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-04-28,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-05-05,23.56,23.56,23.56,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2019-05-12,23.16,23.16,23.16,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2019-05-19,23.05,23.05,23.05,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-05-26,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2019-06-02,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2019-06-09,23.13,23.13,23.13,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-06-16,23.48,23.48,23.48,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2019-06-23,23.63,23.63,23.63,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-06-30,23.66,23.66,23.66,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-07-07,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-07-14,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-07-21,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2019-07-28,22.97,22.97,22.97,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2019-08-04,22.58,22.58,22.58,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2019-08-11,22.2,22.2,22.2,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2019-08-18,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2019-08-25,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2019-09-01,22.81,22.81,22.81,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-09-08,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-09-15,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-09-22,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2019-09-29,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-10-06,22.71,22.71,22.71,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2019-10-13,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2019-10-20,23.78,23.78,23.78,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-10-27,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2019-11-03,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-11-10,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-11-17,23.98,23.98,23.98,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-11-24,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-12-01,24.3,24.3,24.3,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-12-08,24.75,24.75,24.75,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-12-15,25.12,25.12,25.12,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-12-22,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-12-29,25.0,25.0,25.0,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.13,25.13,25.13,0.0,0.0
