Date,SPDR SSgA Ultra Short Term BondEtf_Open_average,SPDR SSgA Ultra Short Term BondEtf_Open_max,SPDR SSgA Ultra Short Term BondEtf_Open_min,SPDR SSgA Ultra Short Term BondEtf_Open_volatility,SPDR SSgA Ultra Short Term BondEtf_Open_change,SPDR SSgA Ultra Short Term BondEtf_High_average,SPDR SSgA Ultra Short Term BondEtf_High_max,SPDR SSgA Ultra Short Term BondEtf_High_min,SPDR SSgA Ultra Short Term BondEtf_High_volatility,SPDR SSgA Ultra Short Term BondEtf_High_change,SPDR SSgA Ultra Short Term BondEtf_Low_average,SPDR SSgA Ultra Short Term BondEtf_Low_max,SPDR SSgA Ultra Short Term BondEtf_Low_min,SPDR SSgA Ultra Short Term BondEtf_Low_volatility,SPDR SSgA Ultra Short Term BondEtf_Low_change,SPDR SSgA Ultra Short Term BondEtf_Close_average,SPDR SSgA Ultra Short Term BondEtf_Close_max,SPDR SSgA Ultra Short Term BondEtf_Close_min,SPDR SSgA Ultra Short Term BondEtf_Close_volatility,SPDR SSgA Ultra Short Term BondEtf_Close_change
2018-04-29,40.23,40.23,40.23,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2018-05-06,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-05-13,40.25,40.25,40.25,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-05-20,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-05-27,40.24,40.24,40.24,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2018-06-03,40.23,40.23,40.23,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2018-06-10,40.27,40.27,40.27,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-06-17,40.28,40.28,40.28,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-06-24,40.28,40.28,40.28,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-07-01,40.25,40.25,40.25,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-07-08,40.26,40.26,40.26,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-07-15,40.28,40.28,40.28,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-07-22,40.33,40.33,40.33,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-07-29,40.27,40.27,40.27,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-08-05,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-08-12,40.33,40.33,40.33,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-08-19,40.32,40.32,40.32,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2018-08-26,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-09-02,40.27,40.27,40.27,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-09-09,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-09-16,40.3,40.3,40.3,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-09-23,40.3,40.3,40.3,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2018-09-30,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-10-07,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-10-14,40.29,40.29,40.29,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-10-21,40.29,40.29,40.29,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-10-28,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-11-04,40.26,40.26,40.26,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-11-11,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-11-18,40.28,40.28,40.28,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-11-25,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2018-12-02,40.16,40.16,40.16,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2018-12-09,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2018-12-16,40.15,40.15,40.15,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2018-12-23,40.12,40.12,40.12,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2018-12-30,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2019-01-06,40.15,40.15,40.15,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2019-01-13,40.21,40.21,40.21,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-01-20,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-01-27,40.22,40.22,40.22,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-02-03,40.26,40.26,40.26,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-02-10,40.25,40.25,40.25,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-02-17,40.29,40.29,40.29,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2019-02-24,40.24,40.24,40.24,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-03-03,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2019-03-10,40.3,40.3,40.3,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-03-17,40.34,40.34,40.34,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-03-24,40.37,40.37,40.37,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-03-31,40.29,40.29,40.29,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-04-07,40.3,40.3,40.3,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-04-14,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-04-21,40.37,40.37,40.37,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-04-28,40.3,40.3,40.3,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-05-05,40.33,40.33,40.33,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-05-12,40.36,40.36,40.36,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-05-19,40.38,40.38,40.38,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-05-26,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-06-02,40.32,40.32,40.32,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-06-09,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-06-16,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-06-23,40.4,40.4,40.4,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2019-06-30,40.36,40.36,40.36,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-07-07,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-07-14,40.39,40.39,40.39,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-07-21,40.41,40.41,40.41,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-07-28,40.33,40.33,40.33,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-08-04,40.34,40.34,40.34,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-08-11,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-08-18,40.41,40.41,40.41,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-08-25,40.44,40.44,40.44,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2019-09-01,40.36,40.36,40.36,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-09-08,40.38,40.38,40.38,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-09-15,40.39,40.39,40.39,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-09-22,40.42,40.42,40.42,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2019-09-29,40.35,40.35,40.35,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-10-06,40.37,40.37,40.37,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-10-13,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-10-20,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-10-27,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-11-03,40.38,40.38,40.38,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-11-10,40.41,40.41,40.41,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-11-17,40.44,40.44,40.44,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-11-24,40.43,40.43,40.43,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-12-01,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-12-08,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-12-15,40.37,40.37,40.37,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-12-22,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-12-29,40.38,40.38,40.38,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0
