Date,iShares MSCI Global Energy Producers_Open_average,iShares MSCI Global Energy Producers_Open_max,iShares MSCI Global Energy Producers_Open_min,iShares MSCI Global Energy Producers_Open_volatility,iShares MSCI Global Energy Producers_Open_change,iShares MSCI Global Energy Producers_High_average,iShares MSCI Global Energy Producers_High_max,iShares MSCI Global Energy Producers_High_min,iShares MSCI Global Energy Producers_High_volatility,iShares MSCI Global Energy Producers_High_change,iShares MSCI Global Energy Producers_Low_average,iShares MSCI Global Energy Producers_Low_max,iShares MSCI Global Energy Producers_Low_min,iShares MSCI Global Energy Producers_Low_volatility,iShares MSCI Global Energy Producers_Low_change,iShares MSCI Global Energy Producers_Close_average,iShares MSCI Global Energy Producers_Close_max,iShares MSCI Global Energy Producers_Close_min,iShares MSCI Global Energy Producers_Close_volatility,iShares MSCI Global Energy Producers_Close_change
2018-06-03,23.04,23.04,23.04,0.0,0.0,23.08,23.08,23.08,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2018-06-10,22.38,22.38,22.38,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-06-17,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2018-06-24,22.59,22.59,22.59,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-07-01,23.01,23.01,23.01,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-07-08,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2018-07-15,22.69,22.69,22.69,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-07-22,23.01,23.01,23.01,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-07-29,22.77,22.77,22.77,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2018-08-05,22.33,22.33,22.33,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-08-12,21.79,21.79,21.79,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.79,21.79,21.79,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2018-08-19,22.83,22.83,22.83,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-08-26,22.61,22.61,22.61,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-09-02,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2018-09-09,22.51,22.51,22.51,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-09-16,23.1,23.1,23.1,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2018-09-23,23.69,23.69,23.69,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2018-09-30,23.38,23.38,23.38,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2018-10-07,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-10-14,22.14,22.14,22.14,0.0,0.0,22.16,22.16,22.16,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2018-10-21,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2018-10-28,21.27,21.27,21.27,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2018-11-04,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2018-11-11,20.75,20.75,20.75,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2018-11-18,19.95,19.95,19.95,0.0,0.0,20.16,20.16,20.16,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-11-25,20.86,20.86,20.86,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2018-12-02,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-12-09,19.4,19.4,19.4,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2018-12-16,17.56,17.56,17.56,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2018-12-23,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2018-12-30,19.09,19.09,19.09,0.0,0.0,19.32,19.32,19.32,0.0,0.0,18.92,18.92,18.92,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2019-01-06,19.2,19.2,19.2,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-01-13,19.8,19.8,19.8,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2019-01-20,19.36,19.36,19.36,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2019-01-27,19.96,19.96,19.96,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.82,19.82,19.82,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-02-03,19.45,19.45,19.45,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2019-02-10,20.09,20.09,20.09,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-02-17,20.36,20.36,20.36,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2019-02-24,20.62,20.62,20.62,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-03-03,20.0,20.0,20.0,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2019-03-10,20.59,20.59,20.59,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2019-03-17,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-03-24,20.63,20.63,20.63,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2019-03-31,20.93,20.93,20.93,0.0,0.0,21.16,21.16,21.16,0.0,0.0,20.93,20.93,20.93,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2019-04-07,21.0,21.0,21.0,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2019-04-14,21.11,21.11,21.11,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-04-21,20.63,20.63,20.63,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-04-28,20.03,20.03,20.03,0.0,0.0,20.22,20.22,20.22,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-05-05,19.68,19.68,19.68,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-05-12,20.04,20.04,20.04,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-05-19,19.43,19.43,19.43,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-05-26,19.04,19.04,19.04,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2019-06-02,19.54,19.54,19.54,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2019-06-09,18.96,18.96,18.96,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.96,18.96,18.96,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2019-06-16,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-06-23,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2019-06-30,19.57,19.57,19.57,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2019-07-07,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-07-14,19.36,19.36,19.36,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-07-21,19.09,19.09,19.09,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.95,18.95,18.95,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2019-07-28,17.99,17.99,17.99,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2019-08-04,17.85,17.85,17.85,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2019-08-11,17.6,17.6,17.6,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2019-08-18,17.35,17.35,17.35,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.21,17.21,17.21,0.0,0.0
2019-08-25,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-09-01,18.1,18.1,18.1,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.22,18.22,18.22,0.0,0.0
2019-09-08,19.21,19.21,19.21,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2019-09-15,18.88,18.88,18.88,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2019-09-22,18.51,18.51,18.51,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0
2019-09-29,18.01,18.01,18.01,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2019-10-06,18.11,18.11,18.11,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2019-10-13,18.21,18.21,18.21,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2019-10-20,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2019-10-27,19.03,19.03,19.03,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2019-11-03,19.04,19.04,19.04,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2019-11-10,18.91,18.91,18.91,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2019-11-17,18.87,18.87,18.87,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2019-11-24,18.53,18.53,18.53,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2019-12-01,18.6,18.6,18.6,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2019-12-08,18.53,18.53,18.53,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2019-12-15,18.8,18.8,18.8,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2019-12-22,18.98,18.98,18.98,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2019-12-29,19.3,19.3,19.3,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.22,19.22,19.22,0.0,0.0
