Date,iShares Latin America 40_Open_average,iShares Latin America 40_Open_max,iShares Latin America 40_Open_min,iShares Latin America 40_Open_volatility,iShares Latin America 40_Open_change,iShares Latin America 40_High_average,iShares Latin America 40_High_max,iShares Latin America 40_High_min,iShares Latin America 40_High_volatility,iShares Latin America 40_High_change,iShares Latin America 40_Low_average,iShares Latin America 40_Low_max,iShares Latin America 40_Low_min,iShares Latin America 40_Low_volatility,iShares Latin America 40_Low_change,iShares Latin America 40_Close_average,iShares Latin America 40_Close_max,iShares Latin America 40_Close_min,iShares Latin America 40_Close_volatility,iShares Latin America 40_Close_change
2018-06-17,29.36,29.36,29.36,0.0,0.0,29.43,29.43,29.43,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-06-24,29.19,29.19,29.19,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-07-01,30.98,30.98,30.98,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.7,30.7,30.7,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-07-08,31.15,31.15,31.15,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2018-07-15,31.82,31.82,31.82,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-07-22,33.36,33.36,33.36,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2018-07-29,33.28,33.28,33.28,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2018-08-05,30.7,30.7,30.7,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-08-12,30.31,30.31,30.31,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2018-08-19,30.46,30.46,30.46,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-08-26,29.77,29.77,29.77,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.65,29.65,29.65,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-09-02,29.65,29.65,29.65,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2018-09-09,29.68,29.68,29.68,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.68,29.68,29.68,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2018-09-16,31.23,31.23,31.23,0.0,0.0,31.35,31.35,31.35,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-09-23,31.49,31.49,31.49,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-09-30,34.0,34.0,34.0,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2018-10-07,33.35,33.35,33.35,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2018-10-14,33.72,33.72,33.72,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2018-10-21,34.0,34.0,34.0,0.0,0.0,34.1,34.1,34.1,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2018-10-28,33.97,33.97,33.97,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-11-04,32.47,32.47,32.47,0.0,0.0,32.5,32.5,32.5,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2018-11-11,32.54,32.54,32.54,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-11-18,31.12,31.12,31.12,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-11-25,32.87,32.87,32.87,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2018-12-02,30.98,30.98,30.98,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-12-09,31.01,31.01,31.01,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-12-16,29.69,29.69,29.69,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-12-23,30.8,30.8,30.8,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-12-30,33.24,33.24,33.24,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-01-06,33.93,33.93,33.93,0.0,0.0,34.45,34.45,34.45,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2019-01-13,34.75,34.75,34.75,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-01-20,33.7,33.7,33.7,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-01-27,35.0,35.0,35.0,0.0,0.0,35.58,35.58,35.58,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-02-03,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-02-10,34.74,34.74,34.74,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-02-17,35.35,35.35,35.35,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2019-02-24,33.65,33.65,33.65,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2019-03-03,33.42,33.42,33.42,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.42,33.42,33.42,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-03-10,34.66,34.66,34.66,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.66,34.66,34.66,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-03-17,32.91,32.91,32.91,0.0,0.0,33.28,33.28,33.28,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-03-24,33.78,33.78,33.78,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2019-03-31,34.49,34.49,34.49,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-04-07,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-04-14,33.65,33.65,33.65,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-04-21,33.81,33.81,33.81,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-04-28,32.58,32.58,32.58,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-05-05,31.62,31.62,31.62,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-05-12,30.38,30.38,30.38,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-05-19,31.61,31.61,31.61,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2019-05-26,32.58,32.58,32.58,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-06-02,33.15,33.15,33.15,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-06-09,32.64,32.64,32.64,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2019-06-16,34.19,34.19,34.19,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-06-23,34.4,34.4,34.4,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2019-06-30,34.63,34.63,34.63,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-07-07,34.91,34.91,34.91,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-07-14,34.55,34.55,34.55,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-07-21,33.69,33.69,33.69,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-07-28,31.25,31.25,31.25,0.0,0.0,31.42,31.42,31.42,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2019-08-04,31.25,31.25,31.25,0.0,0.0,31.38,31.38,31.38,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-08-11,30.84,30.84,30.84,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-08-18,29.61,29.61,29.61,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-08-25,30.45,30.45,30.45,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-09-01,31.84,31.84,31.84,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-09-08,31.91,31.91,31.91,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2019-09-15,31.65,31.65,31.65,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-09-22,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-09-29,31.6,31.6,31.6,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-10-06,31.94,31.94,31.94,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-10-13,32.0,32.0,32.0,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-10-20,33.67,33.67,33.67,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-10-27,33.95,33.95,33.95,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-11-03,32.55,32.55,32.55,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-11-10,32.32,32.32,32.32,0.0,0.0,32.37,32.37,32.37,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-11-17,32.27,32.27,32.27,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2019-11-24,31.81,31.81,31.81,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-12-01,32.63,32.63,32.63,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2019-12-08,33.43,33.43,33.43,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-12-15,33.86,33.86,33.86,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-12-22,34.27,34.27,34.27,0.0,0.0,34.33,34.33,34.33,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2019-12-29,34.36,34.36,34.36,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.48,34.48,34.48,0.0,0.0
