Date,WisdomTree Barclays Negative Duration US Aggregate_Open_average,WisdomTree Barclays Negative Duration US Aggregate_Open_max,WisdomTree Barclays Negative Duration US Aggregate_Open_min,WisdomTree Barclays Negative Duration US Aggregate_Open_volatility,WisdomTree Barclays Negative Duration US Aggregate_Open_change,WisdomTree Barclays Negative Duration US Aggregate_High_average,WisdomTree Barclays Negative Duration US Aggregate_High_max,WisdomTree Barclays Negative Duration US Aggregate_High_min,WisdomTree Barclays Negative Duration US Aggregate_High_volatility,WisdomTree Barclays Negative Duration US Aggregate_High_change,WisdomTree Barclays Negative Duration US Aggregate_Low_average,WisdomTree Barclays Negative Duration US Aggregate_Low_max,WisdomTree Barclays Negative Duration US Aggregate_Low_min,WisdomTree Barclays Negative Duration US Aggregate_Low_volatility,WisdomTree Barclays Negative Duration US Aggregate_Low_change,WisdomTree Barclays Negative Duration US Aggregate_Close_average,WisdomTree Barclays Negative Duration US Aggregate_Close_max,WisdomTree Barclays Negative Duration US Aggregate_Close_min,WisdomTree Barclays Negative Duration US Aggregate_Close_volatility,WisdomTree Barclays Negative Duration US Aggregate_Close_change
2018-03-25,43.73,43.73,43.73,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2018-04-01,43.64,43.64,43.64,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2018-04-08,43.87,43.87,43.87,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2018-04-15,44.13,44.13,44.13,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2018-04-22,43.98,43.98,43.98,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2018-04-29,43.9,43.9,43.9,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2018-05-06,43.95,43.95,43.95,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2018-05-13,44.19,44.19,44.19,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2018-05-20,43.81,43.81,43.81,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2018-05-27,43.7,43.7,43.7,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-06-03,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2018-06-10,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2018-06-17,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2018-06-24,43.37,43.37,43.37,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2018-07-01,43.32,43.32,43.32,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2018-07-08,43.44,43.44,43.44,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2018-07-15,43.6,43.6,43.6,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-07-22,43.74,43.74,43.74,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-07-29,43.68,43.68,43.68,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2018-08-05,43.54,43.54,43.54,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2018-08-12,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2018-08-19,43.28,43.28,43.28,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.43,43.43,43.43,0.0,0.0
2018-08-26,43.23,43.23,43.23,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2018-09-02,43.52,43.52,43.52,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-09-09,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2018-09-16,44.1,44.1,44.1,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2018-09-23,43.88,43.88,43.88,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2018-09-30,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2018-10-07,44.22,44.22,44.22,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2018-10-14,44.3,44.3,44.3,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2018-10-21,43.9,43.9,43.9,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2018-10-28,44.38,44.38,44.38,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2018-11-04,44.28,44.28,44.28,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-11-11,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2018-11-18,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2018-11-25,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2018-12-02,43.5,43.5,43.5,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2018-12-09,43.09,43.09,43.09,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2018-12-16,42.77,42.77,42.77,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-12-23,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2018-12-30,42.5,42.5,42.5,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2019-01-06,42.64,42.64,42.64,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.64,42.64,42.64,0.0,0.0
2019-01-13,42.84,42.84,42.84,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2019-01-20,42.86,42.86,42.86,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-01-27,42.88,42.88,42.88,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2019-02-03,42.74,42.74,42.74,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-02-10,42.65,42.65,42.65,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2019-02-17,42.82,42.82,42.82,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2019-02-24,43.0,43.0,43.0,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-03-03,42.83,42.83,42.83,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2019-03-10,42.7,42.7,42.7,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2019-03-17,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-03-24,42.47,42.47,42.47,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2019-03-31,42.62,42.62,42.62,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2019-04-07,42.79,42.79,42.79,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2019-04-14,42.74,42.74,42.74,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-04-21,42.59,42.59,42.59,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2019-04-28,42.46,42.46,42.46,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2019-05-05,42.31,42.31,42.31,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2019-05-12,42.41,42.41,42.41,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2019-05-19,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2019-05-26,41.64,41.64,41.64,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2019-06-02,41.84,41.84,41.84,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-06-09,41.76,41.76,41.76,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2019-06-16,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2019-06-23,41.68,41.68,41.68,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-06-30,41.77,41.77,41.77,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-07-07,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2019-07-14,41.82,41.82,41.82,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-07-21,41.91,41.91,41.91,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2019-07-28,41.48,41.48,41.48,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-08-04,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-08-11,40.63,40.63,40.63,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2019-08-18,40.5,40.5,40.5,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-08-25,40.43,40.43,40.43,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2019-09-01,40.63,40.63,40.63,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2019-09-08,41.17,41.17,41.17,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-09-15,40.83,40.83,40.83,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-09-22,40.73,40.73,40.73,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-09-29,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2019-10-06,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-10-13,41.08,41.08,41.08,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-10-20,41.17,41.17,41.17,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2019-10-27,41.21,41.21,41.21,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-11-03,41.58,41.58,41.58,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-11-10,41.36,41.36,41.36,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-11-17,41.04,41.04,41.04,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-11-24,41.29,41.29,41.29,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2019-12-01,41.3,41.3,41.3,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2019-12-08,41.43,41.43,41.43,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-12-15,41.53,41.53,41.53,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2019-12-22,41.57,41.57,41.57,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2019-12-29,41.37,41.37,41.37,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.38,41.38,41.38,0.0,0.0
