Date,Cambria Shareholder Yield_Open_average,Cambria Shareholder Yield_Open_max,Cambria Shareholder Yield_Open_min,Cambria Shareholder Yield_Open_volatility,Cambria Shareholder Yield_Open_change,Cambria Shareholder Yield_High_average,Cambria Shareholder Yield_High_max,Cambria Shareholder Yield_High_min,Cambria Shareholder Yield_High_volatility,Cambria Shareholder Yield_High_change,Cambria Shareholder Yield_Low_average,Cambria Shareholder Yield_Low_max,Cambria Shareholder Yield_Low_min,Cambria Shareholder Yield_Low_volatility,Cambria Shareholder Yield_Low_change,Cambria Shareholder Yield_Close_average,Cambria Shareholder Yield_Close_max,Cambria Shareholder Yield_Close_min,Cambria Shareholder Yield_Close_volatility,Cambria Shareholder Yield_Close_change
2018-05-06,38.62,38.62,38.62,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2018-05-13,39.24,39.24,39.24,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2018-05-20,38.85,38.85,38.85,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2018-05-27,38.98,38.98,38.98,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2018-06-03,39.77,39.77,39.77,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2018-06-10,39.05,39.05,39.05,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2018-06-17,38.76,38.76,38.76,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2018-06-24,37.52,37.52,37.52,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-07-01,38.39,38.39,38.39,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2018-07-08,38.35,38.35,38.35,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2018-07-15,38.74,38.74,38.74,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2018-07-22,39.16,39.16,39.16,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2018-07-29,39.26,39.26,39.26,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2018-08-05,39.51,39.51,39.51,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-08-12,39.93,39.93,39.93,0.0,0.0,40.29,40.29,40.29,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-08-19,40.33,40.33,40.33,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2018-08-26,40.23,40.23,40.23,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-09-02,40.07,40.07,40.07,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2018-09-09,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2018-09-16,40.36,40.36,40.36,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2018-09-23,39.66,39.66,39.66,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2018-09-30,38.87,38.87,38.87,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2018-10-07,36.84,36.84,36.84,0.0,0.0,37.25,37.25,37.25,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-10-14,36.74,36.74,36.74,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-10-21,35.75,35.75,35.75,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-10-28,36.8,36.8,36.8,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2018-11-04,37.21,37.21,37.21,0.0,0.0,37.31,37.31,37.31,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-11-11,36.39,36.39,36.39,0.0,0.0,36.48,36.48,36.48,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2018-11-18,35.77,35.77,35.77,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-11-25,36.51,36.51,36.51,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-12-02,34.19,34.19,34.19,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.53,33.53,33.53,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2018-12-09,33.07,33.07,33.07,0.0,0.0,33.46,33.46,33.46,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2018-12-16,31.05,31.05,31.05,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-12-23,32.29,32.29,32.29,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-12-30,33.25,33.25,33.25,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-01-06,34.09,34.09,34.09,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-01-13,34.84,34.84,34.84,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.84,34.84,34.84,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2019-01-20,35.01,35.01,35.01,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-01-27,35.5,35.5,35.5,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-02-03,35.58,35.58,35.58,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-02-10,36.7,36.7,36.7,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-02-17,37.28,37.28,37.28,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-02-24,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,36.75,36.75,36.75,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-03-03,35.73,35.73,35.73,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.73,35.73,35.73,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2019-03-10,36.8,36.8,36.8,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2019-03-17,35.32,35.32,35.32,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-03-24,35.94,35.94,35.94,0.0,0.0,36.7,36.7,36.7,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-03-31,37.11,37.11,37.11,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-04-07,37.44,37.44,37.44,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-04-14,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-04-21,37.37,37.37,37.37,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-04-28,36.97,36.97,36.97,0.0,0.0,37.48,37.48,37.48,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-05-05,35.81,35.81,35.81,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-05-12,35.37,35.37,35.37,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-05-19,34.98,34.98,34.98,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2019-05-26,33.82,33.82,33.82,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-06-02,35.47,35.47,35.47,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-06-09,35.35,35.35,35.35,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-06-16,35.74,35.74,35.74,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-06-23,36.25,36.25,36.25,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-06-30,36.39,36.39,36.39,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2019-07-07,36.37,36.37,36.37,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-07-14,36.33,36.33,36.33,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-07-21,36.94,36.94,36.94,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-07-28,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-08-04,34.09,34.09,34.09,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-08-11,34.19,34.19,34.19,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-08-18,33.35,33.35,33.35,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2019-08-25,34.6,34.6,34.6,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2019-09-01,35.33,35.33,35.33,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.33,35.33,35.33,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2019-09-08,37.05,37.05,37.05,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2019-09-15,36.25,36.25,36.25,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-09-22,36.27,36.27,36.27,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-09-29,35.43,35.43,35.43,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-10-06,36.01,36.01,36.01,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2019-10-13,37.19,37.19,37.19,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2019-10-20,38.03,38.03,38.03,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-10-27,38.5,38.5,38.5,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-11-03,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2019-11-10,39.22,39.22,39.22,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-11-17,38.79,38.79,38.79,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-11-24,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2019-12-01,39.81,39.81,39.81,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-12-08,39.99,39.99,39.99,0.0,0.0,40.41,40.41,40.41,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2019-12-15,40.38,40.38,40.38,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-12-22,40.15,40.15,40.15,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-12-29,39.78,39.78,39.78,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.87,39.87,39.87,0.0,0.0
