Date,iShares MSCI USA ESG SelectEtf_Open_average,iShares MSCI USA ESG SelectEtf_Open_max,iShares MSCI USA ESG SelectEtf_Open_min,iShares MSCI USA ESG SelectEtf_Open_volatility,iShares MSCI USA ESG SelectEtf_Open_change,iShares MSCI USA ESG SelectEtf_High_average,iShares MSCI USA ESG SelectEtf_High_max,iShares MSCI USA ESG SelectEtf_High_min,iShares MSCI USA ESG SelectEtf_High_volatility,iShares MSCI USA ESG SelectEtf_High_change,iShares MSCI USA ESG SelectEtf_Low_average,iShares MSCI USA ESG SelectEtf_Low_max,iShares MSCI USA ESG SelectEtf_Low_min,iShares MSCI USA ESG SelectEtf_Low_volatility,iShares MSCI USA ESG SelectEtf_Low_change,iShares MSCI USA ESG SelectEtf_Close_average,iShares MSCI USA ESG SelectEtf_Close_max,iShares MSCI USA ESG SelectEtf_Close_min,iShares MSCI USA ESG SelectEtf_Close_volatility,iShares MSCI USA ESG SelectEtf_Close_change
2018-08-19,117.82,117.82,117.82,0.0,0.0,118.43,118.43,118.43,0.0,0.0,117.6,117.6,117.6,0.0,0.0,118.42,118.42,118.42,0.0,0.0
2018-08-26,118.79,118.79,118.79,0.0,0.0,119.31,119.31,119.31,0.0,0.0,118.59,118.59,118.59,0.0,0.0,119.02,119.02,119.02,0.0,0.0
2018-09-02,117.61,117.61,117.61,0.0,0.0,118.24,118.24,118.24,0.0,0.0,117.45,117.45,117.45,0.0,0.0,117.87,117.87,117.87,0.0,0.0
2018-09-09,119.33,119.33,119.33,0.0,0.0,119.78,119.78,119.78,0.0,0.0,119.33,119.33,119.33,0.0,0.0,119.78,119.78,119.78,0.0,0.0
2018-09-16,121.29,121.29,121.29,0.0,0.0,121.33,121.33,121.33,0.0,0.0,120.93,120.93,120.93,0.0,0.0,120.97,120.97,120.97,0.0,0.0
2018-09-23,119.43,119.43,119.43,0.0,0.0,119.8,119.8,119.8,0.0,0.0,119.24,119.24,119.24,0.0,0.0,119.36,119.36,119.36,0.0,0.0
2018-09-30,119.22,119.22,119.22,0.0,0.0,119.24,119.24,119.24,0.0,0.0,117.68,117.68,117.68,0.0,0.0,118.45,118.45,118.45,0.0,0.0
2018-10-07,113.34,113.34,113.34,0.0,0.0,114.04,114.04,114.04,0.0,0.0,111.32,111.32,111.32,0.0,0.0,112.75,112.75,112.75,0.0,0.0
2018-10-14,112.81,112.81,112.81,0.0,0.0,113.1,113.1,113.1,0.0,0.0,111.84,111.84,111.84,0.0,0.0,112.31,112.31,112.31,0.0,0.0
2018-10-21,108.66,108.66,108.66,0.0,0.0,110.07,110.07,110.07,0.0,0.0,107.75,107.75,107.75,0.0,0.0,108.87,108.87,108.87,0.0,0.0
2018-10-28,113.07,113.07,113.07,0.0,0.0,113.07,113.07,113.07,0.0,0.0,110.66,110.66,110.66,0.0,0.0,111.43,111.43,111.43,0.0,0.0
2018-11-04,115.34,115.34,115.34,0.0,0.0,115.34,115.34,115.34,0.0,0.0,113.18,113.18,113.18,0.0,0.0,114.08,114.08,114.08,0.0,0.0
2018-11-11,112.27,112.27,112.27,0.0,0.0,113.32,113.32,113.32,0.0,0.0,112.08,112.08,112.08,0.0,0.0,113.17,113.17,113.17,0.0,0.0
2018-11-18,109.23,109.23,109.23,0.0,0.0,110.16,110.16,110.16,0.0,0.0,109.23,109.23,109.23,0.0,0.0,109.75,109.75,109.75,0.0,0.0
2018-11-25,113.33,113.33,113.33,0.0,0.0,114.19,114.19,114.19,0.0,0.0,112.9,112.9,112.9,0.0,0.0,114.11,114.11,114.11,0.0,0.0
2018-12-02,111.13,111.13,111.13,0.0,0.0,111.95,111.95,111.95,0.0,0.0,108.69,108.69,108.69,0.0,0.0,109.12,109.12,109.12,0.0,0.0
2018-12-09,108.61,108.61,108.61,0.0,0.0,109.26,109.26,109.26,0.0,0.0,107.61,107.61,107.61,0.0,0.0,107.87,107.87,107.87,0.0,0.0
2018-12-16,101.65,101.65,101.65,0.0,0.0,103.21,103.21,103.21,0.0,0.0,99.48,99.48,99.48,0.0,0.0,99.9,99.9,99.9,0.0,0.0
2018-12-23,103.16,103.16,103.16,0.0,0.0,103.74,103.74,103.74,0.0,0.0,101.69,101.69,101.69,0.0,0.0,102.26,102.26,102.26,0.0,0.0
2018-12-30,101.79,101.79,101.79,0.0,0.0,103.89,103.89,103.89,0.0,0.0,101.68,101.68,101.68,0.0,0.0,103.62,103.62,103.62,0.0,0.0
2019-01-06,105.94,105.94,105.94,0.0,0.0,106.79,106.79,106.79,0.0,0.0,105.94,105.94,105.94,0.0,0.0,106.71,106.71,106.71,0.0,0.0
2019-01-13,108.93,108.93,108.93,0.0,0.0,110.05,110.05,110.05,0.0,0.0,108.76,108.76,108.76,0.0,0.0,109.85,109.85,109.85,0.0,0.0
2019-01-20,109.44,109.44,109.44,0.0,0.0,109.9,109.9,109.9,0.0,0.0,109.27,109.27,109.27,0.0,0.0,109.77,109.77,109.77,0.0,0.0
2019-01-27,111.18,111.18,111.18,0.0,0.0,111.81,111.81,111.81,0.0,0.0,111.01,111.01,111.01,0.0,0.0,111.5,111.5,111.5,0.0,0.0
2019-02-03,111.36,111.36,111.36,0.0,0.0,111.94,111.94,111.94,0.0,0.0,111.08,111.08,111.08,0.0,0.0,111.94,111.94,111.94,0.0,0.0
2019-02-10,114.71,114.71,114.71,0.0,0.0,114.98,114.98,114.98,0.0,0.0,114.62,114.62,114.62,0.0,0.0,114.95,114.95,114.95,0.0,0.0
2019-02-17,115.77,115.77,115.77,0.0,0.0,116.08,116.08,116.08,0.0,0.0,115.65,115.65,115.65,0.0,0.0,116.01,116.01,116.01,0.0,0.0
2019-02-24,117.07,117.07,117.07,0.0,0.0,117.11,117.11,117.11,0.0,0.0,116.3,116.3,116.3,0.0,0.0,116.88,116.88,116.88,0.0,0.0
2019-03-03,113.8,113.8,113.8,0.0,0.0,114.32,114.32,114.32,0.0,0.0,113.42,113.42,113.42,0.0,0.0,114.32,114.32,114.32,0.0,0.0
2019-03-10,117.77,117.77,117.77,0.0,0.0,118.47,118.47,118.47,0.0,0.0,117.69,117.69,117.69,0.0,0.0,118.12,118.12,118.12,0.0,0.0
2019-03-17,118.68,118.68,118.68,0.0,0.0,118.68,118.68,118.68,0.0,0.0,116.75,116.75,116.75,0.0,0.0,116.8,116.8,116.8,0.0,0.0
2019-03-24,118.36,118.36,118.36,0.0,0.0,118.36,118.36,118.36,0.0,0.0,117.87,117.87,117.87,0.0,0.0,118.25,118.25,118.25,0.0,0.0
2019-03-31,120.71,120.71,120.71,0.0,0.0,121.0,121.0,121.0,0.0,0.0,120.6,120.6,120.6,0.0,0.0,120.83,120.83,120.83,0.0,0.0
2019-04-07,121.9,121.9,121.9,0.0,0.0,121.9,121.9,121.9,0.0,0.0,121.38,121.38,121.38,0.0,0.0,121.84,121.84,121.84,0.0,0.0
2019-04-14,121.23,121.23,121.23,0.0,0.0,121.49,121.49,121.49,0.0,0.0,120.77,120.77,120.77,0.0,0.0,121.4,121.4,121.4,0.0,0.0
2019-04-21,121.62,121.62,121.62,0.0,0.0,121.98,121.98,121.98,0.0,0.0,121.15,121.15,121.15,0.0,0.0,121.98,121.98,121.98,0.0,0.0
2019-04-28,121.76,121.76,121.76,0.0,0.0,122.37,122.37,122.37,0.0,0.0,121.59,121.59,121.59,0.0,0.0,122.33,122.33,122.33,0.0,0.0
2019-05-05,119.0,119.0,119.0,0.0,0.0,119.92,119.92,119.92,0.0,0.0,117.22,117.22,117.22,0.0,0.0,119.62,119.62,119.62,0.0,0.0
2019-05-12,118.14,118.14,118.14,0.0,0.0,119.32,119.32,119.32,0.0,0.0,118.05,118.05,118.05,0.0,0.0,118.23,118.23,118.23,0.0,0.0
2019-05-19,117.39,117.39,117.39,0.0,0.0,117.64,117.64,117.64,0.0,0.0,116.75,116.75,116.75,0.0,0.0,116.78,116.78,116.78,0.0,0.0
2019-05-26,113.92,113.92,113.92,0.0,0.0,114.16,114.16,114.16,0.0,0.0,113.35,113.35,113.35,0.0,0.0,113.64,113.64,113.64,0.0,0.0
2019-06-02,118.24,118.24,118.24,0.0,0.0,119.67,119.67,119.67,0.0,0.0,118.24,118.24,118.24,0.0,0.0,119.2,119.2,119.2,0.0,0.0
2019-06-09,120.12,120.12,120.12,0.0,0.0,120.12,120.12,120.12,0.0,0.0,119.55,119.55,119.55,0.0,0.0,119.87,119.87,119.87,0.0,0.0
2019-06-16,122.1,122.1,122.1,0.0,0.0,122.46,122.46,122.46,0.0,0.0,121.78,121.78,121.78,0.0,0.0,122.01,122.01,122.01,0.0,0.0
2019-06-23,121.53,121.53,121.53,0.0,0.0,121.96,121.96,121.96,0.0,0.0,121.28,121.28,121.28,0.0,0.0,121.87,121.87,121.87,0.0,0.0
2019-06-30,123.59,123.59,123.59,0.0,0.0,123.99,123.99,123.99,0.0,0.0,122.8,122.8,122.8,0.0,0.0,123.9,123.9,123.9,0.0,0.0
2019-07-07,123.8,123.8,123.8,0.0,0.0,124.41,124.41,124.41,0.0,0.0,123.8,123.8,123.8,0.0,0.0,124.4,124.4,124.4,0.0,0.0
2019-07-14,124.18,124.18,124.18,0.0,0.0,124.18,124.18,124.18,0.0,0.0,123.08,123.08,123.08,0.0,0.0,123.08,123.08,123.08,0.0,0.0
2019-07-21,125.18,125.18,125.18,0.0,0.0,125.58,125.58,125.58,0.0,0.0,125.14,125.14,125.14,0.0,0.0,125.51,125.51,125.51,0.0,0.0
2019-07-28,122.33,122.33,122.33,0.0,0.0,122.36,122.36,122.36,0.0,0.0,121.15,121.15,121.15,0.0,0.0,121.58,121.58,121.58,0.0,0.0
2019-08-04,121.32,121.32,121.32,0.0,0.0,121.45,121.45,121.45,0.0,0.0,119.9,119.9,119.9,0.0,0.0,120.68,120.68,120.68,0.0,0.0
2019-08-11,118.23,118.23,118.23,0.0,0.0,119.65,119.65,119.65,0.0,0.0,118.23,118.23,118.23,0.0,0.0,119.48,119.48,119.48,0.0,0.0
2019-08-18,120.44,120.44,120.44,0.0,0.0,120.93,120.93,120.93,0.0,0.0,117.1,117.1,117.1,0.0,0.0,117.57,117.57,117.57,0.0,0.0
2019-08-25,121.57,121.57,121.57,0.0,0.0,121.78,121.78,121.78,0.0,0.0,120.73,120.73,120.73,0.0,0.0,121.17,121.17,121.17,0.0,0.0
2019-09-01,123.5,123.5,123.5,0.0,0.0,123.61,123.61,123.61,0.0,0.0,123.2,123.2,123.2,0.0,0.0,123.37,123.37,123.37,0.0,0.0
2019-09-08,124.96,124.96,124.96,0.0,0.0,125.33,125.33,125.33,0.0,0.0,124.93,124.93,124.93,0.0,0.0,124.97,124.97,124.97,0.0,0.0
2019-09-15,124.92,124.92,124.92,0.0,0.0,125.07,125.07,125.07,0.0,0.0,123.98,123.98,123.98,0.0,0.0,123.98,123.98,123.98,0.0,0.0
2019-09-22,123.65,123.65,123.65,0.0,0.0,123.81,123.81,123.81,0.0,0.0,122.27,122.27,122.27,0.0,0.0,122.91,122.91,122.91,0.0,0.0
2019-09-29,120.82,120.82,120.82,0.0,0.0,121.9,121.9,121.9,0.0,0.0,120.81,120.81,120.81,0.0,0.0,121.9,121.9,121.9,0.0,0.0
2019-10-06,122.48,122.48,122.48,0.0,0.0,123.7,123.7,123.7,0.0,0.0,122.48,122.48,122.48,0.0,0.0,122.86,122.86,122.86,0.0,0.0
2019-10-13,123.33,123.33,123.33,0.0,0.0,123.69,123.69,123.69,0.0,0.0,122.96,122.96,122.96,0.0,0.0,123.4,123.4,123.4,0.0,0.0
2019-10-20,124.52,124.52,124.52,0.0,0.0,125.31,125.31,125.31,0.0,0.0,124.46,124.46,124.46,0.0,0.0,125.14,125.14,125.14,0.0,0.0
2019-10-27,126.69,126.69,126.69,0.0,0.0,127.18,127.18,127.18,0.0,0.0,126.54,126.54,126.54,0.0,0.0,127.18,127.18,127.18,0.0,0.0
2019-11-03,128.21,128.21,128.21,0.0,0.0,128.51,128.51,128.51,0.0,0.0,128.01,128.01,128.01,0.0,0.0,128.51,128.51,128.51,0.0,0.0
2019-11-10,129.29,129.29,129.29,0.0,0.0,129.75,129.75,129.75,0.0,0.0,129.2,129.2,129.2,0.0,0.0,129.75,129.75,129.75,0.0,0.0
2019-11-17,128.94,128.94,128.94,0.0,0.0,129.41,129.41,129.41,0.0,0.0,128.69,128.69,128.69,0.0,0.0,128.97,128.97,128.97,0.0,0.0
2019-11-24,131.19,131.19,131.19,0.0,0.0,131.19,131.19,131.19,0.0,0.0,130.51,130.51,130.51,0.0,0.0,130.52,130.52,130.52,0.0,0.0
2019-12-01,130.77,130.77,130.77,0.0,0.0,131.22,131.22,131.22,0.0,0.0,130.75,130.75,130.75,0.0,0.0,130.97,130.97,130.97,0.0,0.0
2019-12-08,132.5,132.5,132.5,0.0,0.0,132.5,132.5,132.5,0.0,0.0,131.57,131.57,131.57,0.0,0.0,132.07,132.07,132.07,0.0,0.0
2019-12-15,133.58,133.58,133.58,0.0,0.0,133.91,133.91,133.91,0.0,0.0,133.47,133.47,133.47,0.0,0.0,133.81,133.81,133.81,0.0,0.0
2019-12-22,134.87,134.87,134.87,0.0,0.0,134.87,134.87,134.87,0.0,0.0,134.26,134.26,134.26,0.0,0.0,134.49,134.49,134.49,0.0,0.0
2019-12-29,133.81,133.81,133.81,0.0,0.0,134.45,134.45,134.45,0.0,0.0,133.81,133.81,133.81,0.0,0.0,134.13,134.13,134.13,0.0,0.0
