Date,SPDR S&P Oil & Gas Equipment & Services_Open_average,SPDR S&P Oil & Gas Equipment & Services_Open_max,SPDR S&P Oil & Gas Equipment & Services_Open_min,SPDR S&P Oil & Gas Equipment & Services_Open_volatility,SPDR S&P Oil & Gas Equipment & Services_Open_change,SPDR S&P Oil & Gas Equipment & Services_High_average,SPDR S&P Oil & Gas Equipment & Services_High_max,SPDR S&P Oil & Gas Equipment & Services_High_min,SPDR S&P Oil & Gas Equipment & Services_High_volatility,SPDR S&P Oil & Gas Equipment & Services_High_change,SPDR S&P Oil & Gas Equipment & Services_Low_average,SPDR S&P Oil & Gas Equipment & Services_Low_max,SPDR S&P Oil & Gas Equipment & Services_Low_min,SPDR S&P Oil & Gas Equipment & Services_Low_volatility,SPDR S&P Oil & Gas Equipment & Services_Low_change,SPDR S&P Oil & Gas Equipment & Services_Close_average,SPDR S&P Oil & Gas Equipment & Services_Close_max,SPDR S&P Oil & Gas Equipment & Services_Close_min,SPDR S&P Oil & Gas Equipment & Services_Close_volatility,SPDR S&P Oil & Gas Equipment & Services_Close_change
2018-03-25,144.5,144.5,144.5,0.0,0.0,145.1,145.1,145.1,0.0,0.0,138.8,138.8,138.8,0.0,0.0,141.4,141.4,141.4,0.0,0.0
2018-04-01,148.7,148.7,148.7,0.0,0.0,148.7,148.7,148.7,0.0,0.0,145.8,145.8,145.8,0.0,0.0,145.8,145.8,145.8,0.0,0.0
2018-04-08,163.0,163.0,163.0,0.0,0.0,164.5,164.5,164.5,0.0,0.0,160.9,160.9,160.9,0.0,0.0,163.6,163.6,163.6,0.0,0.0
2018-04-15,166.7,166.7,166.7,0.0,0.0,169.4,169.4,169.4,0.0,0.0,165.4,165.4,165.4,0.0,0.0,169.4,169.4,169.4,0.0,0.0
2018-04-22,170.9,170.9,170.9,0.0,0.0,173.1,173.1,173.1,0.0,0.0,170.4,170.4,170.4,0.0,0.0,170.7,170.7,170.7,0.0,0.0
2018-04-29,173.0,173.0,173.0,0.0,0.0,177.4,177.4,177.4,0.0,0.0,172.3,172.3,172.3,0.0,0.0,172.9,172.9,172.9,0.0,0.0
2018-05-06,179.9,179.9,179.9,0.0,0.0,181.6,181.6,181.6,0.0,0.0,179.8,179.8,179.8,0.0,0.0,180.5,180.5,180.5,0.0,0.0
2018-05-13,188.9,188.9,188.9,0.0,0.0,189.0,189.0,189.0,0.0,0.0,186.2,186.2,186.2,0.0,0.0,188.5,188.5,188.5,0.0,0.0
2018-05-20,175.3,175.3,175.3,0.0,0.0,175.5,175.5,175.5,0.0,0.0,169.0,169.0,169.0,0.0,0.0,171.6,171.6,171.6,0.0,0.0
2018-05-27,172.5,172.5,172.5,0.0,0.0,172.9,172.9,172.9,0.0,0.0,167.4,167.4,167.4,0.0,0.0,169.3,169.3,169.3,0.0,0.0
2018-06-03,170.2,170.2,170.2,0.0,0.0,171.2,171.2,171.2,0.0,0.0,169.01,169.01,169.01,0.0,0.0,170.3,170.3,170.3,0.0,0.0
2018-06-10,161.8,161.8,161.8,0.0,0.0,165.5,165.5,165.5,0.0,0.0,161.7,161.7,161.7,0.0,0.0,164.4,164.4,164.4,0.0,0.0
2018-06-17,167.6,167.6,167.6,0.0,0.0,167.8,167.8,167.8,0.0,0.0,162.1,162.1,162.1,0.0,0.0,162.8,162.8,162.8,0.0,0.0
2018-06-24,167.9,167.9,167.9,0.0,0.0,167.9,167.9,167.9,0.0,0.0,163.4,163.4,163.4,0.0,0.0,164.4,164.4,164.4,0.0,0.0
2018-07-01,170.2,170.2,170.2,0.0,0.0,174.6,174.6,174.6,0.0,0.0,170.2,170.2,170.2,0.0,0.0,173.8,173.8,173.8,0.0,0.0
2018-07-08,167.9,167.9,167.9,0.0,0.0,169.1,169.1,169.1,0.0,0.0,165.6,165.6,165.6,0.0,0.0,167.8,167.8,167.8,0.0,0.0
2018-07-15,165.5,165.5,165.5,0.0,0.0,165.5,165.5,165.5,0.0,0.0,160.9,160.9,160.9,0.0,0.0,161.8,161.8,161.8,0.0,0.0
2018-07-22,168.9,168.9,168.9,0.0,0.0,172.4,172.4,172.4,0.0,0.0,168.9,168.9,168.9,0.0,0.0,170.7,170.7,170.7,0.0,0.0
2018-07-29,167.3,167.3,167.3,0.0,0.0,168.4,168.4,168.4,0.0,0.0,166.7,166.7,166.7,0.0,0.0,167.6,167.6,167.6,0.0,0.0
2018-08-05,168.1,168.1,168.1,0.0,0.0,168.4,168.4,168.4,0.0,0.0,163.2,163.2,163.2,0.0,0.0,163.7,163.7,163.7,0.0,0.0
2018-08-12,158.5,158.5,158.5,0.0,0.0,161.4,161.4,161.4,0.0,0.0,158.4,158.4,158.4,0.0,0.0,160.9,160.9,160.9,0.0,0.0
2018-08-19,166.2,166.2,166.2,0.0,0.0,168.9,168.9,168.9,0.0,0.0,166.1,166.1,166.1,0.0,0.0,166.5,166.5,166.5,0.0,0.0
2018-08-26,162.3,162.3,162.3,0.0,0.0,162.45,162.45,162.45,0.0,0.0,160.0,160.0,160.0,0.0,0.0,162.4,162.4,162.4,0.0,0.0
2018-09-02,153.4,153.4,153.4,0.0,0.0,155.2,155.2,155.2,0.0,0.0,153.3,153.3,153.3,0.0,0.0,153.6,153.6,153.6,0.0,0.0
2018-09-09,161.4,161.4,161.4,0.0,0.0,161.7,161.7,161.7,0.0,0.0,158.2,158.2,158.2,0.0,0.0,158.5,158.5,158.5,0.0,0.0
2018-09-16,168.9,168.9,168.9,0.0,0.0,170.2,170.2,170.2,0.0,0.0,166.3,166.3,166.3,0.0,0.0,168.0,168.0,168.0,0.0,0.0
2018-09-23,167.8,167.8,167.8,0.0,0.0,170.15,170.15,170.15,0.0,0.0,166.5,166.5,166.5,0.0,0.0,168.8,168.8,168.8,0.0,0.0
2018-09-30,167.9,167.9,167.9,0.0,0.0,171.8,171.8,171.8,0.0,0.0,167.4,167.4,167.4,0.0,0.0,171.3,171.3,171.3,0.0,0.0
2018-10-07,161.2,161.2,161.2,0.0,0.0,163.4,163.4,163.4,0.0,0.0,158.8,158.8,158.8,0.0,0.0,161.8,161.8,161.8,0.0,0.0
2018-10-14,153.2,153.2,153.2,0.0,0.0,153.44,153.44,153.44,0.0,0.0,149.8,149.8,149.8,0.0,0.0,151.0,151.0,151.0,0.0,0.0
2018-10-21,139.5,139.5,139.5,0.0,0.0,139.5,139.5,139.5,0.0,0.0,131.2,131.2,131.2,0.0,0.0,132.9,132.9,132.9,0.0,0.0
2018-10-28,139.3,139.3,139.3,0.0,0.0,140.1,140.1,140.1,0.0,0.0,137.1,137.1,137.1,0.0,0.0,139.8,139.8,139.8,0.0,0.0
2018-11-04,136.8,136.8,136.8,0.0,0.0,137.2,137.2,137.2,0.0,0.0,128.55,128.55,128.55,0.0,0.0,128.8,128.8,128.8,0.0,0.0
2018-11-11,127.3,127.3,127.3,0.0,0.0,130.5,130.5,130.5,0.0,0.0,127.3,127.3,127.3,0.0,0.0,129.8,129.8,129.8,0.0,0.0
2018-11-18,121.8,121.8,121.8,0.0,0.0,123.5,123.5,123.5,0.0,0.0,120.84,120.84,120.84,0.0,0.0,121.7,121.7,121.7,0.0,0.0
2018-11-25,122.9,122.9,122.9,0.0,0.0,123.9,123.9,123.9,0.0,0.0,120.3,120.3,120.3,0.0,0.0,122.6,122.6,122.6,0.0,0.0
2018-12-02,106.9,106.9,106.9,0.0,0.0,107.7,107.7,107.7,0.0,0.0,103.0,103.0,103.0,0.0,0.0,104.3,104.3,104.3,0.0,0.0
2018-12-09,98.8,98.8,98.8,0.0,0.0,101.3,101.3,101.3,0.0,0.0,97.3,97.3,97.3,0.0,0.0,97.9,97.9,97.9,0.0,0.0
2018-12-16,84.7,84.7,84.7,0.0,0.0,86.61,86.61,86.61,0.0,0.0,83.1,83.1,83.1,0.0,0.0,83.3,83.3,83.3,0.0,0.0
2018-12-23,90.6,90.6,90.6,0.0,0.0,90.9,90.9,90.9,0.0,0.0,86.8,86.8,86.8,0.0,0.0,90.1,90.1,90.1,0.0,0.0
2018-12-30,98.7,98.7,98.7,0.0,0.0,103.35,103.35,103.35,0.0,0.0,97.8,97.8,97.8,0.0,0.0,102.9,102.9,102.9,0.0,0.0
2019-01-06,104.9,104.9,104.9,0.0,0.0,107.3,107.3,107.3,0.0,0.0,104.6,104.6,104.6,0.0,0.0,105.8,105.8,105.8,0.0,0.0
2019-01-13,109.8,109.8,109.8,0.0,0.0,111.5,111.5,111.5,0.0,0.0,109.1,109.1,109.1,0.0,0.0,111.5,111.5,111.5,0.0,0.0
2019-01-20,108.8,108.8,108.8,0.0,0.0,109.38,109.38,109.38,0.0,0.0,107.1,107.1,107.1,0.0,0.0,108.3,108.3,108.3,0.0,0.0
2019-01-27,112.0,112.0,112.0,0.0,0.0,115.7,115.7,115.7,0.0,0.0,112.0,112.0,112.0,0.0,0.0,115.6,115.6,115.6,0.0,0.0
2019-02-03,108.7,108.7,108.7,0.0,0.0,111.8,111.8,111.8,0.0,0.0,108.0,108.0,108.0,0.0,0.0,111.4,111.4,111.4,0.0,0.0
2019-02-10,115.3,115.3,115.3,0.0,0.0,117.1,117.1,117.1,0.0,0.0,114.9,114.9,114.9,0.0,0.0,117.0,117.0,117.0,0.0,0.0
2019-02-17,115.2,115.2,115.2,0.0,0.0,117.2,117.2,117.2,0.0,0.0,114.7,114.7,114.7,0.0,0.0,116.2,116.2,116.2,0.0,0.0
2019-02-24,117.0,117.0,117.0,0.0,0.0,118.5,118.5,118.5,0.0,0.0,115.04,115.04,115.04,0.0,0.0,117.2,117.2,117.2,0.0,0.0
2019-03-03,107.5,107.5,107.5,0.0,0.0,110.4,110.4,110.4,0.0,0.0,107.2,107.2,107.2,0.0,0.0,109.7,109.7,109.7,0.0,0.0
2019-03-10,114.6,114.6,114.6,0.0,0.0,118.95,118.95,118.95,0.0,0.0,114.6,114.6,114.6,0.0,0.0,118.7,118.7,118.7,0.0,0.0
2019-03-17,112.3,112.3,112.3,0.0,0.0,113.2,113.2,113.2,0.0,0.0,110.4,110.4,110.4,0.0,0.0,112.8,112.8,112.8,0.0,0.0
2019-03-24,116.7,116.7,116.7,0.0,0.0,119.7,119.7,119.7,0.0,0.0,116.1,116.1,116.1,0.0,0.0,119.5,119.5,119.5,0.0,0.0
2019-03-31,121.6,121.6,121.6,0.0,0.0,123.1,123.1,123.1,0.0,0.0,121.0,121.0,121.0,0.0,0.0,121.8,121.8,121.8,0.0,0.0
2019-04-07,119.7,119.7,119.7,0.0,0.0,120.7,120.7,120.7,0.0,0.0,118.5,118.5,118.5,0.0,0.0,119.3,119.3,119.3,0.0,0.0
2019-04-14,121.6,121.6,121.6,0.0,0.0,125.0,125.0,125.0,0.0,0.0,121.3,121.3,121.3,0.0,0.0,124.7,124.7,124.7,0.0,0.0
2019-04-21,116.6,116.6,116.6,0.0,0.0,117.0,117.0,117.0,0.0,0.0,115.2,115.2,115.2,0.0,0.0,115.7,115.7,115.7,0.0,0.0
2019-04-28,107.5,107.5,107.5,0.0,0.0,110.8,110.8,110.8,0.0,0.0,107.2,107.2,107.2,0.0,0.0,110.4,110.4,110.4,0.0,0.0
2019-05-05,103.2,103.2,103.2,0.0,0.0,103.2,103.2,103.2,0.0,0.0,97.97,97.97,97.97,0.0,0.0,99.0,99.0,99.0,0.0,0.0
2019-05-12,100.5,100.5,100.5,0.0,0.0,100.7,100.7,100.7,0.0,0.0,99.5,99.5,99.5,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2019-05-19,92.4,92.4,92.4,0.0,0.0,92.77,92.77,92.77,0.0,0.0,89.5,89.5,89.5,0.0,0.0,89.9,89.9,89.9,0.0,0.0
2019-05-26,87.1,87.1,87.1,0.0,0.0,89.0,89.0,89.0,0.0,0.0,86.5,86.5,86.5,0.0,0.0,88.2,88.2,88.2,0.0,0.0
2019-06-02,89.2,89.2,89.2,0.0,0.0,91.27,91.27,91.27,0.0,0.0,89.0,89.0,89.0,0.0,0.0,89.1,89.1,89.1,0.0,0.0
2019-06-09,84.5,84.5,84.5,0.0,0.0,87.9,87.9,87.9,0.0,0.0,84.3,84.3,84.3,0.0,0.0,87.2,87.2,87.2,0.0,0.0
2019-06-16,93.6,93.6,93.6,0.0,0.0,94.2,94.2,94.2,0.0,0.0,91.4,91.4,91.4,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2019-06-23,98.5,98.5,98.5,0.0,0.0,99.7,99.7,99.7,0.0,0.0,96.8,96.8,96.8,0.0,0.0,97.0,97.0,97.0,0.0,0.0
2019-06-30,93.6,93.6,93.6,0.0,0.0,95.6,95.6,95.6,0.0,0.0,92.93,92.93,92.93,0.0,0.0,94.0,94.0,94.0,0.0,0.0
2019-07-07,96.0,96.0,96.0,0.0,0.0,96.3,96.3,96.3,0.0,0.0,92.95,92.95,92.95,0.0,0.0,93.0,93.0,93.0,0.0,0.0
2019-07-14,89.0,89.0,89.0,0.0,0.0,91.9,91.9,91.9,0.0,0.0,89.0,89.0,89.0,0.0,0.0,90.7,90.7,90.7,0.0,0.0
2019-07-21,88.3,88.3,88.3,0.0,0.0,88.3,88.3,88.3,0.0,0.0,84.69,84.69,84.69,0.0,0.0,85.2,85.2,85.2,0.0,0.0
2019-07-28,80.2,80.2,80.2,0.0,0.0,80.4,80.4,80.4,0.0,0.0,78.0,78.0,78.0,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2019-08-04,75.1,75.1,75.1,0.0,0.0,75.3,75.3,75.3,0.0,0.0,72.95,72.95,72.95,0.0,0.0,74.4,74.4,74.4,0.0,0.0
2019-08-11,72.9,72.9,72.9,0.0,0.0,74.8,74.8,74.8,0.0,0.0,72.9,72.9,72.9,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2019-08-18,69.7,69.7,69.7,0.0,0.0,70.4,70.4,70.4,0.0,0.0,68.8,68.8,68.8,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2019-08-25,72.8,72.8,72.8,0.0,0.0,73.9,73.9,73.9,0.0,0.0,71.1,71.1,71.1,0.0,0.0,71.8,71.8,71.8,0.0,0.0
2019-09-01,76.8,76.8,76.8,0.0,0.0,80.8,80.8,80.8,0.0,0.0,76.4,76.4,76.4,0.0,0.0,80.7,80.7,80.7,0.0,0.0
2019-09-08,88.3,88.3,88.3,0.0,0.0,90.27,90.27,90.27,0.0,0.0,86.8,86.8,86.8,0.0,0.0,89.5,89.5,89.5,0.0,0.0
2019-09-15,79.1,79.1,79.1,0.0,0.0,81.1,81.1,81.1,0.0,0.0,78.7,78.7,78.7,0.0,0.0,80.7,80.7,80.7,0.0,0.0
2019-09-22,72.4,72.4,72.4,0.0,0.0,72.85,72.85,72.85,0.0,0.0,71.5,71.5,71.5,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2019-09-29,68.1,68.1,68.1,0.0,0.0,69.7,69.7,69.7,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-10-06,69.5,69.5,69.5,0.0,0.0,70.1,70.1,70.1,0.0,0.0,67.6,67.6,67.6,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2019-10-13,67.5,67.5,67.5,0.0,0.0,70.1,70.1,70.1,0.0,0.0,67.5,67.5,67.5,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2019-10-20,71.5,71.5,71.5,0.0,0.0,72.3,72.3,72.3,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2019-10-27,71.4,71.4,71.4,0.0,0.0,74.3,74.3,74.3,0.0,0.0,71.2,71.2,71.2,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2019-11-03,70.3,70.3,70.3,0.0,0.0,71.4,71.4,71.4,0.0,0.0,69.55,69.55,69.55,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2019-11-10,68.2,68.2,68.2,0.0,0.0,68.2,68.2,68.2,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2019-11-17,67.7,67.7,67.7,0.0,0.0,70.4,70.4,70.4,0.0,0.0,67.4,67.4,67.4,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2019-11-24,68.9,68.9,68.9,0.0,0.0,69.9,69.9,69.9,0.0,0.0,68.1,68.1,68.1,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2019-12-01,72.4,72.4,72.4,0.0,0.0,73.7,73.7,73.7,0.0,0.0,72.0,72.0,72.0,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2019-12-08,76.8,76.8,76.8,0.0,0.0,78.41,78.41,78.41,0.0,0.0,76.6,76.6,76.6,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2019-12-15,78.6,78.6,78.6,0.0,0.0,81.6,81.6,81.6,0.0,0.0,78.6,78.6,78.6,0.0,0.0,81.5,81.5,81.5,0.0,0.0
2019-12-22,80.9,80.9,80.9,0.0,0.0,83.2,83.2,83.2,0.0,0.0,80.9,80.9,80.9,0.0,0.0,81.5,81.5,81.5,0.0,0.0
2019-12-29,83.2,83.2,83.2,0.0,0.0,83.8,83.8,83.8,0.0,0.0,81.6,81.6,81.6,0.0,0.0,82.7,82.7,82.7,0.0,0.0
