Date,iShares Europe Developed Real Estate_Open_average,iShares Europe Developed Real Estate_Open_max,iShares Europe Developed Real Estate_Open_min,iShares Europe Developed Real Estate_Open_volatility,iShares Europe Developed Real Estate_Open_change,iShares Europe Developed Real Estate_High_average,iShares Europe Developed Real Estate_High_max,iShares Europe Developed Real Estate_High_min,iShares Europe Developed Real Estate_High_volatility,iShares Europe Developed Real Estate_High_change,iShares Europe Developed Real Estate_Low_average,iShares Europe Developed Real Estate_Low_max,iShares Europe Developed Real Estate_Low_min,iShares Europe Developed Real Estate_Low_volatility,iShares Europe Developed Real Estate_Low_change,iShares Europe Developed Real Estate_Close_average,iShares Europe Developed Real Estate_Close_max,iShares Europe Developed Real Estate_Close_min,iShares Europe Developed Real Estate_Close_volatility,iShares Europe Developed Real Estate_Close_change
2018-04-22,41.62,41.62,41.62,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2018-04-29,41.3,41.3,41.3,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2018-05-06,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2018-05-13,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2018-05-20,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2018-05-27,41.02,41.02,41.02,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2018-06-03,41.22,41.22,41.22,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2018-06-10,40.72,40.72,40.72,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2018-06-17,40.0,40.0,40.0,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2018-06-24,39.43,39.43,39.43,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2018-07-01,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-07-08,40.28,40.28,40.28,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-07-15,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2018-07-22,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-07-29,39.93,39.93,39.93,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-08-05,39.15,39.15,39.15,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2018-08-12,39.35,39.35,39.35,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2018-08-19,40.22,40.22,40.22,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2018-08-26,40.42,40.42,40.42,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2018-09-02,39.42,39.42,39.42,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2018-09-09,39.71,39.71,39.71,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2018-09-16,39.62,39.62,39.62,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-09-23,38.75,38.75,38.75,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2018-09-30,37.06,37.06,37.06,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2018-10-07,36.06,36.06,36.06,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2018-10-14,37.47,37.47,37.47,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2018-10-21,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-10-28,36.94,36.94,36.94,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-11-04,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-11-11,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-11-18,36.88,36.88,36.88,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-11-25,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-12-02,35.83,35.83,35.83,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2018-12-09,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2018-12-16,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-12-23,34.42,34.42,34.42,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-12-30,35.13,35.13,35.13,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-01-06,35.95,35.95,35.95,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-01-13,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-01-20,37.4,37.4,37.4,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-01-27,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2019-02-03,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2019-02-10,36.69,36.69,36.69,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-02-17,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2019-02-24,36.91,36.91,36.91,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2019-03-03,37.26,37.26,37.26,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-03-10,38.56,38.56,38.56,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-03-17,38.09,38.09,38.09,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-03-24,38.12,38.12,38.12,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-03-31,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-04-07,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2019-04-14,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-04-21,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-04-28,37.56,37.56,37.56,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-05-05,37.73,37.73,37.73,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-05-12,37.85,37.85,37.85,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-05-19,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-05-26,37.45,37.45,37.45,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-06-02,37.48,37.48,37.48,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-06-09,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-06-16,36.58,36.58,36.58,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-06-23,36.43,36.43,36.43,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2019-06-30,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2019-07-07,37.02,37.02,37.02,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-07-14,36.55,36.55,36.55,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-07-21,36.47,36.47,36.47,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-07-28,35.44,35.44,35.44,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2019-08-04,35.72,35.72,35.72,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2019-08-11,35.68,35.68,35.68,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2019-08-18,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-08-25,36.32,36.32,36.32,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-09-01,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-09-08,36.15,36.15,36.15,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2019-09-15,36.76,36.76,36.76,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2019-09-22,37.43,37.43,37.43,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-09-29,37.38,37.38,37.38,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2019-10-06,38.24,38.24,38.24,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-10-13,39.69,39.69,39.69,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2019-10-20,39.01,39.01,39.01,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-10-27,39.5,39.5,39.5,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2019-11-03,39.02,39.02,39.02,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-11-10,39.95,39.95,39.95,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2019-11-17,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2019-11-24,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-12-01,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2019-12-08,40.61,40.61,40.61,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-12-15,40.61,40.61,40.61,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-12-22,41.4,41.4,41.4,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2019-12-29,41.47,41.47,41.47,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.54,41.54,41.54,0.0,0.0
