Date,iShares MSCI Belgium Capped_Open_average,iShares MSCI Belgium Capped_Open_max,iShares MSCI Belgium Capped_Open_min,iShares MSCI Belgium Capped_Open_volatility,iShares MSCI Belgium Capped_Open_change,iShares MSCI Belgium Capped_High_average,iShares MSCI Belgium Capped_High_max,iShares MSCI Belgium Capped_High_min,iShares MSCI Belgium Capped_High_volatility,iShares MSCI Belgium Capped_High_change,iShares MSCI Belgium Capped_Low_average,iShares MSCI Belgium Capped_Low_max,iShares MSCI Belgium Capped_Low_min,iShares MSCI Belgium Capped_Low_volatility,iShares MSCI Belgium Capped_Low_change,iShares MSCI Belgium Capped_Close_average,iShares MSCI Belgium Capped_Close_max,iShares MSCI Belgium Capped_Close_min,iShares MSCI Belgium Capped_Close_volatility,iShares MSCI Belgium Capped_Close_change
2018-04-01,21.23,21.23,21.23,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2018-04-08,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-04-15,21.27,21.27,21.27,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-04-22,20.93,20.93,20.93,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2018-04-29,20.64,20.64,20.64,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-05-06,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2018-05-13,20.56,20.56,20.56,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2018-05-20,20.27,20.27,20.27,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2018-05-27,20.55,20.55,20.55,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2018-06-03,20.46,20.46,20.46,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2018-06-10,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2018-06-17,19.87,19.87,19.87,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-06-24,19.57,19.57,19.57,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2018-07-01,20.24,20.24,20.24,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2018-07-08,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2018-07-15,20.31,20.31,20.31,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2018-07-22,20.49,20.49,20.49,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-07-29,20.05,20.05,20.05,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2018-08-05,19.62,19.62,19.62,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2018-08-12,19.69,19.69,19.69,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2018-08-19,20.06,20.06,20.06,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2018-08-26,19.71,19.71,19.71,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2018-09-02,19.23,19.23,19.23,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2018-09-09,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2018-09-16,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2018-09-23,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-09-30,18.68,18.68,18.68,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2018-10-07,18.29,18.29,18.29,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2018-10-14,18.32,18.32,18.32,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2018-10-21,17.53,17.53,17.53,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2018-10-28,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2018-11-04,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2018-11-11,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2018-11-18,17.48,17.48,17.48,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2018-11-25,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2018-12-02,16.9,16.9,16.9,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2018-12-09,16.73,16.73,16.73,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2018-12-16,16.19,16.19,16.19,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.01,16.01,16.01,0.0,0.0
2018-12-23,16.37,16.37,16.37,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2018-12-30,16.85,16.85,16.85,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2019-01-06,17.19,17.19,17.19,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2019-01-13,17.33,17.33,17.33,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2019-01-20,17.4,17.4,17.4,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2019-01-27,17.72,17.72,17.72,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2019-02-03,17.39,17.39,17.39,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2019-02-10,17.73,17.73,17.73,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2019-02-17,17.76,17.76,17.76,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2019-02-24,18.3,18.3,18.3,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2019-03-03,17.87,17.87,17.87,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2019-03-10,18.48,18.48,18.48,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2019-03-17,18.05,18.05,18.05,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2019-03-24,18.55,18.55,18.55,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2019-03-31,19.04,19.04,19.04,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2019-04-07,19.44,19.44,19.44,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2019-04-14,19.4,19.4,19.4,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2019-04-21,18.87,18.87,18.87,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2019-04-28,18.69,18.69,18.69,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2019-05-05,17.91,17.91,17.91,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-05-12,18.0,18.0,18.0,0.0,0.0,18.01,18.01,18.01,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2019-05-19,18.09,18.09,18.09,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-05-26,17.79,17.79,17.79,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-06-02,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2019-06-09,17.71,17.71,17.71,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.68,17.68,17.68,0.0,0.0
2019-06-16,18.3,18.3,18.3,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2019-06-23,18.42,18.42,18.42,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2019-06-30,18.52,18.52,18.52,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2019-07-07,18.48,18.48,18.48,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2019-07-14,18.89,18.89,18.89,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2019-07-21,19.18,19.18,19.18,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2019-07-28,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2019-08-04,18.52,18.52,18.52,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2019-08-11,18.37,18.37,18.37,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-08-18,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2019-08-25,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-09-01,18.63,18.63,18.63,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2019-09-08,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2019-09-15,18.87,18.87,18.87,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2019-09-22,18.84,18.84,18.84,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2019-09-29,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2019-10-06,18.96,18.96,18.96,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-10-13,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-10-20,19.06,19.06,19.06,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2019-10-27,19.35,19.35,19.35,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2019-11-03,19.25,19.25,19.25,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2019-11-10,19.53,19.53,19.53,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2019-11-17,19.4,19.4,19.4,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2019-11-24,19.45,19.45,19.45,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2019-12-01,19.69,19.69,19.69,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2019-12-08,19.72,19.72,19.72,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.74,19.74,19.74,0.0,0.0
2019-12-15,19.84,19.84,19.84,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-12-22,20.03,20.03,20.03,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-12-29,19.94,19.94,19.94,0.0,0.0,20.06,20.06,20.06,0.0,0.0,19.94,19.94,19.94,0.0,0.0,20.0,20.0,20.0,0.0,0.0
