Date,Horizons DAX Germany_Open_average,Horizons DAX Germany_Open_max,Horizons DAX Germany_Open_min,Horizons DAX Germany_Open_volatility,Horizons DAX Germany_Open_change,Horizons DAX Germany_High_average,Horizons DAX Germany_High_max,Horizons DAX Germany_High_min,Horizons DAX Germany_High_volatility,Horizons DAX Germany_High_change,Horizons DAX Germany_Low_average,Horizons DAX Germany_Low_max,Horizons DAX Germany_Low_min,Horizons DAX Germany_Low_volatility,Horizons DAX Germany_Low_change,Horizons DAX Germany_Close_average,Horizons DAX Germany_Close_max,Horizons DAX Germany_Close_min,Horizons DAX Germany_Close_volatility,Horizons DAX Germany_Close_change
2018-03-25,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-04-01,30.31,30.31,30.31,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-04-08,30.98,30.98,30.98,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2018-04-15,31.12,31.12,31.12,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2018-04-22,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-04-29,31.0,31.0,31.0,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-05-06,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-05-13,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-05-20,30.41,30.41,30.41,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2018-05-27,30.13,30.13,30.13,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-06-03,30.3,30.3,30.3,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-06-10,30.51,30.51,30.51,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-06-17,29.17,29.17,29.17,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2018-06-24,28.69,28.69,28.69,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-07-01,29.15,29.15,29.15,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2018-07-08,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2018-07-15,29.21,29.21,29.21,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-07-22,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-07-29,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-08-05,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-08-12,27.8,27.8,27.8,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2018-08-19,28.67,28.67,28.67,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2018-08-26,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-09-02,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-09-09,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-09-16,28.93,28.93,28.93,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2018-09-23,28.22,28.22,28.22,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-09-30,27.74,27.74,27.74,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2018-10-07,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2018-10-14,26.47,26.47,26.47,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-10-21,25.29,25.29,25.29,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-10-28,26.43,26.43,26.43,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-11-04,26.0,26.0,26.0,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2018-11-11,25.79,25.79,25.79,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-11-18,25.28,25.28,25.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-11-25,25.48,25.48,25.48,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2018-12-02,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2018-12-09,24.59,24.59,24.59,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-12-16,24.12,24.12,24.12,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-12-23,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2018-12-30,23.58,23.58,23.58,0.0,0.0,24.19,24.19,24.19,0.0,0.0,23.58,23.58,23.58,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-01-06,24.41,24.41,24.41,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-01-13,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-01-20,25.08,25.08,25.08,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-01-27,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-02-03,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-02-10,24.95,24.95,24.95,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-02-17,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-02-24,25.94,25.94,25.94,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-03-03,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-03-10,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-03-17,25.33,25.33,25.33,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-03-24,25.35,25.35,25.35,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-03-31,26.29,26.29,26.29,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-04-07,26.56,26.56,26.56,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-04-14,26.86,26.86,26.86,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-04-21,26.91,26.91,26.91,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-04-28,27.0,27.0,27.0,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-05-05,26.49,26.49,26.49,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-05-12,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-05-19,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-05-26,25.5,25.5,25.5,0.0,0.0,27.19,27.19,27.19,0.0,0.0,25.47,25.47,25.47,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2019-06-02,26.55,26.55,26.55,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-06-09,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-06-16,27.0,27.0,27.0,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-06-23,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-06-30,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-07-07,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-07-14,26.13,26.13,26.13,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-07-21,26.21,26.21,26.21,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-07-28,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-08-04,24.9,24.9,24.9,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-08-11,24.21,24.21,24.21,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-08-18,24.61,24.61,24.61,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-08-25,25.09,25.09,25.09,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-09-01,25.59,25.59,25.59,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-09-08,26.22,26.22,26.22,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-09-15,26.19,26.19,26.19,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-09-22,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-09-29,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2019-10-06,26.06,26.06,26.06,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2019-10-13,26.75,26.75,26.75,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-10-20,27.14,27.14,27.14,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-10-27,27.47,27.47,27.47,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-11-03,27.77,27.77,27.77,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-11-10,27.79,27.79,27.79,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-11-17,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-11-24,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-12-01,27.66,27.66,27.66,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-12-08,28.1,28.1,28.1,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-12-15,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-12-22,28.26,28.26,28.26,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-12-29,27.98,27.98,27.98,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.99,27.99,27.99,0.0,0.0
