Date,SPDR Morgan Stanley Technology_Open_average,SPDR Morgan Stanley Technology_Open_max,SPDR Morgan Stanley Technology_Open_min,SPDR Morgan Stanley Technology_Open_volatility,SPDR Morgan Stanley Technology_Open_change,SPDR Morgan Stanley Technology_High_average,SPDR Morgan Stanley Technology_High_max,SPDR Morgan Stanley Technology_High_min,SPDR Morgan Stanley Technology_High_volatility,SPDR Morgan Stanley Technology_High_change,SPDR Morgan Stanley Technology_Low_average,SPDR Morgan Stanley Technology_Low_max,SPDR Morgan Stanley Technology_Low_min,SPDR Morgan Stanley Technology_Low_volatility,SPDR Morgan Stanley Technology_Low_change,SPDR Morgan Stanley Technology_Close_average,SPDR Morgan Stanley Technology_Close_max,SPDR Morgan Stanley Technology_Close_min,SPDR Morgan Stanley Technology_Close_volatility,SPDR Morgan Stanley Technology_Close_change
2018-05-13,92.42,92.42,92.42,0.0,0.0,92.84,92.84,92.84,0.0,0.0,91.81,91.81,91.81,0.0,0.0,92.23,92.23,92.23,0.0,0.0
2018-05-20,92.66,92.66,92.66,0.0,0.0,93.49,93.49,93.49,0.0,0.0,92.66,92.66,92.66,0.0,0.0,93.38,93.38,93.38,0.0,0.0
2018-05-27,95.34,95.34,95.34,0.0,0.0,95.79,95.79,95.79,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.79,95.79,95.79,0.0,0.0
2018-06-03,96.22,96.22,96.22,0.0,0.0,96.74,96.74,96.74,0.0,0.0,96.22,96.22,96.22,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2018-06-10,97.14,97.14,97.14,0.0,0.0,97.54,97.54,97.54,0.0,0.0,96.56,96.56,96.56,0.0,0.0,97.43,97.43,97.43,0.0,0.0
2018-06-17,94.8,94.8,94.8,0.0,0.0,94.8,94.8,94.8,0.0,0.0,92.36,92.36,92.36,0.0,0.0,93.17,93.17,93.17,0.0,0.0
2018-06-24,92.94,92.94,92.94,0.0,0.0,94.13,94.13,94.13,0.0,0.0,92.76,92.76,92.76,0.0,0.0,94.13,94.13,94.13,0.0,0.0
2018-07-01,95.86,95.86,95.86,0.0,0.0,96.11,96.11,96.11,0.0,0.0,95.2,95.2,95.2,0.0,0.0,96.11,96.11,96.11,0.0,0.0
2018-07-08,96.28,96.28,96.28,0.0,0.0,96.59,96.59,96.59,0.0,0.0,96.1,96.1,96.1,0.0,0.0,96.26,96.26,96.26,0.0,0.0
2018-07-15,95.38,95.38,95.38,0.0,0.0,95.57,95.57,95.57,0.0,0.0,94.38,94.38,94.38,0.0,0.0,95.57,95.57,95.57,0.0,0.0
2018-07-22,94.08,94.08,94.08,0.0,0.0,94.08,94.08,94.08,0.0,0.0,91.82,91.82,91.82,0.0,0.0,92.29,92.29,92.29,0.0,0.0
2018-07-29,93.74,93.74,93.74,0.0,0.0,94.41,94.41,94.41,0.0,0.0,93.74,93.74,93.74,0.0,0.0,94.39,94.39,94.39,0.0,0.0
2018-08-05,93.81,93.81,93.81,0.0,0.0,94.24,94.24,94.24,0.0,0.0,93.15,93.15,93.15,0.0,0.0,93.26,93.26,93.26,0.0,0.0
2018-08-12,91.61,91.61,91.61,0.0,0.0,92.03,92.03,92.03,0.0,0.0,91.09,91.09,91.09,0.0,0.0,91.83,91.83,91.83,0.0,0.0
2018-08-19,94.46,94.46,94.46,0.0,0.0,94.97,94.97,94.97,0.0,0.0,94.25,94.25,94.25,0.0,0.0,94.91,94.91,94.91,0.0,0.0
2018-08-26,94.41,94.41,94.41,0.0,0.0,95.17,95.17,95.17,0.0,0.0,94.41,94.41,94.41,0.0,0.0,95.07,95.07,95.07,0.0,0.0
2018-09-02,92.22,92.22,92.22,0.0,0.0,92.51,92.51,92.51,0.0,0.0,92.03,92.03,92.03,0.0,0.0,92.21,92.21,92.21,0.0,0.0
2018-09-09,93.38,93.38,93.38,0.0,0.0,93.56,93.56,93.56,0.0,0.0,92.33,92.33,92.33,0.0,0.0,92.33,92.33,92.33,0.0,0.0
2018-09-16,93.27,93.27,93.27,0.0,0.0,93.94,93.94,93.94,0.0,0.0,93.25,93.25,93.25,0.0,0.0,93.94,93.94,93.94,0.0,0.0
2018-09-23,95.2,95.2,95.2,0.0,0.0,95.49,95.49,95.49,0.0,0.0,94.8,94.8,94.8,0.0,0.0,94.96,94.96,94.96,0.0,0.0
2018-09-30,90.87,90.87,90.87,0.0,0.0,91.25,91.25,91.25,0.0,0.0,89.24,89.24,89.24,0.0,0.0,89.99,89.99,89.99,0.0,0.0
2018-10-07,86.91,86.91,86.91,0.0,0.0,86.95,86.95,86.95,0.0,0.0,85.76,85.76,85.76,0.0,0.0,86.35,86.35,86.35,0.0,0.0
2018-10-14,85.91,85.91,85.91,0.0,0.0,86.56,86.56,86.56,0.0,0.0,85.35,85.35,85.35,0.0,0.0,86.2,86.2,86.2,0.0,0.0
2018-10-21,83.86,83.86,83.86,0.0,0.0,83.86,83.86,83.86,0.0,0.0,79.06,79.06,79.06,0.0,0.0,80.44,80.44,80.44,0.0,0.0
2018-10-28,84.98,84.98,84.98,0.0,0.0,84.98,84.98,84.98,0.0,0.0,83.56,83.56,83.56,0.0,0.0,84.53,84.53,84.53,0.0,0.0
2018-11-04,84.22,84.22,84.22,0.0,0.0,84.22,84.22,84.22,0.0,0.0,81.96,81.96,81.96,0.0,0.0,82.06,82.06,82.06,0.0,0.0
2018-11-11,82.73,82.73,82.73,0.0,0.0,82.73,82.73,82.73,0.0,0.0,80.12,80.12,80.12,0.0,0.0,80.26,80.26,80.26,0.0,0.0
2018-11-18,80.36,80.36,80.36,0.0,0.0,81.06,81.06,81.06,0.0,0.0,80.22,80.22,80.22,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2018-11-25,86.9,86.9,86.9,0.0,0.0,86.9,86.9,86.9,0.0,0.0,85.39,85.39,85.39,0.0,0.0,85.77,85.77,85.77,0.0,0.0
2018-12-02,80.2,80.2,80.2,0.0,0.0,81.72,81.72,81.72,0.0,0.0,79.84,79.84,79.84,0.0,0.0,81.43,81.43,81.43,0.0,0.0
2018-12-09,80.2,80.2,80.2,0.0,0.0,80.94,80.94,80.94,0.0,0.0,78.17,78.17,78.17,0.0,0.0,78.78,78.78,78.78,0.0,0.0
2018-12-16,56.05,56.05,56.05,0.0,0.0,57.34,57.34,57.34,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-12-23,60.39,60.39,60.39,0.0,0.0,60.41,60.41,60.41,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2018-12-30,60.47,60.47,60.47,0.0,0.0,61.62,61.62,61.62,0.0,0.0,60.47,60.47,60.47,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2019-01-06,62.41,62.41,62.41,0.0,0.0,62.52,62.52,62.52,0.0,0.0,61.85,61.85,61.85,0.0,0.0,62.25,62.25,62.25,0.0,0.0
2019-01-13,63.75,63.75,63.75,0.0,0.0,64.74,64.74,64.74,0.0,0.0,63.71,63.71,63.71,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2019-01-20,64.06,64.06,64.06,0.0,0.0,64.47,64.47,64.47,0.0,0.0,63.79,63.79,63.79,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2019-01-27,66.19,66.19,66.19,0.0,0.0,66.99,66.99,66.99,0.0,0.0,65.97,65.97,65.97,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2019-02-03,66.85,66.85,66.85,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2019-02-10,68.77,68.77,68.77,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.22,68.22,68.22,0.0,0.0
2019-02-17,69.76,69.76,69.76,0.0,0.0,70.05,70.05,70.05,0.0,0.0,69.45,69.45,69.45,0.0,0.0,69.49,69.49,69.49,0.0,0.0
2019-02-24,70.01,70.01,70.01,0.0,0.0,70.01,70.01,70.01,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2019-03-03,67.89,67.89,67.89,0.0,0.0,69.1,69.1,69.1,0.0,0.0,67.89,67.89,67.89,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2019-03-10,70.49,70.49,70.49,0.0,0.0,70.74,70.74,70.74,0.0,0.0,70.02,70.02,70.02,0.0,0.0,70.31,70.31,70.31,0.0,0.0
2019-03-17,70.22,70.22,70.22,0.0,0.0,70.6,70.6,70.6,0.0,0.0,69.73,69.73,69.73,0.0,0.0,70.28,70.28,70.28,0.0,0.0
2019-03-24,72.13,72.13,72.13,0.0,0.0,72.6,72.6,72.6,0.0,0.0,71.91,71.91,71.91,0.0,0.0,72.59,72.59,72.59,0.0,0.0
2019-03-31,73.1,73.1,73.1,0.0,0.0,73.36,73.36,73.36,0.0,0.0,72.76,72.76,72.76,0.0,0.0,73.36,73.36,73.36,0.0,0.0
2019-04-07,73.73,73.73,73.73,0.0,0.0,73.73,73.73,73.73,0.0,0.0,72.99,72.99,72.99,0.0,0.0,73.33,73.33,73.33,0.0,0.0
2019-04-14,74.01,74.01,74.01,0.0,0.0,74.56,74.56,74.56,0.0,0.0,73.95,73.95,73.95,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2019-04-21,75.48,75.48,75.48,0.0,0.0,75.91,75.91,75.91,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2019-04-28,74.1,74.1,74.1,0.0,0.0,75.53,75.53,75.53,0.0,0.0,73.79,73.79,73.79,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2019-05-05,71.2,71.2,71.2,0.0,0.0,71.58,71.58,71.58,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.35,70.35,70.35,0.0,0.0
2019-05-12,70.55,70.55,70.55,0.0,0.0,70.75,70.75,70.75,0.0,0.0,69.83,69.83,69.83,0.0,0.0,70.13,70.13,70.13,0.0,0.0
2019-05-19,69.54,69.54,69.54,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2019-05-26,67.19,67.19,67.19,0.0,0.0,67.52,67.52,67.52,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.72,65.72,65.72,0.0,0.0
2019-06-02,70.85,70.85,70.85,0.0,0.0,71.79,71.79,71.79,0.0,0.0,70.85,70.85,70.85,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2019-06-09,69.99,69.99,69.99,0.0,0.0,70.45,70.45,70.45,0.0,0.0,69.99,69.99,69.99,0.0,0.0,70.14,70.14,70.14,0.0,0.0
2019-06-16,72.52,72.52,72.52,0.0,0.0,72.7,72.7,72.7,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2019-06-23,74.61,74.61,74.61,0.0,0.0,74.61,74.61,74.61,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.99,73.99,73.99,0.0,0.0
2019-06-30,73.6,73.6,73.6,0.0,0.0,73.64,73.64,73.64,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.64,73.64,73.64,0.0,0.0
2019-07-07,76.2,76.2,76.2,0.0,0.0,76.27,76.27,76.27,0.0,0.0,75.98,75.98,75.98,0.0,0.0,76.26,76.26,76.26,0.0,0.0
2019-07-14,75.56,75.56,75.56,0.0,0.0,76.17,76.17,76.17,0.0,0.0,75.56,75.56,75.56,0.0,0.0,76.01,76.01,76.01,0.0,0.0
2019-07-21,77.03,77.03,77.03,0.0,0.0,77.03,77.03,77.03,0.0,0.0,76.14,76.14,76.14,0.0,0.0,76.79,76.79,76.79,0.0,0.0
2019-07-28,71.24,71.24,71.24,0.0,0.0,71.24,71.24,71.24,0.0,0.0,69.34,69.34,69.34,0.0,0.0,69.88,69.88,69.88,0.0,0.0
2019-08-04,71.01,71.01,71.01,0.0,0.0,71.27,71.27,71.27,0.0,0.0,70.58,70.58,70.58,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2019-08-11,72.7,72.7,72.7,0.0,0.0,73.09,73.09,73.09,0.0,0.0,72.58,72.58,72.58,0.0,0.0,72.94,72.94,72.94,0.0,0.0
2019-08-18,71.5,71.5,71.5,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.56,71.56,71.56,0.0,0.0
2019-08-25,73.41,73.41,73.41,0.0,0.0,73.59,73.59,73.59,0.0,0.0,72.62,72.62,72.62,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2019-09-01,74.95,74.95,74.95,0.0,0.0,74.95,74.95,74.95,0.0,0.0,73.99,73.99,73.99,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2019-09-08,74.04,74.04,74.04,0.0,0.0,74.59,74.59,74.59,0.0,0.0,74.04,74.04,74.04,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2019-09-15,73.8,73.8,73.8,0.0,0.0,74.06,74.06,74.06,0.0,0.0,73.76,73.76,73.76,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2019-09-22,72.41,72.41,72.41,0.0,0.0,72.85,72.85,72.85,0.0,0.0,72.23,72.23,72.23,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2019-09-29,73.08,73.08,73.08,0.0,0.0,73.48,73.48,73.48,0.0,0.0,72.97,72.97,72.97,0.0,0.0,73.14,73.14,73.14,0.0,0.0
2019-10-06,74.09,74.09,74.09,0.0,0.0,74.16,74.16,74.16,0.0,0.0,73.83,73.83,73.83,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2019-10-13,73.11,73.11,73.11,0.0,0.0,73.7,73.7,73.7,0.0,0.0,73.11,73.11,73.11,0.0,0.0,73.7,73.7,73.7,0.0,0.0
2019-10-20,74.87,74.87,74.87,0.0,0.0,75.14,75.14,75.14,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.97,74.97,74.97,0.0,0.0
2019-10-27,76.11,76.11,76.11,0.0,0.0,76.27,76.27,76.27,0.0,0.0,75.94,75.94,75.94,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2019-11-03,76.22,76.22,76.22,0.0,0.0,76.75,76.75,76.75,0.0,0.0,76.1,76.1,76.1,0.0,0.0,76.6,76.6,76.6,0.0,0.0
2019-11-10,77.56,77.56,77.56,0.0,0.0,77.9,77.9,77.9,0.0,0.0,77.16,77.16,77.16,0.0,0.0,77.63,77.63,77.63,0.0,0.0
2019-11-17,77.46,77.46,77.46,0.0,0.0,78.18,78.18,78.18,0.0,0.0,77.46,77.46,77.46,0.0,0.0,78.17,78.17,78.17,0.0,0.0
2019-11-24,78.14,78.14,78.14,0.0,0.0,78.14,78.14,78.14,0.0,0.0,76.61,76.61,76.61,0.0,0.0,77.09,77.09,77.09,0.0,0.0
2019-12-01,77.44,77.44,77.44,0.0,0.0,77.91,77.91,77.91,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2019-12-08,80.13,80.13,80.13,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.13,80.13,80.13,0.0,0.0,80.3,80.3,80.3,0.0,0.0
2019-12-15,82.0,82.0,82.0,0.0,0.0,82.24,82.24,82.24,0.0,0.0,81.97,81.97,81.97,0.0,0.0,81.97,81.97,81.97,0.0,0.0
2019-12-22,82.2,82.2,82.2,0.0,0.0,82.2,82.2,82.2,0.0,0.0,81.28,81.28,81.28,0.0,0.0,81.42,81.42,81.42,0.0,0.0
2019-12-29,82.62,82.62,82.62,0.0,0.0,83.35,83.35,83.35,0.0,0.0,82.44,82.44,82.44,0.0,0.0,82.94,82.94,82.94,0.0,0.0
