Date,iShares S&P Midcap 400_Open_average,iShares S&P Midcap 400_Open_max,iShares S&P Midcap 400_Open_min,iShares S&P Midcap 400_Open_volatility,iShares S&P Midcap 400_Open_change,iShares S&P Midcap 400_High_average,iShares S&P Midcap 400_High_max,iShares S&P Midcap 400_High_min,iShares S&P Midcap 400_High_volatility,iShares S&P Midcap 400_High_change,iShares S&P Midcap 400_Low_average,iShares S&P Midcap 400_Low_max,iShares S&P Midcap 400_Low_min,iShares S&P Midcap 400_Low_volatility,iShares S&P Midcap 400_Low_change,iShares S&P Midcap 400_Close_average,iShares S&P Midcap 400_Close_max,iShares S&P Midcap 400_Close_min,iShares S&P Midcap 400_Close_volatility,iShares S&P Midcap 400_Close_change
2018-06-17,198.78,198.78,198.78,0.0,0.0,198.78,198.78,198.78,0.0,0.0,195.55,195.55,195.55,0.0,0.0,196.37,196.37,196.37,0.0,0.0
2018-06-24,193.65,193.65,193.65,0.0,0.0,194.95,194.95,194.95,0.0,0.0,193.13,193.13,193.13,0.0,0.0,194.86,194.86,194.86,0.0,0.0
2018-07-01,199.43,199.43,199.43,0.0,0.0,200.5,200.5,200.5,0.0,0.0,199.14,199.14,199.14,0.0,0.0,200.49,200.49,200.49,0.0,0.0
2018-07-08,199.46,199.46,199.46,0.0,0.0,199.67,199.67,199.67,0.0,0.0,197.69,197.69,197.69,0.0,0.0,198.22,198.22,198.22,0.0,0.0
2018-07-15,199.41,199.41,199.41,0.0,0.0,199.85,199.85,199.85,0.0,0.0,198.64,198.64,198.64,0.0,0.0,199.46,199.46,199.46,0.0,0.0
2018-07-22,197.31,197.31,197.31,0.0,0.0,197.93,197.93,197.93,0.0,0.0,196.24,196.24,196.24,0.0,0.0,196.35,196.35,196.35,0.0,0.0
2018-07-29,199.9,199.9,199.9,0.0,0.0,200.91,200.91,200.91,0.0,0.0,199.48,199.48,199.48,0.0,0.0,200.72,200.72,200.72,0.0,0.0
2018-08-05,199.37,199.37,199.37,0.0,0.0,200.01,200.01,200.01,0.0,0.0,197.71,197.71,197.71,0.0,0.0,198.31,198.31,198.31,0.0,0.0
2018-08-12,201.38,201.38,201.38,0.0,0.0,202.05,202.05,202.05,0.0,0.0,200.84,200.84,200.84,0.0,0.0,201.68,201.68,201.68,0.0,0.0
2018-08-19,204.09,204.09,204.09,0.0,0.0,205.24,205.24,205.24,0.0,0.0,204.01,204.01,204.01,0.0,0.0,204.29,204.29,204.29,0.0,0.0
2018-08-26,203.46,203.46,203.46,0.0,0.0,204.64,204.64,204.64,0.0,0.0,203.36,203.36,203.36,0.0,0.0,204.35,204.35,204.35,0.0,0.0
2018-09-02,203.48,203.48,203.48,0.0,0.0,203.95,203.95,203.95,0.0,0.0,202.91,202.91,202.91,0.0,0.0,203.2,203.2,203.2,0.0,0.0
2018-09-09,204.85,204.85,204.85,0.0,0.0,205.01,205.01,205.01,0.0,0.0,202.81,202.81,202.81,0.0,0.0,202.93,202.93,202.93,0.0,0.0
2018-09-16,204.07,204.07,204.07,0.0,0.0,204.21,204.21,204.21,0.0,0.0,202.36,202.36,202.36,0.0,0.0,203.36,203.36,203.36,0.0,0.0
2018-09-23,202.23,202.23,202.23,0.0,0.0,202.23,202.23,202.23,0.0,0.0,199.29,199.29,199.29,0.0,0.0,199.76,199.76,199.76,0.0,0.0
2018-09-30,195.63,195.63,195.63,0.0,0.0,196.54,196.54,196.54,0.0,0.0,194.74,194.74,194.74,0.0,0.0,196.16,196.16,196.16,0.0,0.0
2018-10-07,186.29,186.29,186.29,0.0,0.0,188.61,188.61,188.61,0.0,0.0,186.07,186.07,186.07,0.0,0.0,187.28,187.28,187.28,0.0,0.0
2018-10-14,187.18,187.18,187.18,0.0,0.0,187.41,187.41,187.41,0.0,0.0,185.59,185.59,185.59,0.0,0.0,185.75,185.75,185.75,0.0,0.0
2018-10-21,181.09,181.09,181.09,0.0,0.0,182.75,182.75,182.75,0.0,0.0,176.36,176.36,176.36,0.0,0.0,178.27,178.27,178.27,0.0,0.0
2018-10-28,186.02,186.02,186.02,0.0,0.0,187.33,187.33,187.33,0.0,0.0,185.39,185.39,185.39,0.0,0.0,186.69,186.69,186.69,0.0,0.0
2018-11-04,187.72,187.72,187.72,0.0,0.0,188.0,188.0,188.0,0.0,0.0,184.6,184.6,184.6,0.0,0.0,184.88,184.88,184.88,0.0,0.0
2018-11-11,185.91,185.91,185.91,0.0,0.0,186.6,186.6,186.6,0.0,0.0,183.05,183.05,183.05,0.0,0.0,183.7,183.7,183.7,0.0,0.0
2018-11-18,183.65,183.65,183.65,0.0,0.0,185.08,185.08,185.08,0.0,0.0,183.44,183.44,183.44,0.0,0.0,184.58,184.58,184.58,0.0,0.0
2018-11-25,190.35,190.35,190.35,0.0,0.0,190.38,190.38,190.38,0.0,0.0,187.43,187.43,187.43,0.0,0.0,189.43,189.43,189.43,0.0,0.0
2018-12-02,177.87,177.87,177.87,0.0,0.0,178.4,178.4,178.4,0.0,0.0,174.42,174.42,174.42,0.0,0.0,176.82,176.82,176.82,0.0,0.0
2018-12-09,172.36,172.36,172.36,0.0,0.0,173.25,173.25,173.25,0.0,0.0,168.27,168.27,168.27,0.0,0.0,169.09,169.09,169.09,0.0,0.0
2018-12-16,159.68,159.68,159.68,0.0,0.0,160.22,160.22,160.22,0.0,0.0,156.36,156.36,156.36,0.0,0.0,156.48,156.48,156.48,0.0,0.0
2018-12-23,165.21,165.21,165.21,0.0,0.0,166.06,166.06,166.06,0.0,0.0,163.55,163.55,163.55,0.0,0.0,166.06,166.06,166.06,0.0,0.0
2018-12-30,168.24,168.24,168.24,0.0,0.0,171.3,171.3,171.3,0.0,0.0,167.57,167.57,167.57,0.0,0.0,170.05,170.05,170.05,0.0,0.0
2019-01-06,174.77,174.77,174.77,0.0,0.0,175.93,175.93,175.93,0.0,0.0,174.49,174.49,174.49,0.0,0.0,175.01,175.01,175.01,0.0,0.0
2019-01-13,180.1,180.1,180.1,0.0,0.0,181.93,181.93,181.93,0.0,0.0,179.69,179.69,179.69,0.0,0.0,181.45,181.45,181.45,0.0,0.0
2019-01-20,180.22,180.22,180.22,0.0,0.0,181.62,181.62,181.62,0.0,0.0,179.92,179.92,179.92,0.0,0.0,181.43,181.43,181.43,0.0,0.0
2019-01-27,184.08,184.08,184.08,0.0,0.0,185.64,185.64,185.64,0.0,0.0,183.31,183.31,183.31,0.0,0.0,185.63,185.63,185.63,0.0,0.0
2019-02-03,185.7,185.7,185.7,0.0,0.0,186.47,186.47,186.47,0.0,0.0,185.15,185.15,185.15,0.0,0.0,186.38,186.38,186.38,0.0,0.0
2019-02-10,190.17,190.17,190.17,0.0,0.0,191.48,191.48,191.48,0.0,0.0,189.21,189.21,189.21,0.0,0.0,191.47,191.47,191.47,0.0,0.0
2019-02-17,194.32,194.32,194.32,0.0,0.0,194.75,194.75,194.75,0.0,0.0,193.07,193.07,193.07,0.0,0.0,193.4,193.4,193.4,0.0,0.0
2019-02-24,193.19,193.19,193.19,0.0,0.0,193.32,193.32,193.32,0.0,0.0,190.07,190.07,190.07,0.0,0.0,191.72,191.72,191.72,0.0,0.0
2019-03-03,186.82,186.82,186.82,0.0,0.0,188.78,188.78,188.78,0.0,0.0,186.58,186.58,186.58,0.0,0.0,188.74,188.74,188.74,0.0,0.0
2019-03-10,190.22,190.22,190.22,0.0,0.0,191.6,191.6,191.6,0.0,0.0,190.02,190.02,190.02,0.0,0.0,191.24,191.24,191.24,0.0,0.0
2019-03-17,184.96,184.96,184.96,0.0,0.0,186.45,186.45,186.45,0.0,0.0,183.82,183.82,183.82,0.0,0.0,185.42,185.42,185.42,0.0,0.0
2019-03-24,190.82,190.82,190.82,0.0,0.0,192.04,192.04,192.04,0.0,0.0,190.45,190.45,190.45,0.0,0.0,191.97,191.97,191.97,0.0,0.0
2019-03-31,194.22,194.22,194.22,0.0,0.0,194.74,194.74,194.74,0.0,0.0,193.55,193.55,193.55,0.0,0.0,194.69,194.69,194.69,0.0,0.0
2019-04-07,196.54,196.54,196.54,0.0,0.0,196.77,196.77,196.77,0.0,0.0,195.59,195.59,195.59,0.0,0.0,196.03,196.03,196.03,0.0,0.0
2019-04-14,194.78,194.78,194.78,0.0,0.0,195.01,195.01,195.01,0.0,0.0,193.82,193.82,193.82,0.0,0.0,194.5,194.5,194.5,0.0,0.0
2019-04-21,197.39,197.39,197.39,0.0,0.0,197.86,197.86,197.86,0.0,0.0,196.97,196.97,196.97,0.0,0.0,197.24,197.24,197.24,0.0,0.0
2019-04-28,194.96,194.96,194.96,0.0,0.0,198.1,198.1,198.1,0.0,0.0,194.81,194.81,194.81,0.0,0.0,197.7,197.7,197.7,0.0,0.0
2019-05-05,189.9,189.9,189.9,0.0,0.0,190.11,190.11,190.11,0.0,0.0,186.93,186.93,186.93,0.0,0.0,187.63,187.63,187.63,0.0,0.0
2019-05-12,187.76,187.76,187.76,0.0,0.0,188.71,188.71,188.71,0.0,0.0,187.11,187.11,187.11,0.0,0.0,187.61,187.61,187.61,0.0,0.0
2019-05-19,186.43,186.43,186.43,0.0,0.0,187.01,187.01,187.01,0.0,0.0,185.64,185.64,185.64,0.0,0.0,186.44,186.44,186.44,0.0,0.0
2019-05-26,181.38,181.38,181.38,0.0,0.0,183.18,183.18,183.18,0.0,0.0,181.27,181.27,181.27,0.0,0.0,182.33,182.33,182.33,0.0,0.0
2019-06-02,190.32,190.32,190.32,0.0,0.0,191.71,191.71,191.71,0.0,0.0,190.11,190.11,190.11,0.0,0.0,190.41,190.41,190.41,0.0,0.0
2019-06-09,189.86,189.86,189.86,0.0,0.0,190.36,190.36,190.36,0.0,0.0,189.26,189.26,189.26,0.0,0.0,189.55,189.55,189.55,0.0,0.0
2019-06-16,192.88,192.88,192.88,0.0,0.0,192.88,192.88,192.88,0.0,0.0,190.72,190.72,190.72,0.0,0.0,190.78,190.78,190.78,0.0,0.0
2019-06-23,196.68,196.68,196.68,0.0,0.0,196.98,196.98,196.98,0.0,0.0,193.94,193.94,193.94,0.0,0.0,194.81,194.81,194.81,0.0,0.0
2019-06-30,195.46,195.46,195.46,0.0,0.0,195.74,195.74,195.74,0.0,0.0,194.02,194.02,194.02,0.0,0.0,194.29,194.29,194.29,0.0,0.0
2019-07-07,196.2,196.2,196.2,0.0,0.0,196.22,196.22,196.22,0.0,0.0,194.39,194.39,194.39,0.0,0.0,194.79,194.79,194.79,0.0,0.0
2019-07-14,193.82,193.82,193.82,0.0,0.0,194.3,194.3,194.3,0.0,0.0,193.18,193.18,193.18,0.0,0.0,193.32,193.32,193.32,0.0,0.0
2019-07-21,198.16,198.16,198.16,0.0,0.0,198.34,198.34,198.34,0.0,0.0,196.86,196.86,196.86,0.0,0.0,197.2,197.2,197.2,0.0,0.0
2019-07-28,187.97,187.97,187.97,0.0,0.0,188.17,188.17,188.17,0.0,0.0,184.09,184.09,184.09,0.0,0.0,185.86,185.86,185.86,0.0,0.0
2019-08-04,189.02,189.02,189.02,0.0,0.0,189.29,189.29,189.29,0.0,0.0,186.76,186.76,186.76,0.0,0.0,187.17,187.17,187.17,0.0,0.0
2019-08-11,189.51,189.51,189.51,0.0,0.0,189.89,189.89,189.89,0.0,0.0,188.96,188.96,188.96,0.0,0.0,189.08,189.08,189.08,0.0,0.0
2019-08-18,185.27,185.27,185.27,0.0,0.0,185.47,185.47,185.47,0.0,0.0,183.88,183.88,183.88,0.0,0.0,185.31,185.31,185.31,0.0,0.0
2019-08-25,188.86,188.86,188.86,0.0,0.0,189.0,189.0,189.0,0.0,0.0,187.18,187.18,187.18,0.0,0.0,188.17,188.17,188.17,0.0,0.0
2019-09-01,192.01,192.01,192.01,0.0,0.0,192.9,192.9,192.9,0.0,0.0,191.31,191.31,191.31,0.0,0.0,192.9,192.9,192.9,0.0,0.0
2019-09-08,196.16,196.16,196.16,0.0,0.0,197.54,197.54,197.54,0.0,0.0,195.59,195.59,195.59,0.0,0.0,196.86,196.86,196.86,0.0,0.0
2019-09-15,194.22,194.22,194.22,0.0,0.0,195.86,195.86,195.86,0.0,0.0,193.94,193.94,193.94,0.0,0.0,195.05,195.05,195.05,0.0,0.0
2019-09-22,192.12,192.12,192.12,0.0,0.0,193.7,193.7,193.7,0.0,0.0,192.12,192.12,192.12,0.0,0.0,193.23,193.23,193.23,0.0,0.0
2019-09-29,189.49,189.49,189.49,0.0,0.0,190.43,190.43,190.43,0.0,0.0,188.65,188.65,188.65,0.0,0.0,189.07,189.07,189.07,0.0,0.0
2019-10-06,190.95,190.95,190.95,0.0,0.0,191.0,191.0,191.0,0.0,0.0,189.96,189.96,189.96,0.0,0.0,190.6,190.6,190.6,0.0,0.0
2019-10-13,194.77,194.77,194.77,0.0,0.0,195.35,195.35,195.35,0.0,0.0,194.32,194.32,194.32,0.0,0.0,194.44,194.44,194.44,0.0,0.0
2019-10-20,196.52,196.52,196.52,0.0,0.0,197.81,197.81,197.81,0.0,0.0,196.52,196.52,196.52,0.0,0.0,196.77,196.77,196.77,0.0,0.0
2019-10-27,199.35,199.35,199.35,0.0,0.0,199.61,199.61,199.61,0.0,0.0,198.54,198.54,198.54,0.0,0.0,199.22,199.22,199.22,0.0,0.0
2019-11-03,198.6,198.6,198.6,0.0,0.0,199.83,199.83,199.83,0.0,0.0,198.4,198.4,198.4,0.0,0.0,199.38,199.38,199.38,0.0,0.0
2019-11-10,199.72,199.72,199.72,0.0,0.0,199.86,199.86,199.86,0.0,0.0,199.19,199.19,199.19,0.0,0.0,199.73,199.73,199.73,0.0,0.0
2019-11-17,199.34,199.34,199.34,0.0,0.0,201.3,201.3,201.3,0.0,0.0,199.3,199.3,199.3,0.0,0.0,201.08,201.08,201.08,0.0,0.0
2019-11-24,201.58,201.58,201.58,0.0,0.0,201.58,201.58,201.58,0.0,0.0,199.62,199.62,199.62,0.0,0.0,199.72,199.72,199.72,0.0,0.0
2019-12-01,202.16,202.16,202.16,0.0,0.0,202.39,202.39,202.39,0.0,0.0,201.48,201.48,201.48,0.0,0.0,201.6,201.6,201.6,0.0,0.0
2019-12-08,203.26,203.26,203.26,0.0,0.0,204.15,204.15,204.15,0.0,0.0,202.91,202.91,202.91,0.0,0.0,203.2,203.2,203.2,0.0,0.0
2019-12-15,206.24,206.24,206.24,0.0,0.0,206.4,206.4,206.4,0.0,0.0,205.3,205.3,205.3,0.0,0.0,205.73,205.73,205.73,0.0,0.0
2019-12-22,205.88,205.88,205.88,0.0,0.0,206.29,206.29,206.29,0.0,0.0,204.81,204.81,204.81,0.0,0.0,205.62,205.62,205.62,0.0,0.0
2019-12-29,203.61,203.61,203.61,0.0,0.0,205.52,205.52,205.52,0.0,0.0,203.37,203.37,203.37,0.0,0.0,205.09,205.09,205.09,0.0,0.0
