Date,First Trust US Equity Dividend Select_Open_average,First Trust US Equity Dividend Select_Open_max,First Trust US Equity Dividend Select_Open_min,First Trust US Equity Dividend Select_Open_volatility,First Trust US Equity Dividend Select_Open_change,First Trust US Equity Dividend Select_High_average,First Trust US Equity Dividend Select_High_max,First Trust US Equity Dividend Select_High_min,First Trust US Equity Dividend Select_High_volatility,First Trust US Equity Dividend Select_High_change,First Trust US Equity Dividend Select_Low_average,First Trust US Equity Dividend Select_Low_max,First Trust US Equity Dividend Select_Low_min,First Trust US Equity Dividend Select_Low_volatility,First Trust US Equity Dividend Select_Low_change,First Trust US Equity Dividend Select_Close_average,First Trust US Equity Dividend Select_Close_max,First Trust US Equity Dividend Select_Close_min,First Trust US Equity Dividend Select_Close_volatility,First Trust US Equity Dividend Select_Close_change
2018-06-03,21.93,21.93,21.93,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.93,21.93,21.93,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2018-06-10,21.85,21.85,21.85,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2018-06-17,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2018-06-24,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2018-07-01,21.79,21.79,21.79,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2018-07-08,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2018-07-15,21.66,21.66,21.66,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2018-07-22,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-07-29,22.28,22.28,22.28,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-08-05,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-08-12,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-08-19,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2018-08-26,22.56,22.56,22.56,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-09-02,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-09-09,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2018-09-16,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2018-09-23,22.48,22.48,22.48,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-09-30,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-10-07,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-10-14,21.45,21.45,21.45,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2018-10-21,20.74,20.74,20.74,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-10-28,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-11-04,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-11-11,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2018-11-18,21.12,21.12,21.12,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-11-25,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2018-12-02,20.45,20.45,20.45,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-12-09,20.18,20.18,20.18,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-12-16,18.57,18.57,18.57,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2018-12-23,19.26,19.26,19.26,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2018-12-30,19.66,19.66,19.66,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2019-01-06,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2019-01-13,20.41,20.41,20.41,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2019-01-20,20.51,20.51,20.51,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2019-01-27,21.12,21.12,21.12,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-02-03,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-02-10,21.65,21.65,21.65,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-02-17,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-02-24,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-03-03,21.4,21.4,21.4,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-03-10,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-03-17,21.34,21.34,21.34,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2019-03-24,21.93,21.93,21.93,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2019-03-31,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2019-04-07,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2019-04-14,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2019-04-21,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2019-04-28,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-05-05,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0
2019-05-12,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2019-05-19,21.4,21.4,21.4,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-05-26,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-06-02,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2019-06-09,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2019-06-16,21.69,21.69,21.69,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-06-23,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-06-30,22.0,22.0,22.0,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-07-07,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-07-14,22.09,22.09,22.09,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2019-07-21,22.42,22.42,22.42,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2019-07-28,21.64,21.64,21.64,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-08-04,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-08-11,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2019-08-18,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-08-25,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2019-09-01,21.76,21.76,21.76,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2019-09-08,22.63,22.63,22.63,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-09-15,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2019-09-22,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2019-09-29,21.85,21.85,21.85,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2019-10-06,22.02,22.02,22.02,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-10-13,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2019-10-20,22.67,22.67,22.67,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-10-27,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-11-03,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-11-10,23.43,23.43,23.43,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2019-11-17,23.62,23.62,23.62,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-11-24,23.54,23.54,23.54,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-12-01,23.48,23.48,23.48,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2019-12-08,23.48,23.48,23.48,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-12-15,24.02,24.02,24.02,0.0,0.0,24.19,24.19,24.19,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-12-22,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2019-12-29,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0
