Date,SPDR Barclays Short Term Intl Treasury Bond_Open_average,SPDR Barclays Short Term Intl Treasury Bond_Open_max,SPDR Barclays Short Term Intl Treasury Bond_Open_min,SPDR Barclays Short Term Intl Treasury Bond_Open_volatility,SPDR Barclays Short Term Intl Treasury Bond_Open_change,SPDR Barclays Short Term Intl Treasury Bond_High_average,SPDR Barclays Short Term Intl Treasury Bond_High_max,SPDR Barclays Short Term Intl Treasury Bond_High_min,SPDR Barclays Short Term Intl Treasury Bond_High_volatility,SPDR Barclays Short Term Intl Treasury Bond_High_change,SPDR Barclays Short Term Intl Treasury Bond_Low_average,SPDR Barclays Short Term Intl Treasury Bond_Low_max,SPDR Barclays Short Term Intl Treasury Bond_Low_min,SPDR Barclays Short Term Intl Treasury Bond_Low_volatility,SPDR Barclays Short Term Intl Treasury Bond_Low_change,SPDR Barclays Short Term Intl Treasury Bond_Close_average,SPDR Barclays Short Term Intl Treasury Bond_Close_max,SPDR Barclays Short Term Intl Treasury Bond_Close_min,SPDR Barclays Short Term Intl Treasury Bond_Close_volatility,SPDR Barclays Short Term Intl Treasury Bond_Close_change
2018-04-08,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-04-15,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-04-22,32.42,32.42,32.42,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-04-29,32.03,32.03,32.03,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-05-06,32.06,32.06,32.06,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-05-13,31.64,31.64,31.64,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-05-20,31.58,31.58,31.58,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-05-27,31.57,31.57,31.57,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2018-06-03,31.78,31.78,31.78,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-06-10,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-06-17,31.44,31.44,31.44,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2018-06-24,31.23,31.23,31.23,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-07-01,31.5,31.5,31.5,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-07-08,31.15,31.15,31.15,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-07-15,31.3,31.3,31.3,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2018-07-22,31.34,31.34,31.34,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-07-29,31.14,31.14,31.14,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-08-05,30.94,30.94,30.94,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-08-12,30.93,30.93,30.93,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-08-19,31.17,31.17,31.17,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-08-26,31.24,31.24,31.24,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-09-02,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-09-09,31.22,31.22,31.22,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-09-16,31.28,31.28,31.28,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2018-09-23,31.09,31.09,31.09,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-09-30,30.87,30.87,30.87,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-10-07,31.01,31.01,31.01,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2018-10-14,30.87,30.87,30.87,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-10-21,30.72,30.72,30.72,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-10-28,30.73,30.73,30.73,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-11-04,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-11-11,30.79,30.79,30.79,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2018-11-18,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-11-25,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-12-02,30.77,30.77,30.77,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-12-09,30.5,30.5,30.5,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-12-16,30.55,30.55,30.55,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-12-23,30.65,30.65,30.65,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-12-30,30.76,30.76,30.76,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-01-06,31.01,31.01,31.01,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-01-13,30.84,30.84,30.84,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-01-20,30.86,30.86,30.86,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-01-27,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-02-03,30.78,30.78,30.78,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-02-10,30.62,30.62,30.62,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-02-17,30.7,30.7,30.7,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-02-24,30.75,30.75,30.75,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-03-03,30.45,30.45,30.45,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-03-10,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-03-17,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-03-24,30.64,30.64,30.64,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-03-31,30.51,30.51,30.51,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-04-07,30.69,30.69,30.69,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-04-14,30.61,30.61,30.61,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-04-21,30.33,30.33,30.33,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-04-28,30.36,30.36,30.36,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-05-05,30.63,30.63,30.63,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-05-12,30.38,30.38,30.38,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-05-19,30.29,30.29,30.29,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-05-26,30.42,30.42,30.42,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-06-02,30.7,30.7,30.7,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-06-09,30.6,30.6,30.6,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-06-16,30.87,30.87,30.87,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.87,30.87,30.87,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-06-23,31.06,31.06,31.06,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-06-30,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2019-07-07,30.85,30.85,30.85,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-07-14,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2019-07-21,30.65,30.65,30.65,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-07-28,30.5,30.5,30.5,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-08-04,30.79,30.79,30.79,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-08-11,30.51,30.51,30.51,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-08-18,30.57,30.57,30.57,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-08-25,30.45,30.45,30.45,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-09-01,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-09-08,30.6,30.6,30.6,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-09-15,30.49,30.49,30.49,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-09-22,30.35,30.35,30.35,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-09-29,30.43,30.43,30.43,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-10-06,30.54,30.54,30.54,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-10-13,30.7,30.7,30.7,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-10-20,30.64,30.64,30.64,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-10-27,30.82,30.82,30.82,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-11-03,30.39,30.39,30.39,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-11-10,30.38,30.38,30.38,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-11-17,30.48,30.48,30.48,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-11-24,30.25,30.25,30.25,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-12-01,30.56,30.56,30.56,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-12-08,30.71,30.71,30.71,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-12-15,30.55,30.55,30.55,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-12-22,30.6,30.6,30.6,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-12-29,30.72,30.72,30.72,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.81,30.81,30.81,0.0,0.0
