Date,iShares 1-3 Year International Treasury BondEtf_Open_average,iShares 1-3 Year International Treasury BondEtf_Open_max,iShares 1-3 Year International Treasury BondEtf_Open_min,iShares 1-3 Year International Treasury BondEtf_Open_volatility,iShares 1-3 Year International Treasury BondEtf_Open_change,iShares 1-3 Year International Treasury BondEtf_High_average,iShares 1-3 Year International Treasury BondEtf_High_max,iShares 1-3 Year International Treasury BondEtf_High_min,iShares 1-3 Year International Treasury BondEtf_High_volatility,iShares 1-3 Year International Treasury BondEtf_High_change,iShares 1-3 Year International Treasury BondEtf_Low_average,iShares 1-3 Year International Treasury BondEtf_Low_max,iShares 1-3 Year International Treasury BondEtf_Low_min,iShares 1-3 Year International Treasury BondEtf_Low_volatility,iShares 1-3 Year International Treasury BondEtf_Low_change,iShares 1-3 Year International Treasury BondEtf_Close_average,iShares 1-3 Year International Treasury BondEtf_Close_max,iShares 1-3 Year International Treasury BondEtf_Close_min,iShares 1-3 Year International Treasury BondEtf_Close_volatility,iShares 1-3 Year International Treasury BondEtf_Close_change
2018-04-22,84.8,84.8,84.8,0.0,0.0,85.1,85.1,85.1,0.0,0.0,84.8,84.8,84.8,0.0,0.0,85.1,85.1,85.1,0.0,0.0
2018-04-29,84.19,84.19,84.19,0.0,0.0,84.19,84.19,84.19,0.0,0.0,84.19,84.19,84.19,0.0,0.0,84.19,84.19,84.19,0.0,0.0
2018-05-06,84.22,84.22,84.22,0.0,0.0,84.22,84.22,84.22,0.0,0.0,84.08,84.08,84.08,0.0,0.0,84.21,84.21,84.21,0.0,0.0
2018-05-13,82.8,82.8,82.8,0.0,0.0,82.99,82.99,82.99,0.0,0.0,82.74,82.74,82.74,0.0,0.0,82.98,82.98,82.98,0.0,0.0
2018-05-20,82.9,82.9,82.9,0.0,0.0,83.06,83.06,83.06,0.0,0.0,81.46,81.46,81.46,0.0,0.0,82.74,82.74,82.74,0.0,0.0
2018-05-27,82.56,82.56,82.56,0.0,0.0,82.84,82.84,82.84,0.0,0.0,82.56,82.56,82.56,0.0,0.0,82.61,82.61,82.61,0.0,0.0
2018-06-03,83.19,83.19,83.19,0.0,0.0,83.19,83.19,83.19,0.0,0.0,83.19,83.19,83.19,0.0,0.0,83.19,83.19,83.19,0.0,0.0
2018-06-10,82.23,82.23,82.23,0.0,0.0,82.24,82.24,82.24,0.0,0.0,82.15,82.15,82.15,0.0,0.0,82.2,82.2,82.2,0.0,0.0
2018-06-17,82.41,82.41,82.41,0.0,0.0,82.41,82.41,82.41,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2018-06-24,82.3,82.3,82.3,0.0,0.0,82.3,82.3,82.3,0.0,0.0,82.3,82.3,82.3,0.0,0.0,82.3,82.3,82.3,0.0,0.0
2018-07-01,82.86,82.86,82.86,0.0,0.0,82.86,82.86,82.86,0.0,0.0,82.84,82.84,82.84,0.0,0.0,82.84,82.84,82.84,0.0,0.0
2018-07-08,81.95,81.95,81.95,0.0,0.0,82.22,82.22,82.22,0.0,0.0,81.95,81.95,81.95,0.0,0.0,82.18,82.18,82.18,0.0,0.0
2018-07-15,82.34,82.34,82.34,0.0,0.0,82.47,82.47,82.47,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.47,82.47,82.47,0.0,0.0
2018-07-22,82.2,82.2,82.2,0.0,0.0,82.27,82.27,82.27,0.0,0.0,82.2,82.2,82.2,0.0,0.0,82.27,82.27,82.27,0.0,0.0
2018-07-29,81.75,81.75,81.75,0.0,0.0,81.9,81.9,81.9,0.0,0.0,81.75,81.75,81.75,0.0,0.0,81.85,81.85,81.85,0.0,0.0
2018-08-05,81.1,81.1,81.1,0.0,0.0,81.12,81.12,81.12,0.0,0.0,80.93,80.93,80.93,0.0,0.0,80.98,80.98,80.98,0.0,0.0
2018-08-12,81.17,81.17,81.17,0.0,0.0,81.3,81.3,81.3,0.0,0.0,81.17,81.17,81.17,0.0,0.0,81.3,81.3,81.3,0.0,0.0
2018-08-19,81.92,81.92,81.92,0.0,0.0,82.03,82.03,82.03,0.0,0.0,81.85,81.85,81.85,0.0,0.0,81.85,81.85,81.85,0.0,0.0
2018-08-26,82.0,82.0,82.0,0.0,0.0,82.0,82.0,82.0,0.0,0.0,81.69,81.69,81.69,0.0,0.0,81.92,81.92,81.92,0.0,0.0
2018-09-02,81.58,81.58,81.58,0.0,0.0,81.6,81.6,81.6,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.47,81.47,81.47,0.0,0.0
2018-09-09,81.84,81.84,81.84,0.0,0.0,81.85,81.85,81.85,0.0,0.0,81.74,81.74,81.74,0.0,0.0,81.74,81.74,81.74,0.0,0.0
2018-09-16,82.31,82.31,82.31,0.0,0.0,82.31,82.31,82.31,0.0,0.0,82.31,82.31,82.31,0.0,0.0,82.31,82.31,82.31,0.0,0.0
2018-09-23,81.32,81.32,81.32,0.0,0.0,81.32,81.32,81.32,0.0,0.0,81.32,81.32,81.32,0.0,0.0,81.32,81.32,81.32,0.0,0.0
2018-09-30,81.0,81.0,81.0,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2018-10-07,81.33,81.33,81.33,0.0,0.0,81.52,81.52,81.52,0.0,0.0,81.26,81.26,81.26,0.0,0.0,81.39,81.39,81.39,0.0,0.0
2018-10-14,81.15,81.15,81.15,0.0,0.0,81.15,81.15,81.15,0.0,0.0,81.15,81.15,81.15,0.0,0.0,81.15,81.15,81.15,0.0,0.0
2018-10-21,80.69,80.69,80.69,0.0,0.0,80.76,80.76,80.76,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.76,80.76,80.76,0.0,0.0
2018-10-28,80.62,80.62,80.62,0.0,0.0,80.62,80.62,80.62,0.0,0.0,80.62,80.62,80.62,0.0,0.0,80.62,80.62,80.62,0.0,0.0
2018-11-04,80.41,80.41,80.41,0.0,0.0,80.41,80.41,80.41,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.25,80.25,80.25,0.0,0.0
2018-11-11,80.97,80.97,80.97,0.0,0.0,80.97,80.97,80.97,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.58,80.58,80.58,0.0,0.0
2018-11-18,80.37,80.37,80.37,0.0,0.0,80.37,80.37,80.37,0.0,0.0,80.37,80.37,80.37,0.0,0.0,80.37,80.37,80.37,0.0,0.0
2018-11-25,80.59,80.59,80.59,0.0,0.0,80.59,80.59,80.59,0.0,0.0,80.06,80.06,80.06,0.0,0.0,80.06,80.06,80.06,0.0,0.0
2018-12-02,80.65,80.65,80.65,0.0,0.0,80.72,80.72,80.72,0.0,0.0,80.56,80.56,80.56,0.0,0.0,80.72,80.72,80.72,0.0,0.0
2018-12-09,79.95,79.95,79.95,0.0,0.0,80.02,80.02,80.02,0.0,0.0,79.94,79.94,79.94,0.0,0.0,79.96,79.96,79.96,0.0,0.0
2018-12-16,79.37,79.37,79.37,0.0,0.0,79.37,79.37,79.37,0.0,0.0,78.83,78.83,78.83,0.0,0.0,78.97,78.97,78.97,0.0,0.0
2018-12-23,79.43,79.43,79.43,0.0,0.0,79.75,79.75,79.75,0.0,0.0,79.43,79.43,79.43,0.0,0.0,79.65,79.65,79.65,0.0,0.0
2018-12-30,79.9,79.9,79.9,0.0,0.0,80.02,80.02,80.02,0.0,0.0,79.68,79.68,79.68,0.0,0.0,80.02,80.02,80.02,0.0,0.0
2019-01-06,80.4,80.4,80.4,0.0,0.0,80.4,80.4,80.4,0.0,0.0,80.17,80.17,80.17,0.0,0.0,80.17,80.17,80.17,0.0,0.0
2019-01-13,79.72,79.72,79.72,0.0,0.0,79.73,79.73,79.73,0.0,0.0,79.58,79.58,79.58,0.0,0.0,79.58,79.58,79.58,0.0,0.0
2019-01-20,79.66,79.66,79.66,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.64,79.64,79.64,0.0,0.0,80.0,80.0,80.0,0.0,0.0
2019-01-27,80.31,80.31,80.31,0.0,0.0,80.31,80.31,80.31,0.0,0.0,80.25,80.25,80.25,0.0,0.0,80.25,80.25,80.25,0.0,0.0
2019-02-03,79.42,79.42,79.42,0.0,0.0,79.42,79.42,79.42,0.0,0.0,79.36,79.36,79.36,0.0,0.0,79.36,79.36,79.36,0.0,0.0
2019-02-10,79.47,79.47,79.47,0.0,0.0,79.47,79.47,79.47,0.0,0.0,78.91,78.91,78.91,0.0,0.0,79.11,79.11,79.11,0.0,0.0
2019-02-17,79.5,79.5,79.5,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2019-02-24,79.4,79.4,79.4,0.0,0.0,79.44,79.44,79.44,0.0,0.0,79.14,79.14,79.14,0.0,0.0,79.19,79.19,79.19,0.0,0.0
2019-03-03,78.74,78.74,78.74,0.0,0.0,78.78,78.78,78.78,0.0,0.0,78.71,78.71,78.71,0.0,0.0,78.76,78.76,78.76,0.0,0.0
2019-03-10,79.33,79.33,79.33,0.0,0.0,79.33,79.33,79.33,0.0,0.0,79.26,79.26,79.26,0.0,0.0,79.26,79.26,79.26,0.0,0.0
2019-03-17,79.33,79.33,79.33,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.22,79.22,79.22,0.0,0.0,79.29,79.29,79.29,0.0,0.0
2019-03-24,78.93,78.93,78.93,0.0,0.0,78.93,78.93,78.93,0.0,0.0,78.93,78.93,78.93,0.0,0.0,78.93,78.93,78.93,0.0,0.0
2019-03-31,78.7,78.7,78.7,0.0,0.0,78.71,78.71,78.71,0.0,0.0,78.7,78.7,78.7,0.0,0.0,78.71,78.71,78.71,0.0,0.0
2019-04-07,79.09,79.09,79.09,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.09,79.09,79.09,0.0,0.0,79.09,79.09,79.09,0.0,0.0
2019-04-14,78.75,78.75,78.75,0.0,0.0,78.79,78.79,78.79,0.0,0.0,78.69,78.69,78.69,0.0,0.0,78.69,78.69,78.69,0.0,0.0
2019-04-21,78.32,78.32,78.32,0.0,0.0,78.32,78.32,78.32,0.0,0.0,78.32,78.32,78.32,0.0,0.0,78.32,78.32,78.32,0.0,0.0
2019-04-28,78.4,78.4,78.4,0.0,0.0,78.55,78.55,78.55,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.55,78.55,78.55,0.0,0.0
2019-05-05,78.74,78.74,78.74,0.0,0.0,78.74,78.74,78.74,0.0,0.0,78.74,78.74,78.74,0.0,0.0,78.74,78.74,78.74,0.0,0.0
2019-05-12,78.58,78.58,78.58,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.29,78.29,78.29,0.0,0.0,78.3,78.3,78.3,0.0,0.0
2019-05-19,78.54,78.54,78.54,0.0,0.0,78.69,78.69,78.69,0.0,0.0,78.54,78.54,78.54,0.0,0.0,78.64,78.64,78.64,0.0,0.0
2019-05-26,78.62,78.62,78.62,0.0,0.0,78.68,78.68,78.68,0.0,0.0,78.43,78.43,78.43,0.0,0.0,78.59,78.59,78.59,0.0,0.0
2019-06-02,79.7,79.7,79.7,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.64,79.64,79.64,0.0,0.0
2019-06-09,79.01,79.01,79.01,0.0,0.0,79.01,79.01,79.01,0.0,0.0,78.9,78.9,78.9,0.0,0.0,78.93,78.93,78.93,0.0,0.0
2019-06-16,79.8,79.8,79.8,0.0,0.0,79.94,79.94,79.94,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.94,79.94,79.94,0.0,0.0
2019-06-23,80.07,80.07,80.07,0.0,0.0,80.07,80.07,80.07,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2019-06-30,79.18,79.18,79.18,0.0,0.0,79.18,79.18,79.18,0.0,0.0,79.17,79.17,79.17,0.0,0.0,79.17,79.17,79.17,0.0,0.0
2019-07-07,79.48,79.48,79.48,0.0,0.0,79.53,79.53,79.53,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2019-07-14,79.59,79.59,79.59,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.39,79.39,79.39,0.0,0.0,79.43,79.43,79.43,0.0,0.0
2019-07-21,78.69,78.69,78.69,0.0,0.0,78.7,78.7,78.7,0.0,0.0,78.66,78.66,78.66,0.0,0.0,78.7,78.7,78.7,0.0,0.0
2019-07-28,78.56,78.56,78.56,0.0,0.0,78.78,78.78,78.78,0.0,0.0,78.56,78.56,78.56,0.0,0.0,78.78,78.78,78.78,0.0,0.0
2019-08-04,79.19,79.19,79.19,0.0,0.0,79.31,79.31,79.31,0.0,0.0,79.16,79.16,79.16,0.0,0.0,79.26,79.26,79.26,0.0,0.0
2019-08-11,78.64,78.64,78.64,0.0,0.0,78.64,78.64,78.64,0.0,0.0,78.64,78.64,78.64,0.0,0.0,78.64,78.64,78.64,0.0,0.0
2019-08-18,79.17,79.17,79.17,0.0,0.0,79.17,79.17,79.17,0.0,0.0,79.17,79.17,79.17,0.0,0.0,79.17,79.17,79.17,0.0,0.0
2019-08-25,78.37,78.37,78.37,0.0,0.0,78.37,78.37,78.37,0.0,0.0,78.37,78.37,78.37,0.0,0.0,78.37,78.37,78.37,0.0,0.0
2019-09-01,78.57,78.57,78.57,0.0,0.0,78.57,78.57,78.57,0.0,0.0,78.57,78.57,78.57,0.0,0.0,78.57,78.57,78.57,0.0,0.0
2019-09-08,78.57,78.57,78.57,0.0,0.0,78.57,78.57,78.57,0.0,0.0,78.48,78.48,78.48,0.0,0.0,78.49,78.49,78.49,0.0,0.0
2019-09-15,78.19,78.19,78.19,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.17,78.17,78.17,0.0,0.0,78.23,78.23,78.23,0.0,0.0
2019-09-22,77.9,77.9,77.9,0.0,0.0,77.9,77.9,77.9,0.0,0.0,77.9,77.9,77.9,0.0,0.0,77.9,77.9,77.9,0.0,0.0
2019-09-29,78.24,78.24,78.24,0.0,0.0,78.24,78.24,78.24,0.0,0.0,78.24,78.24,78.24,0.0,0.0,78.24,78.24,78.24,0.0,0.0
2019-10-06,78.32,78.32,78.32,0.0,0.0,78.32,78.32,78.32,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.26,78.26,78.26,0.0,0.0
2019-10-13,78.84,78.84,78.84,0.0,0.0,78.84,78.84,78.84,0.0,0.0,78.77,78.77,78.77,0.0,0.0,78.77,78.77,78.77,0.0,0.0
2019-10-20,78.58,78.58,78.58,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.58,78.58,78.58,0.0,0.0
2019-10-27,78.96,78.96,78.96,0.0,0.0,78.96,78.96,78.96,0.0,0.0,78.96,78.96,78.96,0.0,0.0,78.96,78.96,78.96,0.0,0.0
2019-11-03,78.07,78.07,78.07,0.0,0.0,78.1,78.1,78.1,0.0,0.0,78.07,78.07,78.07,0.0,0.0,78.1,78.1,78.1,0.0,0.0
2019-11-10,78.19,78.19,78.19,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.17,78.17,78.17,0.0,0.0,78.17,78.17,78.17,0.0,0.0
2019-11-17,78.28,78.28,78.28,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.12,78.12,78.12,0.0,0.0,78.12,78.12,78.12,0.0,0.0
2019-11-24,77.91,77.91,77.91,0.0,0.0,77.97,77.97,77.97,0.0,0.0,77.91,77.91,77.91,0.0,0.0,77.95,77.95,77.95,0.0,0.0
2019-12-01,78.36,78.36,78.36,0.0,0.0,78.36,78.36,78.36,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.31,78.31,78.31,0.0,0.0
2019-12-08,78.82,78.82,78.82,0.0,0.0,78.82,78.82,78.82,0.0,0.0,78.62,78.62,78.62,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2019-12-15,78.35,78.35,78.35,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.35,78.35,78.35,0.0,0.0,78.39,78.39,78.39,0.0,0.0
2019-12-22,78.85,78.85,78.85,0.0,0.0,78.85,78.85,78.85,0.0,0.0,78.85,78.85,78.85,0.0,0.0,78.85,78.85,78.85,0.0,0.0
2019-12-29,79.15,79.15,79.15,0.0,0.0,79.15,79.15,79.15,0.0,0.0,79.07,79.07,79.07,0.0,0.0,79.07,79.07,79.07,0.0,0.0
