Date,Direxion Daily Latin America Bull 3X Shares_Open_average,Direxion Daily Latin America Bull 3X Shares_Open_max,Direxion Daily Latin America Bull 3X Shares_Open_min,Direxion Daily Latin America Bull 3X Shares_Open_volatility,Direxion Daily Latin America Bull 3X Shares_Open_change,Direxion Daily Latin America Bull 3X Shares_High_average,Direxion Daily Latin America Bull 3X Shares_High_max,Direxion Daily Latin America Bull 3X Shares_High_min,Direxion Daily Latin America Bull 3X Shares_High_volatility,Direxion Daily Latin America Bull 3X Shares_High_change,Direxion Daily Latin America Bull 3X Shares_Low_average,Direxion Daily Latin America Bull 3X Shares_Low_max,Direxion Daily Latin America Bull 3X Shares_Low_min,Direxion Daily Latin America Bull 3X Shares_Low_volatility,Direxion Daily Latin America Bull 3X Shares_Low_change,Direxion Daily Latin America Bull 3X Shares_Close_average,Direxion Daily Latin America Bull 3X Shares_Close_max,Direxion Daily Latin America Bull 3X Shares_Close_min,Direxion Daily Latin America Bull 3X Shares_Close_volatility,Direxion Daily Latin America Bull 3X Shares_Close_change
2018-03-25,758.2,758.2,758.2,0.0,0.0,810.0,810.0,810.0,0.0,0.0,758.2,758.2,758.2,0.0,0.0,801.6,801.6,801.6,0.0,0.0
2018-04-01,790.32,790.32,790.32,0.0,0.0,790.32,790.32,790.32,0.0,0.0,759.0,759.0,759.0,0.0,0.0,774.0,774.0,774.0,0.0,0.0
2018-04-08,793.4,793.4,793.4,0.0,0.0,793.4,793.4,793.4,0.0,0.0,765.4,765.4,765.4,0.0,0.0,770.0,770.0,770.0,0.0,0.0
2018-04-15,774.4,774.4,774.4,0.0,0.0,783.4,783.4,783.4,0.0,0.0,773.42,773.42,773.42,0.0,0.0,783.4,783.4,783.4,0.0,0.0
2018-04-22,774.09,774.09,774.09,0.0,0.0,774.09,774.09,774.09,0.0,0.0,758.8,758.8,758.8,0.0,0.0,762.8,762.8,762.8,0.0,0.0
2018-04-29,629.4,629.4,629.4,0.0,0.0,653.8,653.8,653.8,0.0,0.0,629.4,629.4,629.4,0.0,0.0,647.2,647.2,647.2,0.0,0.0
2018-05-06,687.8,687.8,687.8,0.0,0.0,700.4,700.4,700.4,0.0,0.0,658.2,658.2,658.2,0.0,0.0,658.2,658.2,658.2,0.0,0.0
2018-05-13,556.0,556.0,556.0,0.0,0.0,564.84,564.84,564.84,0.0,0.0,534.0,534.0,534.0,0.0,0.0,556.8,556.8,556.8,0.0,0.0
2018-05-20,514.2,514.2,514.2,0.0,0.0,526.4,526.4,526.4,0.0,0.0,508.0,508.0,508.0,0.0,0.0,509.0,509.0,509.0,0.0,0.0
2018-05-27,470.85,470.85,470.85,0.0,0.0,476.5,476.5,476.5,0.0,0.0,430.2,430.2,430.2,0.0,0.0,454.8,454.8,454.8,0.0,0.0
2018-06-03,403.2,403.2,403.2,0.0,0.0,421.2,421.2,421.2,0.0,0.0,386.0,386.0,386.0,0.0,0.0,415.8,415.8,415.8,0.0,0.0
2018-06-10,386.2,386.2,386.2,0.0,0.0,386.2,386.2,386.2,0.0,0.0,365.2,365.2,365.2,0.0,0.0,383.6,383.6,383.6,0.0,0.0
2018-06-17,383.0,383.0,383.0,0.0,0.0,383.0,383.0,383.0,0.0,0.0,373.0,373.0,373.0,0.0,0.0,378.72,378.72,378.72,0.0,0.0
2018-06-24,388.4,388.4,388.4,0.0,0.0,401.2,401.2,401.2,0.0,0.0,385.2,385.2,385.2,0.0,0.0,390.4,390.4,390.4,0.0,0.0
2018-07-01,416.4,416.4,416.4,0.0,0.0,436.0,436.0,436.0,0.0,0.0,413.4,413.4,413.4,0.0,0.0,433.8,433.8,433.8,0.0,0.0
2018-07-08,436.0,436.0,436.0,0.0,0.0,448.4,448.4,448.4,0.0,0.0,430.4,430.4,430.4,0.0,0.0,447.0,447.0,447.0,0.0,0.0
2018-07-15,481.6,481.6,481.6,0.0,0.0,491.28,491.28,491.28,0.0,0.0,479.0,479.0,479.0,0.0,0.0,482.2,482.2,482.2,0.0,0.0
2018-07-22,540.6,540.6,540.6,0.0,0.0,545.8,545.8,545.8,0.0,0.0,526.4,526.4,526.4,0.0,0.0,536.4,536.4,536.4,0.0,0.0
2018-07-29,527.89,527.89,527.89,0.0,0.0,556.2,556.2,556.2,0.0,0.0,527.89,527.89,527.89,0.0,0.0,546.6,546.6,546.6,0.0,0.0
2018-08-05,447.8,447.8,447.8,0.0,0.0,449.12,449.12,449.12,0.0,0.0,428.2,428.2,428.2,0.0,0.0,435.2,435.2,435.2,0.0,0.0
2018-08-12,404.58,404.58,404.58,0.0,0.0,410.8,410.8,410.8,0.0,0.0,397.4,397.4,397.4,0.0,0.0,410.22,410.22,410.22,0.0,0.0
2018-08-19,398.8,398.8,398.8,0.0,0.0,402.0,402.0,402.0,0.0,0.0,388.19,388.19,388.19,0.0,0.0,393.8,393.8,393.8,0.0,0.0
2018-08-26,375.4,375.4,375.4,0.0,0.0,394.2,394.2,394.2,0.0,0.0,373.2,373.2,373.2,0.0,0.0,389.7,389.7,389.7,0.0,0.0
2018-09-02,368.6,368.6,368.6,0.0,0.0,375.2,375.2,375.2,0.0,0.0,361.94,361.94,361.94,0.0,0.0,371.98,371.98,371.98,0.0,0.0
2018-09-09,373.0,373.0,373.0,0.0,0.0,373.0,373.0,373.0,0.0,0.0,360.0,360.0,360.0,0.0,0.0,369.3,369.3,369.3,0.0,0.0
2018-09-16,421.4,421.4,421.4,0.0,0.0,443.13,443.13,443.13,0.0,0.0,418.0,418.0,418.0,0.0,0.0,436.8,436.8,436.8,0.0,0.0
2018-09-23,432.0,432.0,432.0,0.0,0.0,445.88,445.88,445.88,0.0,0.0,428.0,428.0,428.0,0.0,0.0,430.2,430.2,430.2,0.0,0.0
2018-09-30,485.0,485.0,485.0,0.0,0.0,489.0,489.0,489.0,0.0,0.0,470.6,470.6,470.6,0.0,0.0,479.0,479.0,479.0,0.0,0.0
2018-10-07,508.6,508.6,508.6,0.0,0.0,518.0,518.0,518.0,0.0,0.0,497.2,497.2,497.2,0.0,0.0,513.4,513.4,513.4,0.0,0.0
2018-10-14,515.8,515.8,515.8,0.0,0.0,522.8,522.8,522.8,0.0,0.0,496.03,496.03,496.03,0.0,0.0,503.22,503.22,503.22,0.0,0.0
2018-10-21,480.6,480.6,480.6,0.0,0.0,501.2,501.2,501.2,0.0,0.0,467.16,467.16,467.16,0.0,0.0,501.2,501.2,501.2,0.0,0.0
2018-10-28,541.4,541.4,541.4,0.0,0.0,547.6,547.6,547.6,0.0,0.0,526.26,526.26,526.26,0.0,0.0,527.6,527.6,527.6,0.0,0.0
2018-11-04,448.2,448.2,448.2,0.0,0.0,456.2,456.2,456.2,0.0,0.0,423.2,423.2,423.2,0.0,0.0,456.2,456.2,456.2,0.0,0.0
2018-11-11,452.0,452.0,452.0,0.0,0.0,466.0,466.0,466.0,0.0,0.0,448.8,448.8,448.8,0.0,0.0,465.2,465.2,465.2,0.0,0.0
2018-11-18,405.0,405.0,405.0,0.0,0.0,405.75,405.75,405.75,0.0,0.0,397.34,397.34,397.34,0.0,0.0,402.2,402.2,402.2,0.0,0.0
2018-11-25,429.0,429.0,429.0,0.0,0.0,433.8,433.8,433.8,0.0,0.0,418.8,418.8,418.8,0.0,0.0,426.2,426.2,426.2,0.0,0.0
2018-12-02,423.0,423.0,423.0,0.0,0.0,434.0,434.0,434.0,0.0,0.0,401.8,401.8,401.8,0.0,0.0,401.8,401.8,401.8,0.0,0.0
2018-12-09,382.0,382.0,382.0,0.0,0.0,391.4,391.4,391.4,0.0,0.0,379.35,379.35,379.35,0.0,0.0,380.0,380.0,380.0,0.0,0.0
2018-12-16,370.8,370.8,370.8,0.0,0.0,370.8,370.8,370.8,0.0,0.0,353.4,353.4,353.4,0.0,0.0,353.4,353.4,353.4,0.0,0.0
2018-12-23,380.0,380.0,380.0,0.0,0.0,388.2,388.2,388.2,0.0,0.0,375.0,375.0,375.0,0.0,0.0,381.2,381.2,381.2,0.0,0.0
2018-12-30,448.2,448.2,448.2,0.0,0.0,475.0,475.0,475.0,0.0,0.0,448.2,448.2,448.2,0.0,0.0,471.4,471.4,471.4,0.0,0.0
2019-01-06,506.0,506.0,506.0,0.0,0.0,515.9,515.9,515.9,0.0,0.0,506.0,506.0,506.0,0.0,0.0,514.23,514.23,514.23,0.0,0.0
2019-01-13,547.8,547.8,547.8,0.0,0.0,549.4,549.4,549.4,0.0,0.0,533.0,533.0,533.0,0.0,0.0,539.2,539.2,539.2,0.0,0.0
2019-01-20,544.4,544.4,544.4,0.0,0.0,561.0,561.0,561.0,0.0,0.0,530.08,530.08,530.08,0.0,0.0,534.0,534.0,534.0,0.0,0.0
2019-01-27,562.0,562.0,562.0,0.0,0.0,567.13,567.13,567.13,0.0,0.0,553.18,553.18,553.18,0.0,0.0,566.8,566.8,566.8,0.0,0.0
2019-02-03,513.0,513.0,513.0,0.0,0.0,513.0,513.0,513.0,0.0,0.0,481.9,481.9,481.9,0.0,0.0,503.0,503.0,503.0,0.0,0.0
2019-02-10,532.8,532.8,532.8,0.0,0.0,539.01,539.01,539.01,0.0,0.0,522.2,522.2,522.2,0.0,0.0,539.01,539.01,539.01,0.0,0.0
2019-02-17,547.32,547.32,547.32,0.0,0.0,553.0,553.0,553.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,548.54,548.54,548.54,0.0,0.0
2019-02-24,494.4,494.4,494.4,0.0,0.0,494.4,494.4,494.4,0.0,0.0,475.7,475.7,475.7,0.0,0.0,480.86,480.86,480.86,0.0,0.0
2019-03-03,442.6,442.6,442.6,0.0,0.0,456.2,456.2,456.2,0.0,0.0,442.6,442.6,442.6,0.0,0.0,454.74,454.74,454.74,0.0,0.0
2019-03-10,509.6,509.6,509.6,0.0,0.0,525.0,525.0,525.0,0.0,0.0,509.6,509.6,509.6,0.0,0.0,520.69,520.69,520.69,0.0,0.0
2019-03-17,478.6,478.6,478.6,0.0,0.0,482.8,482.8,482.8,0.0,0.0,433.6,433.6,433.6,0.0,0.0,438.8,438.8,438.8,0.0,0.0
2019-03-24,451.0,451.0,451.0,0.0,0.0,460.12,460.12,460.12,0.0,0.0,444.0,444.0,444.0,0.0,0.0,448.6,448.6,448.6,0.0,0.0
2019-03-31,487.2,487.2,487.2,0.0,0.0,500.94,500.94,500.94,0.0,0.0,483.19,483.19,483.19,0.0,0.0,498.8,498.8,498.8,0.0,0.0
2019-04-07,472.2,472.2,472.2,0.0,0.0,480.8,480.8,480.8,0.0,0.0,450.0,450.0,450.0,0.0,0.0,453.8,453.8,453.8,0.0,0.0
2019-04-14,463.4,463.4,463.4,0.0,0.0,471.6,471.6,471.6,0.0,0.0,448.8,448.8,448.8,0.0,0.0,464.0,464.0,464.0,0.0,0.0
2019-04-21,454.4,454.4,454.4,0.0,0.0,463.0,463.0,463.0,0.0,0.0,454.4,454.4,454.4,0.0,0.0,458.8,458.8,458.8,0.0,0.0
2019-04-28,444.0,444.0,444.0,0.0,0.0,448.3,448.3,448.3,0.0,0.0,442.6,442.6,442.6,0.0,0.0,442.6,442.6,442.6,0.0,0.0
2019-05-05,397.58,397.58,397.58,0.0,0.0,410.0,410.0,410.0,0.0,0.0,383.0,383.0,383.0,0.0,0.0,406.38,406.38,406.38,0.0,0.0
2019-05-12,339.2,339.2,339.2,0.0,0.0,348.36,348.36,348.36,0.0,0.0,329.41,329.41,329.41,0.0,0.0,332.6,332.6,332.6,0.0,0.0
2019-05-19,374.6,374.6,374.6,0.0,0.0,375.3,375.3,375.3,0.0,0.0,364.0,364.0,364.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0
2019-05-26,391.0,391.0,391.0,0.0,0.0,413.44,413.44,413.44,0.0,0.0,387.1,387.1,387.1,0.0,0.0,401.2,401.2,401.2,0.0,0.0
2019-06-02,422.8,422.8,422.8,0.0,0.0,435.2,435.2,435.2,0.0,0.0,422.8,422.8,422.8,0.0,0.0,429.4,429.4,429.4,0.0,0.0
2019-06-09,438.6,438.6,438.6,0.0,0.0,438.6,438.6,438.6,0.0,0.0,419.2,419.2,419.2,0.0,0.0,425.15,425.15,425.15,0.0,0.0
2019-06-16,479.8,479.8,479.8,0.0,0.0,493.16,493.16,493.16,0.0,0.0,479.8,479.8,479.8,0.0,0.0,487.4,487.4,487.4,0.0,0.0
2019-06-23,477.0,477.0,477.0,0.0,0.0,477.0,477.0,477.0,0.0,0.0,463.6,463.6,463.6,0.0,0.0,464.8,464.8,464.8,0.0,0.0
2019-06-30,484.2,484.2,484.2,0.0,0.0,499.2,499.2,499.2,0.0,0.0,483.54,483.54,483.54,0.0,0.0,498.2,498.2,498.2,0.0,0.0
2019-07-07,516.6,516.6,516.6,0.0,0.0,522.5,522.5,522.5,0.0,0.0,510.0,510.0,510.0,0.0,0.0,513.0,513.0,513.0,0.0,0.0
2019-07-14,504.0,504.0,504.0,0.0,0.0,504.0,504.0,504.0,0.0,0.0,489.4,489.4,489.4,0.0,0.0,491.6,491.6,491.6,0.0,0.0
2019-07-21,463.58,463.58,463.58,0.0,0.0,466.58,466.58,466.58,0.0,0.0,461.2,461.2,461.2,0.0,0.0,464.31,464.31,464.31,0.0,0.0
2019-07-28,400.0,400.0,400.0,0.0,0.0,402.56,402.56,402.56,0.0,0.0,394.21,394.21,394.21,0.0,0.0,401.5,401.5,401.5,0.0,0.0
2019-08-04,403.4,403.4,403.4,0.0,0.0,406.4,406.4,406.4,0.0,0.0,390.6,390.6,390.6,0.0,0.0,396.8,396.8,396.8,0.0,0.0
2019-08-11,336.0,336.0,336.0,0.0,0.0,341.6,341.6,341.6,0.0,0.0,333.0,333.0,333.0,0.0,0.0,334.4,334.4,334.4,0.0,0.0
2019-08-18,322.4,322.4,322.4,0.0,0.0,322.4,322.4,322.4,0.0,0.0,296.0,296.0,296.0,0.0,0.0,298.2,298.2,298.2,0.0,0.0
2019-08-25,326.4,326.4,326.4,0.0,0.0,333.49,333.49,333.49,0.0,0.0,324.2,324.2,324.2,0.0,0.0,332.2,332.2,332.2,0.0,0.0
2019-09-01,364.8,364.8,364.8,0.0,0.0,373.0,373.0,373.0,0.0,0.0,362.6,362.6,362.6,0.0,0.0,367.6,367.6,367.6,0.0,0.0
2019-09-08,391.93,391.93,391.93,0.0,0.0,397.0,397.0,397.0,0.0,0.0,378.4,378.4,378.4,0.0,0.0,379.25,379.25,379.25,0.0,0.0
2019-09-15,368.0,368.0,368.0,0.0,0.0,373.8,373.8,373.8,0.0,0.0,363.4,363.4,363.4,0.0,0.0,372.4,372.4,372.4,0.0,0.0
2019-09-22,370.5,370.5,370.5,0.0,0.0,374.4,374.4,374.4,0.0,0.0,361.4,361.4,361.4,0.0,0.0,366.48,366.48,366.48,0.0,0.0
2019-09-29,350.0,350.0,350.0,0.0,0.0,364.4,364.4,364.4,0.0,0.0,347.66,347.66,347.66,0.0,0.0,364.4,364.4,364.4,0.0,0.0
2019-10-06,360.6,360.6,360.6,0.0,0.0,377.0,377.0,377.0,0.0,0.0,360.6,360.6,360.6,0.0,0.0,372.4,372.4,372.4,0.0,0.0
2019-10-13,378.4,378.4,378.4,0.0,0.0,381.0,381.0,381.0,0.0,0.0,374.4,374.4,374.4,0.0,0.0,374.72,374.72,374.72,0.0,0.0
2019-10-20,417.2,417.2,417.2,0.0,0.0,427.95,427.95,427.95,0.0,0.0,417.2,417.2,417.2,0.0,0.0,422.6,422.6,422.6,0.0,0.0
2019-10-27,426.8,426.8,426.8,0.0,0.0,436.0,436.0,436.0,0.0,0.0,426.8,426.8,426.8,0.0,0.0,429.0,429.0,429.0,0.0,0.0
2019-11-03,400.0,400.0,400.0,0.0,0.0,405.64,405.64,405.64,0.0,0.0,386.6,386.6,386.6,0.0,0.0,389.8,389.8,389.8,0.0,0.0
2019-11-10,372.52,372.52,372.52,0.0,0.0,380.8,380.8,380.8,0.0,0.0,372.52,372.52,372.52,0.0,0.0,379.2,379.2,379.2,0.0,0.0
2019-11-17,375.16,375.16,375.16,0.0,0.0,377.13,377.13,377.13,0.0,0.0,371.6,371.6,371.6,0.0,0.0,375.4,375.4,375.4,0.0,0.0
2019-11-24,350.0,350.0,350.0,0.0,0.0,353.0,353.0,353.0,0.0,0.0,346.6,346.6,346.6,0.0,0.0,347.4,347.4,347.4,0.0,0.0
2019-12-01,385.4,385.4,385.4,0.0,0.0,388.2,388.2,388.2,0.0,0.0,381.8,381.8,381.8,0.0,0.0,388.0,388.0,388.0,0.0,0.0
2019-12-08,418.6,418.6,418.6,0.0,0.0,430.1,430.1,430.1,0.0,0.0,414.8,414.8,414.8,0.0,0.0,421.6,421.6,421.6,0.0,0.0
2019-12-15,451.2,451.2,451.2,0.0,0.0,451.21,451.21,451.21,0.0,0.0,444.4,444.4,444.4,0.0,0.0,444.6,444.6,444.6,0.0,0.0
2019-12-22,467.43,467.43,467.43,0.0,0.0,467.43,467.43,467.43,0.0,0.0,457.25,457.25,457.25,0.0,0.0,458.93,458.93,458.93,0.0,0.0
2019-12-29,463.4,463.4,463.4,0.0,0.0,476.65,476.65,476.65,0.0,0.0,463.4,463.4,463.4,0.0,0.0,471.91,471.91,471.91,0.0,0.0
