Date,iShares Morningstar Small-Cap Growth_Open_average,iShares Morningstar Small-Cap Growth_Open_max,iShares Morningstar Small-Cap Growth_Open_min,iShares Morningstar Small-Cap Growth_Open_volatility,iShares Morningstar Small-Cap Growth_Open_change,iShares Morningstar Small-Cap Growth_High_average,iShares Morningstar Small-Cap Growth_High_max,iShares Morningstar Small-Cap Growth_High_min,iShares Morningstar Small-Cap Growth_High_volatility,iShares Morningstar Small-Cap Growth_High_change,iShares Morningstar Small-Cap Growth_Low_average,iShares Morningstar Small-Cap Growth_Low_max,iShares Morningstar Small-Cap Growth_Low_min,iShares Morningstar Small-Cap Growth_Low_volatility,iShares Morningstar Small-Cap Growth_Low_change,iShares Morningstar Small-Cap Growth_Close_average,iShares Morningstar Small-Cap Growth_Close_max,iShares Morningstar Small-Cap Growth_Close_min,iShares Morningstar Small-Cap Growth_Close_volatility,iShares Morningstar Small-Cap Growth_Close_change
2018-03-25,184.55,184.55,184.55,0.0,0.0,185.27,185.27,185.27,0.0,0.0,178.34,178.34,178.34,0.0,0.0,179.41,179.41,179.41,0.0,0.0
2018-04-01,181.07,181.07,181.07,0.0,0.0,183.16,183.16,183.16,0.0,0.0,181.07,181.07,181.07,0.0,0.0,182.12,182.12,182.12,0.0,0.0
2018-04-08,187.06,187.06,187.06,0.0,0.0,187.29,187.29,187.29,0.0,0.0,186.62,186.62,186.62,0.0,0.0,186.78,186.78,186.78,0.0,0.0
2018-04-15,187.69,187.69,187.69,0.0,0.0,187.69,187.69,187.69,0.0,0.0,186.02,186.02,186.02,0.0,0.0,186.54,186.54,186.54,0.0,0.0
2018-04-22,186.22,186.22,186.22,0.0,0.0,186.27,186.27,186.27,0.0,0.0,183.94,183.94,183.94,0.0,0.0,184.04,184.04,184.04,0.0,0.0
2018-04-29,189.35,189.35,189.35,0.0,0.0,190.14,190.14,190.14,0.0,0.0,189.35,189.35,189.35,0.0,0.0,190.14,190.14,190.14,0.0,0.0
2018-05-06,194.83,194.83,194.83,0.0,0.0,196.2,196.2,196.2,0.0,0.0,193.51,193.51,193.51,0.0,0.0,193.51,193.51,193.51,0.0,0.0
2018-05-13,196.26,196.26,196.26,0.0,0.0,196.56,196.56,196.56,0.0,0.0,195.74,195.74,195.74,0.0,0.0,195.74,195.74,195.74,0.0,0.0
2018-05-20,194.62,194.62,194.62,0.0,0.0,194.9,194.9,194.9,0.0,0.0,194.52,194.52,194.52,0.0,0.0,194.52,194.52,194.52,0.0,0.0
2018-05-27,197.5,197.5,197.5,0.0,0.0,197.5,197.5,197.5,0.0,0.0,195.58,195.58,195.58,0.0,0.0,197.16,197.16,197.16,0.0,0.0
2018-06-03,199.06,199.06,199.06,0.0,0.0,200.74,200.74,200.74,0.0,0.0,199.06,199.06,199.06,0.0,0.0,200.74,200.74,200.74,0.0,0.0
2018-06-10,201.34,201.34,201.34,0.0,0.0,204.99,204.99,204.99,0.0,0.0,201.34,201.34,201.34,0.0,0.0,204.98,204.98,204.98,0.0,0.0
2018-06-17,201.98,201.98,201.98,0.0,0.0,201.98,201.98,201.98,0.0,0.0,197.39,197.39,197.39,0.0,0.0,198.27,198.27,198.27,0.0,0.0
2018-06-24,195.28,195.28,195.28,0.0,0.0,199.0,199.0,199.0,0.0,0.0,195.28,195.28,195.28,0.0,0.0,198.87,198.87,198.87,0.0,0.0
2018-07-01,205.27,205.27,205.27,0.0,0.0,205.84,205.84,205.84,0.0,0.0,205.27,205.27,205.27,0.0,0.0,205.84,205.84,205.84,0.0,0.0
2018-07-08,207.55,207.55,207.55,0.0,0.0,207.55,207.55,207.55,0.0,0.0,204.31,204.31,204.31,0.0,0.0,204.52,204.52,204.52,0.0,0.0
2018-07-15,207.44,207.44,207.44,0.0,0.0,207.53,207.53,207.53,0.0,0.0,207.33,207.33,207.33,0.0,0.0,207.33,207.33,207.33,0.0,0.0
2018-07-22,200.41,200.41,200.41,0.0,0.0,200.41,200.41,200.41,0.0,0.0,197.7,197.7,197.7,0.0,0.0,197.7,197.7,197.7,0.0,0.0
2018-07-29,202.0,202.0,202.0,0.0,0.0,204.83,204.83,204.83,0.0,0.0,202.0,202.0,202.0,0.0,0.0,204.83,204.83,204.83,0.0,0.0
2018-08-05,206.47,206.47,206.47,0.0,0.0,206.47,206.47,206.47,0.0,0.0,203.81,203.81,203.81,0.0,0.0,203.81,203.81,203.81,0.0,0.0
2018-08-12,206.33,206.33,206.33,0.0,0.0,206.7,206.7,206.7,0.0,0.0,205.86,205.86,205.86,0.0,0.0,206.6,206.6,206.6,0.0,0.0
2018-08-19,213.27,213.27,213.27,0.0,0.0,213.27,213.27,213.27,0.0,0.0,212.62,212.62,212.62,0.0,0.0,212.64,212.64,212.64,0.0,0.0
2018-08-26,214.58,214.58,214.58,0.0,0.0,215.74,215.74,215.74,0.0,0.0,214.4,214.4,214.4,0.0,0.0,215.7,215.7,215.7,0.0,0.0
2018-09-02,216.22,216.22,216.22,0.0,0.0,216.22,216.22,216.22,0.0,0.0,213.31,213.31,213.31,0.0,0.0,213.86,213.86,213.86,0.0,0.0
2018-09-09,215.74,215.74,215.74,0.0,0.0,215.74,215.74,215.74,0.0,0.0,212.04,212.04,212.04,0.0,0.0,212.04,212.04,212.04,0.0,0.0
2018-09-16,212.47,212.47,212.47,0.0,0.0,212.64,212.64,212.64,0.0,0.0,211.92,211.92,211.92,0.0,0.0,212.64,212.64,212.64,0.0,0.0
2018-09-23,217.0,217.0,217.0,0.0,0.0,217.0,217.0,217.0,0.0,0.0,209.89,209.89,209.89,0.0,0.0,209.89,209.89,209.89,0.0,0.0
2018-09-30,200.34,200.34,200.34,0.0,0.0,201.39,201.39,201.39,0.0,0.0,197.71,197.71,197.71,0.0,0.0,199.25,199.25,199.25,0.0,0.0
2018-10-07,189.31,189.31,189.31,0.0,0.0,191.31,191.31,191.31,0.0,0.0,189.31,189.31,189.31,0.0,0.0,191.31,191.31,191.31,0.0,0.0
2018-10-14,190.99,190.99,190.99,0.0,0.0,190.99,190.99,190.99,0.0,0.0,189.23,189.23,189.23,0.0,0.0,190.49,190.49,190.49,0.0,0.0
2018-10-21,185.07,185.07,185.07,0.0,0.0,185.07,185.07,185.07,0.0,0.0,176.57,176.57,176.57,0.0,0.0,176.64,176.64,176.64,0.0,0.0
2018-10-28,187.12,187.12,187.12,0.0,0.0,189.15,189.15,189.15,0.0,0.0,186.97,186.97,186.97,0.0,0.0,188.44,188.44,188.44,0.0,0.0
2018-11-04,184.19,184.19,184.19,0.0,0.0,184.61,184.61,184.61,0.0,0.0,182.52,182.52,182.52,0.0,0.0,184.22,184.22,184.22,0.0,0.0
2018-11-11,184.57,184.57,184.57,0.0,0.0,184.57,184.57,184.57,0.0,0.0,178.8,178.8,178.8,0.0,0.0,178.8,178.8,178.8,0.0,0.0
2018-11-18,182.7,182.7,182.7,0.0,0.0,182.76,182.76,182.76,0.0,0.0,181.26,181.26,181.26,0.0,0.0,182.5,182.5,182.5,0.0,0.0
2018-11-25,192.39,192.39,192.39,0.0,0.0,192.39,192.39,192.39,0.0,0.0,189.82,189.82,189.82,0.0,0.0,191.03,191.03,191.03,0.0,0.0
2018-12-02,178.07,178.07,178.07,0.0,0.0,178.38,178.38,178.38,0.0,0.0,175.74,175.74,175.74,0.0,0.0,178.38,178.38,178.38,0.0,0.0
2018-12-09,172.14,172.14,172.14,0.0,0.0,173.65,173.65,173.65,0.0,0.0,168.3,168.3,168.3,0.0,0.0,168.76,168.76,168.76,0.0,0.0
2018-12-16,154.92,154.92,154.92,0.0,0.0,156.64,156.64,156.64,0.0,0.0,153.29,153.29,153.29,0.0,0.0,154.61,154.61,154.61,0.0,0.0
2018-12-23,165.17,165.17,165.17,0.0,0.0,166.83,166.83,166.83,0.0,0.0,164.19,164.19,164.19,0.0,0.0,166.47,166.47,166.47,0.0,0.0
2018-12-30,169.48,169.48,169.48,0.0,0.0,172.81,172.81,172.81,0.0,0.0,169.07,169.07,169.07,0.0,0.0,172.64,172.64,172.64,0.0,0.0
2019-01-06,177.64,177.64,177.64,0.0,0.0,177.76,177.76,177.76,0.0,0.0,177.05,177.05,177.05,0.0,0.0,177.05,177.05,177.05,0.0,0.0
2019-01-13,183.51,183.51,183.51,0.0,0.0,185.14,185.14,185.14,0.0,0.0,182.7,182.7,182.7,0.0,0.0,184.73,184.73,184.73,0.0,0.0
2019-01-20,183.51,183.51,183.51,0.0,0.0,184.24,184.24,184.24,0.0,0.0,182.67,182.67,182.67,0.0,0.0,183.73,183.73,183.73,0.0,0.0
2019-01-27,188.45,188.45,188.45,0.0,0.0,190.64,190.64,190.64,0.0,0.0,188.45,188.45,188.45,0.0,0.0,190.64,190.64,190.64,0.0,0.0
2019-02-03,191.25,191.25,191.25,0.0,0.0,191.71,191.71,191.71,0.0,0.0,190.25,190.25,190.25,0.0,0.0,191.44,191.44,191.44,0.0,0.0
2019-02-10,198.5,198.5,198.5,0.0,0.0,198.8,198.8,198.8,0.0,0.0,198.5,198.5,198.5,0.0,0.0,198.8,198.8,198.8,0.0,0.0
2019-02-17,202.17,202.17,202.17,0.0,0.0,202.78,202.78,202.78,0.0,0.0,201.58,201.58,201.58,0.0,0.0,201.58,201.58,201.58,0.0,0.0
2019-02-24,204.12,204.12,204.12,0.0,0.0,204.12,204.12,204.12,0.0,0.0,197.36,197.36,197.36,0.0,0.0,199.78,199.78,199.78,0.0,0.0
2019-03-03,194.11,194.11,194.11,0.0,0.0,197.94,197.94,197.94,0.0,0.0,194.11,194.11,194.11,0.0,0.0,197.94,197.94,197.94,0.0,0.0
2019-03-10,200.17,200.17,200.17,0.0,0.0,201.65,201.65,201.65,0.0,0.0,199.93,199.93,199.93,0.0,0.0,201.04,201.04,201.04,0.0,0.0
2019-03-17,196.73,196.73,196.73,0.0,0.0,197.23,197.23,197.23,0.0,0.0,195.13,195.13,195.13,0.0,0.0,196.88,196.88,196.88,0.0,0.0
2019-03-24,202.3,202.3,202.3,0.0,0.0,202.3,202.3,202.3,0.0,0.0,200.05,200.05,200.05,0.0,0.0,201.14,201.14,201.14,0.0,0.0
2019-03-31,203.29,203.29,203.29,0.0,0.0,203.41,203.41,203.41,0.0,0.0,202.39,202.39,202.39,0.0,0.0,203.38,203.38,203.38,0.0,0.0
2019-04-07,204.39,204.39,204.39,0.0,0.0,204.39,204.39,204.39,0.0,0.0,203.22,203.22,203.22,0.0,0.0,203.91,203.91,203.91,0.0,0.0
2019-04-14,199.33,199.33,199.33,0.0,0.0,201.17,201.17,201.17,0.0,0.0,199.33,199.33,199.33,0.0,0.0,201.17,201.17,201.17,0.0,0.0
2019-04-21,205.43,205.43,205.43,0.0,0.0,206.5,206.5,206.5,0.0,0.0,205.43,205.43,205.43,0.0,0.0,205.96,205.96,205.96,0.0,0.0
2019-04-28,206.22,206.22,206.22,0.0,0.0,207.78,207.78,207.78,0.0,0.0,205.78,205.78,205.78,0.0,0.0,207.78,207.78,207.78,0.0,0.0
2019-05-05,196.83,196.83,196.83,0.0,0.0,196.83,196.83,196.83,0.0,0.0,194.0,194.0,194.0,0.0,0.0,194.53,194.53,194.53,0.0,0.0
2019-05-12,195.4,195.4,195.4,0.0,0.0,197.13,197.13,197.13,0.0,0.0,195.4,195.4,195.4,0.0,0.0,195.88,195.88,195.88,0.0,0.0
2019-05-19,195.06,195.06,195.06,0.0,0.0,195.35,195.35,195.35,0.0,0.0,194.16,194.16,194.16,0.0,0.0,195.13,195.13,195.13,0.0,0.0
2019-05-26,189.85,189.85,189.85,0.0,0.0,190.63,190.63,190.63,0.0,0.0,188.78,188.78,188.78,0.0,0.0,189.18,189.18,189.18,0.0,0.0
2019-06-02,200.91,200.91,200.91,0.0,0.0,201.0,201.0,201.0,0.0,0.0,199.13,199.13,199.13,0.0,0.0,199.13,199.13,199.13,0.0,0.0
2019-06-09,200.34,200.34,200.34,0.0,0.0,200.97,200.97,200.97,0.0,0.0,199.94,199.94,199.94,0.0,0.0,200.06,200.06,200.06,0.0,0.0
2019-06-16,202.54,202.54,202.54,0.0,0.0,202.65,202.65,202.65,0.0,0.0,200.68,200.68,200.68,0.0,0.0,200.68,200.68,200.68,0.0,0.0
2019-06-23,207.14,207.14,207.14,0.0,0.0,207.14,207.14,207.14,0.0,0.0,204.67,204.67,204.67,0.0,0.0,204.89,204.89,204.89,0.0,0.0
2019-06-30,204.69,204.69,204.69,0.0,0.0,204.71,204.71,204.71,0.0,0.0,203.82,203.82,203.82,0.0,0.0,204.15,204.15,204.15,0.0,0.0
2019-07-07,206.67,206.67,206.67,0.0,0.0,206.85,206.85,206.85,0.0,0.0,206.55,206.55,206.55,0.0,0.0,206.55,206.55,206.55,0.0,0.0
2019-07-14,207.0,207.0,207.0,0.0,0.0,207.35,207.35,207.35,0.0,0.0,205.92,205.92,205.92,0.0,0.0,205.92,205.92,205.92,0.0,0.0
2019-07-21,210.1,210.1,210.1,0.0,0.0,210.1,210.1,210.1,0.0,0.0,207.52,207.52,207.52,0.0,0.0,208.21,208.21,208.21,0.0,0.0
2019-07-28,199.56,199.56,199.56,0.0,0.0,199.56,199.56,199.56,0.0,0.0,195.34,195.34,195.34,0.0,0.0,197.74,197.74,197.74,0.0,0.0
2019-08-04,203.82,203.82,203.82,0.0,0.0,203.82,203.82,203.82,0.0,0.0,200.71,200.71,200.71,0.0,0.0,200.71,200.71,200.71,0.0,0.0
2019-08-11,201.98,201.98,201.98,0.0,0.0,202.72,202.72,202.72,0.0,0.0,201.98,201.98,201.98,0.0,0.0,202.31,202.31,202.31,0.0,0.0
2019-08-18,197.52,197.52,197.52,0.0,0.0,198.98,198.98,198.98,0.0,0.0,197.5,197.5,197.5,0.0,0.0,198.98,198.98,198.98,0.0,0.0
2019-08-25,202.0,202.0,202.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,201.18,201.18,201.18,0.0,0.0,201.18,201.18,201.18,0.0,0.0
2019-09-01,199.87,199.87,199.87,0.0,0.0,200.04,200.04,200.04,0.0,0.0,199.32,199.32,199.32,0.0,0.0,200.01,200.01,200.01,0.0,0.0
2019-09-08,205.04,205.04,205.04,0.0,0.0,205.11,205.11,205.11,0.0,0.0,205.04,205.04,205.04,0.0,0.0,205.11,205.11,205.11,0.0,0.0
2019-09-15,202.46,202.46,202.46,0.0,0.0,202.71,202.71,202.71,0.0,0.0,201.53,201.53,201.53,0.0,0.0,201.94,201.94,201.94,0.0,0.0
2019-09-22,194.17,194.17,194.17,0.0,0.0,195.47,195.47,195.47,0.0,0.0,193.8,193.8,193.8,0.0,0.0,194.66,194.66,194.66,0.0,0.0
2019-09-29,193.6,193.6,193.6,0.0,0.0,194.29,194.29,194.29,0.0,0.0,193.6,193.6,193.6,0.0,0.0,193.8,193.8,193.8,0.0,0.0
2019-10-06,194.93,194.93,194.93,0.0,0.0,195.59,195.59,195.59,0.0,0.0,194.83,194.83,194.83,0.0,0.0,194.93,194.93,194.93,0.0,0.0
2019-10-13,197.77,197.77,197.77,0.0,0.0,198.42,198.42,198.42,0.0,0.0,197.48,197.48,197.48,0.0,0.0,197.58,197.58,197.58,0.0,0.0
2019-10-20,200.46,200.46,200.46,0.0,0.0,201.12,201.12,201.12,0.0,0.0,200.46,200.46,200.46,0.0,0.0,200.87,200.87,200.87,0.0,0.0
2019-10-27,202.6,202.6,202.6,0.0,0.0,202.71,202.71,202.71,0.0,0.0,202.06,202.06,202.06,0.0,0.0,202.36,202.36,202.36,0.0,0.0
2019-11-03,200.92,200.92,200.92,0.0,0.0,202.57,202.57,202.57,0.0,0.0,200.92,200.92,200.92,0.0,0.0,202.38,202.38,202.38,0.0,0.0
2019-11-10,205.11,205.11,205.11,0.0,0.0,205.11,205.11,205.11,0.0,0.0,204.85,204.85,204.85,0.0,0.0,205.03,205.03,205.03,0.0,0.0
2019-11-17,208.37,208.37,208.37,0.0,0.0,210.68,210.68,210.68,0.0,0.0,208.37,208.37,208.37,0.0,0.0,210.45,210.45,210.45,0.0,0.0
2019-11-24,207.26,207.26,207.26,0.0,0.0,208.11,208.11,208.11,0.0,0.0,207.17,207.17,207.17,0.0,0.0,207.64,207.64,207.64,0.0,0.0
2019-12-01,210.03,210.03,210.03,0.0,0.0,210.03,210.03,210.03,0.0,0.0,208.24,208.24,208.24,0.0,0.0,208.24,208.24,208.24,0.0,0.0
2019-12-08,209.13,209.13,209.13,0.0,0.0,211.21,211.21,211.21,0.0,0.0,209.13,209.13,209.13,0.0,0.0,210.13,210.13,210.13,0.0,0.0
2019-12-15,212.22,212.22,212.22,0.0,0.0,213.26,213.26,213.26,0.0,0.0,212.22,212.22,212.22,0.0,0.0,213.19,213.19,213.19,0.0,0.0
2019-12-22,214.41,214.41,214.41,0.0,0.0,214.41,214.41,214.41,0.0,0.0,211.0,211.0,211.0,0.0,0.0,211.78,211.78,211.78,0.0,0.0
2019-12-29,210.71,210.71,210.71,0.0,0.0,213.18,213.18,213.18,0.0,0.0,210.71,210.71,210.71,0.0,0.0,212.66,212.66,212.66,0.0,0.0
