Date,Vanguard Extended Market_Open_average,Vanguard Extended Market_Open_max,Vanguard Extended Market_Open_min,Vanguard Extended Market_Open_volatility,Vanguard Extended Market_Open_change,Vanguard Extended Market_High_average,Vanguard Extended Market_High_max,Vanguard Extended Market_High_min,Vanguard Extended Market_High_volatility,Vanguard Extended Market_High_change,Vanguard Extended Market_Low_average,Vanguard Extended Market_Low_max,Vanguard Extended Market_Low_min,Vanguard Extended Market_Low_volatility,Vanguard Extended Market_Low_change,Vanguard Extended Market_Close_average,Vanguard Extended Market_Close_max,Vanguard Extended Market_Close_min,Vanguard Extended Market_Close_volatility,Vanguard Extended Market_Close_change
2018-03-25,111.24,111.24,111.24,0.0,0.0,111.48,111.48,111.48,0.0,0.0,108.14,108.14,108.14,0.0,0.0,108.94,108.94,108.94,0.0,0.0
2018-04-01,110.91,110.91,110.91,0.0,0.0,111.6,111.6,111.6,0.0,0.0,110.1,110.1,110.1,0.0,0.0,110.16,110.16,110.16,0.0,0.0
2018-04-08,112.98,112.98,112.98,0.0,0.0,113.58,113.58,113.58,0.0,0.0,112.5,112.5,112.5,0.0,0.0,113.3,113.3,113.3,0.0,0.0
2018-04-15,113.79,113.79,113.79,0.0,0.0,114.18,114.18,114.18,0.0,0.0,112.97,112.97,112.97,0.0,0.0,113.44,113.44,113.44,0.0,0.0
2018-04-22,112.98,112.98,112.98,0.0,0.0,113.3,113.3,113.3,0.0,0.0,111.8,111.8,111.8,0.0,0.0,111.8,111.8,111.8,0.0,0.0
2018-04-29,113.68,113.68,113.68,0.0,0.0,114.71,114.71,114.71,0.0,0.0,113.68,113.68,113.68,0.0,0.0,114.17,114.17,114.17,0.0,0.0
2018-05-06,116.39,116.39,116.39,0.0,0.0,116.56,116.56,116.56,0.0,0.0,115.62,115.62,115.62,0.0,0.0,115.78,115.78,115.78,0.0,0.0
2018-05-13,117.43,117.43,117.43,0.0,0.0,117.8,117.8,117.8,0.0,0.0,117.34,117.34,117.34,0.0,0.0,117.63,117.63,117.63,0.0,0.0
2018-05-20,116.79,116.79,116.79,0.0,0.0,117.17,117.17,117.17,0.0,0.0,116.65,116.65,116.65,0.0,0.0,116.95,116.95,116.95,0.0,0.0
2018-05-27,118.64,118.64,118.64,0.0,0.0,118.95,118.95,118.95,0.0,0.0,118.15,118.15,118.15,0.0,0.0,118.94,118.94,118.94,0.0,0.0
2018-06-03,120.6,120.6,120.6,0.0,0.0,120.89,120.89,120.89,0.0,0.0,120.5,120.5,120.5,0.0,0.0,120.69,120.69,120.69,0.0,0.0
2018-06-10,120.6,120.6,120.6,0.0,0.0,121.62,121.62,121.62,0.0,0.0,120.4,120.4,120.4,0.0,0.0,121.62,121.62,121.62,0.0,0.0
2018-06-17,120.42,120.42,120.42,0.0,0.0,120.42,120.42,120.42,0.0,0.0,118.28,118.28,118.28,0.0,0.0,118.82,118.82,118.82,0.0,0.0
2018-06-24,117.27,117.27,117.27,0.0,0.0,118.38,118.38,118.38,0.0,0.0,116.97,116.97,116.97,0.0,0.0,118.38,118.38,118.38,0.0,0.0
2018-07-01,121.36,121.36,121.36,0.0,0.0,121.77,121.77,121.77,0.0,0.0,121.03,121.03,121.03,0.0,0.0,121.76,121.76,121.76,0.0,0.0
2018-07-08,121.3,121.3,121.3,0.0,0.0,121.5,121.5,121.5,0.0,0.0,120.13,120.13,120.13,0.0,0.0,120.58,120.58,120.58,0.0,0.0
2018-07-15,121.45,121.45,121.45,0.0,0.0,121.7,121.7,121.7,0.0,0.0,120.98,120.98,120.98,0.0,0.0,121.48,121.48,121.48,0.0,0.0
2018-07-22,119.69,119.69,119.69,0.0,0.0,119.75,119.75,119.75,0.0,0.0,118.51,118.51,118.51,0.0,0.0,118.59,118.59,118.59,0.0,0.0
2018-07-29,120.72,120.72,120.72,0.0,0.0,121.59,121.59,121.59,0.0,0.0,120.58,120.58,120.58,0.0,0.0,121.5,121.5,121.5,0.0,0.0
2018-08-05,121.64,121.64,121.64,0.0,0.0,121.79,121.79,121.79,0.0,0.0,120.43,120.43,120.43,0.0,0.0,120.81,120.81,120.81,0.0,0.0
2018-08-12,122.07,122.07,122.07,0.0,0.0,122.48,122.48,122.48,0.0,0.0,121.66,121.66,121.66,0.0,0.0,122.3,122.3,122.3,0.0,0.0
2018-08-19,124.5,124.5,124.5,0.0,0.0,125.1,125.1,125.1,0.0,0.0,124.47,124.47,124.47,0.0,0.0,124.66,124.66,124.66,0.0,0.0
2018-08-26,124.51,124.51,124.51,0.0,0.0,125.27,125.27,125.27,0.0,0.0,124.51,124.51,124.51,0.0,0.0,125.11,125.11,125.11,0.0,0.0
2018-09-02,123.92,123.92,123.92,0.0,0.0,124.14,124.14,124.14,0.0,0.0,123.52,123.52,123.52,0.0,0.0,123.78,123.78,123.78,0.0,0.0
2018-09-09,124.69,124.69,124.69,0.0,0.0,124.69,124.69,124.69,0.0,0.0,123.22,123.22,123.22,0.0,0.0,123.31,123.31,123.31,0.0,0.0
2018-09-16,123.69,123.69,123.69,0.0,0.0,123.79,123.79,123.79,0.0,0.0,122.92,122.92,122.92,0.0,0.0,123.38,123.38,123.38,0.0,0.0
2018-09-23,123.2,123.2,123.2,0.0,0.0,123.2,123.2,123.2,0.0,0.0,121.27,121.27,121.27,0.0,0.0,121.49,121.49,121.49,0.0,0.0
2018-09-30,118.19,118.19,118.19,0.0,0.0,118.59,118.59,118.59,0.0,0.0,117.13,117.13,117.13,0.0,0.0,118.06,118.06,118.06,0.0,0.0
2018-10-07,112.48,112.48,112.48,0.0,0.0,113.66,113.66,113.66,0.0,0.0,112.11,112.11,112.11,0.0,0.0,112.9,112.9,112.9,0.0,0.0
2018-10-14,112.65,112.65,112.65,0.0,0.0,112.76,112.76,112.76,0.0,0.0,111.64,111.64,111.64,0.0,0.0,111.98,111.98,111.98,0.0,0.0
2018-10-21,109.23,109.23,109.23,0.0,0.0,109.97,109.97,109.97,0.0,0.0,105.87,105.87,105.87,0.0,0.0,107.09,107.09,107.09,0.0,0.0
2018-10-28,112.5,112.5,112.5,0.0,0.0,113.06,113.06,113.06,0.0,0.0,111.64,111.64,111.64,0.0,0.0,112.47,112.47,112.47,0.0,0.0
2018-11-04,112.48,112.48,112.48,0.0,0.0,112.59,112.59,112.59,0.0,0.0,110.28,110.28,110.28,0.0,0.0,110.41,110.41,110.41,0.0,0.0
2018-11-11,111.03,111.03,111.03,0.0,0.0,111.15,111.15,111.15,0.0,0.0,108.49,108.49,108.49,0.0,0.0,108.77,108.77,108.77,0.0,0.0
2018-11-18,109.33,109.33,109.33,0.0,0.0,110.13,110.13,110.13,0.0,0.0,109.18,109.18,109.18,0.0,0.0,109.98,109.98,109.98,0.0,0.0
2018-11-25,113.8,113.8,113.8,0.0,0.0,113.94,113.94,113.94,0.0,0.0,112.26,112.26,112.26,0.0,0.0,113.51,113.51,113.51,0.0,0.0
2018-12-02,106.75,106.75,106.75,0.0,0.0,107.19,107.19,107.19,0.0,0.0,104.88,104.88,104.88,0.0,0.0,106.49,106.49,106.49,0.0,0.0
2018-12-09,104.04,104.04,104.04,0.0,0.0,104.44,104.44,104.44,0.0,0.0,101.39,101.39,101.39,0.0,0.0,101.82,101.82,101.82,0.0,0.0
2018-12-16,94.92,94.92,94.92,0.0,0.0,95.25,95.25,95.25,0.0,0.0,93.42,93.42,93.42,0.0,0.0,93.42,93.42,93.42,0.0,0.0
2018-12-23,99.41,99.41,99.41,0.0,0.0,99.81,99.81,99.81,0.0,0.0,98.31,98.31,98.31,0.0,0.0,99.81,99.81,99.81,0.0,0.0
2018-12-30,101.89,101.89,101.89,0.0,0.0,103.97,103.97,103.97,0.0,0.0,101.54,101.54,101.54,0.0,0.0,103.31,103.31,103.31,0.0,0.0
2019-01-06,105.75,105.75,105.75,0.0,0.0,106.21,106.21,106.21,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.55,105.55,105.55,0.0,0.0
2019-01-13,108.87,108.87,108.87,0.0,0.0,109.8,109.8,109.8,0.0,0.0,108.48,108.48,108.48,0.0,0.0,109.5,109.5,109.5,0.0,0.0
2019-01-20,108.72,108.72,108.72,0.0,0.0,109.42,109.42,109.42,0.0,0.0,108.48,108.48,108.48,0.0,0.0,109.3,109.3,109.3,0.0,0.0
2019-01-27,111.9,111.9,111.9,0.0,0.0,112.89,112.89,112.89,0.0,0.0,111.53,111.53,111.53,0.0,0.0,112.87,112.87,112.87,0.0,0.0
2019-02-03,112.89,112.89,112.89,0.0,0.0,113.17,113.17,113.17,0.0,0.0,112.46,112.46,112.46,0.0,0.0,113.15,113.15,113.15,0.0,0.0
2019-02-10,115.48,115.48,115.48,0.0,0.0,116.34,116.34,116.34,0.0,0.0,115.35,115.35,115.35,0.0,0.0,116.34,116.34,116.34,0.0,0.0
2019-02-17,118.07,118.07,118.07,0.0,0.0,118.33,118.33,118.33,0.0,0.0,117.41,117.41,117.41,0.0,0.0,117.49,117.49,117.49,0.0,0.0
2019-02-24,118.0,118.0,118.0,0.0,0.0,118.0,118.0,118.0,0.0,0.0,115.64,115.64,115.64,0.0,0.0,116.68,116.68,116.68,0.0,0.0
2019-03-03,113.84,113.84,113.84,0.0,0.0,115.29,115.29,115.29,0.0,0.0,113.75,113.75,113.75,0.0,0.0,115.28,115.28,115.28,0.0,0.0
2019-03-10,116.38,116.38,116.38,0.0,0.0,117.15,117.15,117.15,0.0,0.0,116.01,116.01,116.01,0.0,0.0,116.79,116.79,116.79,0.0,0.0
2019-03-17,113.42,113.42,113.42,0.0,0.0,114.29,114.29,114.29,0.0,0.0,112.62,112.62,112.62,0.0,0.0,113.68,113.68,113.68,0.0,0.0
2019-03-24,116.25,116.25,116.25,0.0,0.0,116.77,116.77,116.77,0.0,0.0,116.02,116.02,116.02,0.0,0.0,116.74,116.74,116.74,0.0,0.0
2019-03-31,118.02,118.02,118.02,0.0,0.0,118.26,118.26,118.26,0.0,0.0,117.46,117.46,117.46,0.0,0.0,118.26,118.26,118.26,0.0,0.0
2019-04-07,119.23,119.23,119.23,0.0,0.0,119.31,119.31,119.31,0.0,0.0,118.44,118.44,118.44,0.0,0.0,118.85,118.85,118.85,0.0,0.0
2019-04-14,117.46,117.46,117.46,0.0,0.0,117.74,117.74,117.74,0.0,0.0,117.18,117.18,117.18,0.0,0.0,117.59,117.59,117.59,0.0,0.0
2019-04-21,119.71,119.71,119.71,0.0,0.0,120.26,120.26,120.26,0.0,0.0,119.64,119.64,119.64,0.0,0.0,119.95,119.95,119.95,0.0,0.0
2019-04-28,118.7,118.7,118.7,0.0,0.0,120.76,120.76,120.76,0.0,0.0,118.56,118.56,118.56,0.0,0.0,120.57,120.57,120.57,0.0,0.0
2019-05-05,115.92,115.92,115.92,0.0,0.0,115.97,115.97,115.97,0.0,0.0,114.03,114.03,114.03,0.0,0.0,114.37,114.37,114.37,0.0,0.0
2019-05-12,115.17,115.17,115.17,0.0,0.0,115.71,115.71,115.71,0.0,0.0,114.75,114.75,114.75,0.0,0.0,114.98,114.98,114.98,0.0,0.0
2019-05-19,114.27,114.27,114.27,0.0,0.0,114.64,114.64,114.64,0.0,0.0,113.73,113.73,113.73,0.0,0.0,114.32,114.32,114.32,0.0,0.0
2019-05-26,111.39,111.39,111.39,0.0,0.0,112.08,112.08,112.08,0.0,0.0,110.76,110.76,110.76,0.0,0.0,111.3,111.3,111.3,0.0,0.0
2019-06-02,116.21,116.21,116.21,0.0,0.0,117.17,117.17,117.17,0.0,0.0,116.11,116.11,116.11,0.0,0.0,116.27,116.27,116.27,0.0,0.0
2019-06-09,115.99,115.99,115.99,0.0,0.0,116.66,116.66,116.66,0.0,0.0,115.93,115.93,115.93,0.0,0.0,116.18,116.18,116.18,0.0,0.0
2019-06-16,118.08,118.08,118.08,0.0,0.0,118.08,118.08,118.08,0.0,0.0,116.62,116.62,116.62,0.0,0.0,116.62,116.62,116.62,0.0,0.0
2019-06-23,120.07,120.07,120.07,0.0,0.0,120.31,120.31,120.31,0.0,0.0,118.73,118.73,118.73,0.0,0.0,119.27,119.27,119.27,0.0,0.0
2019-06-30,119.76,119.76,119.76,0.0,0.0,119.95,119.95,119.95,0.0,0.0,118.96,118.96,118.96,0.0,0.0,119.23,119.23,119.23,0.0,0.0
2019-07-07,120.89,120.89,120.89,0.0,0.0,120.89,120.89,120.89,0.0,0.0,119.89,119.89,119.89,0.0,0.0,120.2,120.2,120.2,0.0,0.0
2019-07-14,119.45,119.45,119.45,0.0,0.0,119.81,119.81,119.81,0.0,0.0,119.15,119.15,119.15,0.0,0.0,119.22,119.22,119.22,0.0,0.0
2019-07-21,121.74,121.74,121.74,0.0,0.0,121.84,121.84,121.84,0.0,0.0,120.57,120.57,120.57,0.0,0.0,120.99,120.99,120.99,0.0,0.0
2019-07-28,115.35,115.35,115.35,0.0,0.0,115.41,115.41,115.41,0.0,0.0,112.68,112.68,112.68,0.0,0.0,113.84,113.84,113.84,0.0,0.0
2019-08-04,116.1,116.1,116.1,0.0,0.0,116.1,116.1,116.1,0.0,0.0,114.76,114.76,114.76,0.0,0.0,115.01,115.01,115.01,0.0,0.0
2019-08-11,116.31,116.31,116.31,0.0,0.0,116.43,116.43,116.43,0.0,0.0,115.79,115.79,115.79,0.0,0.0,116.05,116.05,116.05,0.0,0.0
2019-08-18,114.24,114.24,114.24,0.0,0.0,114.5,114.5,114.5,0.0,0.0,113.29,113.29,113.29,0.0,0.0,114.18,114.18,114.18,0.0,0.0
2019-08-25,116.09,116.09,116.09,0.0,0.0,116.26,116.26,116.26,0.0,0.0,114.81,114.81,114.81,0.0,0.0,115.43,115.43,115.43,0.0,0.0
2019-09-01,117.19,117.19,117.19,0.0,0.0,117.24,117.24,117.24,0.0,0.0,116.34,116.34,116.34,0.0,0.0,117.11,117.11,117.11,0.0,0.0
2019-09-08,118.83,118.83,118.83,0.0,0.0,119.77,119.77,119.77,0.0,0.0,118.55,118.55,118.55,0.0,0.0,119.51,119.51,119.51,0.0,0.0
2019-09-15,118.09,118.09,118.09,0.0,0.0,118.86,118.86,118.86,0.0,0.0,118.07,118.07,118.07,0.0,0.0,118.45,118.45,118.45,0.0,0.0
2019-09-22,116.05,116.05,116.05,0.0,0.0,116.76,116.76,116.76,0.0,0.0,115.8,115.8,115.8,0.0,0.0,116.33,116.33,116.33,0.0,0.0
2019-09-29,114.8,114.8,114.8,0.0,0.0,115.61,115.61,115.61,0.0,0.0,114.43,114.43,114.43,0.0,0.0,114.88,114.88,114.88,0.0,0.0
2019-10-06,115.6,115.6,115.6,0.0,0.0,115.76,115.76,115.76,0.0,0.0,115.17,115.17,115.17,0.0,0.0,115.51,115.51,115.51,0.0,0.0
2019-10-13,117.41,117.41,117.41,0.0,0.0,117.9,117.9,117.9,0.0,0.0,117.28,117.28,117.28,0.0,0.0,117.46,117.46,117.46,0.0,0.0
2019-10-20,119.0,119.0,119.0,0.0,0.0,119.73,119.73,119.73,0.0,0.0,118.9,118.9,118.9,0.0,0.0,119.27,119.27,119.27,0.0,0.0
2019-10-27,121.06,121.06,121.06,0.0,0.0,121.34,121.34,121.34,0.0,0.0,120.43,120.43,120.43,0.0,0.0,120.75,120.75,120.75,0.0,0.0
2019-11-03,120.33,120.33,120.33,0.0,0.0,121.14,121.14,121.14,0.0,0.0,120.26,120.26,120.26,0.0,0.0,120.98,120.98,120.98,0.0,0.0
2019-11-10,121.66,121.66,121.66,0.0,0.0,121.9,121.9,121.9,0.0,0.0,121.42,121.42,121.42,0.0,0.0,121.75,121.75,121.75,0.0,0.0
2019-11-17,122.42,122.42,122.42,0.0,0.0,123.88,123.88,123.88,0.0,0.0,122.42,122.42,122.42,0.0,0.0,123.82,123.82,123.82,0.0,0.0
2019-11-24,124.19,124.19,124.19,0.0,0.0,124.19,124.19,124.19,0.0,0.0,122.61,122.61,122.61,0.0,0.0,122.68,122.68,122.68,0.0,0.0
2019-12-01,124.0,124.0,124.0,0.0,0.0,124.11,124.11,124.11,0.0,0.0,123.5,123.5,123.5,0.0,0.0,123.5,123.5,123.5,0.0,0.0
2019-12-08,124.92,124.92,124.92,0.0,0.0,125.57,125.57,125.57,0.0,0.0,124.83,124.83,124.83,0.0,0.0,125.04,125.04,125.04,0.0,0.0
2019-12-15,127.06,127.06,127.06,0.0,0.0,127.06,127.06,127.06,0.0,0.0,126.35,126.35,126.35,0.0,0.0,126.8,126.8,126.8,0.0,0.0
2019-12-22,126.32,126.32,126.32,0.0,0.0,126.39,126.39,126.39,0.0,0.0,125.15,125.15,125.15,0.0,0.0,125.67,125.67,125.67,0.0,0.0
2019-12-29,125.1,125.1,125.1,0.0,0.0,126.33,126.33,126.33,0.0,0.0,125.01,125.01,125.01,0.0,0.0,126.06,126.06,126.06,0.0,0.0
