Date,WisdomTree Barclays Interest Rate Hedge US Aggrega_Open_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_Open_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_Open_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_Open_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_High_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_High_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_High_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_High_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_Low_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_Low_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_Low_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_Low_change,WisdomTree Barclays Interest Rate Hedge US Aggrega_Close_average,WisdomTree Barclays Interest Rate Hedge US Aggrega_Close_max,WisdomTree Barclays Interest Rate Hedge US Aggrega_Close_volatility,WisdomTree Barclays Interest Rate Hedge US Aggrega_Close_change
2019-06-30,47.83,47.83,0.0,0.0,47.89,47.89,0.0,0.0,47.8,47.8,0.0,0.0,47.81,47.81,0.0,0.0
2019-07-07,47.84,47.84,0.0,0.0,47.87,47.87,0.0,0.0,47.75,47.75,0.0,0.0,47.83,47.83,0.0,0.0
2019-07-14,47.85,47.85,0.0,0.0,47.91,47.91,0.0,0.0,47.82,47.82,0.0,0.0,47.89,47.89,0.0,0.0
2019-07-21,47.98,47.98,0.0,0.0,47.98,47.98,0.0,0.0,47.84,47.84,0.0,0.0,47.84,47.84,0.0,0.0
2019-07-28,47.75,47.75,0.0,0.0,47.75,47.75,0.0,0.0,47.59,47.59,0.0,0.0,47.59,47.59,0.0,0.0
2019-08-04,47.72,47.72,0.0,0.0,47.74,47.74,0.0,0.0,47.61,47.61,0.0,0.0,47.7,47.7,0.0,0.0
2019-08-11,47.74,47.74,0.0,0.0,47.77,47.77,0.0,0.0,47.66,47.66,0.0,0.0,47.7,47.7,0.0,0.0
2019-08-18,47.68,47.68,0.0,0.0,47.81,47.81,0.0,0.0,47.68,47.68,0.0,0.0,47.78,47.78,0.0,0.0
2019-08-25,47.97,47.97,0.0,0.0,47.97,47.97,0.0,0.0,47.64,47.64,0.0,0.0,47.69,47.69,0.0,0.0
2019-09-01,47.74,47.74,0.0,0.0,47.79,47.79,0.0,0.0,47.73,47.73,0.0,0.0,47.77,47.77,0.0,0.0
2019-09-08,47.88,47.88,0.0,0.0,47.88,47.88,0.0,0.0,47.85,47.85,0.0,0.0,47.87,47.87,0.0,0.0
2019-09-15,47.88,47.88,0.0,0.0,47.97,47.97,0.0,0.0,47.88,47.88,0.0,0.0,47.88,47.88,0.0,0.0
2019-09-22,47.89,47.89,0.0,0.0,47.92,47.92,0.0,0.0,47.78,47.78,0.0,0.0,47.8,47.8,0.0,0.0
2019-09-29,47.86,47.86,0.0,0.0,47.86,47.86,0.0,0.0,47.59,47.59,0.0,0.0,47.59,47.59,0.0,0.0
2019-10-06,47.82,47.82,0.0,0.0,47.84,47.84,0.0,0.0,47.75,47.75,0.0,0.0,47.82,47.82,0.0,0.0
2019-10-13,47.8,47.8,0.0,0.0,47.91,47.91,0.0,0.0,47.8,47.8,0.0,0.0,47.88,47.88,0.0,0.0
2019-10-20,47.87,47.87,0.0,0.0,47.93,47.93,0.0,0.0,47.83,47.83,0.0,0.0,47.83,47.83,0.0,0.0
2019-10-27,48.22,48.22,0.0,0.0,48.22,48.22,0.0,0.0,47.76,47.76,0.0,0.0,47.94,47.94,0.0,0.0
2019-11-03,48.01,48.01,0.0,0.0,48.01,48.01,0.0,0.0,47.91,47.91,0.0,0.0,47.95,47.95,0.0,0.0
2019-11-10,47.94,47.94,0.0,0.0,48.05,48.05,0.0,0.0,47.94,47.94,0.0,0.0,48.03,48.03,0.0,0.0
2019-11-17,47.87,47.87,0.0,0.0,47.97,47.97,0.0,0.0,47.87,47.87,0.0,0.0,47.95,47.95,0.0,0.0
2019-11-24,47.94,47.94,0.0,0.0,48.07,48.07,0.0,0.0,47.88,47.88,0.0,0.0,47.98,47.98,0.0,0.0
2019-12-01,48.05,48.05,0.0,0.0,48.11,48.11,0.0,0.0,48.0,48.0,0.0,0.0,48.11,48.11,0.0,0.0
2019-12-08,48.1,48.1,0.0,0.0,48.19,48.19,0.0,0.0,48.1,48.1,0.0,0.0,48.13,48.13,0.0,0.0
2019-12-15,48.05,48.05,0.0,0.0,48.15,48.15,0.0,0.0,47.94,47.94,0.0,0.0,48.04,48.04,0.0,0.0
2019-12-22,48.1,48.1,0.0,0.0,48.16,48.16,0.0,0.0,48.09,48.09,0.0,0.0,48.15,48.15,0.0,0.0
2019-12-29,48.1,48.1,0.0,0.0,48.19,48.19,0.0,0.0,48.03,48.03,0.0,0.0,48.13,48.13,0.0,0.0
