Date,iShares MSCI South Africa_Open_average,iShares MSCI South Africa_Open_max,iShares MSCI South Africa_Open_min,iShares MSCI South Africa_Open_volatility,iShares MSCI South Africa_Open_change,iShares MSCI South Africa_High_average,iShares MSCI South Africa_High_max,iShares MSCI South Africa_High_min,iShares MSCI South Africa_High_volatility,iShares MSCI South Africa_High_change,iShares MSCI South Africa_Low_average,iShares MSCI South Africa_Low_max,iShares MSCI South Africa_Low_min,iShares MSCI South Africa_Low_volatility,iShares MSCI South Africa_Low_change,iShares MSCI South Africa_Close_average,iShares MSCI South Africa_Close_max,iShares MSCI South Africa_Close_min,iShares MSCI South Africa_Close_volatility,iShares MSCI South Africa_Close_change
2019-07-28,46.84,46.84,46.84,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2019-08-04,44.09,44.09,44.09,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-08-11,42.63,42.63,42.63,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2019-08-18,42.83,42.83,42.83,0.0,0.0,43.38,43.38,43.38,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2019-08-25,43.95,43.95,43.95,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.84,43.84,43.84,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2019-09-01,46.42,46.42,46.42,0.0,0.0,46.59,46.59,46.59,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-09-08,48.33,48.33,48.33,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2019-09-15,46.78,46.78,46.78,0.0,0.0,47.06,47.06,47.06,0.0,0.0,45.83,45.83,45.83,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2019-09-22,44.69,44.69,44.69,0.0,0.0,44.85,44.85,44.85,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-09-29,44.31,44.31,44.31,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2019-10-06,46.31,46.31,46.31,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-10-13,46.89,46.89,46.89,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2019-10-20,46.77,46.77,46.77,0.0,0.0,47.06,47.06,47.06,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2019-10-27,45.76,45.76,45.76,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.71,45.71,45.71,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2019-11-03,47.36,47.36,47.36,0.0,0.0,47.49,47.49,47.49,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2019-11-10,47.43,47.43,47.43,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2019-11-17,47.74,47.74,47.74,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-11-24,45.81,45.81,45.81,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-12-01,45.52,45.52,45.52,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-12-08,47.34,47.34,47.34,0.0,0.0,47.62,47.62,47.62,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2019-12-15,48.84,48.84,48.84,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-12-22,49.3,49.3,49.3,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-12-29,48.68,48.68,48.68,0.0,0.0,48.83,48.83,48.83,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.15,48.15,48.15,0.0,0.0
