Date,ProShares Ultra Utilities_Open_average,ProShares Ultra Utilities_Open_max,ProShares Ultra Utilities_Open_min,ProShares Ultra Utilities_Open_volatility,ProShares Ultra Utilities_Open_change,ProShares Ultra Utilities_High_average,ProShares Ultra Utilities_High_max,ProShares Ultra Utilities_High_min,ProShares Ultra Utilities_High_volatility,ProShares Ultra Utilities_High_change,ProShares Ultra Utilities_Low_average,ProShares Ultra Utilities_Low_max,ProShares Ultra Utilities_Low_min,ProShares Ultra Utilities_Low_volatility,ProShares Ultra Utilities_Low_change,ProShares Ultra Utilities_Close_average,ProShares Ultra Utilities_Close_max,ProShares Ultra Utilities_Close_min,ProShares Ultra Utilities_Close_volatility,ProShares Ultra Utilities_Close_change
2018-07-22,46.94,46.94,46.94,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.87,46.87,46.87,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2018-07-29,48.44,48.44,48.44,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2018-08-05,47.84,47.84,47.84,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-08-12,50.4,50.4,50.4,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2018-08-19,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2018-08-26,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2018-09-02,49.98,49.98,49.98,0.0,0.0,50.39,50.39,50.39,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2018-09-09,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2018-09-16,48.18,48.18,48.18,0.0,0.0,48.18,48.18,48.18,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-09-23,47.18,47.18,47.18,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2018-09-30,49.5,49.5,49.5,0.0,0.0,50.6,50.6,50.6,0.0,0.0,49.5,49.5,49.5,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2018-10-07,47.96,47.96,47.96,0.0,0.0,48.78,48.78,48.78,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-10-14,51.01,51.01,51.01,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2018-10-21,48.89,48.89,48.89,0.0,0.0,49.68,49.68,49.68,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2018-10-28,48.02,48.02,48.02,0.0,0.0,49.59,49.59,49.59,0.0,0.0,48.02,48.02,48.02,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2018-11-04,51.01,51.01,51.01,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2018-11-11,51.5,51.5,51.5,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2018-11-18,49.65,49.65,49.65,0.0,0.0,50.6,50.6,50.6,0.0,0.0,49.65,49.65,49.65,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2018-11-25,51.59,51.59,51.59,0.0,0.0,53.38,53.38,53.38,0.0,0.0,51.59,51.59,51.59,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2018-12-02,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0,52.24,52.24,52.24,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2018-12-09,54.26,54.26,54.26,0.0,0.0,54.35,54.35,54.35,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2018-12-16,48.14,48.14,48.14,0.0,0.0,48.14,48.14,48.14,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2018-12-23,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0,46.56,46.56,46.56,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2018-12-30,46.56,46.56,46.56,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-01-06,45.41,45.41,45.41,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2019-01-13,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2019-01-20,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2019-01-27,49.78,49.78,49.78,0.0,0.0,50.36,50.36,50.36,0.0,0.0,49.78,49.78,49.78,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-02-03,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.74,51.74,51.74,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2019-02-10,52.08,52.08,52.08,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-02-17,54.68,54.68,54.68,0.0,0.0,54.68,54.68,54.68,0.0,0.0,53.85,53.85,53.85,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2019-02-24,54.92,54.92,54.92,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2019-03-03,55.46,55.46,55.46,0.0,0.0,56.26,56.26,56.26,0.0,0.0,55.38,55.38,55.38,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2019-03-10,57.42,57.42,57.42,0.0,0.0,57.43,57.43,57.43,0.0,0.0,56.82,56.82,56.82,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2019-03-17,58.09,58.09,58.09,0.0,0.0,58.25,58.25,58.25,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2019-03-24,56.72,56.72,56.72,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-03-31,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-04-07,57.5,57.5,57.5,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2019-04-14,55.49,55.49,55.49,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2019-04-21,57.06,57.06,57.06,0.0,0.0,57.06,57.06,57.06,0.0,0.0,55.82,55.82,55.82,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2019-04-28,57.5,57.5,57.5,0.0,0.0,57.5,57.5,57.5,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-05-05,56.89,56.89,56.89,0.0,0.0,57.86,57.86,57.86,0.0,0.0,56.63,56.63,56.63,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2019-05-12,57.98,57.98,57.98,0.0,0.0,58.44,58.44,58.44,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2019-05-19,60.25,60.25,60.25,0.0,0.0,60.28,60.28,60.28,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2019-05-26,56.96,56.96,56.96,0.0,0.0,57.99,57.99,57.99,0.0,0.0,56.57,56.57,56.57,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-06-02,59.51,59.51,59.51,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2019-06-09,61.56,61.56,61.56,0.0,0.0,61.58,61.58,61.58,0.0,0.0,60.69,60.69,60.69,0.0,0.0,61.04,61.04,61.04,0.0,0.0
2019-06-16,62.81,62.81,62.81,0.0,0.0,63.11,63.11,63.11,0.0,0.0,62.67,62.67,62.67,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2019-06-23,60.04,60.04,60.04,0.0,0.0,60.08,60.08,60.08,0.0,0.0,58.8,58.8,58.8,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2019-06-30,62.32,62.32,62.32,0.0,0.0,62.32,62.32,62.32,0.0,0.0,61.94,61.94,61.94,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2019-07-07,61.66,61.66,61.66,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.62,61.62,61.62,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2019-07-14,60.51,60.51,60.51,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2019-07-21,60.42,60.42,60.42,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2019-07-28,60.21,60.21,60.21,0.0,0.0,60.76,60.76,60.76,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2019-08-04,61.31,61.31,61.31,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.01,61.01,61.01,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2019-08-11,62.15,62.15,62.15,0.0,0.0,63.79,63.79,63.79,0.0,0.0,62.15,62.15,62.15,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2019-08-18,63.23,63.23,63.23,0.0,0.0,64.18,64.18,64.18,0.0,0.0,62.99,62.99,62.99,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2019-08-25,65.17,65.17,65.17,0.0,0.0,65.26,65.26,65.26,0.0,0.0,65.14,65.14,65.14,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-09-01,65.6,65.6,65.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.99,64.99,64.99,0.0,0.0
2019-09-08,66.46,66.46,66.46,0.0,0.0,66.46,66.46,66.46,0.0,0.0,65.48,65.48,65.48,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2019-09-15,69.06,69.06,69.06,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2019-09-22,70.47,70.47,70.47,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.11,70.11,70.11,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2019-09-29,70.48,70.48,70.48,0.0,0.0,70.48,70.48,70.48,0.0,0.0,69.41,69.41,69.41,0.0,0.0,69.91,69.91,69.91,0.0,0.0
2019-10-06,68.71,68.71,68.71,0.0,0.0,68.75,68.75,68.75,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2019-10-13,68.56,68.56,68.56,0.0,0.0,68.7,68.7,68.7,0.0,0.0,67.92,67.92,67.92,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2019-10-20,67.66,67.66,67.66,0.0,0.0,68.05,68.05,68.05,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.95,66.95,66.95,0.0,0.0
2019-10-27,68.65,68.65,68.65,0.0,0.0,68.65,68.65,68.65,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.87,66.87,66.87,0.0,0.0
2019-11-03,63.5,63.5,63.5,0.0,0.0,63.5,63.5,63.5,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2019-11-10,66.01,66.01,66.01,0.0,0.0,66.75,66.75,66.75,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.57,65.57,65.57,0.0,0.0
2019-11-17,66.06,66.06,66.06,0.0,0.0,66.06,66.06,66.06,0.0,0.0,65.11,65.11,65.11,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2019-11-24,65.0,65.0,65.0,0.0,0.0,65.32,65.32,65.32,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2019-12-01,66.0,66.0,66.0,0.0,0.0,66.09,66.09,66.09,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-12-08,66.68,66.68,66.68,0.0,0.0,67.93,67.93,67.93,0.0,0.0,66.41,66.41,66.41,0.0,0.0,67.93,67.93,67.93,0.0,0.0
2019-12-15,70.14,70.14,70.14,0.0,0.0,70.14,70.14,70.14,0.0,0.0,68.26,68.26,68.26,0.0,0.0,68.42,68.42,68.42,0.0,0.0
2019-12-22,67.98,67.98,67.98,0.0,0.0,68.76,68.76,68.76,0.0,0.0,67.98,67.98,67.98,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2019-12-29,68.12,68.12,68.12,0.0,0.0,68.12,68.12,68.12,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.78,67.78,67.78,0.0,0.0
