Date,ProShares UltraPro Short NASDAQ Biotechnology_Open_average,ProShares UltraPro Short NASDAQ Biotechnology_Open_max,ProShares UltraPro Short NASDAQ Biotechnology_Open_min,ProShares UltraPro Short NASDAQ Biotechnology_Open_volatility,ProShares UltraPro Short NASDAQ Biotechnology_Open_change,ProShares UltraPro Short NASDAQ Biotechnology_High_average,ProShares UltraPro Short NASDAQ Biotechnology_High_max,ProShares UltraPro Short NASDAQ Biotechnology_High_min,ProShares UltraPro Short NASDAQ Biotechnology_High_volatility,ProShares UltraPro Short NASDAQ Biotechnology_High_change,ProShares UltraPro Short NASDAQ Biotechnology_Low_average,ProShares UltraPro Short NASDAQ Biotechnology_Low_max,ProShares UltraPro Short NASDAQ Biotechnology_Low_min,ProShares UltraPro Short NASDAQ Biotechnology_Low_volatility,ProShares UltraPro Short NASDAQ Biotechnology_Low_change,ProShares UltraPro Short NASDAQ Biotechnology_Close_average,ProShares UltraPro Short NASDAQ Biotechnology_Close_max,ProShares UltraPro Short NASDAQ Biotechnology_Close_min,ProShares UltraPro Short NASDAQ Biotechnology_Close_volatility,ProShares UltraPro Short NASDAQ Biotechnology_Close_change
2018-06-17,17.37,17.37,17.37,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.37,17.37,17.37,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2018-06-24,17.83,17.83,17.83,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.83,17.83,17.83,0.0,0.0
2018-07-01,14.99,14.99,14.99,0.0,0.0,15.13,15.13,15.13,0.0,0.0,14.91,14.91,14.91,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2018-07-08,14.36,14.36,14.36,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.66,14.66,14.66,0.0,0.0
2018-07-15,14.37,14.37,14.37,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2018-07-22,15.57,15.57,15.57,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.8,15.8,15.8,0.0,0.0
2018-07-29,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.7,14.7,14.7,0.0,0.0
2018-08-05,14.89,14.89,14.89,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.89,14.89,14.89,0.0,0.0
2018-08-12,14.78,14.78,14.78,0.0,0.0,15.13,15.13,15.13,0.0,0.0,14.78,14.78,14.78,0.0,0.0,15.02,15.02,15.02,0.0,0.0
2018-08-19,14.08,14.08,14.08,0.0,0.0,14.12,14.12,14.12,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2018-08-26,12.95,12.95,12.95,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2018-09-02,13.96,13.96,13.96,0.0,0.0,14.3,14.3,14.3,0.0,0.0,13.94,13.94,13.94,0.0,0.0,14.17,14.17,14.17,0.0,0.0
2018-09-09,14.62,14.62,14.62,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2018-09-16,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2018-09-23,12.69,12.69,12.69,0.0,0.0,13.18,13.18,13.18,0.0,0.0,12.53,12.53,12.53,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2018-09-30,14.64,14.64,14.64,0.0,0.0,15.38,15.38,15.38,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2018-10-07,16.92,16.92,16.92,0.0,0.0,17.2,17.2,17.2,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2018-10-14,16.81,16.81,16.81,0.0,0.0,17.47,17.47,17.47,0.0,0.0,16.81,16.81,16.81,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2018-10-21,19.15,19.15,19.15,0.0,0.0,21.25,21.25,21.25,0.0,0.0,18.56,18.56,18.56,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2018-10-28,17.31,17.31,17.31,0.0,0.0,17.75,17.75,17.75,0.0,0.0,16.87,16.87,16.87,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2018-11-04,17.75,17.75,17.75,0.0,0.0,18.92,18.92,18.92,0.0,0.0,17.75,17.75,17.75,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2018-11-11,19.05,19.05,19.05,0.0,0.0,20.03,20.03,20.03,0.0,0.0,18.8,18.8,18.8,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2018-11-18,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2018-11-25,15.37,15.37,15.37,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.72,15.72,15.72,0.0,0.0
2018-12-02,18.59,18.59,18.59,0.0,0.0,19.9,19.9,19.9,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2018-12-09,19.94,19.94,19.94,0.0,0.0,20.98,20.98,20.98,0.0,0.0,18.81,18.81,18.81,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2018-12-16,28.42,28.42,28.42,0.0,0.0,28.83,28.83,28.83,0.0,0.0,26.56,26.56,26.56,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-12-23,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2018-12-30,17.38,17.38,17.38,0.0,0.0,17.46,17.46,17.46,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-01-06,15.49,15.49,15.49,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2019-01-13,14.53,14.53,14.53,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2019-01-20,15.32,15.32,15.32,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-01-27,14.49,14.49,14.49,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.36,14.36,14.36,0.0,0.0
2019-02-03,15.4,15.4,15.4,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2019-02-10,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2019-02-17,13.69,13.69,13.69,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2019-02-24,12.15,12.15,12.15,0.0,0.0,13.21,13.21,13.21,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-03-03,14.6,14.6,14.6,0.0,0.0,14.6,14.6,14.6,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.86,13.86,13.86,0.0,0.0
2019-03-10,12.78,12.78,12.78,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-03-17,14.57,14.57,14.57,0.0,0.0,15.11,15.11,15.11,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2019-03-24,13.0,13.0,13.0,0.0,0.0,13.2,13.2,13.2,0.0,0.0,12.83,12.83,12.83,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2019-03-31,12.29,12.29,12.29,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2019-04-07,13.44,13.44,13.44,0.0,0.0,13.94,13.94,13.94,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.63,13.63,13.63,0.0,0.0
2019-04-14,15.79,15.79,15.79,0.0,0.0,16.25,16.25,16.25,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2019-04-21,14.5,14.5,14.5,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2019-04-28,15.03,15.03,15.03,0.0,0.0,15.03,15.03,15.03,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2019-05-05,16.44,16.44,16.44,0.0,0.0,17.25,17.25,17.25,0.0,0.0,16.33,16.33,16.33,0.0,0.0,17.22,17.22,17.22,0.0,0.0
2019-05-12,16.16,16.16,16.16,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2019-05-19,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.32,15.32,15.32,0.0,0.0,15.75,15.75,15.75,0.0,0.0
2019-05-26,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0,16.65,16.65,16.65,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2019-06-02,15.6,15.6,15.6,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2019-06-09,15.94,15.94,15.94,0.0,0.0,15.94,15.94,15.94,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2019-06-16,13.67,13.67,13.67,0.0,0.0,14.24,14.24,14.24,0.0,0.0,13.47,13.47,13.47,0.0,0.0,14.24,14.24,14.24,0.0,0.0
2019-06-23,12.69,12.69,12.69,0.0,0.0,13.26,13.26,13.26,0.0,0.0,12.65,12.65,12.65,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2019-06-30,13.5,13.5,13.5,0.0,0.0,14.12,14.12,14.12,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2019-07-07,14.67,14.67,14.67,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-07-14,14.67,14.67,14.67,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2019-07-21,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2019-07-28,15.31,15.31,15.31,0.0,0.0,16.14,16.14,16.14,0.0,0.0,15.31,15.31,15.31,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-08-04,14.73,14.73,14.73,0.0,0.0,15.16,15.16,15.16,0.0,0.0,14.59,14.59,14.59,0.0,0.0,15.08,15.08,15.08,0.0,0.0
2019-08-11,14.29,14.29,14.29,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2019-08-18,15.3,15.3,15.3,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.38,15.38,15.38,0.0,0.0
2019-08-25,15.3,15.3,15.3,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2019-09-01,15.96,15.96,15.96,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-09-08,14.4,14.4,14.4,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2019-09-15,14.27,14.27,14.27,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.62,14.62,14.62,0.0,0.0
2019-09-22,16.78,16.78,16.78,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.83,16.83,16.83,0.0,0.0
2019-09-29,16.98,16.98,16.98,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2019-10-06,16.34,16.34,16.34,0.0,0.0,16.46,16.46,16.46,0.0,0.0,15.88,15.88,15.88,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2019-10-13,15.07,15.07,15.07,0.0,0.0,15.19,15.19,15.19,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2019-10-20,13.92,13.92,13.92,0.0,0.0,13.92,13.92,13.92,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2019-10-27,12.18,12.18,12.18,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2019-11-03,12.28,12.28,12.28,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2019-11-10,11.78,11.78,11.78,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.86,11.86,11.86,0.0,0.0
2019-11-17,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.78,9.78,9.78,0.0,0.0
2019-11-24,9.5,9.5,9.5,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.43,9.43,9.43,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2019-12-01,9.25,9.25,9.25,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.49,9.49,9.49,0.0,0.0
2019-12-08,9.14,9.14,9.14,0.0,0.0,9.15,9.15,9.15,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.98,8.98,8.98,0.0,0.0
2019-12-15,8.86,8.86,8.86,0.0,0.0,8.92,8.92,8.92,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2019-12-22,8.9,8.9,8.9,0.0,0.0,9.37,9.37,9.37,0.0,0.0,8.9,8.9,8.9,0.0,0.0,9.29,9.29,9.29,0.0,0.0
2019-12-29,9.77,9.77,9.77,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.68,9.68,9.68,0.0,0.0
