Date,iShares Global Telecom_Open_average,iShares Global Telecom_Open_max,iShares Global Telecom_Open_min,iShares Global Telecom_Open_volatility,iShares Global Telecom_Open_change,iShares Global Telecom_High_average,iShares Global Telecom_High_max,iShares Global Telecom_High_min,iShares Global Telecom_High_volatility,iShares Global Telecom_High_change,iShares Global Telecom_Low_average,iShares Global Telecom_Low_max,iShares Global Telecom_Low_min,iShares Global Telecom_Low_volatility,iShares Global Telecom_Low_change,iShares Global Telecom_Close_average,iShares Global Telecom_Close_max,iShares Global Telecom_Close_min,iShares Global Telecom_Close_volatility,iShares Global Telecom_Close_change
2018-08-26,56.08,56.08,56.08,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2018-09-02,55.47,55.47,55.47,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2018-09-09,57.31,57.31,57.31,0.0,0.0,57.31,57.31,57.31,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2018-09-16,57.64,57.64,57.64,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2018-09-23,57.99,57.99,57.99,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.88,57.88,57.88,0.0,0.0
2018-09-30,56.96,56.96,56.96,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2018-10-07,55.19,55.19,55.19,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.45,54.45,54.45,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2018-10-14,55.42,55.42,55.42,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2018-10-21,52.59,52.59,52.59,0.0,0.0,53.55,53.55,53.55,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-10-28,54.6,54.6,54.6,0.0,0.0,54.6,54.6,54.6,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2018-11-04,53.85,53.85,53.85,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-11-11,53.39,53.39,53.39,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2018-11-18,52.18,52.18,52.18,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2018-11-25,54.47,54.47,54.47,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2018-12-02,53.52,53.52,53.52,0.0,0.0,53.9,53.9,53.9,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-12-09,52.93,52.93,52.93,0.0,0.0,53.3,53.3,53.3,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2018-12-16,50.16,50.16,50.16,0.0,0.0,50.5,50.5,50.5,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2018-12-23,50.34,50.34,50.34,0.0,0.0,50.67,50.67,50.67,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-12-30,50.9,50.9,50.9,0.0,0.0,52.1,52.1,52.1,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-01-06,52.93,52.93,52.93,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.73,52.73,52.73,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2019-01-13,53.9,53.9,53.9,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-01-20,53.45,53.45,53.45,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-01-27,54.68,54.68,54.68,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2019-02-03,53.9,53.9,53.9,0.0,0.0,54.37,54.37,54.37,0.0,0.0,53.81,53.81,53.81,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2019-02-10,54.77,54.77,54.77,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-02-17,54.94,54.94,54.94,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-02-24,55.16,55.16,55.16,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-03-03,54.84,54.84,54.84,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.72,54.72,54.72,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-03-10,56.51,56.51,56.51,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2019-03-17,56.92,56.92,56.92,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2019-03-24,56.34,56.34,56.34,0.0,0.0,56.35,56.35,56.35,0.0,0.0,55.98,55.98,55.98,0.0,0.0,56.28,56.28,56.28,0.0,0.0
2019-03-31,57.74,57.74,57.74,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-04-07,58.51,58.51,58.51,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.52,58.52,58.52,0.0,0.0
2019-04-14,59.04,59.04,59.04,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.84,58.84,58.84,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2019-04-21,59.7,59.7,59.7,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2019-04-28,58.92,58.92,58.92,0.0,0.0,59.29,59.29,59.29,0.0,0.0,58.84,58.84,58.84,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2019-05-05,58.1,58.1,58.1,0.0,0.0,58.3,58.3,58.3,0.0,0.0,57.28,57.28,57.28,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2019-05-12,57.65,57.65,57.65,0.0,0.0,58.14,58.14,58.14,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2019-05-19,57.25,57.25,57.25,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2019-05-26,55.95,55.95,55.95,0.0,0.0,56.05,56.05,56.05,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-06-02,56.28,56.28,56.28,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-06-09,56.8,56.8,56.8,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2019-06-16,57.37,57.37,57.37,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.52,57.52,57.52,0.0,0.0
2019-06-23,57.0,57.0,57.0,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.89,56.89,56.89,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-06-30,58.15,58.15,58.15,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2019-07-07,58.69,58.69,58.69,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.69,58.69,58.69,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-07-14,58.3,58.3,58.3,0.0,0.0,58.3,58.3,58.3,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2019-07-21,59.16,59.16,59.16,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2019-07-28,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2019-08-04,57.44,57.44,57.44,0.0,0.0,57.44,57.44,57.44,0.0,0.0,56.95,56.95,56.95,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2019-08-11,56.25,56.25,56.25,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-08-18,56.46,56.46,56.46,0.0,0.0,56.81,56.81,56.81,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2019-08-25,57.38,57.38,57.38,0.0,0.0,57.38,57.38,57.38,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2019-09-01,58.08,58.08,58.08,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.06,58.06,58.06,0.0,0.0,58.12,58.12,58.12,0.0,0.0
2019-09-08,59.08,59.08,59.08,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-09-15,58.78,58.78,58.78,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-09-22,57.76,57.76,57.76,0.0,0.0,57.76,57.76,57.76,0.0,0.0,56.75,56.75,56.75,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-09-29,56.8,56.8,56.8,0.0,0.0,57.31,57.31,57.31,0.0,0.0,56.72,56.72,56.72,0.0,0.0,57.31,57.31,57.31,0.0,0.0
2019-10-06,57.9,57.9,57.9,0.0,0.0,58.22,58.22,58.22,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2019-10-13,58.91,58.91,58.91,0.0,0.0,59.01,59.01,59.01,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2019-10-20,57.84,57.84,57.84,0.0,0.0,58.39,58.39,58.39,0.0,0.0,57.84,57.84,57.84,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2019-10-27,59.06,59.06,59.06,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-11-03,59.63,59.63,59.63,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2019-11-10,59.78,59.78,59.78,0.0,0.0,60.04,60.04,60.04,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2019-11-17,59.92,59.92,59.92,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2019-11-24,60.37,60.37,60.37,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2019-12-01,60.6,60.6,60.6,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2019-12-08,60.7,60.7,60.7,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-12-15,61.81,61.81,61.81,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2019-12-22,62.16,62.16,62.16,0.0,0.0,62.18,62.18,62.18,0.0,0.0,61.96,61.96,61.96,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2019-12-29,61.51,61.51,61.51,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.89,61.89,61.89,0.0,0.0
