Date,ProShares UltraShort Health Care_Open_average,ProShares UltraShort Health Care_Open_max,ProShares UltraShort Health Care_Open_min,ProShares UltraShort Health Care_Open_volatility,ProShares UltraShort Health Care_Open_change,ProShares UltraShort Health Care_High_average,ProShares UltraShort Health Care_High_max,ProShares UltraShort Health Care_High_min,ProShares UltraShort Health Care_High_volatility,ProShares UltraShort Health Care_High_change,ProShares UltraShort Health Care_Low_average,ProShares UltraShort Health Care_Low_max,ProShares UltraShort Health Care_Low_min,ProShares UltraShort Health Care_Low_volatility,ProShares UltraShort Health Care_Low_change,ProShares UltraShort Health Care_Close_average,ProShares UltraShort Health Care_Close_max,ProShares UltraShort Health Care_Close_min,ProShares UltraShort Health Care_Close_volatility,ProShares UltraShort Health Care_Close_change
2018-06-24,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2018-07-01,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2018-07-08,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-07-15,25.31,25.31,25.31,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-07-22,24.95,24.95,24.95,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-07-29,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-08-05,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2018-08-12,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-08-19,22.88,22.88,22.88,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-08-26,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-09-02,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2018-09-09,22.56,22.56,22.56,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-09-16,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-09-23,21.36,21.36,21.36,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-09-30,22.16,22.16,22.16,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2018-10-07,23.27,23.27,23.27,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2018-10-14,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-10-21,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-10-28,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-11-04,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-11-11,23.27,23.27,23.27,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-11-18,23.72,23.72,23.72,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2018-11-25,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2018-12-02,23.5,23.5,23.5,0.0,0.0,24.51,24.51,24.51,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2018-12-09,24.99,24.99,24.99,0.0,0.0,25.88,25.88,25.88,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2018-12-16,28.38,28.38,28.38,0.0,0.0,29.68,29.68,29.68,0.0,0.0,28.38,28.38,28.38,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-12-23,25.68,25.68,25.68,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2018-12-30,25.72,25.72,25.72,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2019-01-06,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-01-13,23.6,23.6,23.6,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2019-01-20,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-01-27,22.91,22.91,22.91,0.0,0.0,23.24,23.24,23.24,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2019-02-03,23.05,23.05,23.05,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-02-10,22.11,22.11,22.11,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-02-17,21.67,21.67,21.67,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2019-02-24,21.51,21.51,21.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2019-03-03,23.23,23.23,23.23,0.0,0.0,23.44,23.44,23.44,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2019-03-10,21.8,21.8,21.8,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2019-03-17,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2019-03-24,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-03-31,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-04-07,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2019-04-14,25.26,25.26,25.26,0.0,0.0,25.46,25.46,25.46,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-04-21,23.46,23.46,23.46,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2019-04-28,23.4,23.4,23.4,0.0,0.0,23.48,23.48,23.48,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-05-05,24.48,24.48,24.48,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-05-12,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-05-19,23.25,23.25,23.25,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-05-26,24.13,24.13,24.13,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-06-02,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2019-06-09,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-06-16,21.23,21.23,21.23,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2019-06-23,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2019-06-30,21.41,21.41,21.41,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2019-07-07,21.4,21.4,21.4,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2019-07-14,21.83,21.83,21.83,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-07-21,21.48,21.48,21.48,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-07-28,22.63,22.63,22.63,0.0,0.0,23.55,23.55,23.55,0.0,0.0,22.61,22.61,22.61,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-08-04,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-08-11,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-08-18,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-08-25,22.25,22.25,22.25,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2019-09-01,22.18,22.18,22.18,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2019-09-08,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2019-09-15,21.68,21.68,21.68,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2019-09-22,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2019-09-29,22.46,22.46,22.46,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2019-10-06,22.57,22.57,22.57,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2019-10-13,21.56,21.56,21.56,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2019-10-20,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2019-10-27,20.41,20.41,20.41,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-11-03,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-11-10,19.22,19.22,19.22,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2019-11-17,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2019-11-24,18.35,18.35,18.35,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2019-12-01,18.18,18.18,18.18,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2019-12-08,17.47,17.47,17.47,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2019-12-15,17.09,17.09,17.09,0.0,0.0,17.09,17.09,17.09,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2019-12-22,17.01,17.01,17.01,0.0,0.0,17.24,17.24,17.24,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2019-12-29,17.3,17.3,17.3,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.33,17.33,17.33,0.0,0.0
