Date,ProShares Ultra Real Estate_Open_average,ProShares Ultra Real Estate_Open_max,ProShares Ultra Real Estate_Open_min,ProShares Ultra Real Estate_Open_volatility,ProShares Ultra Real Estate_Open_change,ProShares Ultra Real Estate_High_average,ProShares Ultra Real Estate_High_max,ProShares Ultra Real Estate_High_min,ProShares Ultra Real Estate_High_volatility,ProShares Ultra Real Estate_High_change,ProShares Ultra Real Estate_Low_average,ProShares Ultra Real Estate_Low_max,ProShares Ultra Real Estate_Low_min,ProShares Ultra Real Estate_Low_volatility,ProShares Ultra Real Estate_Low_change,ProShares Ultra Real Estate_Close_average,ProShares Ultra Real Estate_Close_max,ProShares Ultra Real Estate_Close_min,ProShares Ultra Real Estate_Close_volatility,ProShares Ultra Real Estate_Close_change
2018-09-30,61.58,61.58,61.58,0.0,0.0,63.52,63.52,63.52,0.0,0.0,61.58,61.58,61.58,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2018-10-07,57.99,57.99,57.99,0.0,0.0,59.4,59.4,59.4,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2018-10-14,61.32,61.32,61.32,0.0,0.0,61.89,61.89,61.89,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2018-10-21,60.47,60.47,60.47,0.0,0.0,61.88,61.88,61.88,0.0,0.0,60.47,60.47,60.47,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2018-10-28,61.61,61.61,61.61,0.0,0.0,62.98,62.98,62.98,0.0,0.0,61.61,61.61,61.61,0.0,0.0,62.49,62.49,62.49,0.0,0.0
2018-11-04,64.58,64.58,64.58,0.0,0.0,66.0,66.0,66.0,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.91,64.91,64.91,0.0,0.0
2018-11-11,65.42,65.42,65.42,0.0,0.0,66.26,66.26,66.26,0.0,0.0,64.76,64.76,64.76,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-11-18,64.5,64.5,64.5,0.0,0.0,64.56,64.56,64.56,0.0,0.0,63.59,63.59,63.59,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2018-11-25,67.15,67.15,67.15,0.0,0.0,67.65,67.65,67.65,0.0,0.0,66.62,66.62,66.62,0.0,0.0,67.65,67.65,67.65,0.0,0.0
2018-12-02,67.28,67.28,67.28,0.0,0.0,67.28,67.28,67.28,0.0,0.0,64.75,64.75,64.75,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2018-12-09,64.64,64.64,64.64,0.0,0.0,64.64,64.64,64.64,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2018-12-16,56.56,56.56,56.56,0.0,0.0,56.56,56.56,56.56,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2018-12-23,56.1,56.1,56.1,0.0,0.0,56.1,56.1,56.1,0.0,0.0,54.35,54.35,54.35,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2018-12-30,55.81,55.81,55.81,0.0,0.0,57.36,57.36,57.36,0.0,0.0,55.62,55.62,55.62,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2019-01-06,60.03,60.03,60.03,0.0,0.0,60.58,60.58,60.58,0.0,0.0,59.75,59.75,59.75,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2019-01-13,63.06,63.06,63.06,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2019-01-20,64.5,64.5,64.5,0.0,0.0,66.13,66.13,66.13,0.0,0.0,64.49,64.49,64.49,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2019-01-27,68.27,68.27,68.27,0.0,0.0,69.5,69.5,69.5,0.0,0.0,67.49,67.49,67.49,0.0,0.0,69.49,69.49,69.49,0.0,0.0
2019-02-03,69.98,69.98,69.98,0.0,0.0,70.91,70.91,70.91,0.0,0.0,69.98,69.98,69.98,0.0,0.0,70.61,70.61,70.61,0.0,0.0
2019-02-10,71.06,71.06,71.06,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.05,71.05,71.05,0.0,0.0,71.73,71.73,71.73,0.0,0.0
2019-02-17,71.95,71.95,71.95,0.0,0.0,72.0,72.0,72.0,0.0,0.0,70.53,70.53,70.53,0.0,0.0,70.63,70.63,70.63,0.0,0.0
2019-02-24,70.26,70.26,70.26,0.0,0.0,70.54,70.54,70.54,0.0,0.0,69.04,69.04,69.04,0.0,0.0,70.45,70.45,70.45,0.0,0.0
2019-03-03,70.67,70.67,70.67,0.0,0.0,72.04,72.04,72.04,0.0,0.0,70.67,70.67,70.67,0.0,0.0,72.04,72.04,72.04,0.0,0.0
2019-03-10,73.35,73.35,73.35,0.0,0.0,73.56,73.56,73.56,0.0,0.0,71.87,71.87,71.87,0.0,0.0,72.54,72.54,72.54,0.0,0.0
2019-03-17,74.11,74.11,74.11,0.0,0.0,74.48,74.48,74.48,0.0,0.0,73.39,73.39,73.39,0.0,0.0,73.98,73.98,73.98,0.0,0.0
2019-03-24,76.24,76.24,76.24,0.0,0.0,76.24,76.24,76.24,0.0,0.0,74.35,74.35,74.35,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2019-03-31,77.5,77.5,77.5,0.0,0.0,77.5,77.5,77.5,0.0,0.0,76.35,76.35,76.35,0.0,0.0,76.67,76.67,76.67,0.0,0.0
2019-04-07,78.0,78.0,78.0,0.0,0.0,78.0,78.0,78.0,0.0,0.0,76.77,76.77,76.77,0.0,0.0,77.05,77.05,77.05,0.0,0.0
2019-04-14,72.63,72.63,72.63,0.0,0.0,73.26,73.26,73.26,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.87,71.87,71.87,0.0,0.0
2019-04-21,75.25,75.25,75.25,0.0,0.0,75.62,75.62,75.62,0.0,0.0,73.81,73.81,73.81,0.0,0.0,73.91,73.91,73.91,0.0,0.0
2019-04-28,75.64,75.64,75.64,0.0,0.0,76.38,76.38,76.38,0.0,0.0,75.31,75.31,75.31,0.0,0.0,76.13,76.13,76.13,0.0,0.0
2019-05-05,74.25,74.25,74.25,0.0,0.0,75.28,75.28,75.28,0.0,0.0,74.05,74.05,74.05,0.0,0.0,75.19,75.19,75.19,0.0,0.0
2019-05-12,76.45,76.45,76.45,0.0,0.0,76.45,76.45,76.45,0.0,0.0,74.22,74.22,74.22,0.0,0.0,74.75,74.75,74.75,0.0,0.0
2019-05-19,77.47,77.47,77.47,0.0,0.0,77.94,77.94,77.94,0.0,0.0,77.12,77.12,77.12,0.0,0.0,77.21,77.21,77.21,0.0,0.0
2019-05-26,75.32,75.32,75.32,0.0,0.0,75.93,75.93,75.93,0.0,0.0,74.53,74.53,74.53,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2019-06-02,79.15,79.15,79.15,0.0,0.0,79.15,79.15,79.15,0.0,0.0,77.91,77.91,77.91,0.0,0.0,78.36,78.36,78.36,0.0,0.0
2019-06-09,80.18,80.18,80.18,0.0,0.0,81.7,81.7,81.7,0.0,0.0,80.18,80.18,80.18,0.0,0.0,81.55,81.55,81.55,0.0,0.0
2019-06-16,81.2,81.2,81.2,0.0,0.0,81.46,81.46,81.46,0.0,0.0,79.9,79.9,79.9,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2019-06-23,77.6,77.6,77.6,0.0,0.0,77.6,77.6,77.6,0.0,0.0,75.17,75.17,75.17,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2019-06-30,80.52,80.52,80.52,0.0,0.0,81.34,81.34,81.34,0.0,0.0,80.52,80.52,80.52,0.0,0.0,81.08,81.08,81.08,0.0,0.0
2019-07-07,80.86,80.86,80.86,0.0,0.0,81.42,81.42,81.42,0.0,0.0,80.43,80.43,80.43,0.0,0.0,80.45,80.45,80.45,0.0,0.0
2019-07-14,76.52,76.52,76.52,0.0,0.0,77.25,77.25,77.25,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2019-07-21,79.36,79.36,79.36,0.0,0.0,79.97,79.97,79.97,0.0,0.0,79.02,79.02,79.02,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2019-07-28,79.54,79.54,79.54,0.0,0.0,79.54,79.54,79.54,0.0,0.0,75.59,75.59,75.59,0.0,0.0,77.18,77.18,77.18,0.0,0.0
2019-08-04,82.73,82.73,82.73,0.0,0.0,83.11,83.11,83.11,0.0,0.0,82.0,82.0,82.0,0.0,0.0,82.59,82.59,82.59,0.0,0.0
2019-08-11,83.99,83.99,83.99,0.0,0.0,84.86,84.86,84.86,0.0,0.0,83.56,83.56,83.56,0.0,0.0,84.58,84.58,84.58,0.0,0.0
2019-08-18,83.12,83.12,83.12,0.0,0.0,83.52,83.52,83.52,0.0,0.0,82.67,82.67,82.67,0.0,0.0,83.52,83.52,83.52,0.0,0.0
2019-08-25,84.85,84.85,84.85,0.0,0.0,85.13,85.13,85.13,0.0,0.0,84.18,84.18,84.18,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2019-09-01,86.98,86.98,86.98,0.0,0.0,86.98,86.98,86.98,0.0,0.0,85.77,85.77,85.77,0.0,0.0,85.81,85.81,85.81,0.0,0.0
2019-09-08,83.19,83.19,83.19,0.0,0.0,84.79,84.79,84.79,0.0,0.0,82.94,82.94,82.94,0.0,0.0,84.79,84.79,84.79,0.0,0.0
2019-09-15,87.0,87.0,87.0,0.0,0.0,87.47,87.47,87.47,0.0,0.0,86.57,86.57,86.57,0.0,0.0,86.92,86.92,86.92,0.0,0.0
2019-09-22,87.18,87.18,87.18,0.0,0.0,88.06,88.06,88.06,0.0,0.0,87.18,87.18,87.18,0.0,0.0,87.44,87.44,87.44,0.0,0.0
2019-09-29,86.82,86.82,86.82,0.0,0.0,88.08,88.08,88.08,0.0,0.0,86.82,86.82,86.82,0.0,0.0,87.23,87.23,87.23,0.0,0.0
2019-10-06,87.29,87.29,87.29,0.0,0.0,87.76,87.76,87.76,0.0,0.0,86.46,86.46,86.46,0.0,0.0,86.96,86.96,86.96,0.0,0.0
2019-10-13,89.9,89.9,89.9,0.0,0.0,90.9,90.9,90.9,0.0,0.0,89.55,89.55,89.55,0.0,0.0,90.9,90.9,90.9,0.0,0.0
2019-10-20,88.39,88.39,88.39,0.0,0.0,88.39,88.39,88.39,0.0,0.0,87.3,87.3,87.3,0.0,0.0,87.52,87.52,87.52,0.0,0.0
2019-10-27,88.67,88.67,88.67,0.0,0.0,88.67,88.67,88.67,0.0,0.0,87.15,87.15,87.15,0.0,0.0,87.15,87.15,87.15,0.0,0.0
2019-11-03,83.0,83.0,83.0,0.0,0.0,83.7,83.7,83.7,0.0,0.0,82.89,82.89,82.89,0.0,0.0,83.31,83.31,83.31,0.0,0.0
2019-11-10,85.78,85.78,85.78,0.0,0.0,87.18,87.18,87.18,0.0,0.0,85.78,85.78,85.78,0.0,0.0,86.52,86.52,86.52,0.0,0.0
2019-11-17,84.12,84.12,84.12,0.0,0.0,84.98,84.98,84.98,0.0,0.0,84.12,84.12,84.12,0.0,0.0,84.37,84.37,84.37,0.0,0.0
2019-11-24,86.11,86.11,86.11,0.0,0.0,86.11,86.11,86.11,0.0,0.0,83.87,83.87,83.87,0.0,0.0,83.87,83.87,83.87,0.0,0.0
2019-12-01,85.78,85.78,85.78,0.0,0.0,86.32,86.32,86.32,0.0,0.0,85.78,85.78,85.78,0.0,0.0,86.29,86.29,86.29,0.0,0.0
2019-12-08,81.8,81.8,81.8,0.0,0.0,83.0,83.0,83.0,0.0,0.0,80.97,80.97,80.97,0.0,0.0,82.65,82.65,82.65,0.0,0.0
2019-12-15,86.01,86.01,86.01,0.0,0.0,86.27,86.27,86.27,0.0,0.0,84.52,84.52,84.52,0.0,0.0,84.79,84.79,84.79,0.0,0.0
2019-12-22,85.63,85.63,85.63,0.0,0.0,86.13,86.13,86.13,0.0,0.0,85.26,85.26,85.26,0.0,0.0,86.13,86.13,86.13,0.0,0.0
2019-12-29,84.67,84.67,84.67,0.0,0.0,86.8,86.8,86.8,0.0,0.0,84.57,84.57,84.57,0.0,0.0,86.55,86.55,86.55,0.0,0.0
