Date,ProShares UltraShort Real EstateEtf_Open_average,ProShares UltraShort Real EstateEtf_Open_max,ProShares UltraShort Real EstateEtf_Open_min,ProShares UltraShort Real EstateEtf_Open_volatility,ProShares UltraShort Real EstateEtf_Open_change,ProShares UltraShort Real EstateEtf_High_average,ProShares UltraShort Real EstateEtf_High_max,ProShares UltraShort Real EstateEtf_High_min,ProShares UltraShort Real EstateEtf_High_volatility,ProShares UltraShort Real EstateEtf_High_change,ProShares UltraShort Real EstateEtf_Low_average,ProShares UltraShort Real EstateEtf_Low_max,ProShares UltraShort Real EstateEtf_Low_min,ProShares UltraShort Real EstateEtf_Low_volatility,ProShares UltraShort Real EstateEtf_Low_change,ProShares UltraShort Real EstateEtf_Close_average,ProShares UltraShort Real EstateEtf_Close_max,ProShares UltraShort Real EstateEtf_Close_min,ProShares UltraShort Real EstateEtf_Close_volatility,ProShares UltraShort Real EstateEtf_Close_change
2018-09-23,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-09-30,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-10-07,30.27,30.27,30.27,0.0,0.0,31.5,31.5,31.5,0.0,0.0,30.26,30.26,30.26,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-10-14,29.83,29.83,29.83,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2018-10-21,28.91,28.91,28.91,0.0,0.0,30.4,30.4,30.4,0.0,0.0,28.91,28.91,28.91,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-10-28,28.92,28.92,28.92,0.0,0.0,29.98,29.98,29.98,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-11-04,27.69,27.69,27.69,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-11-11,28.09,28.09,28.09,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-11-18,27.86,27.86,27.86,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-11-25,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-12-02,25.94,25.94,25.94,0.0,0.0,26.69,26.69,26.69,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2018-12-09,27.46,27.46,27.46,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2018-12-16,30.36,30.36,30.36,0.0,0.0,31.39,31.39,31.39,0.0,0.0,29.31,29.31,29.31,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-12-23,30.69,30.69,30.69,0.0,0.0,31.37,31.37,31.37,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-12-30,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,30.49,30.49,30.49,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-01-06,28.66,28.66,28.66,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2019-01-13,27.3,27.3,27.3,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2019-01-20,27.2,27.2,27.2,0.0,0.0,27.34,27.34,27.34,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-01-27,24.86,24.86,24.86,0.0,0.0,25.76,25.76,25.76,0.0,0.0,24.64,24.64,24.64,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-02-03,24.54,24.54,24.54,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2019-02-10,24.18,24.18,24.18,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-02-17,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-02-24,24.54,24.54,24.54,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-03-03,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-03-10,23.31,23.31,23.31,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2019-03-17,22.84,22.84,22.84,0.0,0.0,23.14,23.14,23.14,0.0,0.0,22.55,22.55,22.55,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-03-24,22.44,22.44,22.44,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2019-03-31,22.29,22.29,22.29,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-04-07,22.3,22.3,22.3,0.0,0.0,22.53,22.53,22.53,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-04-14,23.48,23.48,23.48,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2019-04-21,22.87,22.87,22.87,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2019-04-28,22.41,22.41,22.41,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2019-05-05,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2019-05-12,22.11,22.11,22.11,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-05-19,22.0,22.0,22.0,0.0,0.0,22.06,22.06,22.06,0.0,0.0,21.82,21.82,21.82,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-05-26,23.05,23.05,23.05,0.0,0.0,23.13,23.13,23.13,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2019-06-02,21.41,21.41,21.41,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2019-06-09,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2019-06-16,20.62,20.62,20.62,0.0,0.0,21.08,21.08,21.08,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2019-06-23,21.86,21.86,21.86,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2019-06-30,20.89,20.89,20.89,0.0,0.0,21.32,21.32,21.32,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.73,20.73,20.73,0.0,0.0
2019-07-07,20.75,20.75,20.75,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-07-14,21.06,21.06,21.06,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-07-21,21.39,21.39,21.39,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-07-28,20.99,20.99,20.99,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2019-08-04,20.05,20.05,20.05,0.0,0.0,20.4,20.4,20.4,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-08-11,20.26,20.26,20.26,0.0,0.0,20.35,20.35,20.35,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2019-08-18,19.68,19.68,19.68,0.0,0.0,20.31,20.31,20.31,0.0,0.0,19.44,19.44,19.44,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-08-25,19.6,19.6,19.6,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2019-09-01,19.07,19.07,19.07,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2019-09-08,19.63,19.63,19.63,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2019-09-15,19.06,19.06,19.06,0.0,0.0,19.17,19.17,19.17,0.0,0.0,18.98,18.98,18.98,0.0,0.0,19.13,19.13,19.13,0.0,0.0
2019-09-22,18.61,18.61,18.61,0.0,0.0,19.17,19.17,19.17,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2019-09-29,18.97,18.97,18.97,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2019-10-06,18.78,18.78,18.78,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2019-10-13,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2019-10-20,18.29,18.29,18.29,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2019-10-27,18.46,18.46,18.46,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-11-03,19.75,19.75,19.75,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-11-10,19.29,19.29,19.29,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2019-11-17,19.3,19.3,19.3,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2019-11-24,18.78,18.78,18.78,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2019-12-01,19.1,19.1,19.1,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.85,18.85,18.85,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2019-12-08,20.03,20.03,20.03,0.0,0.0,20.3,20.3,20.3,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-12-15,19.26,19.26,19.26,0.0,0.0,19.26,19.26,19.26,0.0,0.0,18.92,18.92,18.92,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2019-12-22,18.91,18.91,18.91,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2019-12-29,19.07,19.07,19.07,0.0,0.0,19.1,19.1,19.1,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.68,18.68,18.68,0.0,0.0
