Date,Schwab amental US Broad Market_Open_average,Schwab amental US Broad Market_Open_max,Schwab amental US Broad Market_Open_min,Schwab amental US Broad Market_Open_volatility,Schwab amental US Broad Market_Open_change,Schwab amental US Broad Market_High_average,Schwab amental US Broad Market_High_max,Schwab amental US Broad Market_High_min,Schwab amental US Broad Market_High_volatility,Schwab amental US Broad Market_High_change,Schwab amental US Broad Market_Low_average,Schwab amental US Broad Market_Low_max,Schwab amental US Broad Market_Low_min,Schwab amental US Broad Market_Low_volatility,Schwab amental US Broad Market_Low_change,Schwab amental US Broad Market_Close_average,Schwab amental US Broad Market_Close_max,Schwab amental US Broad Market_Close_min,Schwab amental US Broad Market_Close_volatility,Schwab amental US Broad Market_Close_change
2018-11-18,36.44,36.44,36.44,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-11-25,38.09,38.09,38.09,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2018-12-02,35.77,35.77,35.77,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-12-09,34.9,34.9,34.9,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-12-16,32.37,32.37,32.37,0.0,0.0,32.42,32.42,32.42,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-12-23,33.52,33.52,33.52,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2018-12-30,34.17,34.17,34.17,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-01-06,34.8,34.8,34.8,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-01-13,35.76,35.76,35.76,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2019-01-20,35.61,35.61,35.61,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2019-01-27,36.53,36.53,36.53,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-02-03,36.57,36.57,36.57,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2019-02-10,37.37,37.37,37.37,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-02-17,38.02,38.02,38.02,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-02-24,37.95,37.95,37.95,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-03-03,36.97,36.97,36.97,0.0,0.0,37.35,37.35,37.35,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2019-03-10,37.81,37.81,37.81,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-03-17,37.12,37.12,37.12,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-03-24,37.85,37.85,37.85,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-03-31,38.44,38.44,38.44,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-04-07,38.65,38.65,38.65,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-04-14,38.59,38.59,38.59,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-04-21,38.82,38.82,38.82,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-04-28,38.36,38.36,38.36,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2019-05-05,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-05-12,37.58,37.58,37.58,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2019-05-19,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-05-26,36.2,36.2,36.2,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2019-06-02,38.04,38.04,38.04,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-06-09,38.07,38.07,38.07,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-06-16,38.76,38.76,38.76,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-06-23,39.06,39.06,39.06,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2019-06-30,38.99,38.99,38.99,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-07-07,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-07-14,39.01,39.01,39.01,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-07-21,39.51,39.51,39.51,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2019-07-28,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2019-08-04,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-08-11,38.0,38.0,38.0,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-08-18,37.24,37.24,37.24,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-08-25,38.08,38.08,38.08,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-09-01,39.04,39.04,39.04,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-09-08,39.64,39.64,39.64,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-09-15,39.24,39.24,39.24,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2019-09-22,39.09,39.09,39.09,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-09-29,38.44,38.44,38.44,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-10-06,38.88,38.88,38.88,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2019-10-13,39.62,39.62,39.62,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-10-20,40.02,40.02,40.02,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-10-27,40.6,40.6,40.6,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2019-11-03,40.95,40.95,40.95,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2019-11-10,41.22,41.22,41.22,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-11-17,41.09,41.09,41.09,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2019-11-24,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-12-01,41.44,41.44,41.44,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-12-08,41.81,41.81,41.81,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2019-12-15,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-12-22,42.21,42.21,42.21,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.02,42.02,42.02,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2019-12-29,42.06,42.06,42.06,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.18,42.18,42.18,0.0,0.0
