Date,Nationwide Risk-Based International Equity_etf_Open_average,Nationwide Risk-Based International Equity_etf_Open_max,Nationwide Risk-Based International Equity_etf_Open_min,Nationwide Risk-Based International Equity_etf_Open_volatility,Nationwide Risk-Based International Equity_etf_Open_change,Nationwide Risk-Based International Equity_etf_High_average,Nationwide Risk-Based International Equity_etf_High_max,Nationwide Risk-Based International Equity_etf_High_min,Nationwide Risk-Based International Equity_etf_High_volatility,Nationwide Risk-Based International Equity_etf_High_change,Nationwide Risk-Based International Equity_etf_Low_average,Nationwide Risk-Based International Equity_etf_Low_max,Nationwide Risk-Based International Equity_etf_Low_min,Nationwide Risk-Based International Equity_etf_Low_volatility,Nationwide Risk-Based International Equity_etf_Low_change,Nationwide Risk-Based International Equity_etf_Close_average,Nationwide Risk-Based International Equity_etf_Close_max,Nationwide Risk-Based International Equity_etf_Close_min,Nationwide Risk-Based International Equity_etf_Close_volatility,Nationwide Risk-Based International Equity_etf_Close_change
2018-03-25,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2018-04-01,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-04-08,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2018-04-15,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-04-22,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2018-04-29,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2018-05-06,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2018-05-13,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2018-05-20,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-05-27,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2018-06-03,26.28,26.28,26.28,0.0,0.0,27.9,27.9,27.9,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-06-10,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-06-17,25.57,25.57,25.57,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-06-24,25.789,25.789,25.789,0.0,0.0,25.789,25.789,25.789,0.0,0.0,25.789,25.789,25.789,0.0,0.0,25.789,25.789,25.789,0.0,0.0
2018-07-01,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2018-07-08,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-07-15,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.195,26.195,26.195,0.0,0.0,26.195,26.195,26.195,0.0,0.0
2018-07-22,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-07-29,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-08-05,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2018-08-12,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2018-08-19,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2018-08-26,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-09-02,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-09-09,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2018-09-16,24.6,24.6,24.6,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-09-23,24.495,24.495,24.495,0.0,0.0,24.495,24.495,24.495,0.0,0.0,24.495,24.495,24.495,0.0,0.0,24.495,24.495,24.495,0.0,0.0
2018-09-30,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-10-07,24.71,24.71,24.71,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2018-10-14,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-10-21,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-10-28,23.805999999999997,23.805999999999997,23.805999999999997,0.0,0.0,23.805999999999997,23.805999999999997,23.805999999999997,0.0,0.0,23.805999999999997,23.805999999999997,23.805999999999997,0.0,0.0,23.805999999999997,23.805999999999997,23.805999999999997,0.0,0.0
2018-11-04,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-11-11,24.125,24.125,24.125,0.0,0.0,24.125,24.125,24.125,0.0,0.0,24.125,24.125,24.125,0.0,0.0,24.125,24.125,24.125,0.0,0.0
2018-11-18,24.015,24.015,24.015,0.0,0.0,24.015,24.015,24.015,0.0,0.0,24.015,24.015,24.015,0.0,0.0,24.015,24.015,24.015,0.0,0.0
2018-11-25,23.776,23.776,23.776,0.0,0.0,23.776,23.776,23.776,0.0,0.0,23.776,23.776,23.776,0.0,0.0,23.776,23.776,23.776,0.0,0.0
2018-12-02,23.518,23.518,23.518,0.0,0.0,23.518,23.518,23.518,0.0,0.0,23.518,23.518,23.518,0.0,0.0,23.518,23.518,23.518,0.0,0.0
2018-12-09,23.599,23.599,23.599,0.0,0.0,23.599,23.599,23.599,0.0,0.0,23.599,23.599,23.599,0.0,0.0,23.599,23.599,23.599,0.0,0.0
2018-12-16,23.014,23.014,23.014,0.0,0.0,23.014,23.014,23.014,0.0,0.0,23.014,23.014,23.014,0.0,0.0,23.014,23.014,23.014,0.0,0.0
2018-12-23,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.726999999999997,22.726999999999997,22.726999999999997,0.0,0.0,22.726999999999997,22.726999999999997,22.726999999999997,0.0,0.0
2018-12-30,23.08,23.08,23.08,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.314,23.314,23.314,0.0,0.0
2019-01-06,23.73,23.73,23.73,0.0,0.0,23.732,23.732,23.732,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.732,23.732,23.732,0.0,0.0
2019-01-13,23.994,23.994,23.994,0.0,0.0,23.994,23.994,23.994,0.0,0.0,23.994,23.994,23.994,0.0,0.0,23.994,23.994,23.994,0.0,0.0
2019-01-20,24.0,24.0,24.0,0.0,0.0,24.045,24.045,24.045,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.045,24.045,24.045,0.0,0.0
2019-01-27,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.256,24.256,24.256,0.0,0.0,24.256,24.256,24.256,0.0,0.0
2019-02-03,23.961,23.961,23.961,0.0,0.0,24.003,24.003,24.003,0.0,0.0,23.961,23.961,23.961,0.0,0.0,24.003,24.003,24.003,0.0,0.0
2019-02-10,24.391,24.391,24.391,0.0,0.0,24.491,24.491,24.491,0.0,0.0,24.391,24.391,24.391,0.0,0.0,24.491,24.491,24.491,0.0,0.0
2019-02-17,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-02-24,24.65,24.65,24.65,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-03-03,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-03-10,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-03-17,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-03-24,24.886,24.886,24.886,0.0,0.0,24.886,24.886,24.886,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-03-31,24.986,24.986,24.986,0.0,0.0,24.986,24.986,24.986,0.0,0.0,24.986,24.986,24.986,0.0,0.0,24.986,24.986,24.986,0.0,0.0
2019-04-07,24.928,24.928,24.928,0.0,0.0,24.928,24.928,24.928,0.0,0.0,24.928,24.928,24.928,0.0,0.0,24.928,24.928,24.928,0.0,0.0
2019-04-14,24.885,24.885,24.885,0.0,0.0,24.885,24.885,24.885,0.0,0.0,24.885,24.885,24.885,0.0,0.0,24.885,24.885,24.885,0.0,0.0
2019-04-21,24.8,24.8,24.8,0.0,0.0,24.826,24.826,24.826,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.826,24.826,24.826,0.0,0.0
2019-04-28,24.925,24.925,24.925,0.0,0.0,25.018,25.018,25.018,0.0,0.0,24.925,24.925,24.925,0.0,0.0,25.018,25.018,25.018,0.0,0.0
2019-05-05,24.708000000000002,24.708000000000002,24.708000000000002,0.0,0.0,24.708000000000002,24.708000000000002,24.708000000000002,0.0,0.0,24.708000000000002,24.708000000000002,24.708000000000002,0.0,0.0,24.708000000000002,24.708000000000002,24.708000000000002,0.0,0.0
2019-05-12,24.588,24.588,24.588,0.0,0.0,24.588,24.588,24.588,0.0,0.0,24.588,24.588,24.588,0.0,0.0,24.588,24.588,24.588,0.0,0.0
2019-05-19,24.721999999999998,24.721999999999998,24.721999999999998,0.0,0.0,24.721999999999998,24.721999999999998,24.721999999999998,0.0,0.0,24.721999999999998,24.721999999999998,24.721999999999998,0.0,0.0,24.721999999999998,24.721999999999998,24.721999999999998,0.0,0.0
2019-05-26,24.171999999999997,24.171999999999997,24.171999999999997,0.0,0.0,24.171999999999997,24.171999999999997,24.171999999999997,0.0,0.0,24.171999999999997,24.171999999999997,24.171999999999997,0.0,0.0,24.171999999999997,24.171999999999997,24.171999999999997,0.0,0.0
2019-06-02,24.988000000000003,24.988000000000003,24.988000000000003,0.0,0.0,24.988000000000003,24.988000000000003,24.988000000000003,0.0,0.0,24.988000000000003,24.988000000000003,24.988000000000003,0.0,0.0,24.988000000000003,24.988000000000003,24.988000000000003,0.0,0.0
2019-06-09,24.805999999999997,24.805999999999997,24.805999999999997,0.0,0.0,24.805999999999997,24.805999999999997,24.805999999999997,0.0,0.0,24.805999999999997,24.805999999999997,24.805999999999997,0.0,0.0,24.805999999999997,24.805999999999997,24.805999999999997,0.0,0.0
2019-06-16,25.144000000000002,25.144000000000002,25.144000000000002,0.0,0.0,25.144000000000002,25.144000000000002,25.144000000000002,0.0,0.0,25.144000000000002,25.144000000000002,25.144000000000002,0.0,0.0,25.144000000000002,25.144000000000002,25.144000000000002,0.0,0.0
2019-06-23,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-06-30,25.305999999999997,25.305999999999997,25.305999999999997,0.0,0.0,25.305999999999997,25.305999999999997,25.305999999999997,0.0,0.0,25.305999999999997,25.305999999999997,25.305999999999997,0.0,0.0,25.305999999999997,25.305999999999997,25.305999999999997,0.0,0.0
2019-07-07,25.259,25.259,25.259,0.0,0.0,25.259,25.259,25.259,0.0,0.0,25.259,25.259,25.259,0.0,0.0,25.259,25.259,25.259,0.0,0.0
2019-07-14,25.175,25.175,25.175,0.0,0.0,25.175,25.175,25.175,0.0,0.0,25.175,25.175,25.175,0.0,0.0,25.175,25.175,25.175,0.0,0.0
2019-07-21,25.083000000000002,25.083000000000002,25.083000000000002,0.0,0.0,25.083000000000002,25.083000000000002,25.083000000000002,0.0,0.0,25.083000000000002,25.083000000000002,25.083000000000002,0.0,0.0,25.083000000000002,25.083000000000002,25.083000000000002,0.0,0.0
2019-07-28,24.686999999999998,24.686999999999998,24.686999999999998,0.0,0.0,24.686999999999998,24.686999999999998,24.686999999999998,0.0,0.0,24.686999999999998,24.686999999999998,24.686999999999998,0.0,0.0,24.686999999999998,24.686999999999998,24.686999999999998,0.0,0.0
2019-08-04,24.621,24.621,24.621,0.0,0.0,24.621,24.621,24.621,0.0,0.0,24.621,24.621,24.621,0.0,0.0,24.621,24.621,24.621,0.0,0.0
2019-08-11,24.295,24.295,24.295,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.295,24.295,24.295,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-08-18,24.201999999999998,24.201999999999998,24.201999999999998,0.0,0.0,24.201999999999998,24.201999999999998,24.201999999999998,0.0,0.0,24.201999999999998,24.201999999999998,24.201999999999998,0.0,0.0,24.201999999999998,24.201999999999998,24.201999999999998,0.0,0.0
2019-08-25,24.673000000000002,24.673000000000002,24.673000000000002,0.0,0.0,24.673000000000002,24.673000000000002,24.673000000000002,0.0,0.0,24.673000000000002,24.673000000000002,24.673000000000002,0.0,0.0,24.673000000000002,24.673000000000002,24.673000000000002,0.0,0.0
2019-09-01,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-09-08,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-09-15,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-09-22,25.237,25.237,25.237,0.0,0.0,25.237,25.237,25.237,0.0,0.0,25.237,25.237,25.237,0.0,0.0,25.237,25.237,25.237,0.0,0.0
2019-09-29,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-10-06,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-10-13,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-10-20,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-10-27,25.961,25.961,25.961,0.0,0.0,25.961,25.961,25.961,0.0,0.0,25.961,25.961,25.961,0.0,0.0,25.961,25.961,25.961,0.0,0.0
2019-11-03,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-11-10,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-11-17,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.816999999999997,25.816999999999997,25.816999999999997,0.0,0.0,25.816999999999997,25.816999999999997,25.816999999999997,0.0,0.0
2019-11-24,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-12-01,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-12-08,26.241999999999997,26.241999999999997,26.241999999999997,0.0,0.0,26.241999999999997,26.241999999999997,26.241999999999997,0.0,0.0,26.241999999999997,26.241999999999997,26.241999999999997,0.0,0.0,26.241999999999997,26.241999999999997,26.241999999999997,0.0,0.0
2019-12-15,25.747,25.747,25.747,0.0,0.0,25.747,25.747,25.747,0.0,0.0,25.747,25.747,25.747,0.0,0.0,25.747,25.747,25.747,0.0,0.0
2019-12-22,25.921999999999997,25.921999999999997,25.921999999999997,0.0,0.0,25.921999999999997,25.921999999999997,25.921999999999997,0.0,0.0,25.921999999999997,25.921999999999997,25.921999999999997,0.0,0.0,25.921999999999997,25.921999999999997,25.921999999999997,0.0,0.0
2019-12-29,25.756,25.756,25.756,0.0,0.0,25.756,25.756,25.756,0.0,0.0,25.756,25.756,25.756,0.0,0.0,25.756,25.756,25.756,0.0,0.0
