Date,SPDR S&P Homebuilders_Open_average,SPDR S&P Homebuilders_Open_max,SPDR S&P Homebuilders_Open_min,SPDR S&P Homebuilders_Open_volatility,SPDR S&P Homebuilders_Open_change,SPDR S&P Homebuilders_High_average,SPDR S&P Homebuilders_High_max,SPDR S&P Homebuilders_High_min,SPDR S&P Homebuilders_High_volatility,SPDR S&P Homebuilders_High_change,SPDR S&P Homebuilders_Low_average,SPDR S&P Homebuilders_Low_max,SPDR S&P Homebuilders_Low_min,SPDR S&P Homebuilders_Low_volatility,SPDR S&P Homebuilders_Low_change,SPDR S&P Homebuilders_Close_average,SPDR S&P Homebuilders_Close_max,SPDR S&P Homebuilders_Close_min,SPDR S&P Homebuilders_Close_volatility,SPDR S&P Homebuilders_Close_change
2019-02-24,38.75,38.75,38.75,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-03-03,38.18,38.18,38.18,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-03-10,37.98,37.98,37.98,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.93,37.93,37.93,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-03-17,37.68,37.68,37.68,0.0,0.0,38.41,38.41,38.41,0.0,0.0,37.65,37.65,37.65,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-03-24,38.78,38.78,38.78,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2019-03-31,40.23,40.23,40.23,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-04-07,40.67,40.67,40.67,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-04-14,40.98,40.98,40.98,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2019-04-21,40.55,40.55,40.55,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-04-28,40.92,40.92,40.92,0.0,0.0,41.29,41.29,41.29,0.0,0.0,40.76,40.76,40.76,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-05-05,39.76,39.76,39.76,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2019-05-12,39.88,39.88,39.88,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-05-19,39.48,39.48,39.48,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-05-26,38.4,38.4,38.4,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-06-02,40.91,40.91,40.91,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-06-09,41.57,41.57,41.57,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-06-16,41.1,41.1,41.1,0.0,0.0,41.29,41.29,41.29,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2019-06-23,42.13,42.13,42.13,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.7,41.7,41.7,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-06-30,41.93,41.93,41.93,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2019-07-07,42.61,42.61,42.61,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-07-14,41.86,41.86,41.86,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2019-07-21,41.66,41.66,41.66,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-07-28,40.25,40.25,40.25,0.0,0.0,40.42,40.42,40.42,0.0,0.0,39.73,39.73,39.73,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2019-08-04,40.92,40.92,40.92,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-08-11,40.92,40.92,40.92,0.0,0.0,41.44,41.44,41.44,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2019-08-18,41.22,41.22,41.22,0.0,0.0,41.31,41.31,41.31,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-08-25,42.05,42.05,42.05,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2019-09-01,42.48,42.48,42.48,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-09-08,43.41,43.41,43.41,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-09-15,42.95,42.95,42.95,0.0,0.0,43.31,43.31,43.31,0.0,0.0,42.81,42.81,42.81,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-09-22,43.72,43.72,43.72,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.68,43.68,43.68,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-09-29,43.51,43.51,43.51,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2019-10-06,43.87,43.87,43.87,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.96,43.96,43.96,0.0,0.0
2019-10-13,45.57,45.57,45.57,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-10-20,46.15,46.15,46.15,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2019-10-27,46.34,46.34,46.34,0.0,0.0,46.44,46.44,46.44,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2019-11-03,45.03,45.03,45.03,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-11-10,45.69,45.69,45.69,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-11-17,45.35,45.35,45.35,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.73,45.73,45.73,0.0,0.0
2019-11-24,45.85,45.85,45.85,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2019-12-01,45.89,45.89,45.89,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-12-08,45.92,45.92,45.92,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2019-12-15,45.83,45.83,45.83,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2019-12-22,45.54,45.54,45.54,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-12-29,45.15,45.15,45.15,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.41,45.41,45.41,0.0,0.0
