Date,iShares MSCI ACWI ex USEtf_Open_average,iShares MSCI ACWI ex USEtf_Open_max,iShares MSCI ACWI ex USEtf_Open_min,iShares MSCI ACWI ex USEtf_Open_volatility,iShares MSCI ACWI ex USEtf_Open_change,iShares MSCI ACWI ex USEtf_High_average,iShares MSCI ACWI ex USEtf_High_max,iShares MSCI ACWI ex USEtf_High_min,iShares MSCI ACWI ex USEtf_High_volatility,iShares MSCI ACWI ex USEtf_High_change,iShares MSCI ACWI ex USEtf_Low_average,iShares MSCI ACWI ex USEtf_Low_max,iShares MSCI ACWI ex USEtf_Low_min,iShares MSCI ACWI ex USEtf_Low_volatility,iShares MSCI ACWI ex USEtf_Low_change,iShares MSCI ACWI ex USEtf_Close_average,iShares MSCI ACWI ex USEtf_Close_max,iShares MSCI ACWI ex USEtf_Close_min,iShares MSCI ACWI ex USEtf_Close_volatility,iShares MSCI ACWI ex USEtf_Close_change
2018-04-22,50.2,50.2,50.2,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-04-29,49.41,49.41,49.41,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-05-06,50.77,50.77,50.77,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2018-05-13,50.18,50.18,50.18,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-05-20,49.62,49.62,49.62,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2018-05-27,49.36,49.36,49.36,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-06-03,49.63,49.63,49.63,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2018-06-10,49.25,49.25,49.25,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2018-06-17,47.9,47.9,47.9,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-06-24,47.27,47.27,47.27,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-07-01,47.29,47.29,47.29,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-07-08,47.69,47.69,47.69,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-07-15,47.79,47.79,47.79,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.79,47.79,47.79,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-07-22,48.71,48.71,48.71,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2018-07-29,47.9,47.9,47.9,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-08-05,47.24,47.24,47.24,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-08-12,46.4,46.4,46.4,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2018-08-19,47.48,47.48,47.48,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2018-08-26,47.47,47.47,47.47,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2018-09-02,46.04,46.04,46.04,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.9,45.9,45.9,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2018-09-09,46.9,46.9,46.9,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2018-09-16,48.14,48.14,48.14,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2018-09-23,47.67,47.67,47.67,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2018-09-30,46.55,46.55,46.55,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2018-10-07,44.96,44.96,44.96,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2018-10-14,44.7,44.7,44.7,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2018-10-21,42.87,42.87,42.87,0.0,0.0,43.47,43.47,43.47,0.0,0.0,42.6,42.6,42.6,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2018-10-28,45.08,45.08,45.08,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-11-04,44.6,44.6,44.6,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2018-11-11,44.23,44.23,44.23,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2018-11-18,43.61,43.61,43.61,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2018-11-25,44.44,44.44,44.44,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2018-12-02,43.71,43.71,43.71,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2018-12-09,43.02,43.02,43.02,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2018-12-16,41.55,41.55,41.55,0.0,0.0,41.76,41.76,41.76,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2018-12-23,41.97,41.97,41.97,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2018-12-30,42.05,42.05,42.05,0.0,0.0,42.78,42.78,42.78,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2019-01-06,43.47,43.47,43.47,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2019-01-13,44.33,44.33,44.33,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.39,44.39,44.39,0.0,0.0
2019-01-20,44.51,44.51,44.51,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2019-01-27,45.07,45.07,45.07,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2019-02-03,44.46,44.46,44.46,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-02-10,45.24,45.24,45.24,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2019-02-17,45.87,45.87,45.87,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2019-02-24,46.12,46.12,46.12,0.0,0.0,46.19,46.19,46.19,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-03-03,44.98,44.98,44.98,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2019-03-10,46.27,46.27,46.27,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-03-17,46.28,46.28,46.28,0.0,0.0,46.37,46.37,46.37,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2019-03-24,46.31,46.31,46.31,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2019-03-31,47.23,47.23,47.23,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2019-04-07,47.5,47.5,47.5,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2019-04-14,47.66,47.66,47.66,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2019-04-21,47.27,47.27,47.27,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2019-04-28,47.44,47.44,47.44,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-05-05,46.02,46.02,46.02,0.0,0.0,46.34,46.34,46.34,0.0,0.0,45.67,45.67,45.67,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2019-05-12,45.53,45.53,45.53,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2019-05-19,45.44,45.44,45.44,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-05-26,44.64,44.64,44.64,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-06-02,46.06,46.06,46.06,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-06-09,46.06,46.06,46.06,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2019-06-16,46.62,46.62,46.62,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2019-06-23,46.85,46.85,46.85,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-06-30,47.03,47.03,47.03,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.75,46.75,46.75,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2019-07-07,46.84,46.84,46.84,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2019-07-14,46.95,46.95,46.95,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2019-07-21,46.78,46.78,46.78,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2019-07-28,45.4,45.4,45.4,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.21,45.21,45.21,0.0,0.0
2019-08-04,44.81,44.81,44.81,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-08-11,43.92,43.92,43.92,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2019-08-18,44.36,44.36,44.36,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-08-25,44.94,44.94,44.94,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-09-01,45.82,45.82,45.82,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2019-09-08,46.77,46.77,46.77,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-09-15,46.66,46.66,46.66,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-09-22,46.15,46.15,46.15,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-09-29,45.26,45.26,45.26,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-10-06,46.31,46.31,46.31,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-10-13,46.81,46.81,46.81,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2019-10-20,47.15,47.15,47.15,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2019-10-27,47.86,47.86,47.86,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-11-03,48.27,48.27,48.27,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-11-10,48.0,48.0,48.0,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-11-17,47.98,47.98,47.98,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-11-24,47.97,47.97,47.97,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2019-12-01,48.25,48.25,48.25,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2019-12-08,49.18,49.18,49.18,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2019-12-15,48.99,48.99,48.99,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-12-22,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-12-29,49.05,49.05,49.05,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.08,49.08,49.08,0.0,0.0
