Date,iShares MSCI EM ESG Optimized_etf_Open_average,iShares MSCI EM ESG Optimized_etf_Open_max,iShares MSCI EM ESG Optimized_etf_Open_min,iShares MSCI EM ESG Optimized_etf_Open_volatility,iShares MSCI EM ESG Optimized_etf_Open_change,iShares MSCI EM ESG Optimized_etf_High_average,iShares MSCI EM ESG Optimized_etf_High_max,iShares MSCI EM ESG Optimized_etf_High_min,iShares MSCI EM ESG Optimized_etf_High_volatility,iShares MSCI EM ESG Optimized_etf_High_change,iShares MSCI EM ESG Optimized_etf_Low_average,iShares MSCI EM ESG Optimized_etf_Low_max,iShares MSCI EM ESG Optimized_etf_Low_min,iShares MSCI EM ESG Optimized_etf_Low_volatility,iShares MSCI EM ESG Optimized_etf_Low_change,iShares MSCI EM ESG Optimized_etf_Close_average,iShares MSCI EM ESG Optimized_etf_Close_max,iShares MSCI EM ESG Optimized_etf_Close_min,iShares MSCI EM ESG Optimized_etf_Close_volatility,iShares MSCI EM ESG Optimized_etf_Close_change
2018-06-03,36.0,36.0,36.0,0.0,0.0,36.23,36.23,36.23,0.0,0.0,35.85,35.85,35.85,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-06-10,35.18,35.18,35.18,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-06-17,34.29,34.29,34.29,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2018-06-24,33.52,33.52,33.52,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2018-07-01,33.43,33.43,33.43,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2018-07-08,34.01,34.01,34.01,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-07-15,33.99,33.99,33.99,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2018-07-22,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2018-07-29,34.15,34.15,34.15,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-08-05,33.93,33.93,33.93,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2018-08-12,32.79,32.79,32.79,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.64,32.64,32.64,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2018-08-19,33.77,33.77,33.77,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-08-26,33.78,33.78,33.78,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-09-02,32.63,32.63,32.63,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-09-09,32.9,32.9,32.9,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-09-16,33.55,33.55,33.55,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2018-09-23,33.45,33.45,33.45,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-09-30,32.18,32.18,32.18,0.0,0.0,32.18,32.18,32.18,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-10-07,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-10-14,31.23,31.23,31.23,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-10-21,30.12,30.12,30.12,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-10-28,32.23,32.23,32.23,0.0,0.0,32.4,32.4,32.4,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-11-04,31.49,31.49,31.49,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-11-11,31.81,31.81,31.81,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-11-18,31.26,31.26,31.26,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2018-11-25,32.31,32.31,32.31,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2018-12-02,32.0,32.0,32.0,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2018-12-09,31.41,31.41,31.41,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-12-16,30.6,30.6,30.6,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-12-23,30.63,30.63,30.63,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-12-30,30.52,30.52,30.52,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.48,30.48,30.48,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-01-06,31.79,31.79,31.79,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-01-13,32.51,32.51,32.51,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-01-20,33.14,33.14,33.14,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2019-01-27,33.91,33.91,33.91,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-02-03,33.49,33.49,33.49,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-02-10,33.46,33.46,33.46,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2019-02-17,34.2,34.2,34.2,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-02-24,33.92,33.92,33.92,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-03-03,33.12,33.12,33.12,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-03-10,34.0,34.0,34.0,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-03-17,34.06,34.06,34.06,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-03-24,34.08,34.08,34.08,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-03-31,34.99,34.99,34.99,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.97,34.97,34.97,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-04-07,35.29,35.29,35.29,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-04-14,35.21,35.21,35.21,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2019-04-21,34.81,34.81,34.81,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-04-28,34.9,34.9,34.9,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2019-05-05,33.28,33.28,33.28,0.0,0.0,33.56,33.56,33.56,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-05-12,32.28,32.28,32.28,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-05-19,32.13,32.13,32.13,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-05-26,32.31,32.31,32.31,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-06-02,32.84,32.84,32.84,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-06-09,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-06-16,33.93,33.93,33.93,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-06-23,33.97,33.97,33.97,0.0,0.0,34.35,34.35,34.35,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-06-30,34.08,34.08,34.08,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-07-07,34.09,34.09,34.09,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-07-14,34.42,34.42,34.42,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-07-21,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-07-28,32.43,32.43,32.43,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-08-04,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-08-11,31.36,31.36,31.36,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-08-18,31.47,31.47,31.47,0.0,0.0,31.69,31.69,31.69,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-08-25,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2019-09-01,32.88,32.88,32.88,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-09-08,33.66,33.66,33.66,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-09-15,33.35,33.35,33.35,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-09-22,32.85,32.85,32.85,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2019-09-29,32.51,32.51,32.51,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2019-10-06,33.42,33.42,33.42,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2019-10-13,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-10-20,33.76,33.76,33.76,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-10-27,34.31,34.31,34.31,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-11-03,34.87,34.87,34.87,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-11-10,34.38,34.38,34.38,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-11-17,34.3,34.3,34.3,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2019-11-24,34.13,34.13,34.13,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2019-12-01,34.48,34.48,34.48,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-12-08,35.57,35.57,35.57,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-12-15,35.74,35.74,35.74,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-12-22,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.96,35.96,35.96,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2019-12-29,36.16,36.16,36.16,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.0,36.0,36.0,0.0,0.0
