Date,ProShares Ultra SmallCap600Etf_Open_average,ProShares Ultra SmallCap600Etf_Open_max,ProShares Ultra SmallCap600Etf_Open_min,ProShares Ultra SmallCap600Etf_Open_volatility,ProShares Ultra SmallCap600Etf_Open_change,ProShares Ultra SmallCap600Etf_High_average,ProShares Ultra SmallCap600Etf_High_max,ProShares Ultra SmallCap600Etf_High_min,ProShares Ultra SmallCap600Etf_High_volatility,ProShares Ultra SmallCap600Etf_High_change,ProShares Ultra SmallCap600Etf_Low_average,ProShares Ultra SmallCap600Etf_Low_max,ProShares Ultra SmallCap600Etf_Low_min,ProShares Ultra SmallCap600Etf_Low_volatility,ProShares Ultra SmallCap600Etf_Low_change,ProShares Ultra SmallCap600Etf_Close_average,ProShares Ultra SmallCap600Etf_Close_max,ProShares Ultra SmallCap600Etf_Close_min,ProShares Ultra SmallCap600Etf_Close_volatility,ProShares Ultra SmallCap600Etf_Close_change
2018-03-25,99.3,99.3,99.3,0.0,0.0,99.3,99.3,99.3,0.0,0.0,99.28,99.28,99.28,0.0,0.0,99.28,99.28,99.28,0.0,0.0
2018-04-01,99.21,99.21,99.21,0.0,0.0,99.59,99.59,99.59,0.0,0.0,97.84,97.84,97.84,0.0,0.0,98.1,98.1,98.1,0.0,0.0
2018-04-08,101.91,101.91,101.91,0.0,0.0,101.91,101.91,101.91,0.0,0.0,101.84,101.84,101.84,0.0,0.0,101.84,101.84,101.84,0.0,0.0
2018-04-15,104.38,104.38,104.38,0.0,0.0,104.38,104.38,104.38,0.0,0.0,103.37,103.37,103.37,0.0,0.0,103.37,103.37,103.37,0.0,0.0
2018-04-22,104.08,104.08,104.08,0.0,0.0,104.08,104.08,104.08,0.0,0.0,102.08,102.08,102.08,0.0,0.0,102.5,102.5,102.5,0.0,0.0
2018-04-29,101.52,101.52,101.52,0.0,0.0,101.52,101.52,101.52,0.0,0.0,100.57,100.57,100.57,0.0,0.0,100.57,100.57,100.57,0.0,0.0
2018-05-06,108.97,108.97,108.97,0.0,0.0,108.97,108.97,108.97,0.0,0.0,108.97,108.97,108.97,0.0,0.0,108.97,108.97,108.97,0.0,0.0
2018-05-13,112.37,112.37,112.37,0.0,0.0,112.58,112.58,112.58,0.0,0.0,112.37,112.37,112.37,0.0,0.0,112.58,112.58,112.58,0.0,0.0
2018-05-20,113.41,113.41,113.41,0.0,0.0,113.41,113.41,113.41,0.0,0.0,113.35,113.35,113.35,0.0,0.0,113.36,113.36,113.36,0.0,0.0
2018-05-27,114.33,114.33,114.33,0.0,0.0,115.69,115.69,115.69,0.0,0.0,114.33,114.33,114.33,0.0,0.0,115.66,115.66,115.66,0.0,0.0
2018-06-03,121.0,121.0,121.0,0.0,0.0,121.51,121.51,121.51,0.0,0.0,120.34,120.34,120.34,0.0,0.0,121.51,121.51,121.51,0.0,0.0
2018-06-10,120.46,120.46,120.46,0.0,0.0,120.47,120.47,120.47,0.0,0.0,120.46,120.46,120.46,0.0,0.0,120.47,120.47,120.47,0.0,0.0
2018-06-17,122.0,122.0,122.0,0.0,0.0,122.29,122.29,122.29,0.0,0.0,120.8,120.8,120.8,0.0,0.0,120.8,120.8,120.8,0.0,0.0
2018-06-24,117.3,117.3,117.3,0.0,0.0,117.57,117.57,117.57,0.0,0.0,116.35,116.35,116.35,0.0,0.0,116.35,116.35,116.35,0.0,0.0
2018-07-01,120.2,120.2,120.2,0.0,0.0,122.65,122.65,122.65,0.0,0.0,120.2,120.2,120.2,0.0,0.0,122.6,122.6,122.6,0.0,0.0
2018-07-08,121.19,121.19,121.19,0.0,0.0,122.61,122.61,122.61,0.0,0.0,121.19,121.19,121.19,0.0,0.0,122.47,122.47,122.47,0.0,0.0
2018-07-15,124.58,124.58,124.58,0.0,0.0,124.58,124.58,124.58,0.0,0.0,124.58,124.58,124.58,0.0,0.0,124.58,124.58,124.58,0.0,0.0
2018-07-22,121.37,121.37,121.37,0.0,0.0,121.37,121.37,121.37,0.0,0.0,121.37,121.37,121.37,0.0,0.0,121.37,121.37,121.37,0.0,0.0
2018-07-29,122.86,122.86,122.86,0.0,0.0,122.86,122.86,122.86,0.0,0.0,122.86,122.86,122.86,0.0,0.0,122.86,122.86,122.86,0.0,0.0
2018-08-05,125.66,125.66,125.66,0.0,0.0,126.14,126.14,126.14,0.0,0.0,125.66,125.66,125.66,0.0,0.0,125.84,125.84,125.84,0.0,0.0
2018-08-12,127.2,127.2,127.2,0.0,0.0,128.28,128.28,128.28,0.0,0.0,127.2,127.2,127.2,0.0,0.0,128.02,128.02,128.02,0.0,0.0
2018-08-19,131.49,131.49,131.49,0.0,0.0,132.0,132.0,132.0,0.0,0.0,131.49,131.49,131.49,0.0,0.0,131.97,131.97,131.97,0.0,0.0
2018-08-26,132.3,132.3,132.3,0.0,0.0,134.04,134.04,134.04,0.0,0.0,130.48,130.48,130.48,0.0,0.0,134.04,134.04,134.04,0.0,0.0
2018-09-02,130.5,130.5,130.5,0.0,0.0,130.95,130.95,130.95,0.0,0.0,130.5,130.5,130.5,0.0,0.0,130.92,130.92,130.92,0.0,0.0
2018-09-09,130.22,130.22,130.22,0.0,0.0,130.22,130.22,130.22,0.0,0.0,130.22,130.22,130.22,0.0,0.0,130.22,130.22,130.22,0.0,0.0
2018-09-16,129.03,129.03,129.03,0.0,0.0,129.03,129.03,129.03,0.0,0.0,129.03,129.03,129.03,0.0,0.0,129.03,129.03,129.03,0.0,0.0
2018-09-23,125.11,125.11,125.11,0.0,0.0,126.07,126.07,126.07,0.0,0.0,124.31,124.31,124.31,0.0,0.0,126.04,126.04,126.04,0.0,0.0
2018-09-30,116.81,116.81,116.81,0.0,0.0,116.81,116.81,116.81,0.0,0.0,116.81,116.81,116.81,0.0,0.0,116.81,116.81,116.81,0.0,0.0
2018-10-07,105.22,105.22,105.22,0.0,0.0,105.22,105.22,105.22,0.0,0.0,101.34,101.34,101.34,0.0,0.0,102.55,102.55,102.55,0.0,0.0
2018-10-14,110.43,110.43,110.43,0.0,0.0,110.43,110.43,110.43,0.0,0.0,108.98,108.98,108.98,0.0,0.0,109.22,109.22,109.22,0.0,0.0
2018-10-21,95.05,95.05,95.05,0.0,0.0,97.11,97.11,97.11,0.0,0.0,94.67,94.67,94.67,0.0,0.0,97.11,97.11,97.11,0.0,0.0
2018-10-28,104.8,104.8,104.8,0.0,0.0,104.8,104.8,104.8,0.0,0.0,103.78,103.78,103.78,0.0,0.0,104.5,104.5,104.5,0.0,0.0
2018-11-04,108.27,108.27,108.27,0.0,0.0,108.27,108.27,108.27,0.0,0.0,103.09,103.09,103.09,0.0,0.0,104.45,104.45,104.45,0.0,0.0
2018-11-11,100.44,100.44,100.44,0.0,0.0,100.96,100.96,100.96,0.0,0.0,100.44,100.44,100.44,0.0,0.0,100.96,100.96,100.96,0.0,0.0
2018-11-18,97.28,97.28,97.28,0.0,0.0,97.77,97.77,97.77,0.0,0.0,97.28,97.28,97.28,0.0,0.0,97.77,97.77,97.77,0.0,0.0
2018-11-25,100.3,100.3,100.3,0.0,0.0,101.4,101.4,101.4,0.0,0.0,100.3,100.3,100.3,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2018-12-02,90.53,90.53,90.53,0.0,0.0,90.93,90.93,90.93,0.0,0.0,90.01,90.01,90.01,0.0,0.0,90.01,90.01,90.01,0.0,0.0
2018-12-09,85.0,85.0,85.0,0.0,0.0,85.0,85.0,85.0,0.0,0.0,84.56,84.56,84.56,0.0,0.0,84.56,84.56,84.56,0.0,0.0
2018-12-16,75.04,75.04,75.04,0.0,0.0,75.09,75.09,75.09,0.0,0.0,71.64,71.64,71.64,0.0,0.0,71.64,71.64,71.64,0.0,0.0
2018-12-23,75.9,75.9,75.9,0.0,0.0,78.2,78.2,78.2,0.0,0.0,75.5,75.5,75.5,0.0,0.0,76.77,76.77,76.77,0.0,0.0
2018-12-30,79.03,79.03,79.03,0.0,0.0,80.84,80.84,80.84,0.0,0.0,79.03,79.03,79.03,0.0,0.0,80.84,80.84,80.84,0.0,0.0
2019-01-06,86.83,86.83,86.83,0.0,0.0,88.21,88.21,88.21,0.0,0.0,86.83,86.83,86.83,0.0,0.0,88.21,88.21,88.21,0.0,0.0
2019-01-13,91.8,91.8,91.8,0.0,0.0,93.25,93.25,93.25,0.0,0.0,91.35,91.35,91.35,0.0,0.0,92.69,92.69,92.69,0.0,0.0
2019-01-20,92.61,92.61,92.61,0.0,0.0,92.61,92.61,92.61,0.0,0.0,92.23,92.23,92.23,0.0,0.0,92.23,92.23,92.23,0.0,0.0
2019-01-27,94.81,94.81,94.81,0.0,0.0,94.87,94.87,94.87,0.0,0.0,93.99,93.99,93.99,0.0,0.0,94.32,94.32,94.32,0.0,0.0
2019-02-03,93.66,93.66,93.66,0.0,0.0,94.35,94.35,94.35,0.0,0.0,93.66,93.66,93.66,0.0,0.0,94.35,94.35,94.35,0.0,0.0
2019-02-10,102.39,102.39,102.39,0.0,0.0,102.57,102.57,102.57,0.0,0.0,102.38,102.38,102.38,0.0,0.0,102.57,102.57,102.57,0.0,0.0
2019-02-17,104.47,104.47,104.47,0.0,0.0,105.13,105.13,105.13,0.0,0.0,104.47,104.47,104.47,0.0,0.0,105.13,105.13,105.13,0.0,0.0
2019-02-24,103.49,103.49,103.49,0.0,0.0,103.49,103.49,103.49,0.0,0.0,103.49,103.49,103.49,0.0,0.0,103.49,103.49,103.49,0.0,0.0
2019-03-03,92.82,92.82,92.82,0.0,0.0,94.24,94.24,94.24,0.0,0.0,92.82,92.82,92.82,0.0,0.0,94.24,94.24,94.24,0.0,0.0
2019-03-10,96.79,96.79,96.79,0.0,0.0,96.79,96.79,96.79,0.0,0.0,96.64,96.64,96.64,0.0,0.0,96.64,96.64,96.64,0.0,0.0
2019-03-17,96.33,96.33,96.33,0.0,0.0,96.33,96.33,96.33,0.0,0.0,90.92,90.92,90.92,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2019-03-24,96.32,96.32,96.32,0.0,0.0,96.53,96.53,96.53,0.0,0.0,94.48,94.48,94.48,0.0,0.0,95.08,95.08,95.08,0.0,0.0
2019-03-31,99.61,99.61,99.61,0.0,0.0,100.62,100.62,100.62,0.0,0.0,99.43,99.43,99.43,0.0,0.0,100.41,100.41,100.41,0.0,0.0
2019-04-07,101.0,101.0,101.0,0.0,0.0,101.22,101.22,101.22,0.0,0.0,101.0,101.0,101.0,0.0,0.0,101.22,101.22,101.22,0.0,0.0
2019-04-14,99.54,99.54,99.54,0.0,0.0,99.54,99.54,99.54,0.0,0.0,99.54,99.54,99.54,0.0,0.0,99.54,99.54,99.54,0.0,0.0
2019-04-21,99.41,99.41,99.41,0.0,0.0,101.55,101.55,101.55,0.0,0.0,99.3,99.3,99.3,0.0,0.0,101.55,101.55,101.55,0.0,0.0
2019-04-28,102.75,102.75,102.75,0.0,0.0,104.95,104.95,104.95,0.0,0.0,102.25,102.25,102.25,0.0,0.0,104.95,104.95,104.95,0.0,0.0
2019-05-05,98.39,98.39,98.39,0.0,0.0,99.42,99.42,99.42,0.0,0.0,96.1,96.1,96.1,0.0,0.0,99.42,99.42,99.42,0.0,0.0
2019-05-12,93.74,93.74,93.74,0.0,0.0,93.74,93.74,93.74,0.0,0.0,93.74,93.74,93.74,0.0,0.0,93.74,93.74,93.74,0.0,0.0
2019-05-19,89.0,89.0,89.0,0.0,0.0,90.03,90.03,90.03,0.0,0.0,89.0,89.0,89.0,0.0,0.0,90.03,90.03,90.03,0.0,0.0
2019-05-26,85.3,85.3,85.3,0.0,0.0,85.3,85.3,85.3,0.0,0.0,84.35,84.35,84.35,0.0,0.0,84.35,84.35,84.35,0.0,0.0
2019-06-02,90.39,90.39,90.39,0.0,0.0,90.39,90.39,90.39,0.0,0.0,90.39,90.39,90.39,0.0,0.0,90.39,90.39,90.39,0.0,0.0
2019-06-09,91.32,91.32,91.32,0.0,0.0,91.32,91.32,91.32,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2019-06-16,93.97,93.97,93.97,0.0,0.0,94.61,94.61,94.61,0.0,0.0,93.54,93.54,93.54,0.0,0.0,93.54,93.54,93.54,0.0,0.0
2019-06-23,96.85,96.85,96.85,0.0,0.0,96.85,96.85,96.85,0.0,0.0,96.85,96.85,96.85,0.0,0.0,96.85,96.85,96.85,0.0,0.0
2019-06-30,95.37,95.37,95.37,0.0,0.0,97.57,97.57,97.57,0.0,0.0,95.37,95.37,95.37,0.0,0.0,97.57,97.57,97.57,0.0,0.0
2019-07-07,96.56,96.56,96.56,0.0,0.0,96.56,96.56,96.56,0.0,0.0,96.56,96.56,96.56,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2019-07-14,94.21,94.21,94.21,0.0,0.0,94.21,94.21,94.21,0.0,0.0,94.21,94.21,94.21,0.0,0.0,94.21,94.21,94.21,0.0,0.0
2019-07-21,97.45,97.45,97.45,0.0,0.0,98.37,98.37,98.37,0.0,0.0,97.45,97.45,97.45,0.0,0.0,98.37,98.37,98.37,0.0,0.0
2019-07-28,92.45,92.45,92.45,0.0,0.0,93.35,93.35,93.35,0.0,0.0,92.45,92.45,92.45,0.0,0.0,93.35,93.35,93.35,0.0,0.0
2019-08-04,92.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,0.0,0.0,91.84,91.84,91.84,0.0,0.0,91.84,91.84,91.84,0.0,0.0
2019-08-11,88.0,88.0,88.0,0.0,0.0,89.48,89.48,89.48,0.0,0.0,88.0,88.0,88.0,0.0,0.0,89.48,89.48,89.48,0.0,0.0
2019-08-18,84.66,84.66,84.66,0.0,0.0,84.66,84.66,84.66,0.0,0.0,84.62,84.62,84.62,0.0,0.0,84.62,84.62,84.62,0.0,0.0
2019-08-25,89.05,89.05,89.05,0.0,0.0,89.05,89.05,89.05,0.0,0.0,88.56,88.56,88.56,0.0,0.0,88.8,88.8,88.8,0.0,0.0
2019-09-01,91.11,91.11,91.11,0.0,0.0,91.11,91.11,91.11,0.0,0.0,91.11,91.11,91.11,0.0,0.0,91.11,91.11,91.11,0.0,0.0
2019-09-08,100.22,100.22,100.22,0.0,0.0,100.47,100.47,100.47,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.47,100.47,100.47,0.0,0.0
2019-09-15,97.99,97.99,97.99,0.0,0.0,97.99,97.99,97.99,0.0,0.0,97.63,97.63,97.63,0.0,0.0,97.63,97.63,97.63,0.0,0.0
2019-09-22,93.49,93.49,93.49,0.0,0.0,94.16,94.16,94.16,0.0,0.0,93.49,93.49,93.49,0.0,0.0,94.16,94.16,94.16,0.0,0.0
2019-09-29,91.07,91.07,91.07,0.0,0.0,91.07,91.07,91.07,0.0,0.0,91.07,91.07,91.07,0.0,0.0,91.07,91.07,91.07,0.0,0.0
2019-10-06,93.24,93.24,93.24,0.0,0.0,93.47,93.47,93.47,0.0,0.0,92.15,92.15,92.15,0.0,0.0,92.15,92.15,92.15,0.0,0.0
2019-10-13,95.03,95.03,95.03,0.0,0.0,95.03,95.03,95.03,0.0,0.0,95.03,95.03,95.03,0.0,0.0,95.03,95.03,95.03,0.0,0.0
2019-10-20,98.4,98.4,98.4,0.0,0.0,98.41,98.41,98.41,0.0,0.0,98.4,98.4,98.4,0.0,0.0,98.41,98.41,98.41,0.0,0.0
2019-10-27,100.9,100.9,100.9,0.0,0.0,100.91,100.91,100.91,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.78,100.78,100.78,0.0,0.0
2019-11-03,102.41,102.41,102.41,0.0,0.0,102.41,102.41,102.41,0.0,0.0,102.41,102.41,102.41,0.0,0.0,102.41,102.41,102.41,0.0,0.0
2019-11-10,101.31,101.31,101.31,0.0,0.0,101.31,101.31,101.31,0.0,0.0,101.15,101.15,101.15,0.0,0.0,101.25,101.25,101.25,0.0,0.0
2019-11-17,99.28,99.28,99.28,0.0,0.0,99.34,99.34,99.34,0.0,0.0,99.26,99.26,99.26,0.0,0.0,99.26,99.26,99.26,0.0,0.0
2019-11-24,105.28,105.28,105.28,0.0,0.0,105.28,105.28,105.28,0.0,0.0,103.92,103.92,103.92,0.0,0.0,103.92,103.92,103.92,0.0,0.0
2019-12-01,105.9,105.9,105.9,0.0,0.0,105.97,105.97,105.97,0.0,0.0,105.56,105.56,105.56,0.0,0.0,105.56,105.56,105.56,0.0,0.0
2019-12-08,107.54,107.54,107.54,0.0,0.0,107.54,107.54,107.54,0.0,0.0,105.52,105.52,105.52,0.0,0.0,105.52,105.52,105.52,0.0,0.0
2019-12-15,110.15,110.15,110.15,0.0,0.0,110.41,110.41,110.41,0.0,0.0,109.66,109.66,109.66,0.0,0.0,109.66,109.66,109.66,0.0,0.0
2019-12-22,109.05,109.05,109.05,0.0,0.0,109.72,109.72,109.72,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.99,108.99,108.99,0.0,0.0
2019-12-29,108.32,108.32,108.32,0.0,0.0,109.44,109.44,109.44,0.0,0.0,108.32,108.32,108.32,0.0,0.0,109.44,109.44,109.44,0.0,0.0
