Date,VictoryShares Dividend Accelerator_Open_average,VictoryShares Dividend Accelerator_Open_max,VictoryShares Dividend Accelerator_Open_min,VictoryShares Dividend Accelerator_Open_volatility,VictoryShares Dividend Accelerator_Open_change,VictoryShares Dividend Accelerator_High_average,VictoryShares Dividend Accelerator_High_max,VictoryShares Dividend Accelerator_High_min,VictoryShares Dividend Accelerator_High_volatility,VictoryShares Dividend Accelerator_High_change,VictoryShares Dividend Accelerator_Low_average,VictoryShares Dividend Accelerator_Low_max,VictoryShares Dividend Accelerator_Low_min,VictoryShares Dividend Accelerator_Low_volatility,VictoryShares Dividend Accelerator_Low_change,VictoryShares Dividend Accelerator_Close_average,VictoryShares Dividend Accelerator_Close_max,VictoryShares Dividend Accelerator_Close_min,VictoryShares Dividend Accelerator_Close_volatility,VictoryShares Dividend Accelerator_Close_change
2018-06-17,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2018-06-24,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-07-01,28.88,28.88,28.88,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-07-08,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2018-07-15,29.35,29.35,29.35,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2018-07-22,29.36,29.36,29.36,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-07-29,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-08-05,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2018-08-12,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2018-08-19,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-08-26,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-09-02,31.09,31.09,31.09,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2018-09-09,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-09-16,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-09-23,31.19,31.19,31.19,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-09-30,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2018-10-07,29.0,29.0,29.0,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.86,28.86,28.86,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2018-10-14,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2018-10-21,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2018-10-28,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-11-04,29.86,29.86,29.86,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2018-11-11,29.77,29.77,29.77,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-11-18,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-11-25,30.04,30.04,30.04,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-12-02,28.48,28.48,28.48,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2018-12-09,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2018-12-16,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-12-23,27.6,27.6,27.6,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-12-30,27.72,27.72,27.72,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-01-06,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-01-13,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2019-01-20,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-01-27,29.44,29.44,29.44,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-02-03,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-02-10,30.47,30.47,30.47,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-02-17,31.0,31.0,31.0,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-02-24,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-03-03,30.46,30.46,30.46,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-03-10,31.03,31.03,31.03,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-03-17,30.72,30.72,30.72,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-03-24,31.72,31.72,31.72,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-03-31,31.92,31.92,31.92,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-04-07,32.33,32.33,32.33,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-04-14,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-04-21,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-04-28,32.02,32.02,32.02,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-05-05,31.24,31.24,31.24,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-05-12,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-05-19,31.55,31.55,31.55,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-05-26,31.24,31.24,31.24,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2019-06-02,32.98,32.98,32.98,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-06-09,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2019-06-16,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2019-06-23,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-06-30,33.35,33.35,33.35,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-07-07,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-07-14,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-07-21,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-07-28,32.59,32.59,32.59,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-08-04,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-08-11,33.4,33.4,33.4,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-08-18,33.09,33.09,33.09,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-08-25,34.04,34.04,34.04,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-09-01,34.67,34.67,34.67,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-09-08,34.35,34.35,34.35,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-09-15,34.19,34.19,34.19,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-09-22,33.98,33.98,33.98,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-09-29,33.59,33.59,33.59,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-10-06,34.06,34.06,34.06,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-10-13,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-10-20,34.25,34.25,34.25,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-10-27,34.62,34.62,34.62,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-11-03,34.69,34.69,34.69,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-11-10,35.02,35.02,35.02,0.0,0.0,35.09,35.09,35.09,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-11-17,35.04,35.04,35.04,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2019-11-24,35.35,35.35,35.35,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-12-01,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-12-08,35.72,35.72,35.72,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-12-15,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-12-22,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2019-12-29,35.59,35.59,35.59,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.75,35.75,35.75,0.0,0.0
