Date,PowerShares DWA NASDAQ Momentum PortfolioEtf_Open_average,PowerShares DWA NASDAQ Momentum PortfolioEtf_Open_max,PowerShares DWA NASDAQ Momentum PortfolioEtf_Open_min,PowerShares DWA NASDAQ Momentum PortfolioEtf_Open_volatility,PowerShares DWA NASDAQ Momentum PortfolioEtf_Open_change,PowerShares DWA NASDAQ Momentum PortfolioEtf_High_average,PowerShares DWA NASDAQ Momentum PortfolioEtf_High_max,PowerShares DWA NASDAQ Momentum PortfolioEtf_High_min,PowerShares DWA NASDAQ Momentum PortfolioEtf_High_volatility,PowerShares DWA NASDAQ Momentum PortfolioEtf_High_change,PowerShares DWA NASDAQ Momentum PortfolioEtf_Low_average,PowerShares DWA NASDAQ Momentum PortfolioEtf_Low_max,PowerShares DWA NASDAQ Momentum PortfolioEtf_Low_min,PowerShares DWA NASDAQ Momentum PortfolioEtf_Low_volatility,PowerShares DWA NASDAQ Momentum PortfolioEtf_Low_change,PowerShares DWA NASDAQ Momentum PortfolioEtf_Close_average,PowerShares DWA NASDAQ Momentum PortfolioEtf_Close_max,PowerShares DWA NASDAQ Momentum PortfolioEtf_Close_min,PowerShares DWA NASDAQ Momentum PortfolioEtf_Close_volatility,PowerShares DWA NASDAQ Momentum PortfolioEtf_Close_change
2018-07-22,113.06,113.06,113.06,0.0,0.0,113.08,113.08,113.08,0.0,0.0,113.06,113.06,113.06,0.0,0.0,113.08,113.08,113.08,0.0,0.0
2018-07-29,112.84,112.84,112.84,0.0,0.0,112.84,112.84,112.84,0.0,0.0,112.06,112.06,112.06,0.0,0.0,112.06,112.06,112.06,0.0,0.0
2018-08-05,112.02,112.02,112.02,0.0,0.0,113.31,113.31,113.31,0.0,0.0,112.02,112.02,112.02,0.0,0.0,112.74,112.74,112.74,0.0,0.0
2018-08-12,111.08,111.08,111.08,0.0,0.0,111.84,111.84,111.84,0.0,0.0,111.01,111.01,111.01,0.0,0.0,111.84,111.84,111.84,0.0,0.0
2018-08-19,116.02,116.02,116.02,0.0,0.0,116.18,116.18,116.18,0.0,0.0,115.57,115.57,115.57,0.0,0.0,116.08,116.08,116.08,0.0,0.0
2018-08-26,118.43,118.43,118.43,0.0,0.0,118.73,118.73,118.73,0.0,0.0,118.35,118.35,118.35,0.0,0.0,118.73,118.73,118.73,0.0,0.0
2018-09-02,117.06,117.06,117.06,0.0,0.0,117.06,117.06,117.06,0.0,0.0,115.95,115.95,115.95,0.0,0.0,115.95,115.95,115.95,0.0,0.0
2018-09-09,116.65,116.65,116.65,0.0,0.0,117.81,117.81,117.81,0.0,0.0,116.65,116.65,116.65,0.0,0.0,117.15,117.15,117.15,0.0,0.0
2018-09-16,115.74,115.74,115.74,0.0,0.0,115.74,115.74,115.74,0.0,0.0,115.74,115.74,115.74,0.0,0.0,115.74,115.74,115.74,0.0,0.0
2018-09-23,116.72,116.72,116.72,0.0,0.0,117.24,117.24,117.24,0.0,0.0,116.72,116.72,116.72,0.0,0.0,117.07,117.07,117.07,0.0,0.0
2018-09-30,108.5,108.5,108.5,0.0,0.0,108.5,108.5,108.5,0.0,0.0,106.07,106.07,106.07,0.0,0.0,106.07,106.07,106.07,0.0,0.0
2018-10-07,101.42,101.42,101.42,0.0,0.0,102.44,102.44,102.44,0.0,0.0,99.82,99.82,99.82,0.0,0.0,100.43,100.43,100.43,0.0,0.0
2018-10-14,104.13,104.13,104.13,0.0,0.0,104.83,104.83,104.83,0.0,0.0,101.08,101.08,101.08,0.0,0.0,101.18,101.18,101.18,0.0,0.0
2018-10-21,95.05,95.05,95.05,0.0,0.0,96.86,96.86,96.86,0.0,0.0,94.78,94.78,94.78,0.0,0.0,95.54,95.54,95.54,0.0,0.0
2018-10-28,102.78,102.78,102.78,0.0,0.0,102.78,102.78,102.78,0.0,0.0,101.15,101.15,101.15,0.0,0.0,101.17,101.17,101.17,0.0,0.0
2018-11-04,102.03,102.03,102.03,0.0,0.0,102.03,102.03,102.03,0.0,0.0,99.67,99.67,99.67,0.0,0.0,99.67,99.67,99.67,0.0,0.0
2018-11-11,95.86,95.86,95.86,0.0,0.0,96.62,96.62,96.62,0.0,0.0,95.64,95.64,95.64,0.0,0.0,96.62,96.62,96.62,0.0,0.0
2018-11-18,93.48,93.48,93.48,0.0,0.0,93.48,93.48,93.48,0.0,0.0,93.48,93.48,93.48,0.0,0.0,93.48,93.48,93.48,0.0,0.0
2018-11-25,97.57,97.57,97.57,0.0,0.0,98.07,98.07,98.07,0.0,0.0,97.57,97.57,97.57,0.0,0.0,97.76,97.76,97.76,0.0,0.0
2018-12-02,94.13,94.13,94.13,0.0,0.0,94.13,94.13,94.13,0.0,0.0,92.07,92.07,92.07,0.0,0.0,92.07,92.07,92.07,0.0,0.0
2018-12-09,92.33,92.33,92.33,0.0,0.0,92.33,92.33,92.33,0.0,0.0,92.33,92.33,92.33,0.0,0.0,92.33,92.33,92.33,0.0,0.0
2018-12-16,83.01,83.01,83.01,0.0,0.0,83.83,83.83,83.83,0.0,0.0,81.06,81.06,81.06,0.0,0.0,81.06,81.06,81.06,0.0,0.0
2018-12-23,86.55,86.55,86.55,0.0,0.0,86.55,86.55,86.55,0.0,0.0,85.73,85.73,85.73,0.0,0.0,86.01,86.01,86.01,0.0,0.0
2018-12-30,86.95,86.95,86.95,0.0,0.0,88.21,88.21,88.21,0.0,0.0,86.95,86.95,86.95,0.0,0.0,88.21,88.21,88.21,0.0,0.0
2019-01-06,95.14,95.14,95.14,0.0,0.0,95.14,95.14,95.14,0.0,0.0,94.6,94.6,94.6,0.0,0.0,94.77,94.77,94.77,0.0,0.0
2019-01-13,97.31,97.31,97.31,0.0,0.0,98.34,98.34,98.34,0.0,0.0,97.31,97.31,97.31,0.0,0.0,98.17,98.17,98.17,0.0,0.0
2019-01-20,98.57,98.57,98.57,0.0,0.0,98.57,98.57,98.57,0.0,0.0,98.57,98.57,98.57,0.0,0.0,98.57,98.57,98.57,0.0,0.0
2019-01-27,100.03,100.03,100.03,0.0,0.0,100.59,100.59,100.59,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.59,100.59,100.59,0.0,0.0
2019-02-03,101.0,101.0,101.0,0.0,0.0,101.94,101.94,101.94,0.0,0.0,101.0,101.0,101.0,0.0,0.0,101.94,101.94,101.94,0.0,0.0
2019-02-10,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.04,106.04,106.04,0.0,0.0
2019-02-17,106.97,106.97,106.97,0.0,0.0,107.5,107.5,107.5,0.0,0.0,106.97,106.97,106.97,0.0,0.0,107.5,107.5,107.5,0.0,0.0
2019-02-24,109.62,109.62,109.62,0.0,0.0,109.62,109.62,109.62,0.0,0.0,109.62,109.62,109.62,0.0,0.0,109.62,109.62,109.62,0.0,0.0
2019-03-03,104.57,104.57,104.57,0.0,0.0,104.57,104.57,104.57,0.0,0.0,104.57,104.57,104.57,0.0,0.0,104.57,104.57,104.57,0.0,0.0
2019-03-10,111.0,111.0,111.0,0.0,0.0,111.59,111.59,111.59,0.0,0.0,111.0,111.0,111.0,0.0,0.0,111.25,111.25,111.25,0.0,0.0
2019-03-17,113.09,113.09,113.09,0.0,0.0,113.09,113.09,113.09,0.0,0.0,111.22,111.22,111.22,0.0,0.0,111.22,111.22,111.22,0.0,0.0
2019-03-24,109.81,109.81,109.81,0.0,0.0,110.11,110.11,110.11,0.0,0.0,109.51,109.51,109.51,0.0,0.0,109.58,109.58,109.58,0.0,0.0
2019-03-31,109.63,109.63,109.63,0.0,0.0,110.79,110.79,110.79,0.0,0.0,109.63,109.63,109.63,0.0,0.0,110.78,110.78,110.78,0.0,0.0
2019-04-07,111.58,111.58,111.58,0.0,0.0,111.58,111.58,111.58,0.0,0.0,111.57,111.57,111.57,0.0,0.0,111.57,111.57,111.57,0.0,0.0
2019-04-14,107.6,107.6,107.6,0.0,0.0,107.6,107.6,107.6,0.0,0.0,107.6,107.6,107.6,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2019-04-21,111.38,111.38,111.38,0.0,0.0,111.41,111.41,111.41,0.0,0.0,111.38,111.38,111.38,0.0,0.0,111.41,111.41,111.41,0.0,0.0
2019-04-28,113.59,113.59,113.59,0.0,0.0,113.59,113.59,113.59,0.0,0.0,113.59,113.59,113.59,0.0,0.0,113.59,113.59,113.59,0.0,0.0
2019-05-05,111.15,111.15,111.15,0.0,0.0,112.01,112.01,112.01,0.0,0.0,109.36,109.36,109.36,0.0,0.0,112.01,112.01,112.01,0.0,0.0
2019-05-12,112.64,112.64,112.64,0.0,0.0,113.7,113.7,113.7,0.0,0.0,112.64,112.64,112.64,0.0,0.0,113.5,113.5,113.5,0.0,0.0
2019-05-19,110.65,110.65,110.65,0.0,0.0,110.65,110.65,110.65,0.0,0.0,110.58,110.58,110.58,0.0,0.0,110.58,110.58,110.58,0.0,0.0
2019-05-26,109.02,109.02,109.02,0.0,0.0,109.02,109.02,109.02,0.0,0.0,109.02,109.02,109.02,0.0,0.0,109.02,109.02,109.02,0.0,0.0
2019-06-02,115.36,115.36,115.36,0.0,0.0,115.36,115.36,115.36,0.0,0.0,114.78,114.78,114.78,0.0,0.0,114.98,114.98,114.98,0.0,0.0
2019-06-09,115.81,115.81,115.81,0.0,0.0,115.81,115.81,115.81,0.0,0.0,114.93,114.93,114.93,0.0,0.0,115.0,115.0,115.0,0.0,0.0
2019-06-16,119.1,119.1,119.1,0.0,0.0,119.24,119.24,119.24,0.0,0.0,118.5,118.5,118.5,0.0,0.0,118.5,118.5,118.5,0.0,0.0
2019-06-23,117.61,117.61,117.61,0.0,0.0,118.19,118.19,118.19,0.0,0.0,117.52,117.52,117.52,0.0,0.0,118.11,118.11,118.11,0.0,0.0
2019-06-30,119.35,119.35,119.35,0.0,0.0,120.42,120.42,120.42,0.0,0.0,119.11,119.11,119.11,0.0,0.0,120.28,120.28,120.28,0.0,0.0
2019-07-07,121.6,121.6,121.6,0.0,0.0,121.92,121.92,121.92,0.0,0.0,121.25,121.25,121.25,0.0,0.0,121.92,121.92,121.92,0.0,0.0
2019-07-14,121.65,121.65,121.65,0.0,0.0,121.98,121.98,121.98,0.0,0.0,120.59,120.59,120.59,0.0,0.0,120.94,120.94,120.94,0.0,0.0
2019-07-21,122.01,122.01,122.01,0.0,0.0,123.06,123.06,123.06,0.0,0.0,122.01,122.01,122.01,0.0,0.0,122.9,122.9,122.9,0.0,0.0
2019-07-28,120.31,120.31,120.31,0.0,0.0,120.31,120.31,120.31,0.0,0.0,118.4,118.4,118.4,0.0,0.0,120.14,120.14,120.14,0.0,0.0
2019-08-04,118.38,118.38,118.38,0.0,0.0,120.46,120.46,120.46,0.0,0.0,118.38,118.38,118.38,0.0,0.0,120.43,120.43,120.43,0.0,0.0
2019-08-11,117.84,117.84,117.84,0.0,0.0,117.84,117.84,117.84,0.0,0.0,117.66,117.66,117.66,0.0,0.0,117.66,117.66,117.66,0.0,0.0
2019-08-18,119.0,119.0,119.0,0.0,0.0,119.0,119.0,119.0,0.0,0.0,119.0,119.0,119.0,0.0,0.0,119.0,119.0,119.0,0.0,0.0
2019-08-25,119.3,119.3,119.3,0.0,0.0,119.3,119.3,119.3,0.0,0.0,117.3,117.3,117.3,0.0,0.0,117.83,117.83,117.83,0.0,0.0
2019-09-01,117.23,117.23,117.23,0.0,0.0,118.13,118.13,118.13,0.0,0.0,117.23,117.23,117.23,0.0,0.0,117.39,117.39,117.39,0.0,0.0
2019-09-08,112.96,112.96,112.96,0.0,0.0,113.11,113.11,113.11,0.0,0.0,112.05,112.05,112.05,0.0,0.0,112.28,112.28,112.28,0.0,0.0
2019-09-15,114.3,114.3,114.3,0.0,0.0,114.39,114.39,114.39,0.0,0.0,113.49,113.49,113.49,0.0,0.0,114.39,114.39,114.39,0.0,0.0
2019-09-22,110.28,110.28,110.28,0.0,0.0,110.28,110.28,110.28,0.0,0.0,106.77,106.77,106.77,0.0,0.0,107.23,107.23,107.23,0.0,0.0
2019-09-29,106.47,106.47,106.47,0.0,0.0,107.56,107.56,107.56,0.0,0.0,106.47,106.47,106.47,0.0,0.0,107.56,107.56,107.56,0.0,0.0
2019-10-06,107.13,107.13,107.13,0.0,0.0,108.53,108.53,108.53,0.0,0.0,107.13,107.13,107.13,0.0,0.0,108.31,108.31,108.31,0.0,0.0
2019-10-13,108.34,108.34,108.34,0.0,0.0,108.34,108.34,108.34,0.0,0.0,108.34,108.34,108.34,0.0,0.0,108.34,108.34,108.34,0.0,0.0
2019-10-20,108.94,108.94,108.94,0.0,0.0,109.48,109.48,109.48,0.0,0.0,108.94,108.94,108.94,0.0,0.0,109.48,109.48,109.48,0.0,0.0
2019-10-27,109.79,109.79,109.79,0.0,0.0,110.07,110.07,110.07,0.0,0.0,109.71,109.71,109.71,0.0,0.0,109.71,109.71,109.71,0.0,0.0
2019-11-03,110.28,110.28,110.28,0.0,0.0,110.38,110.38,110.38,0.0,0.0,110.14,110.14,110.14,0.0,0.0,110.38,110.38,110.38,0.0,0.0
2019-11-10,111.4,111.4,111.4,0.0,0.0,111.63,111.63,111.63,0.0,0.0,111.4,111.4,111.4,0.0,0.0,111.63,111.63,111.63,0.0,0.0
2019-11-17,113.79,113.79,113.79,0.0,0.0,113.79,113.79,113.79,0.0,0.0,113.2,113.2,113.2,0.0,0.0,113.77,113.77,113.77,0.0,0.0
2019-11-24,117.91,117.91,117.91,0.0,0.0,118.52,118.52,118.52,0.0,0.0,117.84,117.84,117.84,0.0,0.0,118.52,118.52,118.52,0.0,0.0
2019-12-01,118.68,118.68,118.68,0.0,0.0,119.28,119.28,119.28,0.0,0.0,118.68,118.68,118.68,0.0,0.0,118.81,118.81,118.81,0.0,0.0
2019-12-08,119.35,119.35,119.35,0.0,0.0,119.35,119.35,119.35,0.0,0.0,118.74,118.74,118.74,0.0,0.0,119.18,119.18,119.18,0.0,0.0
2019-12-15,127.39,127.39,127.39,0.0,0.0,128.66,128.66,128.66,0.0,0.0,127.39,127.39,127.39,0.0,0.0,128.66,128.66,128.66,0.0,0.0
2019-12-22,129.1,129.1,129.1,0.0,0.0,129.42,129.42,129.42,0.0,0.0,129.02,129.02,129.02,0.0,0.0,129.36,129.36,129.36,0.0,0.0
2019-12-29,127.65,127.65,127.65,0.0,0.0,128.17,128.17,128.17,0.0,0.0,127.07,127.07,127.07,0.0,0.0,127.07,127.07,127.07,0.0,0.0
