Date,PowerShares S&P SmallCap Utilities_Open_average,PowerShares S&P SmallCap Utilities_Open_max,PowerShares S&P SmallCap Utilities_Open_min,PowerShares S&P SmallCap Utilities_Open_volatility,PowerShares S&P SmallCap Utilities_Open_change,PowerShares S&P SmallCap Utilities_High_average,PowerShares S&P SmallCap Utilities_High_max,PowerShares S&P SmallCap Utilities_High_min,PowerShares S&P SmallCap Utilities_High_volatility,PowerShares S&P SmallCap Utilities_High_change,PowerShares S&P SmallCap Utilities_Low_average,PowerShares S&P SmallCap Utilities_Low_max,PowerShares S&P SmallCap Utilities_Low_min,PowerShares S&P SmallCap Utilities_Low_volatility,PowerShares S&P SmallCap Utilities_Low_change,PowerShares S&P SmallCap Utilities_Close_average,PowerShares S&P SmallCap Utilities_Close_max,PowerShares S&P SmallCap Utilities_Close_min,PowerShares S&P SmallCap Utilities_Close_volatility,PowerShares S&P SmallCap Utilities_Close_change
2018-07-01,56.06,56.06,56.06,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2018-07-08,55.09,55.09,55.09,0.0,0.0,55.46,55.46,55.46,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2018-07-15,54.34,54.34,54.34,0.0,0.0,54.34,54.34,54.34,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2018-07-22,54.92,54.92,54.92,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-07-29,55.32,55.32,55.32,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2018-08-05,54.8,54.8,54.8,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2018-08-12,55.92,55.92,55.92,0.0,0.0,56.42,56.42,56.42,0.0,0.0,55.84,55.84,55.84,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2018-08-19,56.27,56.27,56.27,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2018-08-26,55.96,55.96,55.96,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-09-02,56.38,56.38,56.38,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2018-09-09,57.37,57.37,57.37,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2018-09-16,57.68,57.68,57.68,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2018-09-23,57.45,57.45,57.45,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.92,57.92,57.92,0.0,0.0
2018-09-30,57.74,57.74,57.74,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2018-10-07,55.96,55.96,55.96,0.0,0.0,55.96,55.96,55.96,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2018-10-14,56.23,56.23,56.23,0.0,0.0,57.32,57.32,57.32,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2018-10-21,55.48,55.48,55.48,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2018-10-28,56.18,56.18,56.18,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2018-11-04,56.66,56.66,56.66,0.0,0.0,56.87,56.87,56.87,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2018-11-11,55.32,55.32,55.32,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.32,55.32,55.32,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2018-11-18,55.64,55.64,55.64,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2018-11-25,56.11,56.11,56.11,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2018-12-02,53.47,53.47,53.47,0.0,0.0,54.41,54.41,54.41,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2018-12-09,53.51,53.51,53.51,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2018-12-16,50.7,50.7,50.7,0.0,0.0,50.91,50.91,50.91,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2018-12-23,48.86,48.86,48.86,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2018-12-30,48.88,48.88,48.88,0.0,0.0,50.01,50.01,50.01,0.0,0.0,48.88,48.88,48.88,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-01-06,51.33,51.33,51.33,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-01-13,52.04,52.04,52.04,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2019-01-20,52.2,52.2,52.2,0.0,0.0,52.43,52.43,52.43,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2019-01-27,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-02-03,52.17,52.17,52.17,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-02-10,53.11,53.11,53.11,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2019-02-17,53.52,53.52,53.52,0.0,0.0,54.26,54.26,54.26,0.0,0.0,53.52,53.52,53.52,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2019-02-24,53.48,53.48,53.48,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-03-03,52.75,52.75,52.75,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2019-03-10,53.77,53.77,53.77,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2019-03-17,54.08,54.08,54.08,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-03-24,53.79,53.79,53.79,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2019-03-31,53.87,53.87,53.87,0.0,0.0,54.43,54.43,54.43,0.0,0.0,53.87,53.87,53.87,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2019-04-07,54.15,54.15,54.15,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.78,53.78,53.78,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2019-04-14,53.19,53.19,53.19,0.0,0.0,53.19,53.19,53.19,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2019-04-21,52.41,52.41,52.41,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2019-04-28,52.27,52.27,52.27,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.27,52.27,52.27,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-05-05,52.66,52.66,52.66,0.0,0.0,53.17,53.17,53.17,0.0,0.0,52.66,52.66,52.66,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-05-12,52.67,52.67,52.67,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-05-19,51.58,51.58,51.58,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2019-05-26,50.16,50.16,50.16,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2019-06-02,51.93,51.93,51.93,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-06-09,51.98,51.98,51.98,0.0,0.0,52.24,52.24,52.24,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-06-16,52.26,52.26,52.26,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2019-06-23,51.14,51.14,51.14,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-06-30,51.6,51.6,51.6,0.0,0.0,52.54,52.54,52.54,0.0,0.0,51.6,51.6,51.6,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2019-07-07,52.27,52.27,52.27,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2019-07-14,52.5,52.5,52.5,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2019-07-21,52.91,52.91,52.91,0.0,0.0,53.35,53.35,53.35,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-07-28,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-08-04,52.3,52.3,52.3,0.0,0.0,52.3,52.3,52.3,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-08-11,50.78,50.78,50.78,0.0,0.0,51.71,51.71,51.71,0.0,0.0,50.78,50.78,50.78,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2019-08-18,51.92,51.92,51.92,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-08-25,52.87,52.87,52.87,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2019-09-01,53.51,53.51,53.51,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-09-08,55.3,55.3,55.3,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2019-09-15,53.86,53.86,53.86,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2019-09-22,53.46,53.46,53.46,0.0,0.0,53.57,53.57,53.57,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2019-09-29,51.05,51.05,51.05,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2019-10-06,51.35,51.35,51.35,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.35,51.35,51.35,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-10-13,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-10-20,52.92,52.92,52.92,0.0,0.0,53.02,53.02,53.02,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2019-10-27,53.1,53.1,53.1,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.96,52.96,52.96,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2019-11-03,51.43,51.43,51.43,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-11-10,50.32,50.32,50.32,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-11-17,50.46,50.46,50.46,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-11-24,50.96,50.96,50.96,0.0,0.0,51.31,51.31,51.31,0.0,0.0,50.96,50.96,50.96,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-12-01,51.08,51.08,51.08,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2019-12-08,51.04,51.04,51.04,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2019-12-15,53.15,53.15,53.15,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-12-22,52.68,52.68,52.68,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2019-12-29,52.31,52.31,52.31,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.69,52.69,52.69,0.0,0.0
