Date,Invesco S and P MidCap Value with MomentumEtf_Open_average,Invesco S and P MidCap Value with MomentumEtf_Open_max,Invesco S and P MidCap Value with MomentumEtf_Open_min,Invesco S and P MidCap Value with MomentumEtf_Open_volatility,Invesco S and P MidCap Value with MomentumEtf_Open_change,Invesco S and P MidCap Value with MomentumEtf_High_average,Invesco S and P MidCap Value with MomentumEtf_High_max,Invesco S and P MidCap Value with MomentumEtf_High_min,Invesco S and P MidCap Value with MomentumEtf_High_volatility,Invesco S and P MidCap Value with MomentumEtf_High_change,Invesco S and P MidCap Value with MomentumEtf_Low_average,Invesco S and P MidCap Value with MomentumEtf_Low_max,Invesco S and P MidCap Value with MomentumEtf_Low_min,Invesco S and P MidCap Value with MomentumEtf_Low_volatility,Invesco S and P MidCap Value with MomentumEtf_Low_change,Invesco S and P MidCap Value with MomentumEtf_Close_average,Invesco S and P MidCap Value with MomentumEtf_Close_max,Invesco S and P MidCap Value with MomentumEtf_Close_min,Invesco S and P MidCap Value with MomentumEtf_Close_volatility,Invesco S and P MidCap Value with MomentumEtf_Close_change
2019-01-06,29.03,29.03,29.03,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-01-13,29.68,29.68,29.68,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-01-20,29.85,29.85,29.85,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-01-27,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-02-03,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-02-10,30.97,30.97,30.97,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-02-17,31.44,31.44,31.44,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-02-24,31.4,31.4,31.4,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-03-03,30.82,30.82,30.82,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-03-10,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-03-17,31.25,31.25,31.25,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-03-24,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2019-03-31,32.0,32.0,32.0,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-04-07,32.27,32.27,32.27,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-04-14,31.99,31.99,31.99,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-04-21,32.07,32.07,32.07,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-04-28,32.29,32.29,32.29,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2019-05-05,31.7,31.7,31.7,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-05-12,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-05-19,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-05-26,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-06-02,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-06-09,32.1,32.1,32.1,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-06-16,32.49,32.49,32.49,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-06-23,32.84,32.84,32.84,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-06-30,32.74,32.74,32.74,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-07-07,32.16,32.16,32.16,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-07-14,32.2,32.2,32.2,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-07-21,32.8,32.8,32.8,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.8,32.8,32.8,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-07-28,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-08-04,30.85,30.85,30.85,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-08-11,29.61,29.61,29.61,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-08-18,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-08-25,30.24,30.24,30.24,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-09-01,30.95,30.95,30.95,0.0,0.0,31.3,31.3,31.3,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-09-08,33.12,33.12,33.12,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-09-15,32.3,32.3,32.3,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-09-22,32.19,32.19,32.19,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-09-29,31.15,31.15,31.15,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-10-06,32.19,32.19,32.19,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-10-13,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-10-20,33.42,33.42,33.42,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2019-10-27,34.01,34.01,34.01,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-11-03,34.38,34.38,34.38,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-11-10,34.3,34.3,34.3,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-11-17,33.78,33.78,33.78,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-11-24,34.62,34.62,34.62,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-12-01,34.88,34.88,34.88,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-12-08,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-12-15,35.76,35.76,35.76,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-12-22,35.44,35.44,35.44,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2019-12-29,34.91,34.91,34.91,0.0,0.0,35.15,35.15,35.15,0.0,0.0,34.82,34.82,34.82,0.0,0.0,35.03,35.03,35.03,0.0,0.0
