Date,iShares Global EnergyEtf_Open_average,iShares Global EnergyEtf_Open_max,iShares Global EnergyEtf_Open_min,iShares Global EnergyEtf_Open_volatility,iShares Global EnergyEtf_Open_change,iShares Global EnergyEtf_High_average,iShares Global EnergyEtf_High_max,iShares Global EnergyEtf_High_min,iShares Global EnergyEtf_High_volatility,iShares Global EnergyEtf_High_change,iShares Global EnergyEtf_Low_average,iShares Global EnergyEtf_Low_max,iShares Global EnergyEtf_Low_min,iShares Global EnergyEtf_Low_volatility,iShares Global EnergyEtf_Low_change,iShares Global EnergyEtf_Close_average,iShares Global EnergyEtf_Close_max,iShares Global EnergyEtf_Close_min,iShares Global EnergyEtf_Close_volatility,iShares Global EnergyEtf_Close_change
2019-03-10,32.88,32.88,32.88,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-03-17,33.26,33.26,33.26,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-03-24,33.09,33.09,33.09,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-03-31,33.17,33.17,33.17,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2019-04-07,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2019-04-14,33.57,33.57,33.57,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-04-21,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2019-04-28,32.29,32.29,32.29,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-05-05,31.78,31.78,31.78,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-05-12,32.09,32.09,32.09,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-05-19,31.3,31.3,31.3,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2019-05-26,30.17,30.17,30.17,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2019-06-02,31.14,31.14,31.14,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-06-09,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2019-06-16,31.53,31.53,31.53,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-06-23,31.47,31.47,31.47,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-06-30,31.26,31.26,31.26,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2019-07-07,31.9,31.9,31.9,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-07-14,30.9,30.9,30.9,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.83,30.83,30.83,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-07-21,30.83,30.83,30.83,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-07-28,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-08-04,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-08-11,27.84,27.84,27.84,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-08-18,28.2,28.2,28.2,0.0,0.0,28.43,28.43,28.43,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-08-25,28.56,28.56,28.56,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-09-01,28.98,28.98,28.98,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.84,28.84,28.84,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-09-08,29.88,29.88,29.88,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-09-15,30.55,30.55,30.55,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-09-22,29.83,29.83,29.83,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.79,29.79,29.79,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2019-09-29,28.82,28.82,28.82,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-10-06,29.21,29.21,29.21,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-10-13,29.2,29.2,29.2,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-10-20,29.98,29.98,29.98,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-10-27,29.76,29.76,29.76,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.76,29.76,29.76,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2019-11-03,30.74,30.74,30.74,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-11-10,30.49,30.49,30.49,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-11-17,30.56,30.56,30.56,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-11-24,30.0,30.0,30.0,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-12-01,29.91,29.91,29.91,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2019-12-08,30.73,30.73,30.73,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-12-15,30.5,30.5,30.5,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-12-22,31.0,31.0,31.0,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-12-29,31.29,31.29,31.29,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.12,31.12,31.12,0.0,0.0
