Date,iShares S&P Mid-Cap 400 Growth_etf_Open_average,iShares S&P Mid-Cap 400 Growth_etf_Open_max,iShares S&P Mid-Cap 400 Growth_etf_Open_min,iShares S&P Mid-Cap 400 Growth_etf_Open_volatility,iShares S&P Mid-Cap 400 Growth_etf_Open_change,iShares S&P Mid-Cap 400 Growth_etf_High_average,iShares S&P Mid-Cap 400 Growth_etf_High_max,iShares S&P Mid-Cap 400 Growth_etf_High_min,iShares S&P Mid-Cap 400 Growth_etf_High_volatility,iShares S&P Mid-Cap 400 Growth_etf_High_change,iShares S&P Mid-Cap 400 Growth_etf_Low_average,iShares S&P Mid-Cap 400 Growth_etf_Low_max,iShares S&P Mid-Cap 400 Growth_etf_Low_min,iShares S&P Mid-Cap 400 Growth_etf_Low_volatility,iShares S&P Mid-Cap 400 Growth_etf_Low_change,iShares S&P Mid-Cap 400 Growth_etf_Close_average,iShares S&P Mid-Cap 400 Growth_etf_Close_max,iShares S&P Mid-Cap 400 Growth_etf_Close_min,iShares S&P Mid-Cap 400 Growth_etf_Close_volatility,iShares S&P Mid-Cap 400 Growth_etf_Close_change
2018-07-22,230.39,230.39,230.39,0.0,0.0,230.5,230.5,230.5,0.0,0.0,226.26,226.26,226.26,0.0,0.0,227.47,227.47,227.47,0.0,0.0
2018-07-29,230.04,230.04,230.04,0.0,0.0,230.76,230.76,230.76,0.0,0.0,229.11,229.11,229.11,0.0,0.0,230.23,230.23,230.23,0.0,0.0
2018-08-05,230.02,230.02,230.02,0.0,0.0,231.09,231.09,231.09,0.0,0.0,229.69,229.69,229.69,0.0,0.0,229.88,229.88,229.88,0.0,0.0
2018-08-12,230.17,230.17,230.17,0.0,0.0,231.59,231.59,231.59,0.0,0.0,229.58,229.58,229.58,0.0,0.0,231.37,231.37,231.37,0.0,0.0
2018-08-19,233.58,233.58,233.58,0.0,0.0,234.56,234.56,234.56,0.0,0.0,233.5,233.5,233.5,0.0,0.0,234.29,234.29,234.29,0.0,0.0
2018-08-26,235.15,235.15,235.15,0.0,0.0,236.78,236.78,236.78,0.0,0.0,235.15,235.15,235.15,0.0,0.0,236.55,236.55,236.55,0.0,0.0
2018-09-02,235.12,235.12,235.12,0.0,0.0,236.66,236.66,236.66,0.0,0.0,234.73,234.73,234.73,0.0,0.0,235.47,235.47,235.47,0.0,0.0
2018-09-09,237.12,237.12,237.12,0.0,0.0,238.39,238.39,238.39,0.0,0.0,237.01,237.01,237.01,0.0,0.0,237.87,237.87,237.87,0.0,0.0
2018-09-16,236.75,236.75,236.75,0.0,0.0,237.41,237.41,237.41,0.0,0.0,235.35,235.35,235.35,0.0,0.0,235.35,235.35,235.35,0.0,0.0
2018-09-23,231.83,231.83,231.83,0.0,0.0,233.61,233.61,233.61,0.0,0.0,231.83,231.83,231.83,0.0,0.0,232.94,232.94,232.94,0.0,0.0
2018-09-30,227.72,227.72,227.72,0.0,0.0,227.72,227.72,227.72,0.0,0.0,223.72,223.72,223.72,0.0,0.0,225.24,225.24,225.24,0.0,0.0
2018-10-07,215.04,215.04,215.04,0.0,0.0,215.54,215.54,215.54,0.0,0.0,210.98,210.98,210.98,0.0,0.0,213.74,213.74,213.74,0.0,0.0
2018-10-14,215.94,215.94,215.94,0.0,0.0,216.69,216.69,216.69,0.0,0.0,212.85,212.85,212.85,0.0,0.0,213.38,213.38,213.38,0.0,0.0
2018-10-21,205.81,205.81,205.81,0.0,0.0,208.17,208.17,208.17,0.0,0.0,202.68,202.68,202.68,0.0,0.0,205.64,205.64,205.64,0.0,0.0
2018-10-28,214.64,214.64,214.64,0.0,0.0,215.59,215.59,215.59,0.0,0.0,212.04,212.04,212.04,0.0,0.0,213.95,213.95,213.95,0.0,0.0
2018-11-04,216.46,216.46,216.46,0.0,0.0,216.73,216.73,216.73,0.0,0.0,213.35,213.35,213.35,0.0,0.0,214.75,214.75,214.75,0.0,0.0
2018-11-11,211.55,211.55,211.55,0.0,0.0,214.04,214.04,214.04,0.0,0.0,211.33,211.33,211.33,0.0,0.0,213.31,213.31,213.31,0.0,0.0
2018-11-18,207.27,207.27,207.27,0.0,0.0,210.27,210.27,210.27,0.0,0.0,207.27,207.27,207.27,0.0,0.0,208.77,208.77,208.77,0.0,0.0
2018-11-25,214.19,214.19,214.19,0.0,0.0,216.56,216.56,216.56,0.0,0.0,214.04,214.04,214.04,0.0,0.0,216.14,216.14,216.14,0.0,0.0
2018-12-02,208.93,208.93,208.93,0.0,0.0,209.73,209.73,209.73,0.0,0.0,203.11,203.11,203.11,0.0,0.0,204.04,204.04,204.04,0.0,0.0
2018-12-09,201.03,201.03,201.03,0.0,0.0,202.47,202.47,202.47,0.0,0.0,199.08,199.08,199.08,0.0,0.0,199.66,199.66,199.66,0.0,0.0
2018-12-16,190.08,190.08,190.08,0.0,0.0,191.61,191.61,191.61,0.0,0.0,184.78,184.78,184.78,0.0,0.0,185.09,185.09,185.09,0.0,0.0
2018-12-23,189.68,189.68,189.68,0.0,0.0,191.4,191.4,191.4,0.0,0.0,188.0,188.0,188.0,0.0,0.0,188.94,188.94,188.94,0.0,0.0
2018-12-30,188.33,188.33,188.33,0.0,0.0,192.5,192.5,192.5,0.0,0.0,188.33,188.33,188.33,0.0,0.0,191.69,191.69,191.69,0.0,0.0
2019-01-06,199.73,199.73,199.73,0.0,0.0,200.69,200.69,200.69,0.0,0.0,199.28,199.28,199.28,0.0,0.0,200.5,200.5,200.5,0.0,0.0
2019-01-13,204.93,204.93,204.93,0.0,0.0,206.82,206.82,206.82,0.0,0.0,204.68,204.68,204.68,0.0,0.0,206.45,206.45,206.45,0.0,0.0
2019-01-20,206.52,206.52,206.52,0.0,0.0,207.58,207.58,207.58,0.0,0.0,206.3,206.3,206.3,0.0,0.0,207.12,207.12,207.12,0.0,0.0
2019-01-27,209.4,209.4,209.4,0.0,0.0,209.99,209.99,209.99,0.0,0.0,208.54,208.54,208.54,0.0,0.0,209.5,209.5,209.5,0.0,0.0
2019-02-03,210.62,210.62,210.62,0.0,0.0,211.94,211.94,211.94,0.0,0.0,210.2,210.2,210.2,0.0,0.0,211.9,211.9,211.9,0.0,0.0
2019-02-10,217.56,217.56,217.56,0.0,0.0,218.89,218.89,218.89,0.0,0.0,217.4,217.4,217.4,0.0,0.0,218.89,218.89,218.89,0.0,0.0
2019-02-17,218.85,218.85,218.85,0.0,0.0,220.54,220.54,220.54,0.0,0.0,218.48,218.48,218.48,0.0,0.0,220.34,220.34,220.34,0.0,0.0
2019-02-24,219.77,219.77,219.77,0.0,0.0,220.45,220.45,220.45,0.0,0.0,218.46,218.46,218.46,0.0,0.0,220.07,220.07,220.07,0.0,0.0
2019-03-03,212.21,212.21,212.21,0.0,0.0,213.3,213.3,213.3,0.0,0.0,212.03,212.03,212.03,0.0,0.0,213.13,213.13,213.13,0.0,0.0
2019-03-10,217.83,217.83,217.83,0.0,0.0,219.07,219.07,219.07,0.0,0.0,217.38,217.38,217.38,0.0,0.0,217.7,217.7,217.7,0.0,0.0
2019-03-17,219.08,219.08,219.08,0.0,0.0,219.23,219.23,219.23,0.0,0.0,214.42,214.42,214.42,0.0,0.0,214.43,214.43,214.43,0.0,0.0
2019-03-24,219.28,219.28,219.28,0.0,0.0,219.56,219.56,219.56,0.0,0.0,218.52,218.52,218.52,0.0,0.0,219.1,219.1,219.1,0.0,0.0
2019-03-31,222.52,222.52,222.52,0.0,0.0,223.81,223.81,223.81,0.0,0.0,222.11,222.11,222.11,0.0,0.0,223.53,223.53,223.53,0.0,0.0
2019-04-07,225.21,225.21,225.21,0.0,0.0,225.65,225.65,225.65,0.0,0.0,224.52,224.52,224.52,0.0,0.0,225.42,225.42,225.42,0.0,0.0
2019-04-14,222.61,222.61,222.61,0.0,0.0,223.37,223.37,223.37,0.0,0.0,221.55,221.55,221.55,0.0,0.0,223.16,223.16,223.16,0.0,0.0
2019-04-21,224.89,224.89,224.89,0.0,0.0,227.13,227.13,227.13,0.0,0.0,224.85,224.85,224.85,0.0,0.0,226.87,226.87,226.87,0.0,0.0
2019-04-28,225.67,225.67,225.67,0.0,0.0,227.85,227.85,227.85,0.0,0.0,225.67,225.67,225.67,0.0,0.0,227.85,227.85,227.85,0.0,0.0
2019-05-05,221.14,221.14,221.14,0.0,0.0,223.41,223.41,223.41,0.0,0.0,218.79,218.79,218.79,0.0,0.0,222.7,222.7,222.7,0.0,0.0
2019-05-12,219.16,219.16,219.16,0.0,0.0,221.1,221.1,221.1,0.0,0.0,218.59,218.59,218.59,0.0,0.0,218.66,218.66,218.66,0.0,0.0
2019-05-19,216.52,216.52,216.52,0.0,0.0,217.19,217.19,217.19,0.0,0.0,215.88,215.88,215.88,0.0,0.0,216.56,216.56,216.56,0.0,0.0
2019-05-26,211.07,211.07,211.07,0.0,0.0,212.54,212.54,212.54,0.0,0.0,210.19,210.19,210.19,0.0,0.0,211.82,211.82,211.82,0.0,0.0
2019-06-02,221.21,221.21,221.21,0.0,0.0,222.6,222.6,222.6,0.0,0.0,221.21,221.21,221.21,0.0,0.0,221.78,221.78,221.78,0.0,0.0
2019-06-09,223.54,223.54,223.54,0.0,0.0,223.54,223.54,223.54,0.0,0.0,222.3,222.3,222.3,0.0,0.0,222.41,222.41,222.41,0.0,0.0
2019-06-16,226.21,226.21,226.21,0.0,0.0,226.21,226.21,226.21,0.0,0.0,224.61,224.61,224.61,0.0,0.0,224.96,224.96,224.96,0.0,0.0
2019-06-23,224.21,224.21,224.21,0.0,0.0,226.33,226.33,226.33,0.0,0.0,224.21,224.21,224.21,0.0,0.0,226.27,226.27,226.27,0.0,0.0
2019-06-30,227.89,227.89,227.89,0.0,0.0,229.4,229.4,229.4,0.0,0.0,226.81,226.81,226.81,0.0,0.0,229.4,229.4,229.4,0.0,0.0
2019-07-07,227.56,227.56,227.56,0.0,0.0,229.54,229.54,229.54,0.0,0.0,227.38,227.38,227.38,0.0,0.0,229.29,229.29,229.29,0.0,0.0
2019-07-14,227.73,227.73,227.73,0.0,0.0,228.39,228.39,228.39,0.0,0.0,225.9,225.9,225.9,0.0,0.0,225.98,225.98,225.98,0.0,0.0
2019-07-21,229.33,229.33,229.33,0.0,0.0,230.96,230.96,230.96,0.0,0.0,229.33,229.33,229.33,0.0,0.0,230.76,230.76,230.76,0.0,0.0
2019-07-28,225.36,225.36,225.36,0.0,0.0,225.36,225.36,225.36,0.0,0.0,222.99,222.99,222.99,0.0,0.0,224.39,224.39,224.39,0.0,0.0
2019-08-04,225.57,225.57,225.57,0.0,0.0,225.57,225.57,225.57,0.0,0.0,223.03,223.03,223.03,0.0,0.0,223.75,223.75,223.75,0.0,0.0
2019-08-11,218.24,218.24,218.24,0.0,0.0,221.51,221.51,221.51,0.0,0.0,218.0,218.0,218.0,0.0,0.0,221.31,221.31,221.31,0.0,0.0
2019-08-18,221.82,221.82,221.82,0.0,0.0,222.84,222.84,222.84,0.0,0.0,216.62,216.62,216.62,0.0,0.0,217.14,217.14,217.14,0.0,0.0
2019-08-25,222.45,222.45,222.45,0.0,0.0,222.53,222.53,222.53,0.0,0.0,220.67,220.67,220.67,0.0,0.0,221.69,221.69,221.69,0.0,0.0
2019-09-01,225.04,225.04,225.04,0.0,0.0,225.86,225.86,225.86,0.0,0.0,224.43,224.43,224.43,0.0,0.0,224.68,224.68,224.68,0.0,0.0
2019-09-08,228.49,228.49,228.49,0.0,0.0,229.09,229.09,229.09,0.0,0.0,227.4,227.4,227.4,0.0,0.0,227.74,227.74,227.74,0.0,0.0
2019-09-15,227.24,227.24,227.24,0.0,0.0,228.23,228.23,228.23,0.0,0.0,226.19,226.19,226.19,0.0,0.0,226.58,226.58,226.58,0.0,0.0
2019-09-22,225.03,225.03,225.03,0.0,0.0,225.62,225.62,225.62,0.0,0.0,221.59,221.59,221.59,0.0,0.0,222.57,222.57,222.57,0.0,0.0
2019-09-29,219.84,219.84,219.84,0.0,0.0,221.62,221.62,221.62,0.0,0.0,219.36,219.36,219.36,0.0,0.0,221.55,221.55,221.55,0.0,0.0
2019-10-06,221.61,221.61,221.61,0.0,0.0,224.3,224.3,224.3,0.0,0.0,221.61,221.61,221.61,0.0,0.0,222.4,222.4,222.4,0.0,0.0
2019-10-13,224.35,224.35,224.35,0.0,0.0,225.06,225.06,225.06,0.0,0.0,223.3,223.3,223.3,0.0,0.0,224.56,224.56,224.56,0.0,0.0
2019-10-20,224.9,224.9,224.9,0.0,0.0,226.95,226.95,226.95,0.0,0.0,224.9,224.9,224.9,0.0,0.0,226.18,226.18,226.18,0.0,0.0
2019-10-27,227.35,227.35,227.35,0.0,0.0,229.05,229.05,229.05,0.0,0.0,227.35,227.35,227.35,0.0,0.0,228.97,228.97,228.97,0.0,0.0
2019-11-03,228.45,228.45,228.45,0.0,0.0,229.58,229.58,229.58,0.0,0.0,228.37,228.37,228.37,0.0,0.0,229.58,229.58,229.58,0.0,0.0
2019-11-10,230.68,230.68,230.68,0.0,0.0,230.97,230.97,230.97,0.0,0.0,229.93,229.93,229.93,0.0,0.0,230.94,230.94,230.94,0.0,0.0
2019-11-17,229.89,229.89,229.89,0.0,0.0,230.08,230.08,230.08,0.0,0.0,228.87,228.87,228.87,0.0,0.0,229.75,229.75,229.75,0.0,0.0
2019-11-24,235.05,235.05,235.05,0.0,0.0,235.08,235.08,235.08,0.0,0.0,232.97,232.97,232.97,0.0,0.0,233.15,233.15,233.15,0.0,0.0
2019-12-01,233.82,233.82,233.82,0.0,0.0,235.1,235.1,235.1,0.0,0.0,233.82,233.82,233.82,0.0,0.0,234.27,234.27,234.27,0.0,0.0
2019-12-08,234.69,234.69,234.69,0.0,0.0,235.89,235.89,235.89,0.0,0.0,233.33,233.33,233.33,0.0,0.0,234.05,234.05,234.05,0.0,0.0
2019-12-15,237.29,237.29,237.29,0.0,0.0,238.28,238.28,238.28,0.0,0.0,237.29,237.29,237.29,0.0,0.0,237.89,237.89,237.89,0.0,0.0
2019-12-22,239.08,239.08,239.08,0.0,0.0,239.08,239.08,239.08,0.0,0.0,237.83,237.83,237.83,0.0,0.0,238.45,238.45,238.45,0.0,0.0
2019-12-29,236.47,236.47,236.47,0.0,0.0,238.58,238.58,238.58,0.0,0.0,236.47,236.47,236.47,0.0,0.0,238.01,238.01,238.01,0.0,0.0
