Date,iShares National AMT-Free Muni Bond_etf_Open_average,iShares National AMT-Free Muni Bond_etf_Open_max,iShares National AMT-Free Muni Bond_etf_Open_min,iShares National AMT-Free Muni Bond_etf_Open_volatility,iShares National AMT-Free Muni Bond_etf_Open_change,iShares National AMT-Free Muni Bond_etf_High_average,iShares National AMT-Free Muni Bond_etf_High_max,iShares National AMT-Free Muni Bond_etf_High_min,iShares National AMT-Free Muni Bond_etf_High_volatility,iShares National AMT-Free Muni Bond_etf_High_change,iShares National AMT-Free Muni Bond_etf_Low_average,iShares National AMT-Free Muni Bond_etf_Low_max,iShares National AMT-Free Muni Bond_etf_Low_min,iShares National AMT-Free Muni Bond_etf_Low_volatility,iShares National AMT-Free Muni Bond_etf_Low_change,iShares National AMT-Free Muni Bond_etf_Close_average,iShares National AMT-Free Muni Bond_etf_Close_max,iShares National AMT-Free Muni Bond_etf_Close_min,iShares National AMT-Free Muni Bond_etf_Close_volatility,iShares National AMT-Free Muni Bond_etf_Close_change
2018-04-01,108.55,108.55,108.55,0.0,0.0,108.59,108.59,108.59,0.0,0.0,108.44,108.44,108.44,0.0,0.0,108.54,108.54,108.54,0.0,0.0
2018-04-08,108.44,108.44,108.44,0.0,0.0,108.58,108.58,108.58,0.0,0.0,108.44,108.44,108.44,0.0,0.0,108.47,108.47,108.47,0.0,0.0
2018-04-15,108.2,108.2,108.2,0.0,0.0,108.28,108.28,108.28,0.0,0.0,108.11,108.11,108.11,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2018-04-22,107.91,107.91,107.91,0.0,0.0,107.93,107.93,107.93,0.0,0.0,107.86,107.86,107.86,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2018-04-29,108.25,108.25,108.25,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.19,108.19,108.19,0.0,0.0,108.25,108.25,108.25,0.0,0.0
2018-05-06,108.49,108.49,108.49,0.0,0.0,108.56,108.56,108.56,0.0,0.0,108.45,108.45,108.45,0.0,0.0,108.53,108.53,108.53,0.0,0.0
2018-05-13,108.12,108.12,108.12,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.12,108.12,108.12,0.0,0.0,108.29,108.29,108.29,0.0,0.0
2018-05-20,108.83,108.83,108.83,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.77,108.77,108.77,0.0,0.0,108.85,108.85,108.85,0.0,0.0
2018-05-27,108.6,108.6,108.6,0.0,0.0,108.73,108.73,108.73,0.0,0.0,108.58,108.58,108.58,0.0,0.0,108.7,108.7,108.7,0.0,0.0
2018-06-03,108.8,108.8,108.8,0.0,0.0,108.88,108.88,108.88,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.83,108.83,108.83,0.0,0.0
2018-06-10,108.8,108.8,108.8,0.0,0.0,108.88,108.88,108.88,0.0,0.0,108.77,108.77,108.77,0.0,0.0,108.8,108.8,108.8,0.0,0.0
2018-06-17,108.81,108.81,108.81,0.0,0.0,108.97,108.97,108.97,0.0,0.0,108.8,108.8,108.8,0.0,0.0,108.91,108.91,108.91,0.0,0.0
2018-06-24,108.99,108.99,108.99,0.0,0.0,109.12,109.12,109.12,0.0,0.0,108.98,108.98,108.98,0.0,0.0,109.04,109.04,109.04,0.0,0.0
2018-07-01,109.05,109.05,109.05,0.0,0.0,109.05,109.05,109.05,0.0,0.0,108.93,108.93,108.93,0.0,0.0,109.0,109.0,109.0,0.0,0.0
2018-07-08,109.13,109.13,109.13,0.0,0.0,109.26,109.26,109.26,0.0,0.0,109.13,109.13,109.13,0.0,0.0,109.26,109.26,109.26,0.0,0.0
2018-07-15,109.28,109.28,109.28,0.0,0.0,109.3,109.3,109.3,0.0,0.0,109.23,109.23,109.23,0.0,0.0,109.23,109.23,109.23,0.0,0.0
2018-07-22,109.08,109.08,109.08,0.0,0.0,109.08,109.08,109.08,0.0,0.0,108.95,108.95,108.95,0.0,0.0,108.99,108.99,108.99,0.0,0.0
2018-07-29,108.72,108.72,108.72,0.0,0.0,108.73,108.73,108.73,0.0,0.0,108.67,108.67,108.67,0.0,0.0,108.73,108.73,108.73,0.0,0.0
2018-08-05,108.72,108.72,108.72,0.0,0.0,108.92,108.92,108.92,0.0,0.0,108.72,108.72,108.72,0.0,0.0,108.85,108.85,108.85,0.0,0.0
2018-08-12,108.92,108.92,108.92,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.9,108.9,108.9,0.0,0.0,108.97,108.97,108.97,0.0,0.0
2018-08-19,108.99,108.99,108.99,0.0,0.0,109.02,109.02,109.02,0.0,0.0,108.89,108.89,108.89,0.0,0.0,109.02,109.02,109.02,0.0,0.0
2018-08-26,109.02,109.02,109.02,0.0,0.0,109.03,109.03,109.03,0.0,0.0,108.91,108.91,108.91,0.0,0.0,108.91,108.91,108.91,0.0,0.0
2018-09-02,108.37,108.37,108.37,0.0,0.0,108.37,108.37,108.37,0.0,0.0,108.22,108.22,108.22,0.0,0.0,108.22,108.22,108.22,0.0,0.0
2018-09-09,108.06,108.06,108.06,0.0,0.0,108.12,108.12,108.12,0.0,0.0,108.03,108.03,108.03,0.0,0.0,108.06,108.06,108.06,0.0,0.0
2018-09-16,107.86,107.86,107.86,0.0,0.0,107.86,107.86,107.86,0.0,0.0,107.81,107.81,107.81,0.0,0.0,107.84,107.84,107.84,0.0,0.0
2018-09-23,108.03,108.03,108.03,0.0,0.0,108.04,108.04,108.04,0.0,0.0,107.94,107.94,107.94,0.0,0.0,107.94,107.94,107.94,0.0,0.0
2018-09-30,107.23,107.23,107.23,0.0,0.0,107.23,107.23,107.23,0.0,0.0,107.02,107.02,107.02,0.0,0.0,107.11,107.11,107.11,0.0,0.0
2018-10-07,106.94,106.94,106.94,0.0,0.0,107.06,107.06,107.06,0.0,0.0,106.89,106.89,106.89,0.0,0.0,106.89,106.89,106.89,0.0,0.0
2018-10-14,106.99,106.99,106.99,0.0,0.0,107.01,107.01,107.01,0.0,0.0,106.92,106.92,106.92,0.0,0.0,106.98,106.98,106.98,0.0,0.0
2018-10-21,107.37,107.37,107.37,0.0,0.0,107.42,107.42,107.42,0.0,0.0,107.3,107.3,107.3,0.0,0.0,107.33,107.33,107.33,0.0,0.0
2018-10-28,106.83,106.83,106.83,0.0,0.0,106.84,106.84,106.84,0.0,0.0,106.48,106.48,106.48,0.0,0.0,106.6,106.6,106.6,0.0,0.0
2018-11-04,106.84,106.84,106.84,0.0,0.0,106.98,106.98,106.98,0.0,0.0,106.84,106.84,106.84,0.0,0.0,106.9,106.9,106.9,0.0,0.0
2018-11-11,107.31,107.31,107.31,0.0,0.0,107.39,107.39,107.39,0.0,0.0,107.22,107.22,107.22,0.0,0.0,107.36,107.36,107.36,0.0,0.0
2018-11-18,107.6,107.6,107.6,0.0,0.0,107.64,107.64,107.64,0.0,0.0,107.54,107.54,107.54,0.0,0.0,107.58,107.58,107.58,0.0,0.0
2018-11-25,107.98,107.98,107.98,0.0,0.0,108.08,108.08,108.08,0.0,0.0,107.91,107.91,107.91,0.0,0.0,108.04,108.04,108.04,0.0,0.0
2018-12-02,108.4,108.4,108.4,0.0,0.0,108.63,108.63,108.63,0.0,0.0,108.37,108.37,108.37,0.0,0.0,108.61,108.61,108.61,0.0,0.0
2018-12-09,108.39,108.39,108.39,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.37,108.37,108.37,0.0,0.0
2018-12-16,108.67,108.67,108.67,0.0,0.0,108.79,108.79,108.79,0.0,0.0,108.61,108.61,108.61,0.0,0.0,108.7,108.7,108.7,0.0,0.0
2018-12-23,108.91,108.91,108.91,0.0,0.0,108.98,108.98,108.98,0.0,0.0,108.83,108.83,108.83,0.0,0.0,108.94,108.94,108.94,0.0,0.0
2018-12-30,109.06,109.06,109.06,0.0,0.0,109.06,109.06,109.06,0.0,0.0,108.87,108.87,108.87,0.0,0.0,109.03,109.03,109.03,0.0,0.0
2019-01-06,109.14,109.14,109.14,0.0,0.0,109.14,109.14,109.14,0.0,0.0,108.88,108.88,108.88,0.0,0.0,108.93,108.93,108.93,0.0,0.0
2019-01-13,109.18,109.18,109.18,0.0,0.0,109.18,109.18,109.18,0.0,0.0,108.92,108.92,108.92,0.0,0.0,108.97,108.97,108.97,0.0,0.0
2019-01-20,108.94,108.94,108.94,0.0,0.0,109.03,109.03,109.03,0.0,0.0,108.94,108.94,108.94,0.0,0.0,108.98,108.98,108.98,0.0,0.0
2019-01-27,109.24,109.24,109.24,0.0,0.0,109.25,109.25,109.25,0.0,0.0,109.06,109.06,109.06,0.0,0.0,109.08,109.08,109.08,0.0,0.0
2019-02-03,109.5,109.5,109.5,0.0,0.0,109.58,109.58,109.58,0.0,0.0,109.48,109.48,109.48,0.0,0.0,109.5,109.5,109.5,0.0,0.0
2019-02-10,109.56,109.56,109.56,0.0,0.0,109.67,109.67,109.67,0.0,0.0,109.56,109.56,109.56,0.0,0.0,109.62,109.62,109.62,0.0,0.0
2019-02-17,109.76,109.76,109.76,0.0,0.0,109.86,109.86,109.86,0.0,0.0,109.73,109.73,109.73,0.0,0.0,109.85,109.85,109.85,0.0,0.0
2019-02-24,109.55,109.55,109.55,0.0,0.0,109.63,109.63,109.63,0.0,0.0,109.53,109.53,109.53,0.0,0.0,109.58,109.58,109.58,0.0,0.0
2019-03-03,110.12,110.12,110.12,0.0,0.0,110.12,110.12,110.12,0.0,0.0,109.96,109.96,109.96,0.0,0.0,110.05,110.05,110.05,0.0,0.0
2019-03-10,110.09,110.09,110.09,0.0,0.0,110.21,110.21,110.21,0.0,0.0,110.09,110.09,110.09,0.0,0.0,110.17,110.17,110.17,0.0,0.0
2019-03-17,110.82,110.82,110.82,0.0,0.0,111.0,111.0,111.0,0.0,0.0,110.76,110.76,110.76,0.0,0.0,111.0,111.0,111.0,0.0,0.0
2019-03-24,111.16,111.16,111.16,0.0,0.0,111.21,111.21,111.21,0.0,0.0,111.09,111.09,111.09,0.0,0.0,111.19,111.19,111.19,0.0,0.0
2019-03-31,110.67,110.67,110.67,0.0,0.0,110.8,110.8,110.8,0.0,0.0,110.66,110.66,110.66,0.0,0.0,110.74,110.74,110.74,0.0,0.0
2019-04-07,110.76,110.76,110.76,0.0,0.0,110.79,110.79,110.79,0.0,0.0,110.67,110.67,110.67,0.0,0.0,110.67,110.67,110.67,0.0,0.0
2019-04-14,110.81,110.81,110.81,0.0,0.0,110.89,110.89,110.89,0.0,0.0,110.81,110.81,110.81,0.0,0.0,110.87,110.87,110.87,0.0,0.0
2019-04-21,111.48,111.48,111.48,0.0,0.0,111.5,111.5,111.5,0.0,0.0,111.4,111.4,111.4,0.0,0.0,111.49,111.49,111.49,0.0,0.0
2019-04-28,111.38,111.38,111.38,0.0,0.0,111.47,111.47,111.47,0.0,0.0,111.35,111.35,111.35,0.0,0.0,111.46,111.46,111.46,0.0,0.0
2019-05-05,111.93,111.93,111.93,0.0,0.0,111.95,111.95,111.95,0.0,0.0,111.85,111.85,111.85,0.0,0.0,111.89,111.89,111.89,0.0,0.0
2019-05-12,112.48,112.48,112.48,0.0,0.0,112.48,112.48,112.48,0.0,0.0,112.4,112.4,112.4,0.0,0.0,112.43,112.43,112.43,0.0,0.0
2019-05-19,112.45,112.45,112.45,0.0,0.0,112.52,112.52,112.52,0.0,0.0,112.42,112.42,112.42,0.0,0.0,112.5,112.5,112.5,0.0,0.0
2019-05-26,112.95,112.95,112.95,0.0,0.0,113.04,113.04,113.04,0.0,0.0,112.87,112.87,112.87,0.0,0.0,112.87,112.87,112.87,0.0,0.0
2019-06-02,112.9,112.9,112.9,0.0,0.0,112.98,112.98,112.98,0.0,0.0,112.86,112.86,112.86,0.0,0.0,112.88,112.88,112.88,0.0,0.0
2019-06-09,112.69,112.69,112.69,0.0,0.0,112.79,112.79,112.79,0.0,0.0,112.68,112.68,112.68,0.0,0.0,112.78,112.78,112.78,0.0,0.0
2019-06-16,112.89,112.89,112.89,0.0,0.0,112.91,112.91,112.91,0.0,0.0,112.84,112.84,112.84,0.0,0.0,112.85,112.85,112.85,0.0,0.0
2019-06-23,113.06,113.06,113.06,0.0,0.0,113.09,113.09,113.09,0.0,0.0,112.99,112.99,112.99,0.0,0.0,113.09,113.09,113.09,0.0,0.0
2019-06-30,112.99,112.99,112.99,0.0,0.0,112.99,112.99,112.99,0.0,0.0,112.84,112.84,112.84,0.0,0.0,112.94,112.94,112.94,0.0,0.0
2019-07-07,113.24,113.24,113.24,0.0,0.0,113.34,113.34,113.34,0.0,0.0,113.13,113.13,113.13,0.0,0.0,113.32,113.32,113.32,0.0,0.0
2019-07-14,113.5,113.5,113.5,0.0,0.0,113.53,113.53,113.53,0.0,0.0,113.4,113.4,113.4,0.0,0.0,113.44,113.44,113.44,0.0,0.0
2019-07-21,113.58,113.58,113.58,0.0,0.0,113.58,113.58,113.58,0.0,0.0,113.52,113.52,113.52,0.0,0.0,113.54,113.54,113.54,0.0,0.0
2019-07-28,113.85,113.85,113.85,0.0,0.0,113.97,113.97,113.97,0.0,0.0,113.85,113.85,113.85,0.0,0.0,113.89,113.89,113.89,0.0,0.0
2019-08-04,114.63,114.63,114.63,0.0,0.0,114.68,114.68,114.68,0.0,0.0,114.52,114.52,114.52,0.0,0.0,114.57,114.57,114.57,0.0,0.0
2019-08-11,115.26,115.26,115.26,0.0,0.0,115.31,115.31,115.31,0.0,0.0,115.15,115.15,115.15,0.0,0.0,115.3,115.3,115.3,0.0,0.0
2019-08-18,115.01,115.01,115.01,0.0,0.0,115.22,115.22,115.22,0.0,0.0,114.96,114.96,114.96,0.0,0.0,115.15,115.15,115.15,0.0,0.0
2019-08-25,115.22,115.22,115.22,0.0,0.0,115.28,115.28,115.28,0.0,0.0,115.16,115.16,115.16,0.0,0.0,115.2,115.2,115.2,0.0,0.0
2019-09-01,114.78,114.78,114.78,0.0,0.0,114.78,114.78,114.78,0.0,0.0,114.66,114.66,114.66,0.0,0.0,114.73,114.73,114.73,0.0,0.0
2019-09-08,113.65,113.65,113.65,0.0,0.0,113.65,113.65,113.65,0.0,0.0,113.31,113.31,113.31,0.0,0.0,113.37,113.37,113.37,0.0,0.0
2019-09-15,113.76,113.76,113.76,0.0,0.0,114.0,114.0,114.0,0.0,0.0,113.73,113.73,113.73,0.0,0.0,113.99,113.99,113.99,0.0,0.0
2019-09-22,114.05,114.05,114.05,0.0,0.0,114.13,114.13,114.13,0.0,0.0,114.0,114.0,114.0,0.0,0.0,114.1,114.1,114.1,0.0,0.0
2019-09-29,114.36,114.36,114.36,0.0,0.0,114.46,114.46,114.46,0.0,0.0,114.34,114.34,114.34,0.0,0.0,114.37,114.37,114.37,0.0,0.0
2019-10-06,114.32,114.32,114.32,0.0,0.0,114.32,114.32,114.32,0.0,0.0,113.93,113.93,113.93,0.0,0.0,114.06,114.06,114.06,0.0,0.0
2019-10-13,113.96,113.96,113.96,0.0,0.0,113.99,113.99,113.99,0.0,0.0,113.92,113.92,113.92,0.0,0.0,113.99,113.99,113.99,0.0,0.0
2019-10-20,113.84,113.84,113.84,0.0,0.0,113.88,113.88,113.88,0.0,0.0,113.72,113.72,113.72,0.0,0.0,113.79,113.79,113.79,0.0,0.0
2019-10-27,113.96,113.96,113.96,0.0,0.0,114.02,114.02,114.02,0.0,0.0,113.86,113.86,113.86,0.0,0.0,113.94,113.94,113.94,0.0,0.0
2019-11-03,113.22,113.22,113.22,0.0,0.0,113.34,113.34,113.34,0.0,0.0,113.14,113.14,113.14,0.0,0.0,113.18,113.18,113.18,0.0,0.0
2019-11-10,113.63,113.63,113.63,0.0,0.0,113.64,113.64,113.64,0.0,0.0,113.5,113.5,113.5,0.0,0.0,113.58,113.58,113.58,0.0,0.0
2019-11-17,113.91,113.91,113.91,0.0,0.0,113.93,113.93,113.93,0.0,0.0,113.87,113.87,113.87,0.0,0.0,113.88,113.88,113.88,0.0,0.0
2019-11-24,114.11,114.11,114.11,0.0,0.0,114.13,114.13,114.13,0.0,0.0,114.05,114.05,114.05,0.0,0.0,114.05,114.05,114.05,0.0,0.0
2019-12-01,113.92,113.92,113.92,0.0,0.0,113.97,113.97,113.97,0.0,0.0,113.85,113.85,113.85,0.0,0.0,113.89,113.89,113.89,0.0,0.0
2019-12-08,114.03,114.03,114.03,0.0,0.0,114.16,114.16,114.16,0.0,0.0,113.91,113.91,113.91,0.0,0.0,114.15,114.15,114.15,0.0,0.0
2019-12-15,113.78,113.78,113.78,0.0,0.0,113.84,113.84,113.84,0.0,0.0,113.71,113.71,113.71,0.0,0.0,113.78,113.78,113.78,0.0,0.0
2019-12-22,113.92,113.92,113.92,0.0,0.0,114.02,114.02,114.02,0.0,0.0,113.9,113.9,113.9,0.0,0.0,113.98,113.98,113.98,0.0,0.0
2019-12-29,114.31,114.31,114.31,0.0,0.0,114.48,114.48,114.48,0.0,0.0,114.29,114.29,114.29,0.0,0.0,114.42,114.42,114.42,0.0,0.0
