Date,iShares Cohen & Steers REIT_Open_average,iShares Cohen & Steers REIT_Open_max,iShares Cohen & Steers REIT_Open_min,iShares Cohen & Steers REIT_Open_volatility,iShares Cohen & Steers REIT_Open_change,iShares Cohen & Steers REIT_High_average,iShares Cohen & Steers REIT_High_max,iShares Cohen & Steers REIT_High_min,iShares Cohen & Steers REIT_High_volatility,iShares Cohen & Steers REIT_High_change,iShares Cohen & Steers REIT_Low_average,iShares Cohen & Steers REIT_Low_max,iShares Cohen & Steers REIT_Low_min,iShares Cohen & Steers REIT_Low_volatility,iShares Cohen & Steers REIT_Low_change,iShares Cohen & Steers REIT_Close_average,iShares Cohen & Steers REIT_Close_max,iShares Cohen & Steers REIT_Close_min,iShares Cohen & Steers REIT_Close_volatility,iShares Cohen & Steers REIT_Close_change
2019-03-10,110.75,110.75,110.75,0.0,0.0,110.75,110.75,110.75,0.0,0.0,109.64,109.64,109.64,0.0,0.0,109.86,109.86,109.86,0.0,0.0
2019-03-17,110.59,110.59,110.59,0.0,0.0,111.59,111.59,111.59,0.0,0.0,110.07,110.07,110.07,0.0,0.0,110.12,110.12,110.12,0.0,0.0
2019-03-24,111.65,111.65,111.65,0.0,0.0,111.65,111.65,111.65,0.0,0.0,110.9,110.9,110.9,0.0,0.0,111.2,111.2,111.2,0.0,0.0
2019-03-31,111.6,111.6,111.6,0.0,0.0,112.29,112.29,112.29,0.0,0.0,111.3,111.3,111.3,0.0,0.0,112.23,112.23,112.23,0.0,0.0
2019-04-07,112.07,112.07,112.07,0.0,0.0,112.61,112.61,112.61,0.0,0.0,111.06,111.06,111.06,0.0,0.0,112.6,112.6,112.6,0.0,0.0
2019-04-14,108.42,108.42,108.42,0.0,0.0,109.4,109.4,109.4,0.0,0.0,108.12,108.12,108.12,0.0,0.0,109.19,109.19,109.19,0.0,0.0
2019-04-21,110.84,110.84,110.84,0.0,0.0,111.05,111.05,111.05,0.0,0.0,110.11,110.11,110.11,0.0,0.0,110.9,110.9,110.9,0.0,0.0
2019-04-28,111.9,111.9,111.9,0.0,0.0,112.37,112.37,112.37,0.0,0.0,111.33,111.33,111.33,0.0,0.0,112.3,112.3,112.3,0.0,0.0
2019-05-05,109.84,109.84,109.84,0.0,0.0,111.5,111.5,111.5,0.0,0.0,109.79,109.79,109.79,0.0,0.0,111.19,111.19,111.19,0.0,0.0
2019-05-12,113.09,113.09,113.09,0.0,0.0,113.13,113.13,113.13,0.0,0.0,112.3,112.3,112.3,0.0,0.0,113.02,113.02,113.02,0.0,0.0
2019-05-19,113.63,113.63,113.63,0.0,0.0,114.18,114.18,114.18,0.0,0.0,113.57,113.57,113.57,0.0,0.0,113.62,113.62,113.62,0.0,0.0
2019-05-26,111.3,111.3,111.3,0.0,0.0,112.9,112.9,112.9,0.0,0.0,111.03,111.03,111.03,0.0,0.0,112.25,112.25,112.25,0.0,0.0
2019-06-02,115.22,115.22,115.22,0.0,0.0,116.57,116.57,116.57,0.0,0.0,114.84,114.84,114.84,0.0,0.0,114.95,114.95,114.95,0.0,0.0
2019-06-09,115.57,115.57,115.57,0.0,0.0,116.13,116.13,116.13,0.0,0.0,115.02,115.02,115.02,0.0,0.0,115.76,115.76,115.76,0.0,0.0
2019-06-16,116.89,116.89,116.89,0.0,0.0,116.89,116.89,116.89,0.0,0.0,114.91,114.91,114.91,0.0,0.0,115.55,115.55,115.55,0.0,0.0
2019-06-23,112.27,112.27,112.27,0.0,0.0,113.32,113.32,113.32,0.0,0.0,112.27,112.27,112.27,0.0,0.0,112.65,112.65,112.65,0.0,0.0
2019-06-30,115.1,115.1,115.1,0.0,0.0,115.91,115.91,115.91,0.0,0.0,113.8,113.8,113.8,0.0,0.0,115.49,115.49,115.49,0.0,0.0
2019-07-07,115.93,115.93,115.93,0.0,0.0,116.13,116.13,116.13,0.0,0.0,115.33,115.33,115.33,0.0,0.0,115.66,115.66,115.66,0.0,0.0
2019-07-14,115.51,115.51,115.51,0.0,0.0,115.53,115.53,115.53,0.0,0.0,113.17,113.17,113.17,0.0,0.0,113.24,113.24,113.24,0.0,0.0
2019-07-21,113.58,113.58,113.58,0.0,0.0,113.91,113.91,113.91,0.0,0.0,112.67,112.67,112.67,0.0,0.0,113.48,113.48,113.48,0.0,0.0
2019-07-28,114.44,114.44,114.44,0.0,0.0,115.79,115.79,115.79,0.0,0.0,114.44,114.44,114.44,0.0,0.0,115.17,115.17,115.17,0.0,0.0
2019-08-04,116.9,116.9,116.9,0.0,0.0,117.5,117.5,117.5,0.0,0.0,115.99,115.99,115.99,0.0,0.0,117.14,117.14,117.14,0.0,0.0
2019-08-11,116.89,116.89,116.89,0.0,0.0,117.89,117.89,117.89,0.0,0.0,116.89,116.89,116.89,0.0,0.0,117.71,117.71,117.71,0.0,0.0
2019-08-18,118.67,118.67,118.67,0.0,0.0,119.4,119.4,119.4,0.0,0.0,116.7,116.7,116.7,0.0,0.0,117.17,117.17,117.17,0.0,0.0
2019-08-25,119.28,119.28,119.28,0.0,0.0,119.49,119.49,119.49,0.0,0.0,118.69,118.69,118.69,0.0,0.0,119.11,119.11,119.11,0.0,0.0
2019-09-01,120.46,120.46,120.46,0.0,0.0,121.01,121.01,121.01,0.0,0.0,119.9,119.9,119.9,0.0,0.0,120.58,120.58,120.58,0.0,0.0
2019-09-08,118.06,118.06,118.06,0.0,0.0,118.74,118.74,118.74,0.0,0.0,116.76,116.76,116.76,0.0,0.0,117.14,117.14,117.14,0.0,0.0
2019-09-15,119.97,119.97,119.97,0.0,0.0,120.44,120.44,120.44,0.0,0.0,119.59,119.59,119.59,0.0,0.0,119.64,119.64,119.64,0.0,0.0
2019-09-22,120.72,120.72,120.72,0.0,0.0,120.72,120.72,120.72,0.0,0.0,119.0,119.0,119.0,0.0,0.0,119.83,119.83,119.83,0.0,0.0
2019-09-29,119.9,119.9,119.9,0.0,0.0,120.59,120.59,120.59,0.0,0.0,119.9,119.9,119.9,0.0,0.0,120.53,120.53,120.53,0.0,0.0
2019-10-06,120.63,120.63,120.63,0.0,0.0,120.64,120.64,120.64,0.0,0.0,119.61,119.61,119.61,0.0,0.0,119.61,119.61,119.61,0.0,0.0
2019-10-13,120.38,120.38,120.38,0.0,0.0,121.4,121.4,121.4,0.0,0.0,120.2,120.2,120.2,0.0,0.0,121.29,121.29,121.29,0.0,0.0
2019-10-20,121.78,121.78,121.78,0.0,0.0,121.78,121.78,121.78,0.0,0.0,120.09,120.09,120.09,0.0,0.0,120.37,120.37,120.37,0.0,0.0
2019-10-27,119.73,119.73,119.73,0.0,0.0,120.28,120.28,120.28,0.0,0.0,118.25,118.25,118.25,0.0,0.0,119.29,119.29,119.29,0.0,0.0
2019-11-03,115.06,115.06,115.06,0.0,0.0,115.81,115.81,115.81,0.0,0.0,114.81,114.81,114.81,0.0,0.0,115.11,115.11,115.11,0.0,0.0
2019-11-10,116.6,116.6,116.6,0.0,0.0,117.25,117.25,117.25,0.0,0.0,116.53,116.53,116.53,0.0,0.0,117.25,117.25,117.25,0.0,0.0
2019-11-17,116.45,116.45,116.45,0.0,0.0,117.45,117.45,117.45,0.0,0.0,115.38,115.38,115.38,0.0,0.0,116.0,116.0,116.0,0.0,0.0
2019-11-24,118.1,118.1,118.1,0.0,0.0,118.7,118.7,118.7,0.0,0.0,117.75,117.75,117.75,0.0,0.0,117.75,117.75,117.75,0.0,0.0
2019-12-01,117.2,117.2,117.2,0.0,0.0,117.81,117.81,117.81,0.0,0.0,117.17,117.17,117.17,0.0,0.0,117.21,117.21,117.21,0.0,0.0
2019-12-08,113.86,113.86,113.86,0.0,0.0,114.38,114.38,114.38,0.0,0.0,112.93,112.93,112.93,0.0,0.0,113.9,113.9,113.9,0.0,0.0
2019-12-15,114.94,114.94,114.94,0.0,0.0,115.76,115.76,115.76,0.0,0.0,114.94,114.94,114.94,0.0,0.0,115.32,115.32,115.32,0.0,0.0
2019-12-22,115.84,115.84,115.84,0.0,0.0,116.28,116.28,116.28,0.0,0.0,115.66,115.66,115.66,0.0,0.0,116.09,116.09,116.09,0.0,0.0
2019-12-29,114.92,114.92,114.92,0.0,0.0,116.71,116.71,116.71,0.0,0.0,114.91,114.91,114.91,0.0,0.0,116.49,116.49,116.49,0.0,0.0
