Date,PowerShares DWA Financial Momentum Portfolio_Open_average,PowerShares DWA Financial Momentum Portfolio_Open_max,PowerShares DWA Financial Momentum Portfolio_Open_min,PowerShares DWA Financial Momentum Portfolio_Open_volatility,PowerShares DWA Financial Momentum Portfolio_Open_change,PowerShares DWA Financial Momentum Portfolio_High_average,PowerShares DWA Financial Momentum Portfolio_High_max,PowerShares DWA Financial Momentum Portfolio_High_min,PowerShares DWA Financial Momentum Portfolio_High_volatility,PowerShares DWA Financial Momentum Portfolio_High_change,PowerShares DWA Financial Momentum Portfolio_Low_average,PowerShares DWA Financial Momentum Portfolio_Low_max,PowerShares DWA Financial Momentum Portfolio_Low_min,PowerShares DWA Financial Momentum Portfolio_Low_volatility,PowerShares DWA Financial Momentum Portfolio_Low_change,PowerShares DWA Financial Momentum Portfolio_Close_average,PowerShares DWA Financial Momentum Portfolio_Close_max,PowerShares DWA Financial Momentum Portfolio_Close_min,PowerShares DWA Financial Momentum Portfolio_Close_volatility,PowerShares DWA Financial Momentum Portfolio_Close_change
2018-10-28,31.54,31.54,31.54,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-11-04,32.25,32.25,32.25,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-11-11,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-11-18,31.51,31.51,31.51,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-11-25,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2018-12-02,30.35,30.35,30.35,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2018-12-09,29.36,29.36,29.36,0.0,0.0,29.59,29.59,29.59,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2018-12-16,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2018-12-23,28.43,28.43,28.43,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2018-12-30,28.9,28.9,28.9,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.88,28.88,28.88,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-01-06,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2019-01-13,30.5,30.5,30.5,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-01-20,30.45,30.45,30.45,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-01-27,31.51,31.51,31.51,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-02-03,31.97,31.97,31.97,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-02-10,32.37,32.37,32.37,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-02-17,33.08,33.08,33.08,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-02-24,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-03-03,32.07,32.07,32.07,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2019-03-10,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-03-17,32.83,32.83,32.83,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-03-24,33.61,33.61,33.61,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-03-31,33.91,33.91,33.91,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-04-07,34.46,34.46,34.46,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-04-14,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-04-21,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2019-04-28,35.04,35.04,35.04,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2019-05-05,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-05-12,35.35,35.35,35.35,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2019-05-19,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2019-05-26,35.31,35.31,35.31,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2019-06-02,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2019-06-09,37.11,37.11,37.11,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-06-16,37.41,37.41,37.41,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-06-23,37.29,37.29,37.29,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-06-30,38.23,38.23,38.23,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2019-07-07,38.96,38.96,38.96,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-07-14,38.03,38.03,38.03,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2019-07-21,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-07-28,36.42,36.42,36.42,0.0,0.0,36.61,36.61,36.61,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2019-08-04,37.41,37.41,37.41,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-08-11,37.92,37.92,37.92,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-08-18,37.5,37.5,37.5,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2019-08-25,38.23,38.23,38.23,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-09-01,38.56,38.56,38.56,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-09-08,37.51,37.51,37.51,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-09-15,37.55,37.55,37.55,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2019-09-22,37.32,37.32,37.32,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2019-09-29,36.96,36.96,36.96,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-10-06,37.08,37.08,37.08,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2019-10-13,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2019-10-20,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-10-27,37.86,37.86,37.86,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-11-03,37.07,37.07,37.07,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.27,37.27,37.27,0.0,0.0
2019-11-10,38.02,38.02,38.02,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-11-17,38.0,38.0,38.0,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-11-24,38.42,38.42,38.42,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-12-01,38.29,38.29,38.29,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-12-08,38.25,38.25,38.25,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-12-15,38.69,38.69,38.69,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2019-12-22,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-12-29,38.48,38.48,38.48,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.81,38.81,38.81,0.0,0.0
