Date,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Open_average,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Open_max,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Open_min,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Open_volatility,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Open_change,VelocityShares VIX Short Term linked to SP 500 VIXEtf_High_average,VelocityShares VIX Short Term linked to SP 500 VIXEtf_High_max,VelocityShares VIX Short Term linked to SP 500 VIXEtf_High_min,VelocityShares VIX Short Term linked to SP 500 VIXEtf_High_volatility,VelocityShares VIX Short Term linked to SP 500 VIXEtf_High_change,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Low_average,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Low_max,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Low_min,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Low_volatility,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Low_change,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Close_average,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Close_max,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Close_min,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Close_volatility,VelocityShares VIX Short Term linked to SP 500 VIXEtf_Close_change
2018-07-29,64.8,64.8,64.8,0.0,0.0,64.9,64.9,64.9,0.0,0.0,63.4,63.4,63.4,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2018-08-05,62.95,62.95,62.95,0.0,0.0,64.65,64.65,64.65,0.0,0.0,62.05,62.05,62.05,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2018-08-12,64.65,64.65,64.65,0.0,0.0,65.3,65.3,65.3,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2018-08-19,60.35,60.35,60.35,0.0,0.0,61.05,61.05,61.05,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2018-08-26,62.85,62.85,62.85,0.0,0.0,63.1,63.1,63.1,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2018-09-02,65.5,65.5,65.5,0.0,0.0,66.0,66.0,66.0,0.0,0.0,64.2,64.2,64.2,0.0,0.0,65.3,65.3,65.3,0.0,0.0
2018-09-09,58.7,58.7,58.7,0.0,0.0,59.2,59.2,59.2,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2018-09-16,56.35,56.35,56.35,0.0,0.0,56.55,56.55,56.55,0.0,0.0,55.55,55.55,55.55,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2018-09-23,57.15,57.15,57.15,0.0,0.0,57.3,57.3,57.3,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2018-09-30,57.95,57.95,57.95,0.0,0.0,63.15,63.15,63.15,0.0,0.0,57.05,57.05,57.05,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2018-10-07,70.85,70.85,70.85,0.0,0.0,78.8,78.8,78.8,0.0,0.0,70.5,70.5,70.5,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2018-10-14,72.4,72.4,72.4,0.0,0.0,74.8,74.8,74.8,0.0,0.0,70.75,70.75,70.75,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2018-10-21,85.45,85.45,85.45,0.0,0.0,88.0,88.0,88.0,0.0,0.0,81.95,81.95,81.95,0.0,0.0,84.45,84.45,84.45,0.0,0.0
2018-10-28,75.45,75.45,75.45,0.0,0.0,80.3,80.3,80.3,0.0,0.0,74.5,74.5,74.5,0.0,0.0,77.3,77.3,77.3,0.0,0.0
2018-11-04,69.55,69.55,69.55,0.0,0.0,72.35,72.35,72.35,0.0,0.0,69.15,69.15,69.15,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2018-11-11,79.1,79.1,79.1,0.0,0.0,79.7,79.7,79.7,0.0,0.0,74.15,74.15,74.15,0.0,0.0,74.25,74.25,74.25,0.0,0.0
2018-11-18,82.6,82.6,82.6,0.0,0.0,83.05,83.05,83.05,0.0,0.0,81.1,81.1,81.1,0.0,0.0,81.7,81.7,81.7,0.0,0.0
2018-11-25,75.35,75.35,75.35,0.0,0.0,75.68,75.68,75.68,0.0,0.0,72.4,72.4,72.4,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2018-12-02,79.5,79.5,79.5,0.0,0.0,86.5,86.5,86.5,0.0,0.0,78.1,78.1,78.1,0.0,0.0,85.15,85.15,85.15,0.0,0.0
2018-12-09,84.5,84.5,84.5,0.0,0.0,86.25,86.25,86.25,0.0,0.0,83.5,83.5,83.5,0.0,0.0,85.7,85.7,85.7,0.0,0.0
2018-12-16,94.85,94.85,94.85,0.0,0.0,100.42,100.42,100.42,0.0,0.0,93.6,93.6,93.6,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2018-12-23,103.15,103.15,103.15,0.0,0.0,106.25,106.25,106.25,0.0,0.0,100.45,100.45,100.45,0.0,0.0,103.25,103.25,103.25,0.0,0.0
2018-12-30,96.6,96.6,96.6,0.0,0.0,97.05,97.05,97.05,0.0,0.0,92.4,92.4,92.4,0.0,0.0,92.75,92.75,92.75,0.0,0.0
2019-01-06,86.97,86.97,86.97,0.0,0.0,87.0,87.0,87.0,0.0,0.0,82.9,82.9,82.9,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2019-01-13,78.0,78.0,78.0,0.0,0.0,78.85,78.85,78.85,0.0,0.0,76.75,76.75,76.75,0.0,0.0,78.3,78.3,78.3,0.0,0.0
2019-01-20,80.0,80.0,80.0,0.0,0.0,80.55,80.55,80.55,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.8,78.8,78.8,0.0,0.0
2019-01-27,74.75,74.75,74.75,0.0,0.0,75.25,75.25,75.25,0.0,0.0,73.7,73.7,73.7,0.0,0.0,74.1,74.1,74.1,0.0,0.0
2019-02-03,74.9,74.9,74.9,0.0,0.0,75.6,75.6,75.6,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2019-02-10,70.1,70.1,70.1,0.0,0.0,70.45,70.45,70.45,0.0,0.0,68.85,68.85,68.85,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2019-02-17,66.1,66.1,66.1,0.0,0.0,66.15,66.15,66.15,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2019-02-24,64.65,64.65,64.65,0.0,0.0,65.9,65.9,65.9,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2019-03-03,72.0,72.0,72.0,0.0,0.0,73.1,73.1,73.1,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2019-03-10,61.4,61.4,61.4,0.0,0.0,61.4,61.4,61.4,0.0,0.0,59.7,59.7,59.7,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2019-03-17,62.1,62.1,62.1,0.0,0.0,68.25,68.25,68.25,0.0,0.0,61.65,61.65,61.65,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2019-03-24,62.65,62.65,62.65,0.0,0.0,62.9,62.9,62.9,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2019-03-31,59.75,59.75,59.75,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.2,59.2,59.2,0.0,0.0
2019-04-07,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-04-14,54.75,54.75,54.75,0.0,0.0,55.7,55.7,55.7,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2019-04-21,54.85,54.85,54.85,0.0,0.0,55.65,55.65,55.65,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2019-04-28,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2019-05-05,65.2,65.2,65.2,0.0,0.0,66.45,66.45,66.45,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2019-05-12,61.75,61.75,61.75,0.0,0.0,61.81,61.81,61.81,0.0,0.0,58.8,58.8,58.8,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-05-19,59.7,59.7,59.7,0.0,0.0,60.85,60.85,60.85,0.0,0.0,59.1,59.1,59.1,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2019-05-26,65.0,65.0,65.0,0.0,0.0,65.25,65.25,65.25,0.0,0.0,63.4,63.4,63.4,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2019-06-02,58.65,58.65,58.65,0.0,0.0,59.45,59.45,59.45,0.0,0.0,58.45,58.45,58.45,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-06-09,58.9,58.9,58.9,0.0,0.0,59.3,59.3,59.3,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-06-16,55.5,55.5,55.5,0.0,0.0,56.6,56.6,56.6,0.0,0.0,54.9,54.9,54.9,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-06-23,55.4,55.4,55.4,0.0,0.0,55.5,55.5,55.5,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-06-30,50.75,50.75,50.75,0.0,0.0,52.13,52.13,52.13,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-07-07,48.75,48.75,48.75,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2019-07-14,47.9,47.9,47.9,0.0,0.0,49.5,49.5,49.5,0.0,0.0,47.9,47.9,47.9,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-07-21,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2019-07-28,53.85,53.85,53.85,0.0,0.0,56.35,56.35,56.35,0.0,0.0,53.51,53.51,53.51,0.0,0.0,54.4,54.4,54.4,0.0,0.0
2019-08-04,55.94,55.94,55.94,0.0,0.0,58.0,58.0,58.0,0.0,0.0,55.5,55.5,55.5,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2019-08-11,61.55,61.55,61.55,0.0,0.0,61.55,61.55,61.55,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2019-08-18,56.25,56.25,56.25,0.0,0.0,62.3,62.3,62.3,0.0,0.0,54.0,54.0,54.0,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2019-08-25,55.75,55.75,55.75,0.0,0.0,58.25,58.25,58.25,0.0,0.0,55.75,55.75,55.75,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-09-01,53.1,53.1,53.1,0.0,0.0,53.55,53.55,53.55,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2019-09-08,49.0,49.0,49.0,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-09-15,46.55,46.55,46.55,0.0,0.0,49.6,49.6,49.6,0.0,0.0,46.25,46.25,46.25,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-09-22,49.9,49.9,49.9,0.0,0.0,53.0,53.0,53.0,0.0,0.0,49.55,49.55,49.55,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-09-29,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-10-06,50.2,50.2,50.2,0.0,0.0,50.4,50.4,50.4,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.7,48.7,48.7,0.0,0.0
2019-10-13,44.9,44.9,44.9,0.0,0.0,46.05,46.05,46.05,0.0,0.0,44.6,44.6,44.6,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-10-20,43.26,43.26,43.26,0.0,0.0,43.35,43.35,43.35,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2019-10-27,40.65,40.65,40.65,0.0,0.0,40.75,40.75,40.75,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-11-03,40.55,40.55,40.55,0.0,0.0,40.8,40.8,40.8,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-11-10,37.95,37.95,37.95,0.0,0.0,38.05,38.05,38.05,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-11-17,37.15,37.15,37.15,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-11-24,34.5,34.5,34.5,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-12-01,35.18,35.18,35.18,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-12-08,34.57,34.57,34.57,0.0,0.0,34.92,34.92,34.92,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-12-15,31.22,31.22,31.22,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-12-22,31.42,31.42,31.42,0.0,0.0,32.53,32.53,32.53,0.0,0.0,31.42,31.42,31.42,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-12-29,33.13,33.13,33.13,0.0,0.0,33.29,33.29,33.29,0.0,0.0,31.69,31.69,31.69,0.0,0.0,32.37,32.37,32.37,0.0,0.0
