Date,Franklin LibertyQ Emerging MarketsEtf_Open_average,Franklin LibertyQ Emerging MarketsEtf_Open_max,Franklin LibertyQ Emerging MarketsEtf_Open_min,Franklin LibertyQ Emerging MarketsEtf_Open_volatility,Franklin LibertyQ Emerging MarketsEtf_Open_change,Franklin LibertyQ Emerging MarketsEtf_High_average,Franklin LibertyQ Emerging MarketsEtf_High_max,Franklin LibertyQ Emerging MarketsEtf_High_min,Franklin LibertyQ Emerging MarketsEtf_High_volatility,Franklin LibertyQ Emerging MarketsEtf_High_change,Franklin LibertyQ Emerging MarketsEtf_Low_average,Franklin LibertyQ Emerging MarketsEtf_Low_max,Franklin LibertyQ Emerging MarketsEtf_Low_min,Franklin LibertyQ Emerging MarketsEtf_Low_volatility,Franklin LibertyQ Emerging MarketsEtf_Low_change,Franklin LibertyQ Emerging MarketsEtf_Close_average,Franklin LibertyQ Emerging MarketsEtf_Close_max,Franklin LibertyQ Emerging MarketsEtf_Close_min,Franklin LibertyQ Emerging MarketsEtf_Close_volatility,Franklin LibertyQ Emerging MarketsEtf_Close_change
2018-04-08,33.16,33.16,33.16,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2018-04-15,32.87,32.87,32.87,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2018-04-22,32.78,32.78,32.78,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2018-04-29,31.83,31.83,31.83,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.83,31.83,31.83,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-05-06,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-05-13,31.71,31.71,31.71,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-05-20,31.91,31.91,31.91,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-05-27,32.01,32.01,32.01,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2018-06-03,31.78,31.78,31.78,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2018-06-10,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2018-06-17,30.48,30.48,30.48,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-06-24,30.06,30.06,30.06,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-07-01,30.21,30.21,30.21,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2018-07-08,30.32,30.32,30.32,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-07-15,30.52,30.52,30.52,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-07-22,31.03,31.03,31.03,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-07-29,30.73,30.73,30.73,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-08-05,29.97,29.97,29.97,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2018-08-12,29.67,29.67,29.67,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2018-08-19,30.09,30.09,30.09,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-08-26,30.16,30.16,30.16,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2018-09-02,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2018-09-09,29.9,29.9,29.9,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2018-09-16,30.33,30.33,30.33,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-09-23,30.5,30.5,30.5,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-09-30,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2018-10-07,28.95,28.95,28.95,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.86,28.86,28.86,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2018-10-14,29.01,29.01,29.01,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2018-10-21,28.23,28.23,28.23,0.0,0.0,28.39,28.39,28.39,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-10-28,29.29,29.29,29.29,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2018-11-04,28.83,28.83,28.83,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2018-11-11,29.09,29.09,29.09,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-11-18,28.9,28.9,28.9,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2018-11-25,29.25,29.25,29.25,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-12-02,29.19,29.19,29.19,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2018-12-09,28.77,28.77,28.77,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2018-12-16,28.0,28.0,28.0,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-12-23,28.14,28.14,28.14,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2018-12-30,28.27,28.27,28.27,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2019-01-06,28.77,28.77,28.77,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-01-13,29.23,29.23,29.23,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2019-01-20,29.46,29.46,29.46,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-01-27,29.99,29.99,29.99,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-02-03,29.53,29.53,29.53,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-02-10,29.45,29.45,29.45,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-02-17,30.13,30.13,30.13,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-02-24,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-03-03,29.13,29.13,29.13,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2019-03-10,29.84,29.84,29.84,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2019-03-17,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2019-03-24,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-03-31,30.34,30.34,30.34,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-04-07,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-04-14,30.32,30.32,30.32,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-04-21,29.93,29.93,29.93,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-04-28,29.95,29.95,29.95,0.0,0.0,30.09,30.09,30.09,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2019-05-05,28.97,28.97,28.97,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2019-05-12,28.36,28.36,28.36,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2019-05-19,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-05-26,28.67,28.67,28.67,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-06-02,29.14,29.14,29.14,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2019-06-09,28.91,28.91,28.91,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-06-16,29.84,29.84,29.84,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-06-23,30.0,30.0,30.0,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-06-30,29.8,29.8,29.8,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-07-07,29.78,29.78,29.78,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-07-14,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-07-21,29.6,29.6,29.6,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-07-28,28.42,28.42,28.42,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-08-04,28.03,28.03,28.03,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-08-11,27.68,27.68,27.68,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-08-18,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-08-25,28.14,28.14,28.14,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-09-01,28.95,28.95,28.95,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2019-09-08,29.45,29.45,29.45,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-09-15,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-09-22,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-09-29,28.74,28.74,28.74,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-10-06,29.22,29.22,29.22,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-10-13,29.46,29.46,29.46,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2019-10-20,29.9,29.9,29.9,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-10-27,30.13,30.13,30.13,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-11-03,30.42,30.42,30.42,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-11-10,30.05,30.05,30.05,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-11-17,29.8,29.8,29.8,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-11-24,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-12-01,29.68,29.68,29.68,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2019-12-08,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-12-15,29.52,29.52,29.52,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-12-22,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-12-29,29.71,29.71,29.71,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0
