Date,Guggenheim CurrencyShares Swiss Franc_etf_Open_average,Guggenheim CurrencyShares Swiss Franc_etf_Open_max,Guggenheim CurrencyShares Swiss Franc_etf_Open_min,Guggenheim CurrencyShares Swiss Franc_etf_Open_volatility,Guggenheim CurrencyShares Swiss Franc_etf_Open_change,Guggenheim CurrencyShares Swiss Franc_etf_High_average,Guggenheim CurrencyShares Swiss Franc_etf_High_max,Guggenheim CurrencyShares Swiss Franc_etf_High_min,Guggenheim CurrencyShares Swiss Franc_etf_High_volatility,Guggenheim CurrencyShares Swiss Franc_etf_High_change,Guggenheim CurrencyShares Swiss Franc_etf_Low_average,Guggenheim CurrencyShares Swiss Franc_etf_Low_max,Guggenheim CurrencyShares Swiss Franc_etf_Low_min,Guggenheim CurrencyShares Swiss Franc_etf_Low_volatility,Guggenheim CurrencyShares Swiss Franc_etf_Low_change,Guggenheim CurrencyShares Swiss Franc_etf_Close_average,Guggenheim CurrencyShares Swiss Franc_etf_Close_max,Guggenheim CurrencyShares Swiss Franc_etf_Close_min,Guggenheim CurrencyShares Swiss Franc_etf_Close_volatility,Guggenheim CurrencyShares Swiss Franc_etf_Close_change
2018-08-05,94.28,94.28,94.28,0.0,0.0,94.32,94.32,94.32,0.0,0.0,94.12,94.12,94.12,0.0,0.0,94.15,94.15,94.15,0.0,0.0
2018-08-12,94.13,94.13,94.13,0.0,0.0,94.27,94.27,94.27,0.0,0.0,94.09,94.09,94.09,0.0,0.0,94.1,94.1,94.1,0.0,0.0
2018-08-19,95.36,95.36,95.36,0.0,0.0,95.42,95.42,95.42,0.0,0.0,95.16,95.16,95.16,0.0,0.0,95.28,95.28,95.28,0.0,0.0
2018-08-26,96.61,96.61,96.61,0.0,0.0,96.82,96.82,96.82,0.0,0.0,96.52,96.52,96.52,0.0,0.0,96.57,96.57,96.57,0.0,0.0
2018-09-02,96.81,96.81,96.81,0.0,0.0,96.91,96.91,96.91,0.0,0.0,96.49,96.49,96.49,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2018-09-09,96.8,96.8,96.8,0.0,0.0,96.9,96.9,96.9,0.0,0.0,96.73,96.73,96.73,0.0,0.0,96.73,96.73,96.73,0.0,0.0
2018-09-16,97.69,97.69,97.69,0.0,0.0,97.78,97.78,97.78,0.0,0.0,97.47,97.47,97.47,0.0,0.0,97.6,97.6,97.6,0.0,0.0
2018-09-23,95.76,95.76,95.76,0.0,0.0,95.89,95.89,95.89,0.0,0.0,95.31,95.31,95.31,0.0,0.0,95.31,95.31,95.31,0.0,0.0
2018-09-30,94.21,94.21,94.21,0.0,0.0,94.33,94.33,94.33,0.0,0.0,94.2,94.2,94.2,0.0,0.0,94.22,94.22,94.22,0.0,0.0
2018-10-07,94.22,94.22,94.22,0.0,0.0,94.37,94.37,94.37,0.0,0.0,94.18,94.18,94.18,0.0,0.0,94.22,94.22,94.22,0.0,0.0
2018-10-14,93.78,93.78,93.78,0.0,0.0,93.8,93.8,93.8,0.0,0.0,93.67,93.67,93.67,0.0,0.0,93.69,93.69,93.69,0.0,0.0
2018-10-21,93.22,93.22,93.22,0.0,0.0,93.73,93.73,93.73,0.0,0.0,93.22,93.22,93.22,0.0,0.0,93.68,93.68,93.68,0.0,0.0
2018-10-28,93.33,93.33,93.33,0.0,0.0,93.33,93.33,93.33,0.0,0.0,92.96,92.96,92.96,0.0,0.0,93.01,93.01,93.01,0.0,0.0
2018-11-04,92.74,92.74,92.74,0.0,0.0,92.87,92.87,92.87,0.0,0.0,92.74,92.74,92.74,0.0,0.0,92.83,92.83,92.83,0.0,0.0
2018-11-11,93.22,93.22,93.22,0.0,0.0,93.44,93.44,93.44,0.0,0.0,93.18,93.18,93.18,0.0,0.0,93.36,93.36,93.36,0.0,0.0
2018-11-18,93.75,93.75,93.75,0.0,0.0,93.75,93.75,93.75,0.0,0.0,93.56,93.56,93.56,0.0,0.0,93.56,93.56,93.56,0.0,0.0
2018-11-25,93.46,93.46,93.46,0.0,0.0,93.46,93.46,93.46,0.0,0.0,93.35,93.35,93.35,0.0,0.0,93.4,93.4,93.4,0.0,0.0
2018-12-02,94.02,94.02,94.02,0.0,0.0,94.35,94.35,94.35,0.0,0.0,94.02,94.02,94.02,0.0,0.0,94.32,94.32,94.32,0.0,0.0
2018-12-09,93.64,93.64,93.64,0.0,0.0,93.65,93.65,93.65,0.0,0.0,93.47,93.47,93.47,0.0,0.0,93.49,93.49,93.49,0.0,0.0
2018-12-16,94.03,94.03,94.03,0.0,0.0,94.24,94.24,94.24,0.0,0.0,93.71,93.71,93.71,0.0,0.0,93.75,93.75,93.75,0.0,0.0
2018-12-23,95.12,95.12,95.12,0.0,0.0,95.2,95.2,95.2,0.0,0.0,94.6,94.6,94.6,0.0,0.0,94.78,94.78,94.78,0.0,0.0
2018-12-30,94.16,94.16,94.16,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.14,94.14,94.14,0.0,0.0,94.53,94.53,94.53,0.0,0.0
2019-01-06,94.7,94.7,94.7,0.0,0.0,94.93,94.93,94.93,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.75,94.75,94.75,0.0,0.0
2019-01-13,93.7,93.7,93.7,0.0,0.0,93.72,93.72,93.72,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.6,93.6,93.6,0.0,0.0
2019-01-20,93.58,93.58,93.58,0.0,0.0,93.86,93.86,93.86,0.0,0.0,93.58,93.58,93.58,0.0,0.0,93.84,93.84,93.84,0.0,0.0
2019-01-27,93.78,93.78,93.78,0.0,0.0,93.79,93.79,93.79,0.0,0.0,93.46,93.46,93.46,0.0,0.0,93.6,93.6,93.6,0.0,0.0
2019-02-03,93.0,93.0,93.0,0.0,0.0,93.16,93.16,93.16,0.0,0.0,93.0,93.0,93.0,0.0,0.0,93.13,93.13,93.13,0.0,0.0
2019-02-10,92.63,92.63,92.63,0.0,0.0,92.7,92.7,92.7,0.0,0.0,92.51,92.51,92.51,0.0,0.0,92.65,92.65,92.65,0.0,0.0
2019-02-17,93.13,93.13,93.13,0.0,0.0,93.16,93.16,93.16,0.0,0.0,93.04,93.04,93.04,0.0,0.0,93.06,93.06,93.06,0.0,0.0
2019-02-24,93.19,93.19,93.19,0.0,0.0,93.21,93.21,93.21,0.0,0.0,93.07,93.07,93.07,0.0,0.0,93.13,93.13,93.13,0.0,0.0
2019-03-03,92.44,92.44,92.44,0.0,0.0,92.44,92.44,92.44,0.0,0.0,92.34,92.34,92.34,0.0,0.0,92.34,92.34,92.34,0.0,0.0
2019-03-10,92.79,92.79,92.79,0.0,0.0,92.91,92.91,92.91,0.0,0.0,92.74,92.74,92.74,0.0,0.0,92.8,92.8,92.8,0.0,0.0
2019-03-17,93.51,93.51,93.51,0.0,0.0,93.59,93.59,93.59,0.0,0.0,93.44,93.44,93.44,0.0,0.0,93.57,93.57,93.57,0.0,0.0
2019-03-24,93.44,93.44,93.44,0.0,0.0,93.45,93.45,93.45,0.0,0.0,93.26,93.26,93.26,0.0,0.0,93.4,93.4,93.4,0.0,0.0
2019-03-31,92.94,92.94,92.94,0.0,0.0,92.97,92.97,92.97,0.0,0.0,92.91,92.91,92.91,0.0,0.0,92.97,92.97,92.97,0.0,0.0
2019-04-07,92.9,92.9,92.9,0.0,0.0,92.93,92.93,92.93,0.0,0.0,92.65,92.65,92.65,0.0,0.0,92.67,92.67,92.67,0.0,0.0
2019-04-14,91.75,91.75,91.75,0.0,0.0,91.75,91.75,91.75,0.0,0.0,91.42,91.42,91.42,0.0,0.0,91.51,91.51,91.51,0.0,0.0
2019-04-21,91.11,91.11,91.11,0.0,0.0,91.26,91.26,91.26,0.0,0.0,91.11,91.11,91.11,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2019-04-28,91.09,91.09,91.09,0.0,0.0,91.34,91.34,91.34,0.0,0.0,91.09,91.09,91.09,0.0,0.0,91.34,91.34,91.34,0.0,0.0
2019-05-05,91.8,91.8,91.8,0.0,0.0,91.89,91.89,91.89,0.0,0.0,91.71,91.71,91.71,0.0,0.0,91.8,91.8,91.8,0.0,0.0
2019-05-12,91.88,91.88,91.88,0.0,0.0,91.89,91.89,91.89,0.0,0.0,91.83,91.83,91.83,0.0,0.0,91.89,91.89,91.89,0.0,0.0
2019-05-19,92.52,92.52,92.52,0.0,0.0,92.75,92.75,92.75,0.0,0.0,92.52,92.52,92.52,0.0,0.0,92.73,92.73,92.73,0.0,0.0
2019-05-26,92.37,92.37,92.37,0.0,0.0,92.79,92.79,92.79,0.0,0.0,92.29,92.29,92.29,0.0,0.0,92.69,92.69,92.69,0.0,0.0
2019-06-02,94.0,94.0,94.0,0.0,0.0,94.09,94.09,94.09,0.0,0.0,93.9,93.9,93.9,0.0,0.0,93.93,93.93,93.93,0.0,0.0
2019-06-09,93.1,93.1,93.1,0.0,0.0,93.15,93.15,93.15,0.0,0.0,92.85,92.85,92.85,0.0,0.0,92.89,92.89,92.89,0.0,0.0
2019-06-16,94.45,94.45,94.45,0.0,0.0,95.03,95.03,95.03,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.96,94.96,94.96,0.0,0.0
2019-06-23,95.02,95.02,95.02,0.0,0.0,95.09,95.09,95.09,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.91,94.91,94.91,0.0,0.0
2019-06-30,93.5,93.5,93.5,0.0,0.0,93.62,93.62,93.62,0.0,0.0,93.31,93.31,93.31,0.0,0.0,93.49,93.49,93.49,0.0,0.0
2019-07-07,93.95,93.95,93.95,0.0,0.0,94.24,94.24,94.24,0.0,0.0,93.93,93.93,93.93,0.0,0.0,94.18,94.18,94.18,0.0,0.0
2019-07-14,94.42,94.42,94.42,0.0,0.0,94.42,94.42,94.42,0.0,0.0,94.25,94.25,94.25,0.0,0.0,94.3,94.3,94.3,0.0,0.0
2019-07-21,93.43,93.43,93.43,0.0,0.0,93.43,93.43,93.43,0.0,0.0,93.17,93.17,93.17,0.0,0.0,93.22,93.22,93.22,0.0,0.0
2019-07-28,93.94,93.94,93.94,0.0,0.0,94.36,94.36,94.36,0.0,0.0,93.93,93.93,93.93,0.0,0.0,94.27,94.27,94.27,0.0,0.0
2019-08-04,95.29,95.29,95.29,0.0,0.0,95.33,95.33,95.33,0.0,0.0,95.05,95.05,95.05,0.0,0.0,95.21,95.21,95.21,0.0,0.0
2019-08-11,94.56,94.56,94.56,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.46,94.46,94.46,0.0,0.0,94.61,94.61,94.61,0.0,0.0
2019-08-18,94.03,94.03,94.03,0.0,0.0,95.03,95.03,95.03,0.0,0.0,93.96,93.96,93.96,0.0,0.0,94.9,94.9,94.9,0.0,0.0
2019-08-25,93.57,93.57,93.57,0.0,0.0,93.69,93.69,93.69,0.0,0.0,93.33,93.33,93.33,0.0,0.0,93.46,93.46,93.46,0.0,0.0
2019-09-01,93.7,93.7,93.7,0.0,0.0,93.83,93.83,93.83,0.0,0.0,93.64,93.64,93.64,0.0,0.0,93.67,93.67,93.67,0.0,0.0
2019-09-08,93.74,93.74,93.74,0.0,0.0,93.74,93.74,93.74,0.0,0.0,93.26,93.26,93.26,0.0,0.0,93.35,93.35,93.35,0.0,0.0
2019-09-15,93.15,93.15,93.15,0.0,0.0,93.31,93.31,93.31,0.0,0.0,92.98,92.98,92.98,0.0,0.0,93.31,93.31,93.31,0.0,0.0
2019-09-22,93.04,93.04,93.04,0.0,0.0,93.35,93.35,93.35,0.0,0.0,93.04,93.04,93.04,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2019-09-29,92.81,92.81,92.81,0.0,0.0,92.97,92.97,92.97,0.0,0.0,92.5,92.5,92.5,0.0,0.0,92.9,92.9,92.9,0.0,0.0
2019-10-06,92.62,92.62,92.62,0.0,0.0,92.76,92.76,92.76,0.0,0.0,92.52,92.52,92.52,0.0,0.0,92.71,92.71,92.71,0.0,0.0
2019-10-13,93.52,93.52,93.52,0.0,0.0,93.83,93.83,93.83,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.8,93.8,93.8,0.0,0.0
2019-10-20,93.0,93.0,93.0,0.0,0.0,93.05,93.05,93.05,0.0,0.0,92.79,92.79,92.79,0.0,0.0,92.89,92.89,92.89,0.0,0.0
2019-10-27,93.52,93.52,93.52,0.0,0.0,93.73,93.73,93.73,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.71,93.71,93.71,0.0,0.0
2019-11-03,92.7,92.7,92.7,0.0,0.0,92.73,92.73,92.73,0.0,0.0,92.55,92.55,92.55,0.0,0.0,92.57,92.57,92.57,0.0,0.0
2019-11-10,93.3,93.3,93.3,0.0,0.0,93.31,93.31,93.31,0.0,0.0,93.15,93.15,93.15,0.0,0.0,93.26,93.26,93.26,0.0,0.0
2019-11-17,92.8,92.8,92.8,0.0,0.0,92.8,92.8,92.8,0.0,0.0,92.48,92.48,92.48,0.0,0.0,92.51,92.51,92.51,0.0,0.0
2019-11-24,92.16,92.16,92.16,0.0,0.0,92.29,92.29,92.29,0.0,0.0,92.1,92.1,92.1,0.0,0.0,92.28,92.28,92.28,0.0,0.0
2019-12-01,93.11,93.11,93.11,0.0,0.0,93.18,93.18,93.18,0.0,0.0,93.06,93.06,93.06,0.0,0.0,93.18,93.18,93.18,0.0,0.0
2019-12-08,93.79,93.79,93.79,0.0,0.0,93.88,93.88,93.88,0.0,0.0,93.59,93.59,93.59,0.0,0.0,93.64,93.64,93.64,0.0,0.0
2019-12-15,93.96,93.96,93.96,0.0,0.0,93.96,93.96,93.96,0.0,0.0,93.77,93.77,93.77,0.0,0.0,93.87,93.87,93.87,0.0,0.0
2019-12-22,94.4,94.4,94.4,0.0,0.0,94.74,94.74,94.74,0.0,0.0,94.4,94.4,94.4,0.0,0.0,94.62,94.62,94.62,0.0,0.0
2019-12-29,94.82,94.82,94.82,0.0,0.0,95.08,95.08,95.08,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.81,94.81,94.81,0.0,0.0
