Date,JPMorgan Diversified Return US Equity_Open_average,JPMorgan Diversified Return US Equity_Open_max,JPMorgan Diversified Return US Equity_Open_min,JPMorgan Diversified Return US Equity_Open_volatility,JPMorgan Diversified Return US Equity_Open_change,JPMorgan Diversified Return US Equity_High_average,JPMorgan Diversified Return US Equity_High_max,JPMorgan Diversified Return US Equity_High_min,JPMorgan Diversified Return US Equity_High_volatility,JPMorgan Diversified Return US Equity_High_change,JPMorgan Diversified Return US Equity_Low_average,JPMorgan Diversified Return US Equity_Low_max,JPMorgan Diversified Return US Equity_Low_min,JPMorgan Diversified Return US Equity_Low_volatility,JPMorgan Diversified Return US Equity_Low_change,JPMorgan Diversified Return US Equity_Close_average,JPMorgan Diversified Return US Equity_Close_max,JPMorgan Diversified Return US Equity_Close_min,JPMorgan Diversified Return US Equity_Close_volatility,JPMorgan Diversified Return US Equity_Close_change
2018-04-01,69.1,69.1,69.1,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.04,69.04,69.04,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2018-04-08,70.24,70.24,70.24,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.44,70.44,70.44,0.0,0.0
2018-04-15,70.24,70.24,70.24,0.0,0.0,70.24,70.24,70.24,0.0,0.0,69.92,69.92,69.92,0.0,0.0,70.1,70.1,70.1,0.0,0.0
2018-04-22,70.38,70.38,70.38,0.0,0.0,70.51,70.51,70.51,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2018-04-29,69.93,69.93,69.93,0.0,0.0,69.94,69.94,69.94,0.0,0.0,69.59,69.59,69.59,0.0,0.0,69.69,69.69,69.69,0.0,0.0
2018-05-06,70.94,70.94,70.94,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2018-05-13,71.03,71.03,71.03,0.0,0.0,71.1,71.1,71.1,0.0,0.0,70.87,70.87,70.87,0.0,0.0,70.97,70.97,70.97,0.0,0.0
2018-05-20,70.93,70.93,70.93,0.0,0.0,71.13,71.13,71.13,0.0,0.0,70.87,70.87,70.87,0.0,0.0,70.95,70.95,70.95,0.0,0.0
2018-05-27,71.29,71.29,71.29,0.0,0.0,71.41,71.41,71.41,0.0,0.0,71.24,71.24,71.24,0.0,0.0,71.36,71.36,71.36,0.0,0.0
2018-06-03,72.14,72.14,72.14,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2018-06-10,72.4,72.4,72.4,0.0,0.0,72.53,72.53,72.53,0.0,0.0,72.22,72.22,72.22,0.0,0.0,72.49,72.49,72.49,0.0,0.0
2018-06-17,72.03,72.03,72.03,0.0,0.0,72.03,72.03,72.03,0.0,0.0,71.16,71.16,71.16,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2018-06-24,70.56,70.56,70.56,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.49,70.49,70.49,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2018-07-01,72.33,72.33,72.33,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2018-07-08,72.71,72.71,72.71,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.33,72.33,72.33,0.0,0.0,72.38,72.38,72.38,0.0,0.0
2018-07-15,72.67,72.67,72.67,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.58,72.58,72.58,0.0,0.0
2018-07-22,73.04,73.04,73.04,0.0,0.0,73.04,73.04,73.04,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.63,72.63,72.63,0.0,0.0
2018-07-29,73.57,73.57,73.57,0.0,0.0,73.84,73.84,73.84,0.0,0.0,73.57,73.57,73.57,0.0,0.0,73.76,73.76,73.76,0.0,0.0
2018-08-05,73.65,73.65,73.65,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.07,73.07,73.07,0.0,0.0,73.21,73.21,73.21,0.0,0.0
2018-08-12,74.21,74.21,74.21,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.21,74.21,74.21,0.0,0.0,74.41,74.41,74.41,0.0,0.0
2018-08-19,74.88,74.88,74.88,0.0,0.0,75.03,75.03,75.03,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2018-08-26,74.69,74.69,74.69,0.0,0.0,74.88,74.88,74.88,0.0,0.0,74.6,74.6,74.6,0.0,0.0,74.88,74.88,74.88,0.0,0.0
2018-09-02,74.68,74.68,74.68,0.0,0.0,74.78,74.78,74.78,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.69,74.69,74.69,0.0,0.0
2018-09-09,75.23,75.23,75.23,0.0,0.0,75.28,75.28,75.28,0.0,0.0,74.94,74.94,74.94,0.0,0.0,74.99,74.99,74.99,0.0,0.0
2018-09-16,75.53,75.53,75.53,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.08,75.08,75.08,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2018-09-23,74.72,74.72,74.72,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.57,74.57,74.57,0.0,0.0,74.61,74.61,74.61,0.0,0.0
2018-09-30,73.67,73.67,73.67,0.0,0.0,73.9,73.9,73.9,0.0,0.0,73.37,73.37,73.37,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2018-10-07,70.72,70.72,70.72,0.0,0.0,71.1,71.1,71.1,0.0,0.0,70.62,70.62,70.62,0.0,0.0,70.62,70.62,70.62,0.0,0.0
2018-10-14,70.93,70.93,70.93,0.0,0.0,71.09,71.09,71.09,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.64,70.64,70.64,0.0,0.0
2018-10-21,69.04,69.04,69.04,0.0,0.0,69.63,69.63,69.63,0.0,0.0,67.59,67.59,67.59,0.0,0.0,68.34,68.34,68.34,0.0,0.0
2018-10-28,70.88,70.88,70.88,0.0,0.0,71.24,71.24,71.24,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.1,71.1,71.1,0.0,0.0
2018-11-04,71.71,71.71,71.71,0.0,0.0,71.78,71.78,71.78,0.0,0.0,70.94,70.94,70.94,0.0,0.0,70.95,70.95,70.95,0.0,0.0
2018-11-11,70.68,70.68,70.68,0.0,0.0,70.85,70.85,70.85,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2018-11-18,69.77,69.77,69.77,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.55,69.55,69.55,0.0,0.0,69.98,69.98,69.98,0.0,0.0
2018-11-25,72.16,72.16,72.16,0.0,0.0,72.16,72.16,72.16,0.0,0.0,71.47,71.47,71.47,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2018-12-02,68.57,68.57,68.57,0.0,0.0,68.7,68.7,68.7,0.0,0.0,67.41,67.41,67.41,0.0,0.0,68.58,68.58,68.58,0.0,0.0
2018-12-09,67.58,67.58,67.58,0.0,0.0,67.66,67.66,67.66,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2018-12-16,62.82,62.82,62.82,0.0,0.0,62.82,62.82,62.82,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2018-12-23,64.73,64.73,64.73,0.0,0.0,64.9,64.9,64.9,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2018-12-30,65.7,65.7,65.7,0.0,0.0,66.5,66.5,66.5,0.0,0.0,65.46,65.46,65.46,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2019-01-06,66.91,66.91,66.91,0.0,0.0,67.21,67.21,67.21,0.0,0.0,66.91,66.91,66.91,0.0,0.0,67.02,67.02,67.02,0.0,0.0
2019-01-13,68.66,68.66,68.66,0.0,0.0,69.24,69.24,69.24,0.0,0.0,68.66,68.66,68.66,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2019-01-20,68.73,68.73,68.73,0.0,0.0,68.94,68.94,68.94,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.94,68.94,68.94,0.0,0.0
2019-01-27,70.39,70.39,70.39,0.0,0.0,70.79,70.79,70.79,0.0,0.0,70.16,70.16,70.16,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2019-02-03,70.97,70.97,70.97,0.0,0.0,70.97,70.97,70.97,0.0,0.0,70.69,70.69,70.69,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2019-02-10,72.22,72.22,72.22,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.22,72.22,72.22,0.0,0.0,72.46,72.46,72.46,0.0,0.0
2019-02-17,73.57,73.57,73.57,0.0,0.0,73.58,73.58,73.58,0.0,0.0,73.13,73.13,73.13,0.0,0.0,73.13,73.13,73.13,0.0,0.0
2019-02-24,73.37,73.37,73.37,0.0,0.0,73.37,73.37,73.37,0.0,0.0,72.16,72.16,72.16,0.0,0.0,72.78,72.78,72.78,0.0,0.0
2019-03-03,71.63,71.63,71.63,0.0,0.0,72.34,72.34,72.34,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.29,72.29,72.29,0.0,0.0
2019-03-10,73.07,73.07,73.07,0.0,0.0,73.34,73.34,73.34,0.0,0.0,73.0,73.0,73.0,0.0,0.0,73.33,73.33,73.33,0.0,0.0
2019-03-17,71.97,71.97,71.97,0.0,0.0,72.31,72.31,72.31,0.0,0.0,71.78,71.78,71.78,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2019-03-24,73.77,73.77,73.77,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.57,73.57,73.57,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2019-03-31,74.5,74.5,74.5,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.39,74.39,74.39,0.0,0.0,74.62,74.62,74.62,0.0,0.0
2019-04-07,74.95,74.95,74.95,0.0,0.0,74.95,74.95,74.95,0.0,0.0,74.75,74.75,74.75,0.0,0.0,74.86,74.86,74.86,0.0,0.0
2019-04-14,74.23,74.23,74.23,0.0,0.0,74.26,74.26,74.26,0.0,0.0,74.08,74.08,74.08,0.0,0.0,74.2,74.2,74.2,0.0,0.0
2019-04-21,74.91,74.91,74.91,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.81,74.81,74.81,0.0,0.0
2019-04-28,73.86,73.86,73.86,0.0,0.0,74.63,74.63,74.63,0.0,0.0,73.86,73.86,73.86,0.0,0.0,74.54,74.54,74.54,0.0,0.0
2019-05-05,72.57,72.57,72.57,0.0,0.0,72.57,72.57,72.57,0.0,0.0,71.79,71.79,71.79,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2019-05-12,72.88,72.88,72.88,0.0,0.0,73.05,73.05,73.05,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2019-05-19,72.63,72.63,72.63,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.32,72.32,72.32,0.0,0.0,72.38,72.38,72.38,0.0,0.0
2019-05-26,70.76,70.76,70.76,0.0,0.0,71.22,71.22,71.22,0.0,0.0,70.71,70.71,70.71,0.0,0.0,71.06,71.06,71.06,0.0,0.0
2019-06-02,74.04,74.04,74.04,0.0,0.0,74.25,74.25,74.25,0.0,0.0,73.88,73.88,73.88,0.0,0.0,73.97,73.97,73.97,0.0,0.0
2019-06-09,74.16,74.16,74.16,0.0,0.0,74.23,74.23,74.23,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2019-06-16,75.43,75.43,75.43,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.21,75.21,75.21,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2019-06-23,75.53,75.53,75.53,0.0,0.0,75.54,75.54,75.54,0.0,0.0,74.91,74.91,74.91,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2019-06-30,75.65,75.65,75.65,0.0,0.0,75.73,75.73,75.73,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.58,75.58,75.58,0.0,0.0
2019-07-07,76.48,76.48,76.48,0.0,0.0,76.48,76.48,76.48,0.0,0.0,76.11,76.11,76.11,0.0,0.0,76.21,76.21,76.21,0.0,0.0
2019-07-14,75.9,75.9,75.9,0.0,0.0,75.9,75.9,75.9,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.64,75.64,75.64,0.0,0.0
2019-07-21,76.71,76.71,76.71,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.42,76.42,76.42,0.0,0.0,76.54,76.54,76.54,0.0,0.0
2019-07-28,73.44,73.44,73.44,0.0,0.0,73.44,73.44,73.44,0.0,0.0,72.12,72.12,72.12,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2019-08-04,73.83,73.83,73.83,0.0,0.0,73.83,73.83,73.83,0.0,0.0,73.06,73.06,73.06,0.0,0.0,73.27,73.27,73.27,0.0,0.0
2019-08-11,74.03,74.03,74.03,0.0,0.0,74.3,74.3,74.3,0.0,0.0,73.97,73.97,73.97,0.0,0.0,74.13,74.13,74.13,0.0,0.0
2019-08-18,72.8,72.8,72.8,0.0,0.0,73.01,73.01,73.01,0.0,0.0,72.53,72.53,72.53,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2019-08-25,74.52,74.52,74.52,0.0,0.0,74.59,74.59,74.59,0.0,0.0,74.17,74.17,74.17,0.0,0.0,74.33,74.33,74.33,0.0,0.0
2019-09-01,75.76,75.76,75.76,0.0,0.0,75.85,75.85,75.85,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.82,75.82,75.82,0.0,0.0
2019-09-08,76.39,76.39,76.39,0.0,0.0,76.57,76.57,76.57,0.0,0.0,76.34,76.34,76.34,0.0,0.0,76.53,76.53,76.53,0.0,0.0
2019-09-15,76.18,76.18,76.18,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.18,76.18,76.18,0.0,0.0,76.44,76.44,76.44,0.0,0.0
2019-09-22,75.74,75.74,75.74,0.0,0.0,76.03,76.03,76.03,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.92,75.92,75.92,0.0,0.0
2019-09-29,74.9,74.9,74.9,0.0,0.0,75.14,75.14,75.14,0.0,0.0,74.67,74.67,74.67,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2019-10-06,75.21,75.21,75.21,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.12,75.12,75.12,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2019-10-13,76.05,76.05,76.05,0.0,0.0,76.09,76.09,76.09,0.0,0.0,75.96,75.96,75.96,0.0,0.0,76.08,76.08,76.08,0.0,0.0
2019-10-20,76.71,76.71,76.71,0.0,0.0,76.85,76.85,76.85,0.0,0.0,76.49,76.49,76.49,0.0,0.0,76.5,76.5,76.5,0.0,0.0
2019-10-27,77.35,77.35,77.35,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.05,77.05,77.05,0.0,0.0,77.12,77.12,77.12,0.0,0.0
2019-11-03,76.97,76.97,76.97,0.0,0.0,77.25,77.25,77.25,0.0,0.0,76.97,76.97,76.97,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2019-11-10,77.89,77.89,77.89,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.86,77.86,77.86,0.0,0.0,77.91,77.91,77.91,0.0,0.0
2019-11-17,77.67,77.67,77.67,0.0,0.0,78.03,78.03,78.03,0.0,0.0,77.67,77.67,77.67,0.0,0.0,78.03,78.03,78.03,0.0,0.0
2019-11-24,78.21,78.21,78.21,0.0,0.0,78.21,78.21,78.21,0.0,0.0,77.63,77.63,77.63,0.0,0.0,77.63,77.63,77.63,0.0,0.0
2019-12-01,78.38,78.38,78.38,0.0,0.0,78.42,78.42,78.42,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.2,78.2,78.2,0.0,0.0
2019-12-08,79.1,79.1,79.1,0.0,0.0,79.42,79.42,79.42,0.0,0.0,79.1,79.1,79.1,0.0,0.0,79.26,79.26,79.26,0.0,0.0
2019-12-15,79.59,79.59,79.59,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.55,79.55,79.55,0.0,0.0
2019-12-22,79.69,79.69,79.69,0.0,0.0,79.69,79.69,79.69,0.0,0.0,79.44,79.44,79.44,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2019-12-29,79.25,79.25,79.25,0.0,0.0,79.49,79.49,79.49,0.0,0.0,79.18,79.18,79.18,0.0,0.0,79.34,79.34,79.34,0.0,0.0
