Date,Vanguard Industrials_Open_average,Vanguard Industrials_Open_max,Vanguard Industrials_Open_min,Vanguard Industrials_Open_volatility,Vanguard Industrials_Open_change,Vanguard Industrials_High_average,Vanguard Industrials_High_max,Vanguard Industrials_High_min,Vanguard Industrials_High_volatility,Vanguard Industrials_High_change,Vanguard Industrials_Low_average,Vanguard Industrials_Low_max,Vanguard Industrials_Low_min,Vanguard Industrials_Low_volatility,Vanguard Industrials_Low_change,Vanguard Industrials_Close_average,Vanguard Industrials_Close_max,Vanguard Industrials_Close_min,Vanguard Industrials_Close_volatility,Vanguard Industrials_Close_change
2018-04-15,141.99,141.99,141.99,0.0,0.0,142.15,142.15,142.15,0.0,0.0,140.85,140.85,140.85,0.0,0.0,141.39,141.39,141.39,0.0,0.0
2018-04-22,137.5,137.5,137.5,0.0,0.0,137.77,137.77,137.77,0.0,0.0,135.38,135.38,135.38,0.0,0.0,135.38,135.38,135.38,0.0,0.0
2018-04-29,136.25,136.25,136.25,0.0,0.0,137.24,137.24,137.24,0.0,0.0,136.25,136.25,136.25,0.0,0.0,136.81,136.81,136.81,0.0,0.0
2018-05-06,140.64,140.64,140.64,0.0,0.0,141.0,141.0,141.0,0.0,0.0,139.72,139.72,139.72,0.0,0.0,139.98,139.98,139.98,0.0,0.0
2018-05-13,142.68,142.68,142.68,0.0,0.0,144.03,144.03,144.03,0.0,0.0,142.66,142.66,142.66,0.0,0.0,143.54,143.54,143.54,0.0,0.0
2018-05-20,141.84,141.84,141.84,0.0,0.0,142.27,142.27,142.27,0.0,0.0,141.58,141.58,141.58,0.0,0.0,142.01,142.01,142.01,0.0,0.0
2018-05-27,141.8,141.8,141.8,0.0,0.0,142.57,142.57,142.57,0.0,0.0,141.19,141.19,141.19,0.0,0.0,141.39,141.39,141.39,0.0,0.0
2018-06-03,144.03,144.03,144.03,0.0,0.0,144.71,144.71,144.71,0.0,0.0,143.88,143.88,143.88,0.0,0.0,144.31,144.31,144.31,0.0,0.0
2018-06-10,141.48,141.48,141.48,0.0,0.0,142.29,142.29,142.29,0.0,0.0,141.17,141.17,141.17,0.0,0.0,142.17,142.17,142.17,0.0,0.0
2018-06-17,137.47,137.47,137.47,0.0,0.0,137.68,137.68,137.68,0.0,0.0,135.72,135.72,135.72,0.0,0.0,136.52,136.52,136.52,0.0,0.0
2018-06-24,134.8,134.8,134.8,0.0,0.0,136.19,136.19,136.19,0.0,0.0,134.36,134.36,134.36,0.0,0.0,136.19,136.19,136.19,0.0,0.0
2018-07-01,137.76,137.76,137.76,0.0,0.0,139.59,139.59,139.59,0.0,0.0,137.76,137.76,137.76,0.0,0.0,139.47,139.47,139.47,0.0,0.0
2018-07-08,140.17,140.17,140.17,0.0,0.0,140.43,140.43,140.43,0.0,0.0,138.83,138.83,138.83,0.0,0.0,139.05,139.05,139.05,0.0,0.0
2018-07-15,140.74,140.74,140.74,0.0,0.0,140.74,140.74,140.74,0.0,0.0,140.03,140.03,140.03,0.0,0.0,140.27,140.27,140.27,0.0,0.0
2018-07-22,143.24,143.24,143.24,0.0,0.0,144.05,144.05,144.05,0.0,0.0,141.82,141.82,141.82,0.0,0.0,141.94,141.94,141.94,0.0,0.0
2018-07-29,143.34,143.34,143.34,0.0,0.0,143.89,143.89,143.89,0.0,0.0,143.08,143.08,143.08,0.0,0.0,143.79,143.79,143.79,0.0,0.0
2018-08-05,142.7,142.7,142.7,0.0,0.0,142.84,142.84,142.84,0.0,0.0,141.24,141.24,141.24,0.0,0.0,141.72,141.72,141.72,0.0,0.0
2018-08-12,144.64,144.64,144.64,0.0,0.0,145.62,145.62,145.62,0.0,0.0,144.64,144.64,144.64,0.0,0.0,145.27,145.27,145.27,0.0,0.0
2018-08-19,145.85,145.85,145.85,0.0,0.0,147.16,147.16,147.16,0.0,0.0,145.85,145.85,145.85,0.0,0.0,146.97,146.97,146.97,0.0,0.0
2018-08-26,145.79,145.79,145.79,0.0,0.0,146.29,146.29,146.29,0.0,0.0,145.58,145.58,145.58,0.0,0.0,146.07,146.07,146.07,0.0,0.0
2018-09-02,147.37,147.37,147.37,0.0,0.0,148.13,148.13,148.13,0.0,0.0,147.37,147.37,147.37,0.0,0.0,147.69,147.69,147.69,0.0,0.0
2018-09-09,149.27,149.27,149.27,0.0,0.0,149.77,149.77,149.77,0.0,0.0,149.0,149.0,149.0,0.0,0.0,149.16,149.16,149.16,0.0,0.0
2018-09-16,149.78,149.78,149.78,0.0,0.0,149.78,149.78,149.78,0.0,0.0,148.0,148.0,148.0,0.0,0.0,148.31,148.31,148.31,0.0,0.0
2018-09-23,149.21,149.21,149.21,0.0,0.0,149.54,149.54,149.54,0.0,0.0,147.96,147.96,147.96,0.0,0.0,148.51,148.51,148.51,0.0,0.0
2018-09-30,147.32,147.32,147.32,0.0,0.0,147.78,147.78,147.78,0.0,0.0,146.29,146.29,146.29,0.0,0.0,147.67,147.67,147.67,0.0,0.0
2018-10-07,137.92,137.92,137.92,0.0,0.0,139.34,139.34,139.34,0.0,0.0,137.92,137.92,137.92,0.0,0.0,138.47,138.47,138.47,0.0,0.0
2018-10-14,136.82,136.82,136.82,0.0,0.0,136.83,136.83,136.83,0.0,0.0,135.75,135.75,135.75,0.0,0.0,136.34,136.34,136.34,0.0,0.0
2018-10-21,131.09,131.09,131.09,0.0,0.0,131.49,131.49,131.49,0.0,0.0,125.7,125.7,125.7,0.0,0.0,127.45,127.45,127.45,0.0,0.0
2018-10-28,133.71,133.71,133.71,0.0,0.0,134.67,134.67,134.67,0.0,0.0,133.18,133.18,133.18,0.0,0.0,134.05,134.05,134.05,0.0,0.0
2018-11-04,135.79,135.79,135.79,0.0,0.0,135.79,135.79,135.79,0.0,0.0,133.03,133.03,133.03,0.0,0.0,133.23,133.23,133.23,0.0,0.0
2018-11-11,134.67,134.67,134.67,0.0,0.0,134.72,134.72,134.72,0.0,0.0,132.32,132.32,132.32,0.0,0.0,132.79,132.79,132.79,0.0,0.0
2018-11-18,131.81,131.81,131.81,0.0,0.0,132.53,132.53,132.53,0.0,0.0,131.04,131.04,131.04,0.0,0.0,132.03,132.03,132.03,0.0,0.0
2018-11-25,138.55,138.55,138.55,0.0,0.0,139.24,139.24,139.24,0.0,0.0,136.69,136.69,136.69,0.0,0.0,137.45,137.45,137.45,0.0,0.0
2018-12-02,127.24,127.24,127.24,0.0,0.0,127.61,127.61,127.61,0.0,0.0,124.75,124.75,124.75,0.0,0.0,127.29,127.29,127.29,0.0,0.0
2018-12-09,124.08,124.08,124.08,0.0,0.0,124.78,124.78,124.78,0.0,0.0,121.58,121.58,121.58,0.0,0.0,122.18,122.18,122.18,0.0,0.0
2018-12-16,115.04,115.04,115.04,0.0,0.0,115.67,115.67,115.67,0.0,0.0,112.79,112.79,112.79,0.0,0.0,112.87,112.87,112.87,0.0,0.0
2018-12-23,119.89,119.89,119.89,0.0,0.0,120.55,120.55,120.55,0.0,0.0,119.05,119.05,119.05,0.0,0.0,120.41,120.41,120.41,0.0,0.0
2018-12-30,122.28,122.28,122.28,0.0,0.0,123.73,123.73,123.73,0.0,0.0,121.31,121.31,121.31,0.0,0.0,122.83,122.83,122.83,0.0,0.0
2019-01-06,126.13,126.13,126.13,0.0,0.0,127.59,127.59,127.59,0.0,0.0,126.0,126.0,126.0,0.0,0.0,126.97,126.97,126.97,0.0,0.0
2019-01-13,130.0,130.0,130.0,0.0,0.0,131.98,131.98,131.98,0.0,0.0,130.0,130.0,130.0,0.0,0.0,131.44,131.44,131.44,0.0,0.0
2019-01-20,129.47,129.47,129.47,0.0,0.0,130.01,130.01,130.01,0.0,0.0,128.88,128.88,128.88,0.0,0.0,129.92,129.92,129.92,0.0,0.0
2019-01-27,134.5,134.5,134.5,0.0,0.0,136.05,136.05,136.05,0.0,0.0,134.27,134.27,134.27,0.0,0.0,136.05,136.05,136.05,0.0,0.0
2019-02-03,136.6,136.6,136.6,0.0,0.0,137.15,137.15,137.15,0.0,0.0,136.6,136.6,136.6,0.0,0.0,137.04,137.04,137.04,0.0,0.0
2019-02-10,140.18,140.18,140.18,0.0,0.0,141.4,141.4,141.4,0.0,0.0,140.0,140.0,140.0,0.0,0.0,141.4,141.4,141.4,0.0,0.0
2019-02-17,143.9,143.9,143.9,0.0,0.0,144.05,144.05,144.05,0.0,0.0,142.93,142.93,142.93,0.0,0.0,142.98,142.98,142.98,0.0,0.0
2019-02-24,143.39,143.39,143.39,0.0,0.0,143.86,143.86,143.86,0.0,0.0,141.08,141.08,141.08,0.0,0.0,142.0,142.0,142.0,0.0,0.0
2019-03-03,137.01,137.01,137.01,0.0,0.0,139.78,139.78,139.78,0.0,0.0,136.63,136.63,136.63,0.0,0.0,139.78,139.78,139.78,0.0,0.0
2019-03-10,139.03,139.03,139.03,0.0,0.0,140.47,140.47,140.47,0.0,0.0,138.96,138.96,138.96,0.0,0.0,140.39,140.39,140.39,0.0,0.0
2019-03-17,135.95,135.95,135.95,0.0,0.0,137.04,137.04,137.04,0.0,0.0,135.83,135.83,135.83,0.0,0.0,136.41,136.41,136.41,0.0,0.0
2019-03-24,141.07,141.07,141.07,0.0,0.0,142.91,142.91,142.91,0.0,0.0,140.71,140.71,140.71,0.0,0.0,142.69,142.69,142.69,0.0,0.0
2019-03-31,143.03,143.03,143.03,0.0,0.0,143.46,143.46,143.46,0.0,0.0,142.35,142.35,142.35,0.0,0.0,143.4,143.4,143.4,0.0,0.0
2019-04-07,144.54,144.54,144.54,0.0,0.0,144.63,144.63,144.63,0.0,0.0,143.82,143.82,143.82,0.0,0.0,144.06,144.06,144.06,0.0,0.0
2019-04-14,146.08,146.08,146.08,0.0,0.0,146.25,146.25,146.25,0.0,0.0,145.41,145.41,145.41,0.0,0.0,145.93,145.93,145.93,0.0,0.0
2019-04-21,145.53,145.53,145.53,0.0,0.0,146.23,146.23,146.23,0.0,0.0,145.31,145.31,145.31,0.0,0.0,145.81,145.81,145.81,0.0,0.0
2019-04-28,144.32,144.32,144.32,0.0,0.0,146.23,146.23,146.23,0.0,0.0,144.12,144.12,144.12,0.0,0.0,145.97,145.97,145.97,0.0,0.0
2019-05-05,139.85,139.85,139.85,0.0,0.0,140.4,140.4,140.4,0.0,0.0,138.19,138.19,138.19,0.0,0.0,139.0,139.0,139.0,0.0,0.0
2019-05-12,139.33,139.33,139.33,0.0,0.0,140.39,140.39,140.39,0.0,0.0,139.32,139.32,139.32,0.0,0.0,139.99,139.99,139.99,0.0,0.0
2019-05-19,139.11,139.11,139.11,0.0,0.0,139.45,139.45,139.45,0.0,0.0,138.08,138.08,138.08,0.0,0.0,138.46,138.46,138.46,0.0,0.0
2019-05-26,135.02,135.02,135.02,0.0,0.0,136.91,136.91,136.91,0.0,0.0,135.0,135.0,135.0,0.0,0.0,136.09,136.09,136.09,0.0,0.0
2019-06-02,143.08,143.08,143.08,0.0,0.0,143.77,143.77,143.77,0.0,0.0,142.43,142.43,142.43,0.0,0.0,142.43,142.43,142.43,0.0,0.0
2019-06-09,141.81,141.81,141.81,0.0,0.0,141.83,141.83,141.83,0.0,0.0,141.2,141.2,141.2,0.0,0.0,141.2,141.2,141.2,0.0,0.0
2019-06-16,144.8,144.8,144.8,0.0,0.0,145.18,145.18,145.18,0.0,0.0,144.13,144.13,144.13,0.0,0.0,144.13,144.13,144.13,0.0,0.0
2019-06-23,147.43,147.43,147.43,0.0,0.0,147.57,147.57,147.57,0.0,0.0,145.56,145.56,145.56,0.0,0.0,146.3,146.3,146.3,0.0,0.0
2019-06-30,145.42,145.42,145.42,0.0,0.0,145.62,145.62,145.62,0.0,0.0,144.63,144.63,144.63,0.0,0.0,144.92,144.92,144.92,0.0,0.0
2019-07-07,147.35,147.35,147.35,0.0,0.0,147.4,147.4,147.4,0.0,0.0,146.62,146.62,146.62,0.0,0.0,146.92,146.92,146.92,0.0,0.0
2019-07-14,145.92,145.92,145.92,0.0,0.0,146.69,146.69,146.69,0.0,0.0,145.53,145.53,145.53,0.0,0.0,145.91,145.91,145.91,0.0,0.0
2019-07-21,148.11,148.11,148.11,0.0,0.0,148.11,148.11,148.11,0.0,0.0,147.44,147.44,147.44,0.0,0.0,147.57,147.57,147.57,0.0,0.0
2019-07-28,140.57,140.57,140.57,0.0,0.0,140.57,140.57,140.57,0.0,0.0,138.13,138.13,138.13,0.0,0.0,139.01,139.01,139.01,0.0,0.0
2019-08-04,141.17,141.17,141.17,0.0,0.0,141.46,141.46,141.46,0.0,0.0,139.75,139.75,139.75,0.0,0.0,140.12,140.12,140.12,0.0,0.0
2019-08-11,141.47,141.47,141.47,0.0,0.0,141.75,141.75,141.75,0.0,0.0,141.13,141.13,141.13,0.0,0.0,141.34,141.34,141.34,0.0,0.0
2019-08-18,138.9,138.9,138.9,0.0,0.0,139.0,139.0,139.0,0.0,0.0,137.44,137.44,137.44,0.0,0.0,138.53,138.53,138.53,0.0,0.0
2019-08-25,142.77,142.77,142.77,0.0,0.0,143.23,143.23,143.23,0.0,0.0,142.03,142.03,142.03,0.0,0.0,142.38,142.38,142.38,0.0,0.0
2019-09-01,145.27,145.27,145.27,0.0,0.0,146.1,146.1,146.1,0.0,0.0,145.19,145.19,145.19,0.0,0.0,145.65,145.65,145.65,0.0,0.0
2019-09-08,148.65,148.65,148.65,0.0,0.0,149.5,149.5,149.5,0.0,0.0,148.65,148.65,148.65,0.0,0.0,149.21,149.21,149.21,0.0,0.0
2019-09-15,146.57,146.57,146.57,0.0,0.0,147.43,147.43,147.43,0.0,0.0,146.43,146.43,146.43,0.0,0.0,146.96,146.96,146.96,0.0,0.0
2019-09-22,145.96,145.96,145.96,0.0,0.0,146.55,146.55,146.55,0.0,0.0,145.95,145.95,145.95,0.0,0.0,146.07,146.07,146.07,0.0,0.0
2019-09-29,141.89,141.89,141.89,0.0,0.0,142.67,142.67,142.67,0.0,0.0,141.26,141.26,141.26,0.0,0.0,141.65,141.65,141.65,0.0,0.0
2019-10-06,144.21,144.21,144.21,0.0,0.0,144.47,144.47,144.47,0.0,0.0,144.01,144.01,144.01,0.0,0.0,144.13,144.13,144.13,0.0,0.0
2019-10-13,145.71,145.71,145.71,0.0,0.0,146.59,146.59,146.59,0.0,0.0,145.71,145.71,145.71,0.0,0.0,146.12,146.12,146.12,0.0,0.0
2019-10-20,148.81,148.81,148.81,0.0,0.0,149.34,149.34,149.34,0.0,0.0,148.65,148.65,148.65,0.0,0.0,148.65,148.65,148.65,0.0,0.0
2019-10-27,152.01,152.01,152.01,0.0,0.0,152.88,152.88,152.88,0.0,0.0,151.99,151.99,151.99,0.0,0.0,152.88,152.88,152.88,0.0,0.0
2019-11-03,152.95,152.95,152.95,0.0,0.0,154.08,154.08,154.08,0.0,0.0,152.93,152.93,152.93,0.0,0.0,153.91,153.91,153.91,0.0,0.0
2019-11-10,154.54,154.54,154.54,0.0,0.0,154.54,154.54,154.54,0.0,0.0,154.02,154.02,154.02,0.0,0.0,154.31,154.31,154.31,0.0,0.0
2019-11-17,154.12,154.12,154.12,0.0,0.0,155.14,155.14,155.14,0.0,0.0,153.89,153.89,153.89,0.0,0.0,154.86,154.86,154.86,0.0,0.0
2019-11-24,154.7,154.7,154.7,0.0,0.0,154.81,154.81,154.81,0.0,0.0,152.18,152.18,152.18,0.0,0.0,152.26,152.26,152.26,0.0,0.0
2019-12-01,152.96,152.96,152.96,0.0,0.0,153.17,153.17,153.17,0.0,0.0,152.27,152.27,152.27,0.0,0.0,152.69,152.69,152.69,0.0,0.0
2019-12-08,154.14,154.14,154.14,0.0,0.0,154.36,154.36,154.36,0.0,0.0,153.6,153.6,153.6,0.0,0.0,153.66,153.66,153.66,0.0,0.0
2019-12-15,154.88,154.88,154.88,0.0,0.0,155.13,155.13,155.13,0.0,0.0,154.49,154.49,154.49,0.0,0.0,154.95,154.95,154.95,0.0,0.0
2019-12-22,154.76,154.76,154.76,0.0,0.0,154.76,154.76,154.76,0.0,0.0,153.73,153.73,153.73,0.0,0.0,154.03,154.03,154.03,0.0,0.0
2019-12-29,154.91,154.91,154.91,0.0,0.0,156.33,156.33,156.33,0.0,0.0,154.2,154.2,154.2,0.0,0.0,156.26,156.26,156.26,0.0,0.0
