Date,iShares Russell Top 200_etf_Open_average,iShares Russell Top 200_etf_Open_max,iShares Russell Top 200_etf_Open_min,iShares Russell Top 200_etf_Open_volatility,iShares Russell Top 200_etf_Open_change,iShares Russell Top 200_etf_High_average,iShares Russell Top 200_etf_High_max,iShares Russell Top 200_etf_High_min,iShares Russell Top 200_etf_High_volatility,iShares Russell Top 200_etf_High_change,iShares Russell Top 200_etf_Low_average,iShares Russell Top 200_etf_Low_max,iShares Russell Top 200_etf_Low_min,iShares Russell Top 200_etf_Low_volatility,iShares Russell Top 200_etf_Low_change,iShares Russell Top 200_etf_Close_average,iShares Russell Top 200_etf_Close_max,iShares Russell Top 200_etf_Close_min,iShares Russell Top 200_etf_Close_volatility,iShares Russell Top 200_etf_Close_change
2018-05-20,62.88,62.88,62.88,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2018-05-27,62.87,62.87,62.87,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.87,62.87,62.87,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2018-06-03,64.11,64.11,64.11,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.98,63.98,63.98,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2018-06-10,64.28,64.28,64.28,0.0,0.0,64.35,64.35,64.35,0.0,0.0,63.99,63.99,63.99,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2018-06-17,64.0,64.0,64.0,0.0,0.0,64.11,64.11,64.11,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2018-06-24,63.35,63.35,63.35,0.0,0.0,63.41,63.41,63.41,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2018-07-01,62.93,62.93,62.93,0.0,0.0,63.65,63.65,63.65,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2018-07-08,64.59,64.59,64.59,0.0,0.0,64.69,64.69,64.69,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.67,64.67,64.67,0.0,0.0
2018-07-15,64.65,64.65,64.65,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.67,64.67,64.67,0.0,0.0
2018-07-22,65.57,65.57,65.57,0.0,0.0,65.57,65.57,65.57,0.0,0.0,64.8,64.8,64.8,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2018-07-29,65.38,65.38,65.38,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2018-08-05,65.66,65.66,65.66,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-08-12,65.71,65.71,65.71,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.63,65.63,65.63,0.0,0.0,65.92,65.92,65.92,0.0,0.0
2018-08-19,66.22,66.22,66.22,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.54,66.54,66.54,0.0,0.0
2018-08-26,67.1,67.1,67.1,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2018-09-02,66.47,66.47,66.47,0.0,0.0,66.78,66.78,66.78,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2018-09-09,67.63,67.63,67.63,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2018-09-16,68.34,68.34,68.34,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.06,68.06,68.06,0.0,0.0,68.06,68.06,68.06,0.0,0.0
2018-09-23,67.56,67.56,67.56,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.47,67.47,67.47,0.0,0.0
2018-09-30,67.46,67.46,67.46,0.0,0.0,67.55,67.55,67.55,0.0,0.0,66.61,66.61,66.61,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2018-10-07,64.56,64.56,64.56,0.0,0.0,64.72,64.72,64.72,0.0,0.0,63.6,63.6,63.6,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2018-10-14,64.49,64.49,64.49,0.0,0.0,65.01,65.01,65.01,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2018-10-21,62.26,62.26,62.26,0.0,0.0,62.53,62.53,62.53,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2018-10-28,63.87,63.87,63.87,0.0,0.0,63.87,63.87,63.87,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2018-11-04,64.84,64.84,64.84,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.29,64.29,64.29,0.0,0.0,64.65,64.65,64.65,0.0,0.0
2018-11-11,63.31,63.31,63.31,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2018-11-18,61.06,61.06,61.06,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2018-11-25,63.75,63.75,63.75,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.64,63.64,63.64,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2018-12-02,62.56,62.56,62.56,0.0,0.0,63.04,63.04,63.04,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2018-12-09,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.53,60.53,60.53,0.0,0.0
2018-12-16,57.41,57.41,57.41,0.0,0.0,57.85,57.85,57.85,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2018-12-23,58.12,58.12,58.12,0.0,0.0,58.55,58.55,58.55,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2018-12-30,57.77,57.77,57.77,0.0,0.0,58.88,58.88,58.88,0.0,0.0,57.61,57.61,57.61,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-01-06,59.97,59.97,59.97,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.74,59.74,59.74,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2019-01-13,61.7,61.7,61.7,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2019-01-20,61.63,61.63,61.63,0.0,0.0,61.9,61.9,61.9,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2019-01-27,62.62,62.62,62.62,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-02-03,62.14,62.14,62.14,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2019-02-10,63.91,63.91,63.91,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.91,63.91,63.91,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-02-17,64.42,64.42,64.42,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.29,64.29,64.29,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2019-02-24,64.87,64.87,64.87,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2019-03-03,63.24,63.24,63.24,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.61,63.61,63.61,0.0,0.0
2019-03-10,65.45,65.45,65.45,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2019-03-17,65.54,65.54,65.54,0.0,0.0,65.57,65.57,65.57,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2019-03-24,65.37,65.37,65.37,0.0,0.0,65.52,65.52,65.52,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.51,65.51,65.51,0.0,0.0
2019-03-31,66.85,66.85,66.85,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.78,66.78,66.78,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2019-04-07,67.21,67.21,67.21,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.04,67.04,67.04,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2019-04-14,67.37,67.37,67.37,0.0,0.0,67.37,67.37,67.37,0.0,0.0,66.99,66.99,66.99,0.0,0.0,67.32,67.32,67.32,0.0,0.0
2019-04-21,67.89,67.89,67.89,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.73,67.73,67.73,0.0,0.0,68.16,68.16,68.16,0.0,0.0
2019-04-28,67.95,67.95,67.95,0.0,0.0,68.3,68.3,68.3,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2019-05-05,66.32,66.32,66.32,0.0,0.0,66.83,66.83,66.83,0.0,0.0,65.58,65.58,65.58,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2019-05-12,66.23,66.23,66.23,0.0,0.0,66.98,66.98,66.98,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.43,66.43,66.43,0.0,0.0
2019-05-19,65.76,65.76,65.76,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2019-05-26,64.01,64.01,64.01,0.0,0.0,64.16,64.16,64.16,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2019-06-02,66.14,66.14,66.14,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.14,66.14,66.14,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2019-06-09,66.92,66.92,66.92,0.0,0.0,67.13,67.13,67.13,0.0,0.0,66.88,66.88,66.88,0.0,0.0,67.01,67.01,67.01,0.0,0.0
2019-06-16,68.14,68.14,68.14,0.0,0.0,68.39,68.39,68.39,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.23,68.23,68.23,0.0,0.0
2019-06-23,67.75,67.75,67.75,0.0,0.0,67.95,67.95,67.95,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.92,67.92,67.92,0.0,0.0
2019-06-30,68.99,68.99,68.99,0.0,0.0,69.26,69.26,69.26,0.0,0.0,68.71,68.71,68.71,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2019-07-07,69.6,69.6,69.6,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2019-07-14,69.71,69.71,69.71,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2019-07-21,69.67,69.67,69.67,0.0,0.0,70.16,70.16,70.16,0.0,0.0,69.67,69.67,69.67,0.0,0.0,70.13,70.13,70.13,0.0,0.0
2019-07-28,68.29,68.29,68.29,0.0,0.0,68.29,68.29,68.29,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.97,67.97,67.97,0.0,0.0
2019-08-04,67.95,67.95,67.95,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2019-08-11,66.54,66.54,66.54,0.0,0.0,67.11,67.11,67.11,0.0,0.0,66.54,66.54,66.54,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2019-08-18,67.61,67.61,67.61,0.0,0.0,67.92,67.92,67.92,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2019-08-25,68.34,68.34,68.34,0.0,0.0,68.34,68.34,68.34,0.0,0.0,67.78,67.78,67.78,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2019-09-01,69.34,69.34,69.34,0.0,0.0,69.34,69.34,69.34,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.19,69.19,69.19,0.0,0.0
2019-09-08,69.98,69.98,69.98,0.0,0.0,70.02,70.02,70.02,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.83,69.83,69.83,0.0,0.0
2019-09-15,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.64,69.64,69.64,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2019-09-22,69.07,69.07,69.07,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.17,68.17,68.17,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2019-09-29,67.55,67.55,67.55,0.0,0.0,68.39,68.39,68.39,0.0,0.0,67.55,67.55,67.55,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2019-10-06,69.03,69.03,69.03,0.0,0.0,69.28,69.28,69.28,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2019-10-13,69.41,69.41,69.41,0.0,0.0,69.52,69.52,69.52,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2019-10-20,69.56,69.56,69.56,0.0,0.0,70.14,70.14,70.14,0.0,0.0,69.56,69.56,69.56,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2019-10-27,70.93,70.93,70.93,0.0,0.0,71.13,71.13,71.13,0.0,0.0,70.88,70.88,70.88,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2019-11-03,71.65,71.65,71.65,0.0,0.0,71.89,71.89,71.89,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.89,71.89,71.89,0.0,0.0
2019-11-10,72.41,72.41,72.41,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.27,72.27,72.27,0.0,0.0,72.57,72.57,72.57,0.0,0.0
2019-11-17,72.49,72.49,72.49,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2019-11-24,73.37,73.37,73.37,0.0,0.0,73.44,73.44,73.44,0.0,0.0,73.23,73.23,73.23,0.0,0.0,73.28,73.28,73.28,0.0,0.0
2019-12-01,73.35,73.35,73.35,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.39,73.39,73.39,0.0,0.0
2019-12-08,73.92,73.92,73.92,0.0,0.0,74.16,74.16,74.16,0.0,0.0,73.69,73.69,73.69,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2019-12-15,74.97,74.97,74.97,0.0,0.0,74.97,74.97,74.97,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.87,74.87,74.87,0.0,0.0
2019-12-22,75.58,75.58,75.58,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.33,75.33,75.33,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2019-12-29,75.15,75.15,75.15,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.11,75.11,75.11,0.0,0.0,75.36,75.36,75.36,0.0,0.0
