Date,PowerShares Dynamic SoftwareEtf_Open_average,PowerShares Dynamic SoftwareEtf_Open_max,PowerShares Dynamic SoftwareEtf_Open_min,PowerShares Dynamic SoftwareEtf_Open_volatility,PowerShares Dynamic SoftwareEtf_Open_change,PowerShares Dynamic SoftwareEtf_High_average,PowerShares Dynamic SoftwareEtf_High_max,PowerShares Dynamic SoftwareEtf_High_min,PowerShares Dynamic SoftwareEtf_High_volatility,PowerShares Dynamic SoftwareEtf_High_change,PowerShares Dynamic SoftwareEtf_Low_average,PowerShares Dynamic SoftwareEtf_Low_max,PowerShares Dynamic SoftwareEtf_Low_min,PowerShares Dynamic SoftwareEtf_Low_volatility,PowerShares Dynamic SoftwareEtf_Low_change,PowerShares Dynamic SoftwareEtf_Close_average,PowerShares Dynamic SoftwareEtf_Close_max,PowerShares Dynamic SoftwareEtf_Close_min,PowerShares Dynamic SoftwareEtf_Close_volatility,PowerShares Dynamic SoftwareEtf_Close_change
2018-04-22,71.52,71.52,71.52,0.0,0.0,71.65,71.65,71.65,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.95,70.95,70.95,0.0,0.0
2018-04-29,71.39,71.39,71.39,0.0,0.0,72.76,72.76,72.76,0.0,0.0,71.39,71.39,71.39,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2018-05-06,75.67,75.67,75.67,0.0,0.0,75.67,75.67,75.67,0.0,0.0,74.99,74.99,74.99,0.0,0.0,75.33,75.33,75.33,0.0,0.0
2018-05-13,74.44,74.44,74.44,0.0,0.0,75.07,75.07,75.07,0.0,0.0,74.4,74.4,74.4,0.0,0.0,75.01,75.01,75.01,0.0,0.0
2018-05-20,75.52,75.52,75.52,0.0,0.0,76.0,76.0,76.0,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2018-05-27,76.86,76.86,76.86,0.0,0.0,77.6,77.6,77.6,0.0,0.0,76.72,76.72,76.72,0.0,0.0,77.51,77.51,77.51,0.0,0.0
2018-06-03,77.55,77.55,77.55,0.0,0.0,78.26,78.26,78.26,0.0,0.0,77.22,77.22,77.22,0.0,0.0,78.26,78.26,78.26,0.0,0.0
2018-06-10,80.6,80.6,80.6,0.0,0.0,80.82,80.82,80.82,0.0,0.0,79.59,79.59,79.59,0.0,0.0,80.72,80.72,80.72,0.0,0.0
2018-06-17,79.39,79.39,79.39,0.0,0.0,79.66,79.66,79.66,0.0,0.0,77.46,77.46,77.46,0.0,0.0,77.72,77.72,77.72,0.0,0.0
2018-06-24,76.28,76.28,76.28,0.0,0.0,76.62,76.62,76.62,0.0,0.0,76.02,76.02,76.02,0.0,0.0,76.32,76.32,76.32,0.0,0.0
2018-07-01,77.73,77.73,77.73,0.0,0.0,79.05,79.05,79.05,0.0,0.0,77.73,77.73,77.73,0.0,0.0,78.97,78.97,78.97,0.0,0.0
2018-07-08,81.13,81.13,81.13,0.0,0.0,81.13,81.13,81.13,0.0,0.0,80.64,80.64,80.64,0.0,0.0,81.01,81.01,81.01,0.0,0.0
2018-07-15,81.21,81.21,81.21,0.0,0.0,81.63,81.63,81.63,0.0,0.0,80.97,80.97,80.97,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2018-07-22,82.0,82.0,82.0,0.0,0.0,82.0,82.0,82.0,0.0,0.0,78.8,78.8,78.8,0.0,0.0,79.48,79.48,79.48,0.0,0.0
2018-07-29,80.45,80.45,80.45,0.0,0.0,81.0,81.0,81.0,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.75,79.75,79.75,0.0,0.0
2018-08-05,81.25,81.25,81.25,0.0,0.0,82.36,82.36,82.36,0.0,0.0,81.17,81.17,81.17,0.0,0.0,81.81,81.81,81.81,0.0,0.0
2018-08-12,81.39,81.39,81.39,0.0,0.0,81.63,81.63,81.63,0.0,0.0,80.75,80.75,80.75,0.0,0.0,81.54,81.54,81.54,0.0,0.0
2018-08-19,83.84,83.84,83.84,0.0,0.0,85.27,85.27,85.27,0.0,0.0,83.84,83.84,83.84,0.0,0.0,85.15,85.15,85.15,0.0,0.0
2018-08-26,86.09,86.09,86.09,0.0,0.0,86.65,86.65,86.65,0.0,0.0,86.0,86.0,86.0,0.0,0.0,86.65,86.65,86.65,0.0,0.0
2018-09-02,84.93,84.93,84.93,0.0,0.0,86.46,86.46,86.46,0.0,0.0,84.4,84.4,84.4,0.0,0.0,85.68,85.68,85.68,0.0,0.0
2018-09-09,88.5,88.5,88.5,0.0,0.0,89.2,89.2,89.2,0.0,0.0,88.11,88.11,88.11,0.0,0.0,88.71,88.71,88.71,0.0,0.0
2018-09-16,86.29,86.29,86.29,0.0,0.0,86.36,86.36,86.36,0.0,0.0,85.06,85.06,85.06,0.0,0.0,85.15,85.15,85.15,0.0,0.0
2018-09-23,86.68,86.68,86.68,0.0,0.0,87.56,87.56,87.56,0.0,0.0,86.68,86.68,86.68,0.0,0.0,87.08,87.08,87.08,0.0,0.0
2018-09-30,82.83,82.83,82.83,0.0,0.0,83.63,83.63,83.63,0.0,0.0,81.05,81.05,81.05,0.0,0.0,82.32,82.32,82.32,0.0,0.0
2018-10-07,77.19,77.19,77.19,0.0,0.0,78.1,78.1,78.1,0.0,0.0,76.22,76.22,76.22,0.0,0.0,77.7,77.7,77.7,0.0,0.0
2018-10-14,78.86,78.86,78.86,0.0,0.0,79.53,79.53,79.53,0.0,0.0,76.42,76.42,76.42,0.0,0.0,76.42,76.42,76.42,0.0,0.0
2018-10-21,73.49,73.49,73.49,0.0,0.0,75.28,75.28,75.28,0.0,0.0,72.41,72.41,72.41,0.0,0.0,73.67,73.67,73.67,0.0,0.0
2018-10-28,77.14,77.14,77.14,0.0,0.0,77.63,77.63,77.63,0.0,0.0,75.79,75.79,75.79,0.0,0.0,76.23,76.23,76.23,0.0,0.0
2018-11-04,78.4,78.4,78.4,0.0,0.0,78.4,78.4,78.4,0.0,0.0,76.39,76.39,76.39,0.0,0.0,77.41,77.41,77.41,0.0,0.0
2018-11-11,76.16,76.16,76.16,0.0,0.0,77.12,77.12,77.12,0.0,0.0,75.93,75.93,75.93,0.0,0.0,76.85,76.85,76.85,0.0,0.0
2018-11-18,71.4,71.4,71.4,0.0,0.0,72.8,72.8,72.8,0.0,0.0,71.4,71.4,71.4,0.0,0.0,72.55,72.55,72.55,0.0,0.0
2018-11-25,78.46,78.46,78.46,0.0,0.0,79.59,79.59,79.59,0.0,0.0,78.39,78.39,78.39,0.0,0.0,79.52,79.52,79.52,0.0,0.0
2018-12-02,78.75,78.75,78.75,0.0,0.0,79.31,79.31,79.31,0.0,0.0,75.82,75.82,75.82,0.0,0.0,76.32,76.32,76.32,0.0,0.0
2018-12-09,77.47,77.47,77.47,0.0,0.0,78.08,78.08,78.08,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.6,76.6,76.6,0.0,0.0
2018-12-16,72.07,72.07,72.07,0.0,0.0,72.53,72.53,72.53,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2018-12-23,73.81,73.81,73.81,0.0,0.0,74.31,74.31,74.31,0.0,0.0,72.38,72.38,72.38,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2018-12-30,72.59,72.59,72.59,0.0,0.0,74.81,74.81,74.81,0.0,0.0,72.5,72.5,72.5,0.0,0.0,74.29,74.29,74.29,0.0,0.0
2019-01-06,77.96,77.96,77.96,0.0,0.0,78.74,78.74,78.74,0.0,0.0,77.74,77.74,77.74,0.0,0.0,78.38,78.38,78.38,0.0,0.0
2019-01-13,80.89,80.89,80.89,0.0,0.0,81.98,81.98,81.98,0.0,0.0,80.5,80.5,80.5,0.0,0.0,81.65,81.65,81.65,0.0,0.0
2019-01-20,81.31,81.31,81.31,0.0,0.0,81.97,81.97,81.97,0.0,0.0,81.12,81.12,81.12,0.0,0.0,81.78,81.78,81.78,0.0,0.0
2019-01-27,83.99,83.99,83.99,0.0,0.0,84.55,84.55,84.55,0.0,0.0,83.45,83.45,83.45,0.0,0.0,84.23,84.23,84.23,0.0,0.0
2019-02-03,83.15,83.15,83.15,0.0,0.0,85.37,85.37,85.37,0.0,0.0,83.15,83.15,83.15,0.0,0.0,85.37,85.37,85.37,0.0,0.0
2019-02-10,87.38,87.38,87.38,0.0,0.0,87.51,87.51,87.51,0.0,0.0,86.71,86.71,86.71,0.0,0.0,87.49,87.49,87.49,0.0,0.0
2019-02-17,87.0,87.0,87.0,0.0,0.0,88.09,88.09,88.09,0.0,0.0,86.99,86.99,86.99,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2019-02-24,88.88,88.88,88.88,0.0,0.0,88.95,88.95,88.95,0.0,0.0,88.0,88.0,88.0,0.0,0.0,88.81,88.81,88.81,0.0,0.0
2019-03-03,85.17,85.17,85.17,0.0,0.0,86.53,86.53,86.53,0.0,0.0,84.71,84.71,84.71,0.0,0.0,86.51,86.51,86.51,0.0,0.0
2019-03-10,90.01,90.01,90.01,0.0,0.0,90.91,90.91,90.91,0.0,0.0,89.8,89.8,89.8,0.0,0.0,90.24,90.24,90.24,0.0,0.0
2019-03-17,93.02,93.02,93.02,0.0,0.0,93.2,93.2,93.2,0.0,0.0,90.18,90.18,90.18,0.0,0.0,90.23,90.23,90.23,0.0,0.0
2019-03-24,90.87,90.87,90.87,0.0,0.0,91.42,91.42,91.42,0.0,0.0,90.38,90.38,90.38,0.0,0.0,91.42,91.42,91.42,0.0,0.0
2019-03-31,91.48,91.48,91.48,0.0,0.0,92.09,92.09,92.09,0.0,0.0,91.07,91.07,91.07,0.0,0.0,91.55,91.55,91.55,0.0,0.0
2019-04-07,94.03,94.03,94.03,0.0,0.0,94.19,94.19,94.19,0.0,0.0,93.1,93.1,93.1,0.0,0.0,93.48,93.48,93.48,0.0,0.0
2019-04-14,91.05,91.05,91.05,0.0,0.0,91.05,91.05,91.05,0.0,0.0,89.8,89.8,89.8,0.0,0.0,90.79,90.79,90.79,0.0,0.0
2019-04-21,94.26,94.26,94.26,0.0,0.0,95.54,95.54,95.54,0.0,0.0,93.69,93.69,93.69,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2019-04-28,96.25,96.25,96.25,0.0,0.0,96.72,96.72,96.72,0.0,0.0,95.67,95.67,95.67,0.0,0.0,96.71,96.71,96.71,0.0,0.0
2019-05-05,94.33,94.33,94.33,0.0,0.0,95.15,95.15,95.15,0.0,0.0,92.65,92.65,92.65,0.0,0.0,94.91,94.91,94.91,0.0,0.0
2019-05-12,95.8,95.8,95.8,0.0,0.0,96.48,96.48,96.48,0.0,0.0,95.18,95.18,95.18,0.0,0.0,95.26,95.26,95.26,0.0,0.0
2019-05-19,93.36,93.36,93.36,0.0,0.0,93.9,93.9,93.9,0.0,0.0,92.85,92.85,92.85,0.0,0.0,93.49,93.49,93.49,0.0,0.0
2019-05-26,91.48,91.48,91.48,0.0,0.0,92.25,92.25,92.25,0.0,0.0,90.92,90.92,90.92,0.0,0.0,91.55,91.55,91.55,0.0,0.0
2019-06-02,93.96,93.96,93.96,0.0,0.0,95.46,95.46,95.46,0.0,0.0,93.96,93.96,93.96,0.0,0.0,94.93,94.93,94.93,0.0,0.0
2019-06-09,95.58,95.58,95.58,0.0,0.0,95.58,95.58,95.58,0.0,0.0,94.41,94.41,94.41,0.0,0.0,94.74,94.74,94.74,0.0,0.0
2019-06-16,97.95,97.95,97.95,0.0,0.0,97.95,97.95,97.95,0.0,0.0,96.64,96.64,96.64,0.0,0.0,96.69,96.69,96.69,0.0,0.0
2019-06-23,95.53,95.53,95.53,0.0,0.0,95.95,95.95,95.95,0.0,0.0,94.94,94.94,94.94,0.0,0.0,95.83,95.83,95.83,0.0,0.0
2019-06-30,98.14,98.14,98.14,0.0,0.0,99.01,99.01,99.01,0.0,0.0,97.15,97.15,97.15,0.0,0.0,98.99,98.99,98.99,0.0,0.0
2019-07-07,100.61,100.61,100.61,0.0,0.0,100.71,100.71,100.71,0.0,0.0,99.7,99.7,99.7,0.0,0.0,100.67,100.67,100.67,0.0,0.0
2019-07-14,100.85,100.85,100.85,0.0,0.0,101.3,101.3,101.3,0.0,0.0,99.59,99.59,99.59,0.0,0.0,99.59,99.59,99.59,0.0,0.0
2019-07-21,102.56,102.56,102.56,0.0,0.0,104.38,104.38,104.38,0.0,0.0,102.56,102.56,102.56,0.0,0.0,104.07,104.07,104.07,0.0,0.0
2019-07-28,100.91,100.91,100.91,0.0,0.0,101.02,101.02,101.02,0.0,0.0,98.32,98.32,98.32,0.0,0.0,99.46,99.46,99.46,0.0,0.0
2019-08-04,100.55,100.55,100.55,0.0,0.0,101.0,101.0,101.0,0.0,0.0,99.61,99.61,99.61,0.0,0.0,100.25,100.25,100.25,0.0,0.0
2019-08-11,96.7,96.7,96.7,0.0,0.0,97.62,97.62,97.62,0.0,0.0,96.5,96.5,96.5,0.0,0.0,97.17,97.17,97.17,0.0,0.0
2019-08-18,98.92,98.92,98.92,0.0,0.0,100.11,100.11,100.11,0.0,0.0,96.33,96.33,96.33,0.0,0.0,96.6,96.6,96.6,0.0,0.0
2019-08-25,98.91,98.91,98.91,0.0,0.0,98.91,98.91,98.91,0.0,0.0,96.31,96.31,96.31,0.0,0.0,97.56,97.56,97.56,0.0,0.0
2019-09-01,98.13,98.13,98.13,0.0,0.0,98.2,98.2,98.2,0.0,0.0,96.48,96.48,96.48,0.0,0.0,96.65,96.65,96.65,0.0,0.0
2019-09-08,94.37,94.37,94.37,0.0,0.0,94.37,94.37,94.37,0.0,0.0,93.17,93.17,93.17,0.0,0.0,93.19,93.19,93.19,0.0,0.0
2019-09-15,95.37,95.37,95.37,0.0,0.0,95.8,95.8,95.8,0.0,0.0,93.86,93.86,93.86,0.0,0.0,94.7,94.7,94.7,0.0,0.0
2019-09-22,94.03,94.03,94.03,0.0,0.0,94.05,94.05,94.05,0.0,0.0,90.92,90.92,90.92,0.0,0.0,91.8,91.8,91.8,0.0,0.0
2019-09-29,93.33,93.33,93.33,0.0,0.0,94.35,94.35,94.35,0.0,0.0,93.33,93.33,93.33,0.0,0.0,94.34,94.34,94.34,0.0,0.0
2019-10-06,94.81,94.81,94.81,0.0,0.0,96.02,96.02,96.02,0.0,0.0,94.81,94.81,94.81,0.0,0.0,95.05,95.05,95.05,0.0,0.0
2019-10-13,93.02,93.02,93.02,0.0,0.0,93.08,93.08,93.08,0.0,0.0,90.14,90.14,90.14,0.0,0.0,91.17,91.17,91.17,0.0,0.0
2019-10-20,91.71,91.71,91.71,0.0,0.0,92.61,92.61,92.61,0.0,0.0,91.36,91.36,91.36,0.0,0.0,92.57,92.57,92.57,0.0,0.0
2019-10-27,94.7,94.7,94.7,0.0,0.0,95.81,95.81,95.81,0.0,0.0,94.44,94.44,94.44,0.0,0.0,95.81,95.81,95.81,0.0,0.0
2019-11-03,95.15,95.15,95.15,0.0,0.0,96.28,96.28,96.28,0.0,0.0,94.62,94.62,94.62,0.0,0.0,96.28,96.28,96.28,0.0,0.0
2019-11-10,97.83,97.83,97.83,0.0,0.0,98.54,98.54,98.54,0.0,0.0,97.46,97.46,97.46,0.0,0.0,98.5,98.5,98.5,0.0,0.0
2019-11-17,100.21,100.21,100.21,0.0,0.0,100.38,100.38,100.38,0.0,0.0,99.23,99.23,99.23,0.0,0.0,99.87,99.87,99.87,0.0,0.0
2019-11-24,102.0,102.0,102.0,0.0,0.0,102.23,102.23,102.23,0.0,0.0,101.3,101.3,101.3,0.0,0.0,101.35,101.35,101.35,0.0,0.0
2019-12-01,99.17,99.17,99.17,0.0,0.0,99.41,99.41,99.41,0.0,0.0,99.01,99.01,99.01,0.0,0.0,99.36,99.36,99.36,0.0,0.0
2019-12-08,98.41,98.41,98.41,0.0,0.0,98.57,98.57,98.57,0.0,0.0,97.9,97.9,97.9,0.0,0.0,98.21,98.21,98.21,0.0,0.0
2019-12-15,99.49,99.49,99.49,0.0,0.0,100.0,100.0,100.0,0.0,0.0,99.38,99.38,99.38,0.0,0.0,99.93,99.93,99.93,0.0,0.0
2019-12-22,101.04,101.04,101.04,0.0,0.0,101.04,101.04,101.04,0.0,0.0,100.24,100.24,100.24,0.0,0.0,100.43,100.43,100.43,0.0,0.0
2019-12-29,99.52,99.52,99.52,0.0,0.0,100.53,100.53,100.53,0.0,0.0,99.2,99.2,99.2,0.0,0.0,100.45,100.45,100.45,0.0,0.0
